
[00:00:00.000 --> 00:00:02.000]  各位兄弟姐妹
[00:00:02.000 --> 00:00:08.000]  今晚我們繼續來查約翰福音第一章
[00:00:08.000 --> 00:00:10.000]  可能有些弟兄姐妹說
[00:00:10.000 --> 00:00:12.000]  說來說去到第一章
[00:00:12.000 --> 00:00:16.000]  我們何時才開始去到第二章呢?
[00:00:16.000 --> 00:00:18.000]  大家不要介意
[00:00:18.000 --> 00:00:20.000]  我們仍然停在第一章
[00:00:20.000 --> 00:00:22.000]  因為我們這個查經班
[00:00:22.000 --> 00:00:24.000]  叫做深度查經班
[00:00:24.000 --> 00:00:26.000]  深度即是我們要稍為進深一點
[00:00:26.000 --> 00:00:28.000]  我們不是只是輕輕帶過
[00:00:28.000 --> 00:00:34.000]  而約翰福音第一章充足的內容
[00:00:34.000 --> 00:00:38.000]  足夠我們用很多時間去查
[00:00:38.000 --> 00:00:40.000]  所以我答應大家
[00:00:40.000 --> 00:00:42.000]  今晚是我們最後在第一章
[00:00:42.000 --> 00:00:45.000]  這是我們的第四講
[00:00:45.000 --> 00:00:48.000]  講到耶穌是誰是第三講
[00:00:48.000 --> 00:00:51.000]  因為上一次我們是講施洗約翰
[00:00:51.000 --> 00:00:54.000]  我們要被提醒
[00:00:54.000 --> 00:00:58.000]  為何要寫約翰福音呢?
[00:00:58.000 --> 00:01:01.000]  我又回到share screen
[00:01:01.000 --> 00:01:05.000]  給大家看看
[00:01:05.000 --> 00:01:07.000]  這節的經文
[00:01:07.000 --> 00:01:09.000]  約翰福音第20章
[00:01:09.000 --> 00:01:11.000]  不是第一節
[00:01:11.000 --> 00:01:13.000]  是第31節最後那一節
[00:01:13.000 --> 00:01:15.000]  但記者寫時
[00:01:15.000 --> 00:01:19.000]  是叫你們能夠相信耶穌是基督
[00:01:19.000 --> 00:01:21.000]  所以第一件事
[00:01:21.000 --> 00:01:24.000]  就是他要我們認識耶穌是誰
[00:01:24.000 --> 00:01:27.000]  好讓我們能夠相信他
[00:01:27.000 --> 00:01:29.000]  相信他是基督
[00:01:29.000 --> 00:01:31.000]  是神的兒子
[00:01:31.000 --> 00:01:33.000]  並且叫我們信了他
[00:01:33.000 --> 00:01:35.000]  就可以因他的名得生命
[00:01:35.000 --> 00:01:37.000]  這是屬靈的生命
[00:01:37.000 --> 00:01:39.000]  是永遠的生命
[00:01:39.000 --> 00:01:41.000]  這是約翰福音的目的
[00:01:41.000 --> 00:01:44.000]  所以他一開始的時候
[00:01:44.000 --> 00:01:46.000]  他就開宗明義
[00:01:46.000 --> 00:01:49.000]  告訴我們耶穌是誰
[00:01:49.000 --> 00:01:52.000]  第一章有兩個人
[00:01:52.000 --> 00:01:56.000]  直接地來見證耶穌是誰
[00:01:56.000 --> 00:02:00.000]  第一位當然就是使徒約翰
[00:02:00.000 --> 00:02:01.000]  他一開始的時候
[00:02:01.000 --> 00:02:03.000]  太初有道與神同在
[00:02:03.000 --> 00:02:05.000]  道就至神
[00:02:05.000 --> 00:02:07.000]  第一至第五節
[00:02:07.000 --> 00:02:10.000]  是使徒約翰的見證
[00:02:10.000 --> 00:02:13.000]  然後第九至十四節
[00:02:13.000 --> 00:02:16.000]  然後再下去是十六至十八節
[00:02:16.000 --> 00:02:19.000]  這是我稱之為第一個直接的見證人
[00:02:19.000 --> 00:02:21.000]  由他的口中說出來
[00:02:21.000 --> 00:02:24.000]  第二位當然就是使徒約翰
[00:02:24.000 --> 00:02:28.000]  約翰是用使徒約翰來作人證
[00:02:28.000 --> 00:02:31.000]  而他的見證是在第六至第八節
[00:02:31.000 --> 00:02:33.000]  第十五節
[00:02:33.000 --> 00:02:36.000]  然後十九至三十七節
[00:02:36.000 --> 00:02:38.000]  相當長的
[00:02:38.000 --> 00:02:41.000]  這兩位是直接的見證人
[00:02:41.000 --> 00:02:44.000]  但另外還有幾位間接的證人
[00:02:44.000 --> 00:02:47.000]  例如第四十一節
[00:02:47.000 --> 00:02:51.000]  安德烈對西門彼得說
[00:02:51.000 --> 00:02:54.000]  安德烈是西門彼得的弟弟
