
[00:00:00.000 --> 00:00:08.800]  今天和大家一起思想的經文是去到加拉太書最後的一部分
[00:00:08.800 --> 00:00:17.800]  今天我會和大家一起分享的經文會從加拉太書第六章十二節開始分享
[00:00:17.800 --> 00:00:22.800]  這個部分我會分為兩堂崇拜和大家一起分享
[00:00:22.800 --> 00:00:27.200]  那個題目叫做認真信耶穌不會死
[00:00:27.200 --> 00:00:34.600]  讓我們在開始之前我們再次回到加拉太書第六章十二節
[00:00:34.600 --> 00:00:40.600]  我今天會看頭的一部分從第十二節至第十三節
[00:00:40.600 --> 00:00:42.600]  這裡簡單的兩節經文
[00:00:42.600 --> 00:00:47.600]  下個星期我會看第十四節至第十六節的部分
[00:00:47.600 --> 00:00:50.600]  我們先回到這段聖經讀一下
[00:00:50.600 --> 00:00:59.600]  我會和大家一起去先讀和合版本的聖經加拉太書的第六章第十二節和第十三節
[00:00:59.600 --> 00:01:06.600]  凡稀圖外貌體面的人都勉強你們受割禮
[00:01:06.600 --> 00:01:12.600]  無非是怕自己為基督的十字架受逼迫
[00:01:12.600 --> 00:01:17.600]  他們那些受割禮的連自己也不守律法
[00:01:17.600 --> 00:01:21.600]  他們願意你們受割禮
[00:01:21.600 --> 00:01:25.600]  不過要借著你們的肉體跨口
[00:01:25.600 --> 00:01:27.600]  今天開始講道的時候
[00:01:27.600 --> 00:01:31.600]  用我這一條的題目去打開今天的講道
[00:01:31.600 --> 00:01:39.600]  為什麼這麼多認真相信耶穌基督的人會被教會排斥呢?
[00:01:39.600 --> 00:01:42.600]  你沒有聽錯這條問題
[00:01:42.600 --> 00:01:46.600]  這條問題是在我過去的這麼多年裡面
[00:01:46.600 --> 00:01:50.600]  最多信徒來問我的問題之一
[00:01:50.600 --> 00:01:54.600]  很多時候很多認真相信主的基督徒
[00:01:54.600 --> 00:02:00.600]  甚至有些他們曾經是做過教務和工作的傳道人
[00:02:00.600 --> 00:02:02.600]  後來不知道一些什麼原因
[00:02:02.600 --> 00:02:09.600]  他們不僅辭職而且還很失望地離開教會
[00:02:09.600 --> 00:02:16.600]  至於那些很認真也很清楚知道自己應該去侍奉主的信徒
[00:02:16.600 --> 00:02:20.600]  後來又因為教會種種的原因
[00:02:20.600 --> 00:02:25.600]  迫使他們不能夠繼續在教會裡面去侍奉
[00:02:25.600 --> 00:02:28.600]  但他們也沒有想過要離開教會
[00:02:28.600 --> 00:02:33.600]  唯有靜靜地坐在教會裡面繼續崇拜
[00:02:33.600 --> 00:02:36.600]  但好景不常的事情就是
[00:02:36.600 --> 00:02:39.600]  這些信徒停止侍奉之後
[00:02:39.600 --> 00:02:43.600]  教會的人竟然將他視為反對派
[00:02:43.600 --> 00:02:45.600]  甚至不斷向他們施壓
[00:02:45.600 --> 00:02:49.600]  於是這個信徒有機會遇見我的時候
[00:02:49.600 --> 00:02:51.600]  就問剛才這條問題
[00:02:51.600 --> 00:02:59.600]  為什麼一個認真相信耶穌的人會被教會排斥呢?
[00:02:59.600 --> 00:03:02.600]  或許你會這樣問
[00:03:02.600 --> 00:03:07.600]  教會不是一個應該彼此相愛的地方嗎?
[00:03:07.600 --> 00:03:10.600]  怎麼會有這樣的現象呢?
[00:03:10.600 --> 00:03:15.600]  會不會是你遇見的傳道人或基督徒
[00:03:15.600 --> 00:03:18.600]  只是他們個別自己的問題
[00:03:18.600 --> 00:03:22.600]  導致他們不在教會裡面繼續侍奉
[00:03:22.600 --> 00:03:29.600]  甚至王牧師曾經在早前的第六章第一至第五節裡
[00:03:29.600 --> 00:03:31.600]  曾經有篇說道
[00:03:31.600 --> 00:03:35.600]  一間值得嚮往的屬神的家
[00:03:35.600 --> 00:03:38.600]  你以這個題目去說道
[00:03:38.600 --> 00:03:42.600]  保羅去介紹給加拉太教會的信徒
[00:03:42.600 --> 00:03:45.600]  他們應該要有一個不斷嚮往
[00:03:45.600 --> 00:03:51.600]  而建立一個可以互惠互建的教會群體
[00:03:51.600 --> 00:03:55.600]  這個會不會不是教會本身的問題
[00:03:55.600 --> 00:03:58.600]  而是他們個別的問題呢?
[00:03:58.600 --> 00:04:01.600]  我相信如果你懂得這樣問的時候
[00:04:01.600 --> 00:04:07.600]  你這樣的想法其實是很清楚知道
[00:04:07.600 --> 00:04:11.600]  在先前保羅所說的期盼
[00:04:11.600 --> 00:04:15.600]  要一起信徒同心建立一個
[00:04:15.600 --> 00:04:18.600]  大家可以互相建立
[00:04:18.600 --> 00:04:24.600]  在屬靈生命上得到慰養的群體
[00:04:24.600 --> 00:04:29.600]  沒錯,這是我們需要去不斷期盼的教會
[00:04:29.600 --> 00:04:33.600]  也都設立希望去建立的教會
[00:04:33.600 --> 00:04:37.600]  但是如果當你聽完今天這段聖經的時候
[00:04:37.600 --> 00:04:42.600]  加拉太書從第十六章第十二節開始
[00:04:42.600 --> 00:04:44.600]  我們分兩堂
[00:04:44.600 --> 00:04:49.600]  今天我先說第十二節和第十三節兩節經文
[00:04:49.600 --> 00:04:52.600]  當你聽完這個整段的經文
[00:04:52.600 --> 00:04:56.600]  在最後保羅加拉太書寫的部分的時候
[00:04:56.600 --> 00:05:02.600]  我相信保羅會為你和我帶來一個很大的震撼
[00:05:02.600 --> 00:05:07.600]  讓我們在這個充滿罪惡的時代裡
[00:05:07.600 --> 00:05:14.600]  而很多信徒他們回到教會仍然在幻想
[00:05:14.600 --> 00:05:19.600]  能夠有一家合神心意的教會建立在地上
[00:05:19.600 --> 00:05:21.600]  這種思維的時候
[00:05:21.600 --> 00:05:27.600]  我相信這段經文六章第十二節至第十六節
[00:05:27.600 --> 00:05:32.600]  就能夠成為一個讓我們清醒過來的呼喚
[00:05:32.600 --> 00:05:37.600]  叫我們今天每一個信徒在一個這樣的時代裡
[00:05:37.600 --> 00:05:42.600]  既一方面能夠分辨什麼叫做合神心意的事情
[00:05:42.600 --> 00:05:46.600]  但同時間也都真的要面對一個事實
[00:05:46.600 --> 00:05:52.600]  今天的教會實在不是一個理想的狀態
[00:05:52.600 --> 00:05:55.600]  不是說當我們在一個不理想的狀態
[00:05:55.600 --> 00:06:01.600]  而我們又放棄了我們自己原本那個聖經要我們有的期盼
[00:06:01.600 --> 00:06:07.600]  所以我希望藉著這段經文和大家分享保羅的教訓的時候
[00:06:07.600 --> 00:06:11.600]  讓我們重新走回一個很實際的情況
[00:06:11.600 --> 00:06:15.600]  我們去看一下今天在一個不理想的狀態之下
[00:06:15.600 --> 00:06:24.600]  信徒怎樣繼續往上帝要我們建立的一個合神心意的教會的方向努力
[00:06:24.600 --> 00:06:26.600]  在這個過程不容易
[00:06:26.600 --> 00:06:30.600]  甚至可能可以說是九死一生的狀態
[00:06:30.600 --> 00:06:34.600]  但是我想大家明白這樣是死不了的
[00:06:34.600 --> 00:06:37.600]  如果我們繼續堅持走這條路的時候
[00:06:37.600 --> 00:06:40.600]  上帝會有他的保守在其中
[00:06:40.600 --> 00:06:49.600]  今天第一講我們會先去看一下保羅怎樣去陳述教會的現實狀態
[00:06:49.600 --> 00:06:54.600]  揭開當時教會的情況
[00:06:54.600 --> 00:07:00.600]  並且給今天的我們可以有一個更透徹的眼睛
[00:07:00.600 --> 00:07:04.600]  看得清楚今天教會的現狀
[00:07:04.600 --> 00:07:13.600]  不要將我們的期盼完全投靠在今天一個敗壞的教會的狀態
[00:07:13.600 --> 00:07:17.600]  因而使我們可能走迷失路
[00:07:17.600 --> 00:07:23.600]  或者好像我剛才所提到的教務同工或者信徒覺得很失望
[00:07:23.600 --> 00:07:28.600]  保羅在上面的前文已經告訴我們
[00:07:28.600 --> 00:07:35.600]  他為了加拉太教會的益處他可以作出最大的努力
[00:07:35.600 --> 00:07:38.600]  他最大的努力是什麼?
[00:07:38.600 --> 00:07:42.600]  在前文我們剛剛第六章第十一節已經說過了
[00:07:42.600 --> 00:07:44.600]  他沒有浪費一字一文
[00:07:44.600 --> 00:07:48.600]  他仍然很努力盡他的努力
[00:07:48.600 --> 00:07:54.600]  可能他眼睛不好很費神去寫加拉太書這本書
[00:07:54.600 --> 00:07:58.600]  或者加拉太書裡面所說的內容是非常重要的
[00:07:58.600 --> 00:08:03.600]  他不得不詳細地親自寫下來
[00:08:03.600 --> 00:08:05.600]  告訴當時的信徒知道
[00:08:05.600 --> 00:08:10.600]  其實加拉太教會我們走的這條屬靈道路
[00:08:10.600 --> 00:08:13.600]  是一條永遠不死的道路
[00:08:13.600 --> 00:08:19.600]  裡面有一個道理可以幫助我們持守往上帝的方向走
[00:08:19.600 --> 00:08:22.600]  在這個罪惡滿盈的世界裡
[00:08:22.600 --> 00:08:28.600]  似乎教會甚至已經被罪完全攻克的狀態情況之下
[00:08:28.600 --> 00:08:35.600]  我們仍然可以不偏不倚地活在基督的帶領當中
[00:08:35.600 --> 00:08:38.600]  所以我們看看這兩節說什麼
[00:08:38.600 --> 00:08:41.600]  其實這兩節有一個重心
[00:08:41.600 --> 00:08:45.600]  保羅是要讓加拉太教會的信徒
[00:08:45.600 --> 00:08:51.600]  辨識一間似乎已經被罪完全攻克的教會
[00:08:51.600 --> 00:08:55.600]  我怎樣辨識他在當中的狀態
[00:08:55.600 --> 00:08:59.600]  並且能夠參與在那個掙扎的過程
[00:08:59.600 --> 00:09:04.600]  面對一個幾乎完全被罪完全攻克的教會
[00:09:04.600 --> 00:09:10.600]  在我自己做基督徒這三十多年的教會生活當中
[00:09:10.600 --> 00:09:12.600]  我留意到一件事
[00:09:12.600 --> 00:09:19.600]  無論是教會當中小到好像搬桌子搬椅子這些小事
[00:09:19.600 --> 00:09:25.600]  或者去到教會的長執會當中去做一些決議
[00:09:25.600 --> 00:09:29.600]  很多時候教會都會落在一個這樣的狀況
[00:09:29.600 --> 00:09:33.600]  就是為了一些微不足道的小事情
[00:09:33.600 --> 00:09:38.600]  就將它釀成一個很大的一個破裂的機會
[00:09:38.600 --> 00:09:41.600]  而在這個情況之下就容許了
[00:09:41.600 --> 00:09:46.600]  罪入侵到教會這個群體的狀態
[00:09:46.600 --> 00:09:52.600]  當中總有一些人在這些時間裡
[00:09:52.600 --> 00:09:55.600]  會將一些小事化大
[00:09:55.600 --> 00:10:04.600]  而且在這些小事上面並且附加上一大堆的神學的理論
[00:10:04.600 --> 00:10:11.600]  有時他們甚至還引用一些名人名目他們的言論觀點
[00:10:11.600 --> 00:10:18.600]  以及一大堆他們藉著斷章取義的方式的金句堆砌
[00:10:18.600 --> 00:10:22.600]  然後支持他們要做的事情
[00:10:22.600 --> 00:10:24.600]  其實那些都是小事來的
[00:10:24.600 --> 00:10:27.600]  那些不是什麼大是大非的事情
[00:10:27.600 --> 00:10:29.600]  是一些小事情來的
[00:10:29.600 --> 00:10:34.600]  但是他就將這些小事將它不斷的堅持
[00:10:34.600 --> 00:10:38.600]  並且表現得好像說如果我不繼續堅持的話
[00:10:38.600 --> 00:10:41.600]  我們就有負主的所託
[00:10:41.600 --> 00:10:46.600]  他們鋪排出來的狀態就是說
[00:10:46.600 --> 00:10:52.600]  我們所堅持的是一些不能夠妥協的真理爭論
[00:10:52.600 --> 00:10:55.600]  例如是什麼呢
[00:10:55.600 --> 00:10:58.600]  在教會裡面我見過曾經有這樣的例子
[00:10:58.600 --> 00:11:02.600]  教會要準備現在的教會很先進的
[00:11:02.600 --> 00:11:09.600]  有很多這些投射、幻燈、播slide、powerpoint等等
[00:11:09.600 --> 00:11:16.600]  這些各式各類的影音器材
