
[00:00:00.000 --> 00:00:06.160]  今天跟大家分享的那段經文
[00:00:06.160 --> 00:00:09.360]  剛才是主席黃帝興帶我們讀了
[00:00:09.360 --> 00:00:13.960]  我給他一個題目 借錢當然要還
[00:00:13.960 --> 00:00:20.640]  剛才把PowerPoint下載的時候
[00:00:20.640 --> 00:00:23.880]  已經有了 下一句是什麼
[00:00:23.880 --> 00:00:26.080]  不要給錢中介
[00:00:26.080 --> 00:00:30.160]  其實這個故事也會講中介的
[00:00:30.160 --> 00:00:33.840]  但怎樣才叫給錢中介呢
[00:00:33.840 --> 00:00:36.600]  所以借錢當然要還
[00:00:36.600 --> 00:00:39.640]  這是政府的宣傳片
[00:00:39.640 --> 00:00:46.480]  叫我們要看著還款能力來借錢
[00:00:46.480 --> 00:00:50.040]  如果不是的話就很大問題了
[00:00:50.040 --> 00:00:52.240]  會爆煲 被人call loan
[00:00:52.240 --> 00:00:54.240]  很多事情都出問題了
[00:00:54.240 --> 00:01:01.640]  這個故事跟借有關係
[00:01:01.640 --> 00:01:03.640]  但不是借錢
[00:01:03.640 --> 00:01:09.440]  我剛才讀過是Hannah 是求子
[00:01:09.440 --> 00:01:12.440]  這裡有沒有姐妹叫Hannah
[00:01:12.440 --> 00:01:18.840]  Hannah不是一個特別普通的外國女士的名字
[00:01:18.840 --> 00:01:21.440]  但我也認識一兩個Hannah
[00:01:21.440 --> 00:01:24.440]  Hannah是Grace
[00:01:24.440 --> 00:01:27.840]  你叫Grace就等於希伯來文的Hannah
[00:01:27.840 --> 00:01:32.240]  上帝的恩典的意思
[00:01:32.240 --> 00:01:36.640]  求子 我自己是大兒子
[00:01:36.640 --> 00:01:42.520]  當我讀這段經文的時候
[00:01:42.520 --> 00:01:44.520]  都會想起我自己的媽媽
[00:01:44.520 --> 00:01:47.720]  這不是母親節的訊息
[00:01:47.720 --> 00:01:49.720]  我母親節就不是講這篇訊息
[00:01:49.720 --> 00:01:53.240]  這次想講這篇訊息
[00:01:53.240 --> 00:01:55.240]  我作為大兒子
[00:01:55.240 --> 00:01:59.640]  媽媽在我出生之前已經是信主
[00:01:59.640 --> 00:02:02.640]  但她很久都沒有告訴我
[00:02:02.640 --> 00:02:04.640]  我的由來
[00:02:04.640 --> 00:02:09.640]  當然是媽媽和爸爸生了我
[00:02:09.640 --> 00:02:14.640]  但問題是由於她在我出生之前已經是信主
[00:02:14.640 --> 00:02:17.640]  她有沒有在上帝面前做了手腳呢
[00:02:17.640 --> 00:02:19.640]  我就不知道
[00:02:19.640 --> 00:02:21.640]  後來我讀了神學之後
[00:02:21.640 --> 00:02:23.640]  她才告訴我
[00:02:23.640 --> 00:02:28.640]  雲開 一早已經把你奉獻給上帝了
[00:02:28.640 --> 00:02:31.640]  你早點告訴我 無謂走那麼多冤枉路
[00:02:31.640 --> 00:02:33.640]  十八歲就去讀神學
[00:02:33.640 --> 00:02:37.640]  不要等到我三十四歲才讀
[00:02:37.640 --> 00:02:39.640]  不要等那麼久
[00:02:39.640 --> 00:02:46.640]  這對我來說都是一個很特別的經驗
[00:02:46.640 --> 00:02:49.640]  當媽媽這樣跟我說的時候
[00:02:49.640 --> 00:02:51.640]  我家裡有兩個傳道人
[00:02:51.640 --> 00:02:53.640]  我和妹妹都是傳道人
[00:02:53.640 --> 00:02:55.640]  我五兄弟姐妹
[00:02:55.640 --> 00:02:57.640]  跟著我那個也是傳道人
[00:02:57.640 --> 00:02:58.640]  不過她現在不是
[00:02:58.640 --> 00:03:00.640]  她現在是做輔導的工作
[00:03:00.640 --> 00:03:04.640]  她自己在香港讀大學做了幾年
[00:03:04.640 --> 00:03:06.640]  然後去讀神學
[00:03:06.640 --> 00:03:09.640]  在自己的墓會服侍了好幾年
[00:03:09.640 --> 00:03:14.640]  所以這個故事是說我們向神求
[00:03:14.640 --> 00:03:18.640]  我們看看哈娜向神求此的經歷
[00:03:18.640 --> 00:03:22.640]  然後也反思上帝和我們之間的關係
[00:03:22.640 --> 00:03:24.640]  關係很複雜
[00:03:24.640 --> 00:03:26.640]  關係有很多種方式
[00:03:26.640 --> 00:03:29.640]  其中一種關係裡面表達方式就是
[00:03:29.640 --> 00:03:31.640]  受受的關係
[00:03:31.640 --> 00:03:35.640]  受就是一個有剔手邊一個沒有剔手邊
[00:03:35.640 --> 00:03:39.640]  有剔手邊的就是給出去
[00:03:39.640 --> 00:03:41.640]  沒有剔手邊的就是接受
[00:03:41.640 --> 00:03:43.640]  接受那個受
[00:03:43.640 --> 00:03:48.640]  受受是人與人之間的關係必然會發生的
[00:03:48.640 --> 00:03:50.640]  尤其是和朋友
[00:03:50.640 --> 00:03:52.640]  如果你稱呼他為朋友
[00:03:52.640 --> 00:03:56.640]  總是會有受受之間的關係
[00:03:56.640 --> 00:03:59.640]  你喜歡為朋友做事
[00:03:59.640 --> 00:04:01.640]  送禮物給朋友
[00:04:01.640 --> 00:04:05.640]  他作為你的朋友也會有不同的
[00:04:05.640 --> 00:04:07.640]  對你好嘛
[00:04:07.640 --> 00:04:09.640]  可能會送禮物給你
[00:04:09.640 --> 00:04:11.640]  可能會為你做一些事情
[00:04:11.640 --> 00:04:13.640]  就算一句知道你不舒服
[00:04:13.640 --> 00:04:15.640]  一句問安的話
[00:04:15.640 --> 00:04:17.640]  都是和受受有關係的
[00:04:17.640 --> 00:04:19.640]  你知道他紀念你
[00:04:19.640 --> 00:04:24.640]  他讓你心裡舒暢
[00:04:24.640 --> 00:04:27.640]  這些就是往往人與人之間的關係會出現的
[00:04:27.640 --> 00:04:31.640]  其中受受是一個很重要的層面
[00:04:31.640 --> 00:04:36.640]  也讓那個關係繼續能夠維持住
[00:04:36.640 --> 00:04:39.640]  如果是很久
[00:04:39.640 --> 00:04:41.640]  或者你和某人認識
[00:04:41.640 --> 00:04:44.640]  但從來沒有受受的關係
[00:04:44.640 --> 00:04:48.640]  你很難說你和他很熟
[00:04:48.640 --> 00:04:50.640]  我發覺我和熟的朋友
[00:04:50.640 --> 00:04:53.640]  全部都有比較認真
[00:04:53.640 --> 00:04:55.640]  經常或很多次
[00:04:55.640 --> 00:05:00.640]  甚至是一些大事情的受受關係
[00:05:00.640 --> 00:05:02.640]  你可以認識一個人二三十年
[00:05:02.640 --> 00:05:06.640]  從來都沒有受受你幫我我幫你的關係
[00:05:06.640 --> 00:05:10.640]  關係一般來說很難說是深入的
[00:05:10.640 --> 00:05:13.640]  往往有受受的關係
[00:05:13.640 --> 00:05:17.640]  慢慢在接受別人的好處
[00:05:17.640 --> 00:05:20.640]  你給別人好處的過程中
[00:05:20.640 --> 00:05:23.640]  建立比較深刻的友誼
[00:05:23.640 --> 00:05:25.640]  人就是這樣
[00:05:25.640 --> 00:05:26.640]  你不要說是貪
[00:05:26.640 --> 00:05:28.640]  你又想別人給你什麼
[00:05:28.640 --> 00:05:30.640]  你又沒有吝嗇
[00:05:30.640 --> 00:05:31.640]  不想別人給你什麼
[00:05:31.640 --> 00:05:34.640]  但你又不要把這個人與人之間的關係
[00:05:34.640 --> 00:05:36.640]  建立成這樣
[00:05:36.640 --> 00:05:38.640]  英文說很transactional
[00:05:38.640 --> 00:05:44.640]  即是很功利主義
[00:05:44.640 --> 00:05:45.640]  一來一往
[00:05:45.640 --> 00:05:47.640]  我們中國人往往叫來往
[00:05:47.640 --> 00:05:49.640]  受受其實來往是另一個說法
[00:05:49.640 --> 00:05:52.640]  一來就一往
[00:05:52.640 --> 00:05:56.640]  是不是太過計數呢
[00:05:56.640 --> 00:05:58.640]  可以變成很計數的
[00:05:58.640 --> 00:06:01.640]  可能你和我都認識一些朋友
[00:06:01.640 --> 00:06:03.640]  其實我們平時都會有
[00:06:03.640 --> 00:06:08.640]  在習俗上真的有少少計數的味道
[00:06:08.640 --> 00:06:10.640]  如果真的熟的朋友
[00:06:10.640 --> 00:06:12.640]  或者建立關係深厚的朋友都不會計較
[00:06:12.640 --> 00:06:15.640]  但疏的都會計數
[00:06:15.640 --> 00:06:16.640]  最簡單的例子
[00:06:16.640 --> 00:06:18.640]  雖然現在都不經常做
[00:06:18.640 --> 00:06:21.640]  就是過年的時候
[00:06:21.640 --> 00:06:24.640]  過年去拜年的時候派利是
[00:06:24.640 --> 00:06:28.640]  過年拜年都會回禮
[00:06:28.640 --> 00:06:32.640]  所有這些禮就是習俗
[00:06:32.640 --> 00:06:36.640]  不一定和關係深厚不深厚有關
[00:06:36.640 --> 00:06:39.640]  可能親戚朋友都是一年見一次
[00:06:39.640 --> 00:06:41.640]  未必一定很深
[00:06:41.640 --> 00:06:42.640]  但要回禮
[00:06:42.640 --> 00:06:44.640]  你收人家的利是
[00:06:44.640 --> 00:06:45.640]  你一定帶著利是去人家家裡
[00:06:45.640 --> 00:06:46.640]  你都要派的
[00:06:46.640 --> 00:06:48.640]  你不能拿人家的利是
[00:06:48.640 --> 00:06:50.640]  人家有小孩你又不派利是
[00:06:50.640 --> 00:06:51.640]  是沒有這件事的
[00:06:51.640 --> 00:06:55.640]  以後你不要過年了
[00:06:55.640 --> 00:06:57.640]  所以這是人之常情
[00:06:57.640 --> 00:07:00.640]  建立一些比較習俗的常合
[00:07:00.640 --> 00:07:04.640]  一來一反來往是有預期的
[00:07:04.640 --> 00:07:07.640]  你不能說是功利不能說是計較
[00:07:07.640 --> 00:07:09.640]  本來就是這樣
[00:07:09.640 --> 00:07:11.640]  但在朋友關係裡
[00:07:11.640 --> 00:07:15.640]  往往不是一來就必有一往
[00:07:15.640 --> 00:07:16.640]  不一定是
[00:07:16.640 --> 00:07:19.640]  因為在不同的時刻
[00:07:19.640 --> 00:07:22.640]  有時是有需要的時刻
[00:07:22.640 --> 00:07:26.640]  對方會想起你
[00:07:26.640 --> 00:07:27.640]  會陪著你
[00:07:27.640 --> 00:07:28.640]  會為你做些事
[00:07:28.640 --> 00:07:30.640]  你又不會想起另一個時刻
[00:07:30.640 --> 00:07:33.640]  可能對方有需要你又做些事
[00:07:33.640 --> 00:07:35.640]  你又不會想著其實是還債
[00:07:35.640 --> 00:07:37.640]  而是單純因為你關心他
[00:07:37.640 --> 00:07:39.640]  你想對他好
[00:07:39.640 --> 00:07:41.640]  所以你做些事
[00:07:41.640 --> 00:07:45.640]  所以不一定是這麼重的計數
[00:07:45.640 --> 00:07:47.640]  這樣的觀念
[00:07:47.640 --> 00:07:51.640]  我們跟神之間的關係又如何呢
[00:07:51.640 --> 00:07:52.640]  今天的故事
[00:07:52.640 --> 00:07:55.640]  就是你問神拿了一樣東西
[00:07:55.640 --> 00:07:59.640]  你如何看待這東西呢
[00:07:59.640 --> 00:08:01.640]  這就是我們要看的
[00:08:01.640 --> 00:08:04.640]  在經文裡要思考的東西
[00:08:04.640 --> 00:08:06.640]  再一次祈禱
[00:08:06.640 --> 00:08:08.640]  我們在崇拜
[00:08:08.640 --> 00:08:11.640]  來到你面前聚集的時候
[00:08:11.640 --> 00:08:14.640]  我們願意我們的心思意念
[00:08:14.640 --> 00:08:17.640]  我們口所說的
[00:08:17.640 --> 00:08:19.640]  我們所唱的詩歌
[00:08:19.640 --> 00:08:21.640]  還讚我們的祈禱
[00:08:21.640 --> 00:08:24.640]  我們所擺上的奉獻
[00:08:24.640 --> 00:08:29.640]  願納讓你自己的名德榮耀
[00:08:29.640 --> 00:08:31.640]  我們知道在這裡敬拜
[00:08:31.640 --> 00:08:32.640]  不單是我們
[00:08:32.640 --> 00:08:34.640]  也有很多屬於你
[00:08:34.640 --> 00:08:36.640]  是你自己的兒女在不同的
[00:08:36.640 --> 00:08:37.640]  不一定是香港
[00:08:37.640 --> 00:08:38.640]  其他世界
[00:08:38.640 --> 00:08:39.640]  其他時區
[00:08:39.640 --> 00:08:41.640]  都一樣聚集敬拜的
[00:08:41.640 --> 00:08:43.640]  都求天賦月
[00:08:43.640 --> 00:08:45.640]  是所有你自己的兒女
[00:08:45.640 --> 00:08:49.640]  在你面前感謝的敬拜
[00:08:49.640 --> 00:08:50.640]  請聽我們禱告
[00:08:50.640 --> 00:08:51.640]  奉主命求
[00:08:51.640 --> 00:08:54.640]  祈禱給他們
[00:08:54.640 --> 00:08:56.640]  先問三個問題
[00:08:56.640 --> 00:08:58.640]  不用舉手了
[00:08:58.640 --> 00:09:03.640]  大家有沒有向上帝求過什麼
[00:09:03.640 --> 00:09:06.640]  應該都有
[00:09:06.640 --> 00:09:09.640]  我們向上帝祈求
[00:09:09.640 --> 00:09:11.640]  是很自然的事
[00:09:11.640 --> 00:09:13.640]  等於小朋友問父母要什麼
[00:09:13.640 --> 00:09:16.640]  是自然的
[00:09:16.640 --> 00:09:18.640]  某程度上是天經地義
[00:09:18.640 --> 00:09:20.640]  因為是他長大
[00:09:20.640 --> 00:09:22.640]  小朋友自己做不到
[00:09:22.640 --> 00:09:23.640]  拿不到東西
[00:09:23.640 --> 00:09:25.640]  在這個世界上
[00:09:25.640 --> 00:09:26.640]  人都很厲害
[00:09:26.640 --> 00:09:28.640]  已經是萬物之靈
[00:09:28.640 --> 00:09:30.640]  但都有太多東西我們想要
[00:09:30.640 --> 00:09:32.640]  是得不到
[00:09:32.640 --> 00:09:35.640]  要兒子是其中一件事
[00:09:35.640 --> 00:09:37.640]  所以我懷疑
[00:09:37.640 --> 00:09:39.640]  應該大部分人都會舉手
[00:09:39.640 --> 00:09:40.640]  問題是
[00:09:40.640 --> 00:09:43.640]  求有沒有得到過
[00:09:43.640 --> 00:09:45.640]  求會不會是
[00:09:45.640 --> 00:09:48.640]  求居然上帝就給你
[00:09:48.640 --> 00:09:51.640]  求未必一定會有
[00:09:51.640 --> 00:09:53.640]  或者他給了你
[00:09:53.640 --> 00:09:55.640]  你不一定覺察到
[00:09:55.640 --> 00:09:59.640]  但有沒有得到過呢
[00:09:59.640 --> 00:10:01.640]  如果有得到過
[00:10:01.640 --> 00:10:03.640]  就第三條問題
[00:10:03.640 --> 00:10:06.640]  得到過在上帝面前求
[00:10:06.640 --> 00:10:08.640]  他又按照我們所求
[00:10:08.640 --> 00:10:09.640]  給過我們
[00:10:09.640 --> 00:10:12.640]  那你有什麼回應呢
[00:10:12.640 --> 00:10:13.640]  這就是問題
[00:10:13.640 --> 00:10:16.640]  這就是借錢還的其中一個
[00:10:16.640 --> 00:10:18.640]  有沒有回應呢
[00:10:18.640 --> 00:10:21.640]  我們在想的時候
[00:10:21.640 --> 00:10:22.640]  會不會考慮
[00:10:22.640 --> 00:10:25.640]  上帝有沒有預期我們有回應呢
[00:10:25.640 --> 00:10:27.640]  如果上帝預期
[00:10:27.640 --> 00:10:29.640]  他施恩典
[00:10:29.640 --> 00:10:32.640]  或者是他按照我們所求的
[00:10:32.640 --> 00:10:33.640]  給我們東西的話
[00:10:33.640 --> 00:10:35.640]  他又預期有回應
