
[00:00:00.000 --> 00:00:02.000]  (字幕: 王子)
[00:00:03.000 --> 00:00:05.200]  很久沒有在粵語課講道了
[00:00:05.200 --> 00:00:08.560]  有幾個星期去了秘魯短孫
[00:00:08.560 --> 00:00:11.280]  雖然在秘魯我都有講道
[00:00:11.280 --> 00:00:14.160]  但大部份時間都是用國語講
[00:00:14.160 --> 00:00:16.560]  總覺得不暢順
[00:00:16.560 --> 00:00:19.280]  總覺得講廣東話比較暢順
[00:00:19.280 --> 00:00:21.440]  今天是中樹節
[00:00:21.440 --> 00:00:24.960]  剛才彭長老也跟我們介紹過
[00:00:24.960 --> 00:00:29.200]  中樹節是紀念耶穌基督進入耶路撒冷
[00:00:29.200 --> 00:00:35.360]  甚至祂知道進入耶路撒冷會有很大的危險
[00:00:35.360 --> 00:00:39.280]  祂會釘十字架為我們贖罪
[00:00:39.280 --> 00:00:42.240]  祂也甘願進入耶路撒冷
[00:00:42.240 --> 00:00:44.880]  今天我們要講另外一位
[00:00:44.880 --> 00:00:49.760]  明明知道耶路撒冷有危險的情況
[00:00:49.760 --> 00:00:53.120]  他仍然願意進入耶路撒冷
[00:00:53.120 --> 00:00:56.640]  這位就是主的僕人保羅
[00:00:56.640 --> 00:01:00.080]  他明知山有虎偏向虎山行
[00:01:00.080 --> 00:01:02.400]  明明知道耶路撒冷很危險
[00:01:02.400 --> 00:01:03.920]  他仍然要去
[00:01:03.920 --> 00:01:07.360]  在《使徒行傳》第21章
[00:01:07.360 --> 00:01:09.440]  我們剛才的經文也讀過
[00:01:09.440 --> 00:01:12.640]  其實神有兩次警告保羅
[00:01:12.640 --> 00:01:15.120]  說耶路撒冷有危險
[00:01:15.120 --> 00:01:20.080]  第一次是推羅的信徒
[00:01:20.080 --> 00:01:23.760]  推羅的信徒不斷跟保羅說
[00:01:23.760 --> 00:01:26.320]  「你不要去耶路撒冷城
[00:01:26.320 --> 00:01:28.320]  因為是有危險的」
[00:01:28.320 --> 00:01:33.120]  雖然保羅只是在推羅居住了一個星期
[00:01:33.120 --> 00:01:36.160]  但當時推羅的信徒
