
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹,主內平安!
[00:00:03.000 --> 00:00:08.000]  如果我背一節金句:
[00:00:08.000 --> 00:00:11.000]  「神愛世人」
[00:00:11.000 --> 00:00:13.000]  你識唔識讀落去呀?
[00:00:13.000 --> 00:00:15.000]  一齊嚟囉!
[00:00:15.000 --> 00:00:20.000]  「甚至將他的獨生子賜給他們,
[00:00:20.000 --> 00:00:26.000]  叫一切信他的,不致滅亡,反得永生。」
[00:00:26.000 --> 00:00:31.000]  約翰福音三章十六節,你識啦!
[00:00:31.000 --> 00:00:35.000]  另外一句金句都係三章十六節,
[00:00:35.000 --> 00:00:38.000]  不過係提摩太後書,
[00:00:38.000 --> 00:00:40.000]  我哋又識唔識背呀?
[00:00:40.000 --> 00:00:42.000]  唔識啦!
[00:00:42.000 --> 00:00:45.000]  我試下讀第一句,
[00:00:45.000 --> 00:00:50.000]  睇下你可唔可以加入一齊背呢!
[00:00:50.000 --> 00:00:52.000]  定係打咗出嚟呀?
[00:00:52.000 --> 00:00:54.000]  未唔好打出嚟字呀?
[00:00:54.000 --> 00:00:59.000]  「聖經都是神所默示的,
[00:00:59.000 --> 00:01:03.000]  於教訓督責使人歸正,
[00:01:03.000 --> 00:01:08.000]  教導人學耳,都是有益的。」
[00:01:08.000 --> 00:01:09.000]  仲有十七節喎!
[00:01:09.000 --> 00:01:11.000]  哎呀!好難呀!係咪呀?
[00:01:11.000 --> 00:01:13.000]  我又唔係報神學院,
[00:01:13.000 --> 00:01:15.000]  做咩考我聖經㗎?
[00:01:15.000 --> 00:01:16.000]  我讀俾你聽啦!
[00:01:16.000 --> 00:01:20.000]  「教育神的人,得以完全,
[00:01:20.000 --> 00:01:24.000]  預備行各樣的善事。」
[00:01:24.000 --> 00:01:31.000]  保羅寫信俾佢屬靈嘅兒子提摩太,
[00:01:31.000 --> 00:01:34.000]  哎呀!你話好細個好隨志,唔係呀!
[00:01:34.000 --> 00:01:36.000]  保羅,使徒保羅,
[00:01:36.000 --> 00:01:45.000]  喺佢完成咗一生為主宣教之後,
[00:01:45.000 --> 00:01:53.000]  佢寫信俾佢嘅接班人提摩太牧師,
[00:01:53.000 --> 00:01:59.000]  當年已忽所教會嘅主任牧師,
[00:01:59.000 --> 00:02:01.000]  提醒提摩太,
[00:02:01.000 --> 00:02:08.000]  「聖經都是神所默示的。」
[00:02:08.000 --> 00:02:11.000]  呢句說話嘅意思係乜嘢呢?
[00:02:11.000 --> 00:02:12.000]  你話我知呀!
[00:02:12.000 --> 00:02:16.000]  聖經好重要,我知啦!
[00:02:16.000 --> 00:02:18.000]  聖經係神嘅說話,
[00:02:18.000 --> 00:02:21.000]  聖經冇錯㗎,
[00:02:21.000 --> 00:02:26.000]  因為上帝所默示嘅一定就係真理,
[00:02:26.000 --> 00:02:31.000]  句句都係真理,字字都係真理,
[00:02:31.000 --> 00:02:35.000]  係呀!聖經係神嘅說話,
[00:02:35.000 --> 00:02:39.000]  安定在天。
[00:02:39.000 --> 00:02:45.000]  但係呢個係唔係保羅要講嘅內容呢?
[00:02:45.000 --> 00:02:50.000]  聖經可靠,神嘅說話冇錯唔啱,
[00:02:50.000 --> 00:02:54.000]  但係保羅喺呢度同提摩太講,
[00:02:54.000 --> 00:02:58.000]  「聖經都是神所默示的。」
[00:02:58.000 --> 00:03:00.000]  佢未講完㗎喎,
[00:03:00.000 --> 00:03:03.000]  所以頭先你都識背啦,恭喜你!
[00:03:03.000 --> 00:03:04.000]  PowerPoint都打咗出嚟啦,
[00:03:04.000 --> 00:03:06.000]  所以而家唔使背啦!
[00:03:06.000 --> 00:03:08.000]  「聖經都是神所默示的。」
[00:03:08.000 --> 00:03:12.000]  只係保羅開頭嘅第一句,
[00:03:12.000 --> 00:03:14.000]  半句說話嚟㗎咋喎,
[00:03:14.000 --> 00:03:17.000]  仲有下半,有冇留意到?
[00:03:17.000 --> 00:03:21.000]  「都是神所默示的。」
[00:03:21.000 --> 00:03:31.000]  有另外一句同佢前後首尾呼應㗎,
[00:03:31.000 --> 00:03:38.000]  「都是有益的。」
[00:03:38.000 --> 00:03:40.000]  我哋成日都漏咗㗎,
[00:03:40.000 --> 00:03:42.000]  我哋淨係記得第一句㗎咋,
[00:03:42.000 --> 00:03:46.000]  保羅講咗兩句說話關於聖經㗎,
[00:03:46.000 --> 00:03:51.000]  你記得上半,你漏咗後半。
[00:03:51.000 --> 00:03:53.000]  其實唔止添喎,
[00:03:53.000 --> 00:03:56.000]  如果你小心啲睇呢,
[00:03:56.000 --> 00:03:59.000]  呢兩句說話冇錯,
[00:03:59.000 --> 00:04:05.000]  都係用同樣嘅格式寫出嚟㗎,
[00:04:05.000 --> 00:04:07.000]  「都是神所默示的。」
[00:04:07.000 --> 00:04:09.000]  「都是有益的。」
[00:04:09.000 --> 00:04:14.000]  五十五十囉,上半下半囉。
[00:04:14.000 --> 00:04:16.000]  咁中間嗰幾句呢?
[00:04:16.000 --> 00:04:25.000]  「於教訓督責使人歸正,教導人學義。」
[00:04:25.000 --> 00:04:32.000]  中間呢舊係講聖經點樣有益㗎喎,
[00:04:32.000 --> 00:04:35.000]  聖經係神所默示嘅,
[00:04:35.000 --> 00:04:39.000]  因此聖經好有益㗎,點樣有益㗎?
[00:04:39.000 --> 00:04:45.000]  「教訓督責使人歸正,教導人學義。」
[00:04:45.000 --> 00:04:49.000]  如果你成節金句一齊讀,
[00:04:49.000 --> 00:04:52.000]  一氣呵成咁樣背,
[00:04:52.000 --> 00:04:58.000]  你會發覺保羅呢句說話嘅重點,
[00:04:58.000 --> 00:05:01.000]  其實喺後面,
[00:05:01.000 --> 00:05:07.000]  前面只係個開場白啫。
[00:05:07.000 --> 00:05:12.000]  我講到而家都只不過係我講到嘅開場白嚟㗎啫。
[00:05:12.000 --> 00:05:15.000]  你而家起身走咗呢,你唔知我想講乜㗎,
[00:05:15.000 --> 00:05:18.000]  我未曾講入正題呀。
[00:05:18.000 --> 00:05:22.000]  咁我哋背聖經,淨係背聖經都係神所默示的,
[00:05:22.000 --> 00:05:30.000]  你再熟悉都好,都只係聽咗保羅嘅開場白啫。
[00:05:30.000 --> 00:05:32.000]  不過呢個開場白,
[00:05:32.000 --> 00:05:36.000]  「擇地有聲」非常重要。
[00:05:36.000 --> 00:05:40.000]  乜嘢叫做神所默示的呢?
[00:05:40.000 --> 00:05:44.000]  好多時候我哋見到個默字我哋就驚㗎啦。
[00:05:44.000 --> 00:05:52.000]  我哋都睇過好沉痛,好慘痛嗰啲傷痕呀。
[00:05:52.000 --> 00:05:59.000]  我讀中學讀到中七臨入大學之前,
[00:05:59.000 --> 00:06:02.000]  邊個叫我揀咗文科呀?
[00:06:02.000 --> 00:06:07.000]  讀中文要默書㗎,仲要背默㗎。
[00:06:07.000 --> 00:06:11.000]  默錯幾個字啫,每個字錯一次扣五分,
[00:06:11.000 --> 00:06:15.000]  個字就零雞蛋㗎啦。
[00:06:15.000 --> 00:06:20.000]  聖經係咪上帝默書呀?
[00:06:20.000 --> 00:06:23.000]  默字都喺度啦,仲唔係?
[00:06:23.000 --> 00:06:27.000]  我哋唔好咁樣望聞生異,
[00:06:27.000 --> 00:06:32.000]  默示唔係默書,唔好搞錯呀。
[00:06:32.000 --> 00:06:37.000]  中世紀嘅時候,有啲歐洲嘅聖經,
[00:06:37.000 --> 00:06:39.000]  佢哋有啲插圖,
[00:06:39.000 --> 00:06:42.000]  摩西揸住支鵝毛筆,
[00:06:42.000 --> 00:06:45.000]  喺嗰處寫創世紀,
[00:06:45.000 --> 00:06:48.000]  企喺佢旁邊有個天使,
[00:06:48.000 --> 00:06:50.000]  喺佢耳邊,
[00:06:50.000 --> 00:06:52.000]  「嗯嗯嗯嗯」咁樣,
[00:06:52.000 --> 00:06:56.000]  逐個字同佢默書咁默。
[00:06:56.000 --> 00:07:01.000]  唔知摩西到到咁上下會唔會話呢個字唔識寫博。
[00:07:01.000 --> 00:07:06.000]  唔係,你咁樣做就解錯咗啦。
[00:07:06.000 --> 00:07:13.000]  其實當保羅講「聖經都是神所默示的」,
[00:07:13.000 --> 00:07:19.000]  佢係用緊聖經嘅一個比喻,
[00:07:19.000 --> 00:07:22.000]  創世紀嘅比喻。
[00:07:22.000 --> 00:07:25.000]  默示呢個字呢,
[00:07:25.000 --> 00:07:31.000]  其實就係「吹一口氣」咁解。
[00:07:31.000 --> 00:07:38.000]  英文嘅翻譯係「上帝吹出嚟」。
[00:07:38.000 --> 00:07:43.000]  你記得舊約聖經創世紀,
[00:07:43.000 --> 00:07:48.000]  喺邊度講「神吹一口氣」呀?
[00:07:48.000 --> 00:07:50.000]  記唔記得呀?
[00:07:50.000 --> 00:07:51.000]  有冇讀過呀?
[00:07:51.000 --> 00:07:53.000]  好早㗎,
[00:07:53.000 --> 00:07:55.000]  喺第二章呀,
[00:07:55.000 --> 00:07:57.000]  喺第七節呀,
[00:07:57.000 --> 00:08:04.000]  耶和華神用地上嘅塵土做人,
[00:08:04.000 --> 00:08:06.000]  跟住嗰句,
[00:08:06.000 --> 00:08:15.000]  將生命嘅氣息吹入去佢嘅鼻孔裏面。
[00:08:15.000 --> 00:08:20.000]  呢個動作當然係一個比喻,
[00:08:20.000 --> 00:08:24.000]  創造天地萬物嘅主宰,
[00:08:24.000 --> 00:08:29.000]  創世紀第一章已經話咗畀我哋聽,
[00:08:29.000 --> 00:08:32.000]  佢說有就有,
[00:08:32.000 --> 00:08:35.000]  佢命立就立,
[00:08:35.000 --> 00:08:38.000]  神說要有光,
[00:08:38.000 --> 00:08:40.000]  跟住點呀?
[00:08:40.000 --> 00:08:42.000]  就有了光。
[00:08:42.000 --> 00:08:43.000]  係咁簡單㗎咋,
[00:08:43.000 --> 00:08:46.000]  耶穌講好清楚㗎,
[00:08:46.000 --> 00:08:51.000]  佢話你帶我去你屋企醫好你嗰個僕人啦,
[00:08:51.000 --> 00:09:00.000]  連嗰個嚟求耶穌嘅人都識得話唔敢麻煩夫子,
[00:09:00.000 --> 00:09:03.000]  我都係一個有權柄嘅人,
[00:09:03.000 --> 00:09:05.000]  我講一聲,
[00:09:05.000 --> 00:09:07.000]  僕人就會去做㗎啦,
[00:09:07.000 --> 00:09:09.000]  所以耶穌你吩咐一句,
[00:09:09.000 --> 00:09:12.000]  我屋企嘅僕人就好返㗎啦。
[00:09:12.000 --> 00:09:14.000]  係呀,
[00:09:14.000 --> 00:09:16.000]  上帝有權柄,
[00:09:16.000 --> 00:09:17.000]  有能力,
[00:09:17.000 --> 00:09:21.000]  使唔使逐個符吹一口氣,
[00:09:21.000 --> 00:09:23.000]  咁先至有生命呢?
[00:09:23.000 --> 00:09:24.000]  唔使,
