
[00:00:00.000 --> 00:00:04.800]  我上次和大家說了
[00:00:04.800 --> 00:00:07.520]  《雅歌》是一本很奇怪的書
[00:00:07.520 --> 00:00:10.880]  猶太人一方面是高舉這本書
[00:00:10.880 --> 00:00:12.640]  說是聖潔中的聖潔
[00:00:12.640 --> 00:00:15.880]  但另一方面猶太人的拉比
[00:00:15.880 --> 00:00:20.240]  是禁止任何30歲以下的人來讀《雅歌》
[00:00:20.240 --> 00:00:23.920]  是非常奇怪特別的一本書
[00:00:23.920 --> 00:00:27.720]  我今天給這個講道的名字
[00:00:27.720 --> 00:00:29.520]  都是很奇怪
[00:00:29.520 --> 00:00:32.840]  有人說女大十八變
[00:00:32.840 --> 00:00:35.400]  臨上花轎就變三變
[00:00:35.400 --> 00:00:37.720]  但我這篇道德未出街
[00:00:37.720 --> 00:00:41.320]  已經改了三四次
[00:00:41.320 --> 00:00:43.600]  最後我決定叫它做
[00:00:43.600 --> 00:00:46.600]  《問世間情愛為何物》
[00:00:46.600 --> 00:00:49.160]  《問世間情愛為何物》
[00:00:49.160 --> 00:00:51.800]  我本來以為是金庸小說裏面
[00:00:51.800 --> 00:00:54.920]  其實查一查網絡原來不是
[00:00:54.920 --> 00:00:56.600]  原來在金朝
[00:00:56.600 --> 00:01:00.000]  就是在宋朝時北面的呂真國
[00:01:00.000 --> 00:01:02.360]  他們自立為國叫金朝
[00:01:02.360 --> 00:01:05.440]  裏面有一個人叫做袁皓文
[00:01:05.440 --> 00:01:07.000]  是這個人所作
[00:01:07.000 --> 00:01:09.400]  《問世間情事何物》
[00:01:09.400 --> 00:01:11.760]  《直教生死相許》
[00:01:11.760 --> 00:01:14.000]  今天要講《所羅門王》
[00:01:14.000 --> 00:01:16.920]  和《舒拉蜜》的愛情故事
[00:01:16.920 --> 00:01:18.960]  剛才周長老和Sally
[00:01:18.960 --> 00:01:22.280]  讀了一些經文給我們聽
[00:01:22.280 --> 00:01:25.880]  其實《雅歌》真的不容易說
[00:01:25.880 --> 00:01:29.520]  我平時講道寫了一篇講章
[00:01:29.520 --> 00:01:32.080]  稍為練習就可以說了
[00:01:32.080 --> 00:01:33.760]  但是《雅歌》
[00:01:33.760 --> 00:01:37.520]  我很久已經寫完了講章
[00:01:37.520 --> 00:01:39.360]  過了一會兒拿出來看
[00:01:39.360 --> 00:01:41.640]  發覺完全亂七八糟
[00:01:41.640 --> 00:01:43.560]  又要再改寫過
[00:01:43.560 --> 00:01:46.240]  上個星期二知道這個星期日要講
[00:01:46.240 --> 00:01:48.160]  又拿出來再看一看
[00:01:48.160 --> 00:01:51.160]  嘩 又是亂七八糟
[00:01:51.160 --> 00:01:53.280]  所以又試要改寫
[00:01:53.280 --> 00:01:56.080]  其實講《雅歌》是我平時講道
[00:01:56.080 --> 00:01:58.840]  三倍的功夫來講《雅歌》
[00:01:58.840 --> 00:02:00.960]  實在不是容易說
[00:02:00.960 --> 00:02:03.920]  如果我要照著其他解經
[00:02:03.920 --> 00:02:06.600]  加上用寓意來解的話就很容易
[00:02:06.600 --> 00:02:09.320]  天花龍鳳我講什麼都可以
[00:02:09.320 --> 00:02:11.760]  但是我相信真正的意思
[00:02:11.760 --> 00:02:13.880]  是在於字面解釋裏面
[00:02:13.880 --> 00:02:16.720]  是應該用字面來解釋
[00:02:16.720 --> 00:02:18.640]  很多人都說
[00:02:18.640 --> 00:02:21.080]  其實解釋不重要
[00:02:21.080 --> 00:02:25.480]  最重要是經文後面有一個好的訊息就行了
[00:02:25.480 --> 00:02:26.840]  如果是這樣的話
[00:02:26.840 --> 00:02:29.160]  為什麼我們要讀聖經呢
[00:02:29.160 --> 00:02:33.160]  很多的書籍都可以給你很好的訊息
[00:02:33.160 --> 00:02:35.760]  原因是神的話語
[00:02:35.760 --> 00:02:37.800]  所以我們要聽
[00:02:37.800 --> 00:02:39.480]  如果是神的話語
[00:02:39.480 --> 00:02:42.160]  你解到亂七八糟 用寓意
[00:02:42.160 --> 00:02:43.880]  還是不是神的話語
[00:02:43.880 --> 00:02:45.160]  不是
[00:02:45.160 --> 00:02:47.320]  其實我們要很小心
[00:02:47.320 --> 00:02:49.520]  這個聖經告訴我們
[00:02:49.520 --> 00:02:53.040]  撒旦其實是很熟悉神的話語
[00:02:53.040 --> 00:02:56.520]  如果你看看馬太福音第四章
[00:02:56.520 --> 00:02:58.480]  當他引誘耶穌基督
[00:02:58.480 --> 00:03:00.800]  所講的全部都是神的話語
[00:03:00.800 --> 00:03:02.800]  但是曲解了
[00:03:02.800 --> 00:03:04.560]  所以我們要很小心
[00:03:04.560 --> 00:03:08.720]  在歷史當中有很多人是高舉聖經的話語
[00:03:08.720 --> 00:03:10.200]  高舉聖經的名
[00:03:10.200 --> 00:03:15.080]  是用所謂的聖箭來進行大屠殺
[00:03:15.080 --> 00:03:17.360]  我亦都和大家講過
[00:03:17.360 --> 00:03:21.880]  對末世觀有很多人是用寓意來解經
[00:03:21.880 --> 00:03:25.120]  結果說末世的這個國度
[00:03:25.120 --> 00:03:26.640]  不是實在的國度
[00:03:26.640 --> 00:03:28.400]  不是猶太人的國度
[00:03:28.400 --> 00:03:30.520]  是人心裏面的國
[00:03:30.520 --> 00:03:34.960]  這個聽起來其實是一個很好的訊息
[00:03:34.960 --> 00:03:38.680]  我們每個人心裏面都有神的國
[00:03:38.680 --> 00:03:40.760]  但是就是因為這樣的解釋
[00:03:40.760 --> 00:03:42.280]  給人一個誤會
[00:03:42.280 --> 00:03:45.120]  是神已經放棄猶太人
[00:03:45.120 --> 00:03:48.160]  以致慢慢形成了在歷史當中
[00:03:48.160 --> 00:03:50.600]  對猶太人的大屠殺
[00:03:50.600 --> 00:03:52.160]  就是這樣出現
[00:03:52.160 --> 00:03:53.840]  所以我們要很小心
[00:03:53.840 --> 00:03:55.760]  不是說在神的話語
[00:03:55.760 --> 00:03:58.440]  我們就可以任由我們解釋
[00:03:58.440 --> 00:04:01.640]  分分鐘不是神和我們講話
[00:04:01.640 --> 00:04:06.440]  分分鐘可能是撒旦和我們講話
[00:04:06.440 --> 00:04:10.480]  上一次我和大家講了這個故事的背景
[00:04:10.480 --> 00:04:12.760]  不妨重複一下
[00:04:12.760 --> 00:04:16.080]  在耶路撒冷北面的一個山莊
[00:04:16.080 --> 00:04:17.680]  有一個家庭
[00:04:17.680 --> 00:04:21.400]  這個家庭的爸爸已經可能去世了
[00:04:21.400 --> 00:04:22.720]  沒有提到
[00:04:22.720 --> 00:04:25.600]  說到有一個媽媽有兩個兒子
[00:04:25.600 --> 00:04:28.240]  和主角舒拉蜜
[00:04:28.240 --> 00:04:30.720]  她兩個哥哥對她並不好
[00:04:30.720 --> 00:04:32.240]  兩個哥哥很懶
[00:04:32.240 --> 00:04:34.840]  不喜歡打你的葡萄園
[00:04:34.840 --> 00:04:37.600]  就叫舒拉蜜來打你
[00:04:37.600 --> 00:04:39.920]  舒拉蜜是非常忙碌
[00:04:39.920 --> 00:04:42.280]  但是當她有時間的時候
[00:04:42.280 --> 00:04:43.920]  她會去放養
[00:04:43.920 --> 00:04:45.840]  過著牧羊人的生活
[00:04:45.840 --> 00:04:50.040]  來舒緩一下她緊張的生活
[00:04:50.040 --> 00:04:52.440]  所羅門王也是一樣
[00:04:52.440 --> 00:04:56.560]  他在耶路撒冷辦公很繁忙之餘
[00:04:56.560 --> 00:05:00.040]  他也會去到這個山莊來放養
[00:05:00.040 --> 00:05:02.200]  他就成為了一個牧羊人
[00:05:02.200 --> 00:05:07.240]  所以這對男女彼此認識了
[00:05:07.240 --> 00:05:09.240]  而且共度愛河
[00:05:09.240 --> 00:05:11.280]  兩個人相愛了
[00:05:11.280 --> 00:05:15.680]  今天《雅歌》的一章二節至二章七節
[00:05:15.680 --> 00:05:20.600]  就是講述他們兩個人的愛情故事
