
[00:00:00.000 --> 00:00:04.440]  請我們打開聖經路加福音第十一章
[00:00:04.440 --> 00:00:07.240]  十四節至二十三節
[00:00:07.240 --> 00:00:09.240]  是今天我們思想的經文
[00:00:09.240 --> 00:00:14.120]  我們一起來再讀一兩節的聖經
[00:00:14.120 --> 00:00:16.120]  是我們今天的金句
[00:00:16.120 --> 00:00:22.640]  第十七節和十八節
[00:00:22.640 --> 00:00:24.640]  我們一起讀十七十八節
[00:00:24.640 --> 00:00:27.640]  他曉得他們的意念
[00:00:27.640 --> 00:00:32.840]  便對他們說:凡一國自相紛爭就成為方牆
[00:00:32.840 --> 00:00:36.440]  凡一家自相紛爭就必敗落
[00:00:36.440 --> 00:00:41.040]  若撒旦自相紛爭,他的國怎能站得住呢?
[00:00:41.040 --> 00:00:45.440]  因為你們說我是靠著別西卜講鬼
[00:00:45.440 --> 00:00:50.040]  我想很久之前了,很多年前了
[00:00:50.040 --> 00:00:53.040]  我們一家從美國回到香港
[00:00:53.040 --> 00:00:58.440]  開始一個教會叫波道會Waldorf的山灰陰曇
[00:00:58.440 --> 00:01:01.440]  在開始這個教會的時候
[00:01:01.440 --> 00:01:02.440]  我們沒有自己的教會
[00:01:02.440 --> 00:01:06.440]  只用了女青年會三樓的一個chapel
[00:01:06.440 --> 00:01:08.440]  開始我們的崇拜
[00:01:08.440 --> 00:01:10.440]  二十多人而已
[00:01:10.440 --> 00:01:12.440]  我看下去第一次我去到教會
[00:01:12.440 --> 00:01:14.440]  我們剛剛開始的時候,二十多人
[00:01:14.440 --> 00:01:16.440]  三分一是小孩
[00:01:16.440 --> 00:01:17.440]  三分一是西人
[00:01:17.440 --> 00:01:20.440]  美國波道會的全教士在香港
[00:01:20.440 --> 00:01:22.440]  其他三分一都是中原人士
[00:01:22.440 --> 00:01:25.440]  看下去沒有青年人
[00:01:25.440 --> 00:01:28.440]  這樣的教會開始也不容易
[00:01:28.440 --> 00:01:31.440]  我想一下我怎樣去發展這個教會呢?
[00:01:31.440 --> 00:01:34.440]  教會又沒有地方,又沒有招牌
[00:01:34.440 --> 00:01:38.440]  大部分是西人,又是小孩
[00:01:38.440 --> 00:01:40.440]  我想到一個方法
[00:01:40.440 --> 00:01:46.440]  我認識的是浸會書院的校長謝志偉博士
[00:01:46.440 --> 00:01:48.440]  我打電話給謝博士
[00:01:48.440 --> 00:01:55.440]  你需要我來義務去你學校教一科人生哲學嗎?
[00:01:55.440 --> 00:01:58.440]  謝博士說,對呀,我們需要人手
[00:01:58.440 --> 00:02:01.440]  沒有薪水給你,你自己來吧
[00:02:01.440 --> 00:02:04.440]  我就自己去,開始教一科
[00:02:04.440 --> 00:02:09.440]  很有趣,那一科叫做college life
[00:02:09.440 --> 00:02:13.440]  另外一科叫做人生哲學
[00:02:13.440 --> 00:02:15.440]  基督教信仰和人生哲學
[00:02:15.440 --> 00:02:20.440]  開始有越來越多學生來我學校
[00:02:20.440 --> 00:02:25.440]  之後我就想藉這個機會去傳福音
[00:02:25.440 --> 00:02:31.440]  有一天我們開執事會
[00:02:31.440 --> 00:02:34.440]  突然有個執事跟我說
[00:02:34.440 --> 00:02:39.440]  蘇牧師,我們收到一個投訴
[00:02:39.440 --> 00:02:45.440]  投訴我甚麼呢?
[00:02:45.440 --> 00:02:53.440]  有人投訴你,說你在這教會地位低
[00:02:53.440 --> 00:02:58.440]  薪水少,所以要兼職浸會學院教
[00:02:58.440 --> 00:03:00.440]  來抬高你的地位
[00:03:00.440 --> 00:03:03.440]  所以就要投訴
[00:03:03.440 --> 00:03:10.440]  我就問執事,你信不信他說的話
[00:03:10.440 --> 00:03:12.440]  他說我們不信
[00:03:12.440 --> 00:03:14.440]  我們知道你是義務教的
[00:03:14.440 --> 00:03:18.440]  因為你也說過給我們聽
[00:03:18.440 --> 00:03:22.440]  我聽到之後很不高興
[00:03:22.440 --> 00:03:28.440]  這樣的誹謗,這樣的誣告,很憤怒
[00:03:28.440 --> 00:03:32.440]  其實你想想一個人被人誹謗
[00:03:32.440 --> 00:03:34.440]  被人誣告的時候,被人誣陷
[00:03:34.440 --> 00:03:36.440]  心裡很不舒服
[00:03:36.440 --> 00:03:39.440]  你覺得有沒有搞錯?
[00:03:39.440 --> 00:03:43.440]  我想去傳福音,我義務去浸會教書
[00:03:43.440 --> 00:03:46.440]  竟然說我抬高自己的身份
[00:03:46.440 --> 00:03:49.440]  那種被誣陷的感覺
[00:03:49.440 --> 00:03:52.440]  那種被誹謗的不滿情緒
[00:03:52.440 --> 00:03:55.440]  當時真的很生氣
[00:03:55.440 --> 00:03:57.440]  我想到另外一件事
[00:03:57.440 --> 00:04:01.440]  我們這教會是1986年開始
[00:04:01.440 --> 00:04:03.440]  為什麼這教會開始呢?
[00:04:03.440 --> 00:04:06.440]  因為我們在另一間教會的時候
[00:04:06.440 --> 00:04:09.440]  因為靈因的問題
[00:04:09.440 --> 00:04:12.440]  所以我們和一班弟兄姊妹出來
[00:04:12.440 --> 00:04:15.440]  開始了三藩市播道會
[00:04:15.440 --> 00:04:17.440]  眼見教會人數開始多了
[00:04:17.440 --> 00:04:19.440]  弟兄姊妹同心
[00:04:19.440 --> 00:04:21.440]  雖然我們當時在家庭學校
[00:04:21.440 --> 00:04:25.440]  走在斜路上去崇拜
[00:04:25.440 --> 00:04:30.440]  有一天,我收到消息
[00:04:30.440 --> 00:04:32.440]  有一個謠傳
[00:04:32.440 --> 00:04:35.440]  不知道在哪裡有這個謠傳
[00:04:35.440 --> 00:04:37.440]  就說三藩市播道會
[00:04:37.440 --> 00:04:39.440]  蘇牧師的教會
[00:04:39.440 --> 00:04:42.440]  如果你要參加這教會聚會
[00:04:42.440 --> 00:04:45.440]  首先要給一百元美金
[00:04:45.440 --> 00:04:48.440]  才會准許你,才會歡迎你
[00:04:48.440 --> 00:04:50.440]  我聽到之後覺得有沒有搞錯
[00:04:50.440 --> 00:04:52.440]  這樣的東西,我們什麼時候收到一百元
[00:04:52.440 --> 00:04:54.440]  任何人來都可以
[00:04:54.440 --> 00:04:56.440]  當時很生氣
[00:04:56.440 --> 00:04:58.440]  這些流言蜚語
[00:04:58.440 --> 00:05:01.440]  真的令人氣憤和難過
[00:05:01.440 --> 00:05:04.440]  事實上,我想
[00:05:04.440 --> 00:05:07.440]  人人多多少少都聽過
[00:05:07.440 --> 00:05:09.440]  或者經歷過這樣的事情
[00:05:09.440 --> 00:05:11.440]  做牧師有時候可能更加多
[00:05:11.440 --> 00:05:12.440]  也不一定
[00:05:12.440 --> 00:05:15.440]  有些流言蜚語,有些誹謗
[00:05:15.440 --> 00:05:17.440]  真是苦不堪言
[00:05:17.440 --> 00:05:19.440]  我想到
[00:05:19.440 --> 00:05:22.440]  之前的Fullerton 播道會的牧師
[00:05:22.440 --> 00:05:23.440]  Chuck Swindoll
[00:05:23.440 --> 00:05:25.440]  他說過這樣的故事
[00:05:25.440 --> 00:05:27.440]  有一間教會有一個牧師
[00:05:27.440 --> 00:05:30.440]  這個教會的長老
[00:05:30.440 --> 00:05:33.440]  有一天就接到一封信
[00:05:33.440 --> 00:05:35.440]  這封信是一個女會友
[00:05:35.440 --> 00:05:38.440]  投訴牧師
[00:05:38.440 --> 00:05:40.440]  說他和這個牧師
[00:05:40.440 --> 00:05:43.440]  是有一些不尋常的關係
[00:05:43.440 --> 00:05:47.440]  他覺得這個牧師很不應該
[00:05:47.440 --> 00:05:49.440]  他又覺得自己很不應該
[00:05:49.440 --> 00:05:52.440]  但是為了這個牧師
[00:05:52.440 --> 00:05:55.440]  會繼續惡行
[00:05:55.440 --> 00:05:58.440]  在教會裡搞一些女性會友
[00:05:58.440 --> 00:06:01.440]  所以要揭發他
[00:06:01.440 --> 00:06:04.440]  很大件事
[00:06:04.440 --> 00:06:07.440]  這樣是非常大件事
[00:06:07.440 --> 00:06:11.440]  當時班長老的執事會
[00:06:11.440 --> 00:06:13.440]  就和這個牧師說
[00:06:13.440 --> 00:06:15.440]  要求他辭職
[00:06:15.440 --> 00:06:20.440]  結果這個牧師被迫辭職
[00:06:20.440 --> 00:06:22.440]  然後就離開了
[00:06:22.440 --> 00:06:23.440]  而且不單被迫辭職
[00:06:23.440 --> 00:06:25.440]  你想一下這樣的背景
[00:06:25.440 --> 00:06:27.440]  他怎麼可以找另一間教會呢
[00:06:27.440 --> 00:06:31.440]  所以他23年都沒有做牧師
[00:06:31.440 --> 00:06:34.440]  在外面找另一份工作去做
[00:06:34.440 --> 00:06:36.440]  去養他的家庭
[00:06:36.440 --> 00:06:38.440]  23年之後
[00:06:38.440 --> 00:06:42.440]  這個牧師就接到這位女會友的一封信
[00:06:42.440 --> 00:06:45.440]  是向他道歉
[00:06:45.440 --> 00:06:47.440]  說對不起
[00:06:47.440 --> 00:06:53.440]  我23年前是故意寫這封信去破壞你們
[00:06:53.440 --> 00:06:56.440]  因為你做了一些事
[00:06:56.440 --> 00:06:57.440]  說了一句話
[00:06:57.440 --> 00:06:59.440]  可能你和我沒有關係
[00:06:59.440 --> 00:07:01.440]  但是我覺得我很不喜歡
[00:07:01.440 --> 00:07:04.440]  所以我覺得你不應該在這教會做事
[00:07:04.440 --> 00:07:07.440]  我就製造了這個故事去誣告你
[00:07:07.440 --> 00:07:10.440]  23年
[00:07:10.440 --> 00:07:15.440]  我想遇到這樣的情形的時候
[00:07:15.440 --> 00:07:19.440]  你想想那種憤怒
[00:07:19.440 --> 00:07:23.440]  那種不安是多麼的大
[00:07:23.440 --> 00:07:26.440]  很可惜在今天這個社會裏
[00:07:26.440 --> 00:07:29.440]  很多時候都會有這樣的情形
[00:07:29.440 --> 00:07:32.440]  但當我們遇到這樣的誹謗
[00:07:32.440 --> 00:07:35.440]  或者被誣告
[00:07:35.440 --> 00:07:38.440]  我們有很多不滿的情緒
[00:07:38.440 --> 00:07:40.440]  甚至我們覺得上帝在搞什麼鬼
[00:07:40.440 --> 00:07:42.440]  但你看一看
[00:07:42.440 --> 00:07:43.440]  在聖經裏面
[00:07:43.440 --> 00:07:45.440]  耶穌何嘗不是被人誣陷
[00:07:45.440 --> 00:07:47.440]  耶穌何嘗不是被人誹謗
[00:07:47.440 --> 00:07:49.440]  但耶穌怎樣去對付
[00:07:49.440 --> 00:07:51.440]  耶穌怎樣去回應
[00:07:51.440 --> 00:07:54.440]  有些人就認為當我們被誹謗的時候
[00:07:54.440 --> 00:07:57.440]  我們回應就是和他鬥到底
[00:07:57.440 --> 00:07:59.440]  要保持自己的名聲
[00:07:59.440 --> 00:08:01.440]  這個名聲是重要的
[00:08:01.440 --> 00:08:04.440]  尤其是做傳道人的名聲很重要
[00:08:04.440 --> 00:08:06.440]  就和他鬥到底
[00:08:06.440 --> 00:08:07.440]  有些人就說
[00:08:07.440 --> 00:08:09.440]  這些人不用理他們
[00:08:09.440 --> 00:08:10.440]  公道自在人心
[00:08:10.440 --> 00:08:11.440]  神是知道的
[00:08:11.440 --> 00:08:13.440]  保持真實的態度
[00:08:13.440 --> 00:08:14.440]  有些人就說不行
[00:08:14.440 --> 00:08:15.440]  我要反擊
[00:08:15.440 --> 00:08:17.440]  甚至用律師去告他
[00:08:17.440 --> 00:08:19.440]  說他誹謗
[00:08:19.440 --> 00:08:22.440]  究竟我們的態度應該怎樣
[00:08:22.440 --> 00:08:24.440]  路加福音第十一章十四節
[00:08:24.440 --> 00:08:26.440]  就講及耶穌基督
[00:08:26.440 --> 00:08:28.440]  去往耶路撒冷的旅程裏面
[00:08:28.440 --> 00:08:30.440]  遇到不同的攻擊
[00:08:30.440 --> 00:08:31.440]  遇到不同的質疑
[00:08:31.440 --> 00:08:33.440]  遇到不同的挑戰
[00:08:33.440 --> 00:08:34.440]  十一章十四節至十六節
[00:08:34.440 --> 00:08:36.440]  耶穌被誣告說他製造鬼王
[00:08:36.440 --> 00:08:38.440]  他講鬼的
[00:08:38.440 --> 00:08:40.440]  接著二十七章二十八節
[00:08:40.440 --> 00:08:43.440]  就是耶穌質疑他的神學
[00:08:43.440 --> 00:08:45.440]  十一章二十九節至三十節
[00:08:45.440 --> 00:08:47.440]  就對耶穌基督所行的神蹟
[00:08:47.440 --> 00:08:49.440]  有很多很多的文化在裏面
[00:08:49.440 --> 00:08:51.440]  面對這些質疑
[00:08:51.440 --> 00:08:54.440]  面對這些誹謗
[00:08:54.440 --> 00:08:56.440]  耶穌的回應是怎樣
[00:08:56.440 --> 00:08:58.440]  耶穌好像很多時候我們說
[00:08:58.440 --> 00:09:00.440]  坐下來也多餘
[00:09:00.440 --> 00:09:02.440]  這些不需要理會的
[00:09:02.440 --> 00:09:08.440]  如果你是謠言自然就會沒有
[00:09:08.440 --> 00:09:10.440]  他會否置之不理
[00:09:10.440 --> 00:09:12.440]  保持一個真實的態度
[00:09:12.440 --> 00:09:14.440]  他會否很憤怒
[00:09:14.440 --> 00:09:15.440]  罵他一頓
[00:09:15.440 --> 00:09:16.440]  或者請律師告他
[00:09:16.440 --> 00:09:17.440]  當然各事沒有律師
[00:09:17.440 --> 00:09:19.440]  但耶穌的態度是甚麼呢
[00:09:19.440 --> 00:09:21.440]  在聖經裏面我們看到一個很有趣的
[00:09:21.440 --> 00:09:24.440]  耶穌面對被人誹謗的時候
[00:09:24.440 --> 00:09:26.440]  他的態度是甚麼
[00:09:26.440 --> 00:09:28.440]  或者值得今天你和我去考法
[00:09:28.440 --> 00:09:30.440]  和去跟隨
[00:09:30.440 --> 00:09:31.440]  首先我們看看
[00:09:31.440 --> 00:09:34.440]  做好事未必一定有好結果
[00:09:34.440 --> 00:09:36.440]  我們不要以為好心就好報
[00:09:36.440 --> 00:09:38.440]  好事就好報
[00:09:38.440 --> 00:09:40.440]  有時做好事沒有好結果
[00:09:40.440 --> 00:09:42.440]  你看看十四至十五節就看到
[00:09:42.440 --> 00:09:44.440]  做好事未必有好結果
[00:09:44.440 --> 00:09:47.440]  耶穌說出一個使人成為啞巴的鬼
[00:09:47.440 --> 00:09:49.440]  鬼出去了
[00:09:49.440 --> 00:09:53.440]  啞巴就說話來
[00:09:53.440 --> 00:09:54.440]  眾人都甚興奇
[00:09:54.440 --> 00:09:56.440]  其中有人說
[00:09:56.440 --> 00:09:59.440]  他是靠鬼王別世不講鬼
[00:09:59.440 --> 00:10:01.440]  又有人試探耶穌
[00:10:01.440 --> 00:10:04.440]  要他顯過自天上來的神蹟
[00:10:04.440 --> 00:10:07.440]  很明顯耶穌做了一個神蹟
[00:10:07.440 --> 00:10:09.440]  神蹟是甚麼呢
[00:10:09.440 --> 00:10:12.440]  是醫好一個啞巴的人
[00:10:12.440 --> 00:10:14.440]  耶穌醫好他的時候
[00:10:14.440 --> 00:10:16.440]  開始說話
[00:10:16.440 --> 00:10:18.440]  這是一個神蹟
[00:10:18.440 --> 00:10:20.440]  但我們要留意神蹟是甚麼意思
[00:10:20.440 --> 00:10:22.440]  聖經裏面所說的神蹟
[00:10:22.440 --> 00:10:25.440]  不是說很神奇的事蹟
[00:10:25.440 --> 00:10:26.440]  不是這個意思
[00:10:26.440 --> 00:10:28.440]  希臘文這個semeion這個字
[00:10:28.440 --> 00:10:31.440]  中文譯做不應該譯成神蹟
[00:10:31.440 --> 00:10:34.440]  應該譯成標記
[00:10:34.440 --> 00:10:36.440]  一個標記英文的sign
[00:10:36.440 --> 00:10:39.440]  譬如我人有三急
[00:10:39.440 --> 00:10:41.440]  我要去洗手間
[00:10:41.440 --> 00:10:45.440]  我見到廁所門口有個男人的像
[00:10:45.440 --> 00:10:47.440]  我就知道這個標記
[00:10:47.440 --> 00:10:50.440]  表明這個是男廁
[00:10:50.440 --> 00:10:52.440]  我走到另一邊
[00:10:52.440 --> 00:10:54.440]  原來有個女士的標記
[00:10:54.440 --> 00:10:55.440]  我就不敢進去
[00:10:55.440 --> 00:10:56.440]  這個是女士
[00:10:56.440 --> 00:10:58.440]  現在可能有點不同
[00:10:58.440 --> 00:11:00.440]  三環事
[00:11:00.440 --> 00:11:03.440]  但這個標記
[00:11:03.440 --> 00:11:04.440]  甚麼是標記
[00:11:04.440 --> 00:11:06.440]  標記是給你一個訊息
[00:11:06.440 --> 00:11:09.440]  如果是一個男人的標記
[00:11:09.440 --> 00:11:11.440]  你就知道這個是男廁
[00:11:11.440 --> 00:11:13.440]  如果是女人的標記
[00:11:13.440 --> 00:11:15.440]  你就知道這個是女廁
[00:11:15.440 --> 00:11:16.440]  在這個社會上
[00:11:16.440 --> 00:11:18.440]  在交通上
[00:11:18.440 --> 00:11:20.440]  在每一個大廈裏面
[00:11:20.440 --> 00:11:22.440]  都有很多的標記
[00:11:22.440 --> 00:11:24.440]  神蹟就是一個標記
[00:11:24.440 --> 00:11:25.440]  神蹟是一個標記
[00:11:25.440 --> 00:11:27.440]  這是一個甚麼標記呢
[00:11:27.440 --> 00:11:31.440]  究竟這些神蹟是想告訴你一個甚麼訊息呢
[00:11:31.440 --> 00:11:34.440]  在路加福音第四章十八至二十一節
[00:11:34.440 --> 00:11:36.440]  就有這樣的記載
[00:11:36.440 --> 00:11:39.440]  耶穌初初出來傳道的時候
[00:11:39.440 --> 00:11:41.440]  去到會堂傳道
[00:11:41.440 --> 00:11:43.440]  他就拿了舊約的以賽亞先知書
[00:11:43.440 --> 00:11:45.440]  六十一章第一節至第二節
[00:11:45.440 --> 00:11:47.440]  他就讀出來
[00:11:47.440 --> 00:11:49.440]  然後就講這番說話
[00:11:49.440 --> 00:11:52.440]  意思是當尼塞亞來的時候
[00:11:52.440 --> 00:11:55.440]  以賽亞就說當尼塞亞來的時候
[00:11:55.440 --> 00:11:58.440]  會有這樣的標記出現
[00:11:58.440 --> 00:12:00.440]  會有這樣的神蹟標記出現
[00:12:00.440 --> 00:12:03.440]  就是被擄得釋放
[00:12:03.440 --> 00:12:05.440]  乞訝的能看見
[00:12:05.440 --> 00:12:07.440]  受欺壓的得自由
[00:12:07.440 --> 00:12:09.440]  耶穌說從今天
[00:12:09.440 --> 00:12:12.440]  這些說話就應驗在你們身上
[00:12:12.440 --> 00:12:13.440]  換句話說
[00:12:13.440 --> 00:12:16.440]  所有的神蹟都是一些記號
[00:12:16.440 --> 00:12:18.440]  那個記號是講明了一件事
[00:12:18.440 --> 00:12:20.440]  天國就要降臨了
[00:12:20.440 --> 00:12:22.440]  尼塞亞已經在你們中間
[00:12:22.440 --> 00:12:24.440]  耶穌就是那個尼塞亞
[00:12:24.440 --> 00:12:26.440]  所以十一章第二十九節
[00:12:26.440 --> 00:12:28.440]  耶穌說除了約拿的神蹟之外
[00:12:28.440 --> 00:12:30.440]  再沒有神蹟給你看
[00:12:30.440 --> 00:12:32.440]  什麼叫約拿的神蹟
[00:12:32.440 --> 00:12:34.440]  約拿在魚肚裡面三日洗禮
[00:12:34.440 --> 00:12:36.440]  是表明耶穌基督會被死
[00:12:36.440 --> 00:12:38.440]  三日之後復活
[00:12:38.440 --> 00:12:40.440]  所以神蹟是一個標記
[00:12:40.440 --> 00:12:42.440]  標記是表達一個信息
[00:12:42.440 --> 00:12:45.440]  信息就是耶穌基督為我們釘死十字架
[00:12:45.440 --> 00:12:48.440]  三日起三日升天
[00:12:48.440 --> 00:12:50.440]  這個就是那個信息
[00:12:50.440 --> 00:12:52.440]  這個就是神蹟
[00:12:52.440 --> 00:12:55.440]  所以所有神蹟都是指向這個信息
[00:12:55.440 --> 00:12:57.440]  一個神蹟
[00:12:57.440 --> 00:13:00.440]  耶穌治好了這個啞巴的癌的時候
[00:13:00.440 --> 00:13:03.440]  我們發覺有幾個不同的反應
[00:13:03.440 --> 00:13:04.440]  第十四節是第一個反應
[00:13:04.440 --> 00:13:06.440]  眾人都驚訝
[00:13:06.440 --> 00:13:09.440]  驚訝字有些東西叫稀奇
[00:13:09.440 --> 00:13:11.440]  希臘文叫Thamaso
[00:13:11.440 --> 00:13:13.440]  Thamaso這個字是什麼呢
[00:13:13.440 --> 00:13:17.440]  這個字就是打了一鏡嚇了一鏡
[00:13:17.440 --> 00:13:18.440]  沒有所謂正面
