
[00:00:00.000 --> 00:00:07.360]  今天我和大家去思想老當益壯
[00:00:07.360 --> 00:00:11.520]  經文是兩段的
[00:00:11.520 --> 00:00:14.000]  不過很長的了 我不再讀了
[00:00:14.000 --> 00:00:19.200]  第一段的經文是講到迦勒
[00:00:19.200 --> 00:00:20.720]  迦勒大家很熟悉的
[00:00:20.720 --> 00:00:27.440]  他是曾經第一批去探迦勒的探子
[00:00:27.440 --> 00:00:29.120]  他很有信心
[00:00:29.120 --> 00:00:32.320]  剛才讀的那段經文大家有沒有留意到
[00:00:32.320 --> 00:00:38.400]  連續前後有三次提到迦勒是專心追隨耶和華
[00:00:38.400 --> 00:00:41.600]  這段經文我就不讀了
[00:00:41.600 --> 00:00:44.720]  所以迦勒這個字其實是信心
[00:00:44.720 --> 00:00:47.200]  是一個信心偉人
[00:00:47.200 --> 00:00:54.320]  當聖經一直提到我專心跟從耶和華
[00:00:54.320 --> 00:00:56.400]  耶和華都是這樣說
[00:00:56.400 --> 00:01:01.680]  唯獨我個人迦勒因他另有的心志專一跟從我
[00:01:01.680 --> 00:01:05.360]  所以迦勒這個白色在這裡
[00:01:05.360 --> 00:01:10.080]  當我們看到迦勒一心為主
[00:01:10.080 --> 00:01:17.680]  他不單在侍奉上很有方向、很有動力
[00:01:17.680 --> 00:01:25.040]  我相信迦勒在生活上他都很懂得生活
[00:01:25.040 --> 00:01:27.440]  我們今天講的題目老當益壯
[00:01:27.440 --> 00:01:29.040]  他很懂得生活
[00:01:29.040 --> 00:01:33.040]  所以他40歲的時候是這樣的
[00:01:33.040 --> 00:01:35.360]  現在85歲了
[00:01:35.360 --> 00:01:37.360]  抗日漂流了40年
[00:01:37.360 --> 00:01:40.160]  他第一次去探的時候40歲
[00:01:40.160 --> 00:01:41.360]  抗日漂流了40年
[00:01:41.360 --> 00:01:42.480]  80歲了
[00:01:42.480 --> 00:01:46.240]  80歲之後進了迦勒地打了五年仗
[00:01:46.240 --> 00:01:47.520]  85歲
[00:01:47.520 --> 00:01:51.680]  85歲他仍然是這麼有能力的
[00:01:51.680 --> 00:01:57.760]  所以如果在約書看來這個人真的很厲害
[00:01:57.760 --> 00:01:59.600]  那時候這樣現在這樣
[00:01:59.600 --> 00:02:00.960]  你敢不敢說?
[00:02:00.960 --> 00:02:02.400]  我都不敢
[00:02:02.400 --> 00:02:05.200]  40歲和現在我60多歲了
[00:02:05.200 --> 00:02:06.400]  已經差很遠了
[00:02:06.400 --> 00:02:07.920]  有人說你很喜歡坐飛機
[00:02:07.920 --> 00:02:08.640]  我不是
[00:02:08.640 --> 00:02:10.720]  以前坐飛機我可以做很多事情
[00:02:10.720 --> 00:02:12.480]  我準備講章、讀聖經
[00:02:12.480 --> 00:02:13.920]  因為坐飛機最好
[00:02:13.920 --> 00:02:16.000]  沒有人打電話、沒有人騷擾
[00:02:16.000 --> 00:02:16.640]  做很多事情
[00:02:16.640 --> 00:02:17.360]  現在不行了
[00:02:17.360 --> 00:02:18.560]  現在開始腰骨痛了
[00:02:18.560 --> 00:02:21.440]  現在開始坐久了不肯跳
[00:02:21.440 --> 00:02:23.040]  身體不同
[00:02:23.040 --> 00:02:24.240]  迦勒很厲害
[00:02:24.240 --> 00:02:26.480]  所以我們再去看迦勒
[00:02:26.480 --> 00:02:29.520]  他在屬靈上有這種能力
[00:02:29.520 --> 00:02:31.760]  但不單這樣
[00:02:31.760 --> 00:02:34.960]  他在身體上也有這種能力
[00:02:34.960 --> 00:02:36.880]  所以迦勒可以說
[00:02:36.880 --> 00:02:39.040]  當他和約書的時候
[00:02:39.040 --> 00:02:40.720]  他說我以前是這樣現在這樣
[00:02:40.720 --> 00:02:42.160]  其實表達什麼呢?
[00:02:42.160 --> 00:02:44.800]  就是表達了他的心智
[00:02:44.800 --> 00:02:47.520]  心智就是就算他年紀大
[00:02:47.520 --> 00:02:49.840]  但他都覺得自己是年輕的
[00:02:49.840 --> 00:02:52.160]  這一點就重要了
[00:02:52.160 --> 00:02:55.600]  因為如果一個人在心靈上
[00:02:55.600 --> 00:02:56.800]  或者心智上
[00:02:56.800 --> 00:02:58.080]  你覺得自己不行了
[00:02:58.080 --> 00:02:59.280]  衰老了
[00:02:59.280 --> 00:03:02.800]  其實一個人很快衰老的
[00:03:02.800 --> 00:03:04.640]  我們知道一個人最重要的是什麼呢?
[00:03:04.640 --> 00:03:06.640]  一個人最重要的就是
[00:03:06.640 --> 00:03:10.720]  你自己覺得自己的年齡
[00:03:10.720 --> 00:03:12.880]  是仍然年輕
[00:03:12.880 --> 00:03:16.720]  這個其實很多人都是這樣
[00:03:16.720 --> 00:03:19.360]  蘇東坡他寫詩也是這樣說
[00:03:19.360 --> 00:03:21.600]  到了白髮到了老了
[00:03:21.600 --> 00:03:22.720]  其實都不覺得的
[00:03:22.720 --> 00:03:24.320]  心還是心境
[00:03:24.320 --> 00:03:28.560]  心境永遠是比年齡是年輕的
[00:03:28.560 --> 00:03:29.520]  你覺不覺得?
[00:03:29.520 --> 00:03:32.240]  我問老人家
[00:03:32.240 --> 00:03:32.880]  你覺不覺得?
[00:03:32.880 --> 00:03:35.600]  心境是比自己年齡是年輕的
[00:03:35.600 --> 00:03:36.800]  直到有一天
[00:03:36.800 --> 00:03:40.560]  你照鏡的時候發現不用梳頭的
[00:03:40.560 --> 00:03:41.680]  你就開始發現
[00:03:41.680 --> 00:03:45.440]  不是我已經不是以前這樣了
[00:03:45.440 --> 00:03:47.040]  但是呢
[00:03:47.040 --> 00:03:48.880]  迦勒給我們看到一樣東西
[00:03:48.880 --> 00:03:51.920]  不單止我們身體要好
[00:03:51.920 --> 00:03:55.600]  心智也都不要老
[00:03:55.600 --> 00:03:59.120]  因為有些人就是未老才衰
[00:03:59.120 --> 00:04:02.080]  就是說未老就已經覺得自己老了
[00:04:02.080 --> 00:04:06.160]  所以退休這兩個字是很可怕的
[00:04:06.160 --> 00:04:07.520]  為什麼很可怕呢?
[00:04:07.520 --> 00:04:09.600]  因為一退休的時候
[00:04:09.600 --> 00:04:11.600]  就是終結了階段
[00:04:11.600 --> 00:04:14.480]  人就會退下來
[00:04:14.480 --> 00:04:15.840]  活動退下來
[00:04:15.840 --> 00:04:17.120]  交友退下來
[00:04:17.120 --> 00:04:18.400]  很多人退下來
[00:04:18.400 --> 00:04:19.440]  那就休了
[00:04:19.440 --> 00:04:20.960]  休就是不工作
[00:04:20.960 --> 00:04:22.240]  靜止了
[00:04:22.240 --> 00:04:26.080]  就算你的身體仍然健康
[00:04:26.080 --> 00:04:29.280]  但是你的生活就已經退下來
[00:04:29.280 --> 00:04:30.240]  所以這個人
[00:04:30.240 --> 00:04:32.000]  如果像迦勒所說
[00:04:32.000 --> 00:04:33.280]  他85歲
[00:04:33.280 --> 00:04:35.840]  他看回好像40歲
[00:04:35.840 --> 00:04:37.600]  當然他有條件
[00:04:37.600 --> 00:04:40.160]  80歲他看了自己有40歲
[00:04:40.160 --> 00:04:43.760]  所以他覺得他仍然可以做這些事
[00:04:43.760 --> 00:04:47.040]  這個心智就讓他能夠
[00:04:47.040 --> 00:04:48.720]  向約書下要求
[00:04:48.720 --> 00:04:50.880]  就是以前你答應給這塊地給我
[00:04:50.880 --> 00:04:54.720]  這塊地是很重要的
[00:04:54.720 --> 00:04:58.800]  就是以前摩西答應了給他
[00:04:58.800 --> 00:05:04.080]  而這塊地也是猶大的一個很重要的地方
[00:05:04.080 --> 00:05:06.400]  所以如果你看聖經
[00:05:06.400 --> 00:05:10.320]  當時希伯倫本來是一個很古老的地方
[00:05:10.320 --> 00:05:12.800]  希伯倫這個地方自從迦勒之後
[00:05:12.800 --> 00:05:15.120]  就成了猶大的家族
[00:05:15.120 --> 00:05:18.000]  也成了君王、大衛
[00:05:18.000 --> 00:05:22.160]  一個很重要的繼承下去的地業
[00:05:22.160 --> 00:05:23.760]  後來以色列亡了
[00:05:23.760 --> 00:05:25.520]  但是猶大仍然還在
[00:05:25.520 --> 00:05:27.200]  所以希伯倫是一個
[00:05:27.200 --> 00:05:33.840]  可以說聖經在英語上是一個很長久的地理
[00:05:33.840 --> 00:05:36.960]  當我們說我們心智不老
[00:05:36.960 --> 00:05:41.680]  我們其實應該要做我們可以做的事
[00:05:41.680 --> 00:05:43.520]  很多人就去埋怨
[00:05:43.520 --> 00:05:44.560]  現在退休了
[00:05:44.560 --> 00:05:47.360]  長者就經常去玩、遊船河
[00:05:47.360 --> 00:05:50.720]  我和你說你能夠遊船河你就去吧
[00:05:50.720 --> 00:05:52.320]  如果你能夠玩你就去玩
[00:05:52.320 --> 00:05:55.120]  我不是叫你什麼都不做
[00:05:55.120 --> 00:05:57.280]  老實說
[00:05:57.280 --> 00:05:59.360]  全道書都這樣說
[00:05:59.360 --> 00:06:02.320]  我記得說過
[00:06:02.320 --> 00:06:04.800]  「凡我眼所求,我未有留下,
[00:06:04.800 --> 00:06:08.240]  及他地我心所樂,我未有禁止不享受,
[00:06:08.240 --> 00:06:10.560]  因為心為我一切勞碌的快樂,
[00:06:10.560 --> 00:06:13.840]  藉時我從勞碌所得的份。」
[00:06:13.840 --> 00:06:17.280]  如果這個份仍然有的時候你就去做
[00:06:17.280 --> 00:06:23.120]  所以上次我們在退休會說的就是「三不等」
[00:06:23.120 --> 00:06:24.080]  就是你不要等
[00:06:24.080 --> 00:06:27.520]  有很多事要做你就應該做
[00:06:27.520 --> 00:06:28.960]  迦勒是這樣的人
[00:06:28.960 --> 00:06:32.800]  因為他看到他還有精力他還可以做
[00:06:32.800 --> 00:06:33.760]  我們這一代
[00:06:33.760 --> 00:06:35.840]  就是我說的「Baby Bloomer」這一代
[00:06:35.840 --> 00:06:37.040]  是比上一代好一點
[00:06:37.040 --> 00:06:40.960]  因為我們這一代比較有知識
[00:06:40.960 --> 00:06:42.800]  比較和社會緊密一點
[00:06:42.800 --> 00:06:46.640]  所以到60歲的時候我們都不會覺得老
[00:06:46.640 --> 00:06:50.000]  前一代到60歲就真的老了
[00:06:50.000 --> 00:06:52.640]  因為和社會開始脫節了
[00:06:52.640 --> 00:06:54.480]  所以現在我們看回這一代
[00:06:54.480 --> 00:06:57.280]  就是60歲到80歲
[00:06:57.280 --> 00:06:59.200]  我們會發現還有一幫人是有精力的
[00:06:59.200 --> 00:07:00.960]  好像迦勒一樣
[00:07:00.960 --> 00:07:02.800]  雖然剛剛退休
[00:07:02.800 --> 00:07:05.680]  我們有足夠的退休金
[00:07:05.680 --> 00:07:07.120]  我們有好生活
[00:07:07.120 --> 00:07:09.120]  我們可以慰藉自己去活
[00:07:09.120 --> 00:07:11.040]  我們仍然可以吃好吃的東西
[00:07:11.040 --> 00:07:12.640]  看好看的東西
[00:07:12.640 --> 00:07:15.360]  但是歲月是很煩的
[00:07:15.360 --> 00:07:17.520]  70歲80歲
[00:07:17.520 --> 00:07:21.280]  所以今天我們看迦勒是看不完人生的
[00:07:21.280 --> 00:07:26.560]  因為人生不是單單迦勒
[00:07:26.560 --> 00:07:29.680]  迦勒是一個追求耶和華的人
[00:07:29.680 --> 00:07:31.920]  他的心智常青
[00:07:31.920 --> 00:07:33.760]  雖然他身體衰老
[00:07:33.760 --> 00:07:37.280]  但是他仍然追隨著
[00:07:37.280 --> 00:07:41.120]  我想和大家再看一個就是摩西
[00:07:41.120 --> 00:07:45.200]  迦勒和摩西這兩個人生
[00:07:45.200 --> 00:07:51.680]  特別是摩西的經歷和迦勒很不同
[00:07:51.680 --> 00:07:55.360]  摩西的一篇詩是很有意思的
[00:07:55.360 --> 00:07:58.080]  我們試試讀出來90章
