
[00:00:00.000 --> 00:00:05.720]  各位師傅好,大家早晨,我是黃牧師
[00:00:05.720 --> 00:00:08.520]  我們再次回到去崇拜的時間
[00:00:08.520 --> 00:00:11.000]  同心去研讀上帝的話
[00:00:11.000 --> 00:00:14.720]  今天會和大家一起分享的經文仍然在魯德記
[00:00:14.720 --> 00:00:18.680]  我們會看第二章第18節至第23節
[00:00:18.680 --> 00:00:21.320]  今天所講的主題是
[00:00:21.320 --> 00:00:27.000]  「帝力抗衡被扭曲的信仰籠罩之下的世界」
[00:00:27.000 --> 00:00:32.720]  我們再次以禱告打開我們今天同心去敬拜靈聽主道的時間
[00:00:32.720 --> 00:00:34.280]  我們一起同心去禱告
[00:00:34.280 --> 00:00:36.840]  親愛的師父多謝你讓我們能夠再次回來
[00:00:36.840 --> 00:00:39.600]  同心地學習主理的道理
[00:00:39.600 --> 00:00:42.240]  求父神你的靈與我同在
[00:00:42.240 --> 00:00:44.920]  讓我們所聽到的是上帝你的訊息
[00:00:44.920 --> 00:00:48.400]  讓我們能夠一起被上帝你的說話去觸動
[00:00:48.400 --> 00:00:50.160]  求你的與我們同在
[00:00:50.160 --> 00:00:54.400]  讓我們能夠繼續在上帝的面前專心仰望
[00:00:54.400 --> 00:00:55.400]  Amen
[00:00:55.400 --> 00:00:59.800]  今天我們會一起去看的經文是剛才我所講的
[00:00:59.800 --> 00:01:04.200]  魯德記第二章第18節至第23節
[00:01:04.200 --> 00:01:06.120]  讓我們再次打開神的話
[00:01:06.120 --> 00:01:09.280]  我會為大家先讀出中文和合本的一字
[00:01:09.280 --> 00:01:14.040]  如果大家有聖經的也和我一起打開這段經文
[00:01:14.040 --> 00:01:18.600]  魯德記第二章從第18節開始
[00:01:18.600 --> 00:01:24.000]  「他就把所拾取的大進城去給婆婆看
[00:01:24.000 --> 00:01:28.040]  又把她吃飽了所剩的給了婆婆
[00:01:28.040 --> 00:01:32.720]  婆婆問她說:你今天在哪裡拾取墨水
[00:01:32.720 --> 00:01:37.520]  在哪裡做工呢?願那顧恤你的特福
[00:01:37.520 --> 00:01:40.000]  魯德就告訴婆婆說:
[00:01:40.000 --> 00:01:44.520]  我今天在一個名叫波亞斯的人那裡做工
[00:01:44.520 --> 00:01:49.680]  那我每對兒婦說:願那人夢夜禍華次福
[00:01:49.680 --> 00:01:53.360]  因為他不斷地因待活人死人」
[00:01:53.360 --> 00:01:57.400]  拿奧米又說:那是我們本族的人
[00:01:57.400 --> 00:01:59.800]  是一個至親的親屬
[00:01:59.800 --> 00:02:03.800]  波亞女子魯德說:她對我說
[00:02:03.800 --> 00:02:07.360]  你要緊隨我的僕人拾取墨水
[00:02:07.360 --> 00:02:10.680]  直等他們收完了我的莊稼
[00:02:10.680 --> 00:02:14.120]  由而至拿奧米對兒婦魯德說:
[00:02:14.120 --> 00:02:17.360]  女兒啊!你跟著他的侍女出去
[00:02:17.360 --> 00:02:20.960]  不叫人預見你在別人的田間
[00:02:20.960 --> 00:02:22.960]  這才為好
[00:02:22.960 --> 00:02:25.800]  於是魯德與波亞斯的侍女
[00:02:25.800 --> 00:02:28.760]  常在一處拾取墨水
[00:02:28.760 --> 00:02:32.040]  直到收完了大麥和小麥
[00:02:32.040 --> 00:02:35.040]  魯德仍與婆婆同住
[00:02:35.040 --> 00:02:38.640]  我們終於來到魯德記的第二章
[00:02:38.640 --> 00:02:40.800]  從第二章第十八節開始
[00:02:40.800 --> 00:02:43.480]  我們開始看到魯德的屬靈生命
[00:02:43.480 --> 00:02:46.800]  是真正面對一些很實在的挑戰
[00:02:46.800 --> 00:02:50.000]  而且是來得非常軟性的挑戰
[00:02:50.000 --> 00:02:52.000]  從這段經文開始
[00:02:52.000 --> 00:02:53.280]  我們就開始學到
[00:02:53.280 --> 00:02:56.400]  究竟魯德是如何面對這些情況
[00:02:56.400 --> 00:02:59.040]  其實說到恩典
[00:02:59.040 --> 00:03:01.200]  因為我們在這段經文裡都看到
[00:03:01.200 --> 00:03:03.800]  拿奧米不斷提到恩典這個問題
[00:03:03.800 --> 00:03:06.760]  恩典其實是建基於什麼地方呢?
[00:03:06.760 --> 00:03:08.840]  從聖經的記載裡
[00:03:08.840 --> 00:03:12.400]  我們知道恩典是建基於一個犧牲
[00:03:12.400 --> 00:03:15.400]  因為當一個人對另一個
[00:03:15.400 --> 00:03:18.680]  有一種關懷愛護的時候
[00:03:18.680 --> 00:03:21.680]  他就會願意從他身上
[00:03:21.680 --> 00:03:23.120]  去有一些取捨
[00:03:23.120 --> 00:03:25.120]  甚至願意犧牲自己所有的
[00:03:25.120 --> 00:03:27.240]  或者提出自己所有的
[00:03:27.240 --> 00:03:28.640]  去幫助對方
[00:03:28.640 --> 00:03:30.000]  這些就叫做恩典
[00:03:30.000 --> 00:03:32.400]  不是因為對方有什麼特別的
[00:03:32.400 --> 00:03:34.400]  好處提供給我
[00:03:34.400 --> 00:03:35.840]  我才這樣去回應
[00:03:35.840 --> 00:03:37.920]  而純粹因為一個個人
[00:03:37.920 --> 00:03:39.920]  對對方的一種愛護
[00:03:39.920 --> 00:03:41.400]  我從小到大
[00:03:41.400 --> 00:03:43.680]  我家裡都無所不談的
[00:03:43.680 --> 00:03:46.200]  我家裡什麼都說的
[00:03:46.200 --> 00:03:47.520]  記得有一次
[00:03:47.520 --> 00:03:49.960]  我回香港去旅行的時候
[00:03:49.960 --> 00:03:50.960]  探親
[00:03:50.960 --> 00:03:54.600]  多數我都盡量希望在家裡吃飯
[00:03:54.600 --> 00:03:56.600]  因為在家裡吃飯比較好
[00:03:56.600 --> 00:03:57.600]  因為在外面吃飯
[00:03:57.600 --> 00:03:59.120]  那些很油膩的香港
[00:03:59.120 --> 00:04:01.760]  所以通常我們都習慣了
[00:04:01.760 --> 00:04:04.680]  家人一起吃完晚飯之後
[00:04:04.680 --> 00:04:05.960]  我們就會
[00:04:05.960 --> 00:04:06.960]  還沒收拾桌子的
[00:04:06.960 --> 00:04:09.000]  通常就會圍著餐桌
[00:04:09.000 --> 00:04:12.840]  大家就聊聊平日有什麼事情發生
[00:04:12.840 --> 00:04:14.160]  或者可以這麼說
[00:04:14.160 --> 00:04:15.600]  什麼我們都會說的
[00:04:15.600 --> 00:04:19.720]  家裡有什麼事情發生了
[00:04:19.720 --> 00:04:22.920]  或者家裡大家今天遇見什麼事情
[00:04:22.920 --> 00:04:24.520]  其實想想
[00:04:24.520 --> 00:04:26.520]  和今天的世界都很不同
[00:04:26.520 --> 00:04:28.760]  我其實很嚮往在我自己家裡的生活
[00:04:28.760 --> 00:04:29.760]  因為為什麼
[00:04:29.760 --> 00:04:31.080]  現在這個世代
[00:04:31.080 --> 00:04:33.560]  很多家人一吃完飯之後
[00:04:33.560 --> 00:04:34.920]  就走不掉的
