
[00:00:00.000 --> 00:00:06.400]  萬鈞之耶和華這個名稱
[00:00:06.400 --> 00:00:09.120]  大概你上了教會一段時間
[00:00:09.120 --> 00:00:10.400]  上了主教學校
[00:00:10.400 --> 00:00:12.000]  唱了聖詩
[00:00:12.000 --> 00:00:13.840]  你多多少少都會接觸到
[00:00:13.840 --> 00:00:16.320]  那怎樣解釋呢
[00:00:16.320 --> 00:00:19.520]  可能我們都不是很特別擔心
[00:00:19.520 --> 00:00:22.800]  總之萬鈞之耶和華就是萬鈞之耶和華
[00:00:22.800 --> 00:00:25.920]  其實在教育政經裏面
[00:00:25.920 --> 00:00:31.840]  有不少這樣的所謂很熟悉的字句
[00:00:31.840 --> 00:00:36.080]  但是要尋根問底的時候
[00:00:36.080 --> 00:00:40.000]  就發覺我們不是有百分之一百
[00:00:40.000 --> 00:00:44.160]  完全肯定的掌握
[00:00:44.160 --> 00:00:46.720]  這樣的說法不是說好像很危險
[00:00:46.720 --> 00:00:49.200]  從來讀聖經的時候
[00:00:49.200 --> 00:00:52.960]  我們的訓練都是告訴我們
[00:00:52.960 --> 00:00:54.480]  要很小心
[00:00:54.480 --> 00:00:57.520]  千萬不要穿鑿附會
[00:00:57.520 --> 00:00:59.280]  斷章取義
[00:00:59.280 --> 00:01:03.040]  如果一個很大的神學的教義
[00:01:03.040 --> 00:01:08.960]  原來建基在一個很小的經文的基礎
[00:01:08.960 --> 00:01:13.280]  或者一個很含糊的經文的基礎上
[00:01:13.280 --> 00:01:16.480]  這個是聖經學者所不取的
[00:01:16.480 --> 00:01:18.160]  譬如有幾個這樣的例子
[00:01:18.160 --> 00:01:19.920]  我不知道大家會不會知道
[00:01:19.920 --> 00:01:21.280]  如果你有接觸過
[00:01:21.280 --> 00:01:25.600]  好像說到上帝和人立約的歷史
[00:01:25.600 --> 00:01:29.920]  提到聖約的神學
[00:01:29.920 --> 00:01:31.760]  Diology of the Covenant
[00:01:31.760 --> 00:01:33.360]  大家會知道
[00:01:33.360 --> 00:01:34.720]  上帝和大衛立約
[00:01:34.720 --> 00:01:37.120]  上帝和阿伯拉罕立約
[00:01:37.120 --> 00:01:40.880]  上帝和以色列人透過摩西在西乃山立約
[00:01:40.880 --> 00:01:45.120]  但是聖約神學又會提到
[00:01:45.120 --> 00:01:48.720]  上帝一開始的時候和亞當立約
[00:01:48.720 --> 00:01:51.360]  我找遍創世紀都沒有這句聖經
[00:01:51.360 --> 00:01:52.480]  上帝創造亞當
[00:01:52.480 --> 00:01:56.800]  上帝為亞當介紹女朋友
[00:01:56.800 --> 00:01:58.240]  上帝給他很多動物
[00:01:58.240 --> 00:02:02.240]  所以養貓有聖經根據的
[00:02:02.240 --> 00:02:04.800]  但是上帝和亞當立約在哪裡根據呢
[00:02:04.800 --> 00:02:06.720]  原來在荷西那書裡面
[00:02:06.720 --> 00:02:09.040]  有一節的經文說
[00:02:09.040 --> 00:02:11.680]  人是反覆無常的
[00:02:11.680 --> 00:02:16.400]  就好像亞當背若一樣
[00:02:16.400 --> 00:02:18.480]  這個翻譯
[00:02:18.480 --> 00:02:20.240]  其實有很多的可能性在裡面
[00:02:20.240 --> 00:02:21.440]  最低限度有兩個可能性
[00:02:21.440 --> 00:02:26.240]  因為亞當這個字在舊約聖經裡面
[00:02:26.240 --> 00:02:28.880]  可以是代表人類
[00:02:28.880 --> 00:02:31.440]  上帝創造人類
[00:02:31.440 --> 00:02:34.160]  上帝造男造女
[00:02:34.160 --> 00:02:35.680]  亞當這個字
[00:02:35.680 --> 00:02:37.920]  甚至有聖經學者的意見認為
