
[00:00:00.000 --> 00:00:04.480]  各位大兄姊妹晚安
[00:00:04.480 --> 00:00:08.640]  我們今天晚上所讀的經文
[00:00:08.640 --> 00:00:13.920]  是創世記第22章
[00:00:13.920 --> 00:00:19.760]  經文裡將我在這裡一共出現了三次
[00:00:19.760 --> 00:00:23.520]  我希望大家在中讀的過程中
[00:00:23.520 --> 00:00:28.880]  都能夠有這樣的領悟
[00:00:28.880 --> 00:00:32.800]  我們在家裡讀聖經的時候
[00:00:32.800 --> 00:00:36.000]  經文出現一些重複的字眼
[00:00:36.000 --> 00:00:38.800]  很容易幫助我們記憶
[00:00:38.800 --> 00:00:44.480]  重複的字眼不單止讓我們知道分段是怎樣
[00:00:44.480 --> 00:00:47.520]  讓我們知道整個事件的進程
[00:00:47.520 --> 00:00:50.480]  事件中的來龍去脈
[00:00:50.480 --> 00:00:52.960]  讓我們留心的是什麼東西
[00:00:52.960 --> 00:00:56.160]  我在這裡這個詞
[00:00:56.160 --> 00:00:58.640]  希伯來文叫做Heneli
[00:00:58.640 --> 00:01:00.880]  Heneli的意思是什麼呢
[00:01:00.880 --> 00:01:03.360]  他比我們所謂點名
[00:01:03.360 --> 00:01:05.200]  點到你的名
[00:01:05.200 --> 00:01:07.280]  Jason到
[00:01:07.280 --> 00:01:10.640]  他比我在這裡的到
[00:01:10.640 --> 00:01:12.640]  是要多一點的意思
[00:01:12.640 --> 00:01:16.480]  就好像你家裡叫兒子出去買東西
[00:01:16.480 --> 00:01:17.280]  很嚴格的
[00:01:17.280 --> 00:01:18.640]  他幫我買東西
[00:01:18.640 --> 00:01:20.320]  你兒子不會說到
[00:01:20.320 --> 00:01:23.440]  兒子通常都會說等一會
[00:01:23.440 --> 00:01:26.240]  實際上他等一會的意思就是
[00:01:26.240 --> 00:01:27.120]  我聽到了
[00:01:27.120 --> 00:01:29.680]  但我不會馬上做的
[00:01:29.680 --> 00:01:31.760]  當在經文裡出現
[00:01:31.760 --> 00:01:34.400]  我在這裡的時候
[00:01:34.400 --> 00:01:37.040]  在現在這個篇章裡
[00:01:37.040 --> 00:01:40.640]  當耶和華上帝考驗阿伯拉罕
[00:01:40.640 --> 00:01:41.360]  對他說
[00:01:41.360 --> 00:01:44.880]  阿伯拉罕他說我在這裡的時候
[00:01:44.880 --> 00:01:46.960]  他的意思不單止說
[00:01:46.960 --> 00:01:48.720]  阿伯拉罕你在哪裡
[00:01:48.720 --> 00:01:51.840]  阿伯拉罕說我在這裡
[00:01:51.840 --> 00:01:54.000]  但當經文再演繹下去的時候
[00:01:54.000 --> 00:01:55.120]  你就發現到
[00:01:55.120 --> 00:01:58.000]  那個我在這裡的意思
[00:01:58.000 --> 00:02:01.200]  是有說我準備好了
[00:02:01.200 --> 00:02:02.800]  I'm ready
[00:02:02.800 --> 00:02:05.040]  我準備好了
[00:02:05.040 --> 00:02:08.240]  又或者說我在這裡的意思是
[00:02:08.240 --> 00:02:11.360]  我準備好了有什麼吩咐呢
[00:02:11.360 --> 00:02:13.920]  每一個字眼的後面
[00:02:13.920 --> 00:02:16.960]  當我們自己用心去讀
[00:02:16.960 --> 00:02:19.040]  靜心去揣摩
[00:02:19.040 --> 00:02:20.640]  上帝的話語
[00:02:20.640 --> 00:02:24.480]  總是向那些安靜揣摩的人
[00:02:24.480 --> 00:02:26.480]  向他顯示更多的意義
[00:02:26.480 --> 00:02:28.480]  急急腳滾雪綠腳那些
[00:02:28.480 --> 00:02:31.120]  你永遠都覺得經文很淋浸
[00:02:31.120 --> 00:02:32.160]  很沉味
[00:02:32.160 --> 00:02:34.320]  你摸不到他的意思
[00:02:34.320 --> 00:02:35.680]  所以我們經常說
[00:02:35.680 --> 00:02:37.920]  我們今天做信徒的人
[00:02:37.920 --> 00:02:39.840]  要安靜自己的心
[00:02:39.840 --> 00:02:41.920]  安靜在上帝的話語面前
[00:02:41.920 --> 00:02:45.360]  看看他到底要和我們說什麼
[00:02:45.360 --> 00:02:47.040]  在那個時候你就發現到
[00:02:47.040 --> 00:02:49.440]  原來上帝的話語是金點
[00:02:49.440 --> 00:02:50.880]  秘密金點
[00:02:50.880 --> 00:02:52.400]  這些話很多時候
[00:02:52.400 --> 00:02:54.320]  只是在我們的主要學裡
[00:02:54.320 --> 00:02:56.720]  或者我們上團計
[00:02:56.720 --> 00:02:58.720]  或者我們查經的時候
[00:02:58.720 --> 00:03:00.720]  讀到這些金句詞的經文
[00:03:00.720 --> 00:03:01.920]  我們背了它
[00:03:01.920 --> 00:03:03.920]  但是在我們自己的生命
[00:03:03.920 --> 00:03:05.920]  在哪一個時刻
[00:03:05.920 --> 00:03:07.920]  在哪一些時段
[00:03:07.920 --> 00:03:09.120]  在我們的生命
[00:03:09.120 --> 00:03:10.560]  去到什麼事情
[00:03:10.560 --> 00:03:12.320]  發生在我們的生命裡
[00:03:12.320 --> 00:03:15.360]  與上帝自己的話語有交接的時候
[00:03:15.360 --> 00:03:17.360]  讓我們真正的看回到
[00:03:17.360 --> 00:03:19.920]  上帝的話語是秘密金點
[00:03:19.920 --> 00:03:22.160]  你再想深一層
[00:03:22.160 --> 00:03:24.320]  是不是上帝的話語是甜
[00:03:24.320 --> 00:03:27.280]  好像我們喝咖啡加糖的糖是甜的呢
[00:03:27.280 --> 00:03:29.520]  你再想深一層
[00:03:29.520 --> 00:03:30.960]  原來那個甜
[00:03:30.960 --> 00:03:32.960]  不是那些甜
[00:03:32.960 --> 00:03:34.480]  是你真是有一種
[00:03:34.480 --> 00:03:37.840]  很被照顧的幸福的感覺
[00:03:37.840 --> 00:03:40.640]  原來我在上帝自己的手中
[00:03:40.640 --> 00:03:43.040]  沒有東西逃得過你的眼睛
[00:03:43.040 --> 00:03:44.400]  我的困難
[00:03:44.400 --> 00:03:46.640]  沒有一樣是你不關心的
[00:03:46.640 --> 00:03:48.160]  哎呀 真的甜
[00:03:48.160 --> 00:03:50.160]  你的話語在這一刻
[00:03:50.160 --> 00:03:52.160]  仍然在我的生命裡
[00:03:52.160 --> 00:03:54.160]  好像咖啡加了糖一樣
[00:03:54.160 --> 00:03:56.160]  不是加了白糖
[00:03:56.160 --> 00:03:58.160]  就是加了咖啡黃糖
[00:03:58.160 --> 00:04:00.160]  很香 很甜 很順心
[00:04:00.160 --> 00:04:02.160]  上帝啊 Thank you
[00:04:02.160 --> 00:04:04.160]  你真是知道我
[00:04:04.160 --> 00:04:06.160]  所以我們每逢讀到經文
[00:04:06.160 --> 00:04:08.160]  有些字眼在出現的時候
[00:04:08.160 --> 00:04:10.160]  它就要我們去揣摩它
[00:04:10.160 --> 00:04:12.160]  到底那個是什麼意思
[00:04:12.160 --> 00:04:14.160]  有時候經文裡
[00:04:14.160 --> 00:04:16.160]  被我們的意思揣摩到
[00:04:16.160 --> 00:04:18.160]  是在我們喜樂的情緒
[00:04:18.160 --> 00:04:20.160]  是在我們喜樂的情緒
[00:04:20.160 --> 00:04:22.160]  的情況之中
[00:04:22.160 --> 00:04:24.160]  那個兒子考那個女兒
[00:04:24.160 --> 00:04:26.160]  考DSE 哇 多少封
[00:04:26.160 --> 00:04:28.160]  五星星啊
[00:04:28.160 --> 00:04:30.160]  那個
[00:04:30.160 --> 00:04:32.160]  經文裡一到
[00:04:32.160 --> 00:04:34.160]  Jason 我兒子有五星星
[00:04:34.160 --> 00:04:36.160]  I am here
[00:04:36.160 --> 00:04:38.160]  但是有時候
[00:04:38.160 --> 00:04:40.160]  在你的生意
[00:04:40.160 --> 00:04:42.160]  不順利
[00:04:42.160 --> 00:04:44.160]  上帝的話語
[00:04:44.160 --> 00:04:46.160]  臨到你的時候
[00:04:46.160 --> 00:04:48.160]  賞賜的是耶和華
[00:04:48.160 --> 00:04:50.160]  收取的也是耶和華
[00:04:50.160 --> 00:04:52.160]  耶和華的命是應當
[00:04:52.160 --> 00:04:54.160]  稱頌的
[00:04:54.160 --> 00:04:56.160]  你能不能跟我說得出
[00:04:56.160 --> 00:04:58.160]  I am here
[00:04:58.160 --> 00:05:00.160]  當你感情生活不順利的時候
[00:05:00.160 --> 00:05:02.160]  又失戀了
[00:05:02.160 --> 00:05:04.160]  又失戀了
[00:05:04.160 --> 00:05:10.160]  真言裡有句說話
[00:05:10.160 --> 00:05:12.160]  房屋財產
