
[00:00:00.000 --> 00:00:05.000]  我們同心祈禱!
[00:00:05.000 --> 00:00:13.000]  創造天地的主,我們再次到禰面前來同心的敬拜禰、尊崇禰!
[00:00:13.000 --> 00:00:18.000]  主啊禰是極其偉大、滿有恩惠的上帝!
[00:00:18.000 --> 00:00:22.000]  主啊禰配得上一切的尊榮、一切的贊美!
[00:00:22.000 --> 00:00:30.000]  主啊我們今天早上能有精神、有健康、能夠到禰的殿中敬拜,是禰的恩惠!
[00:00:30.000 --> 00:00:36.000]  主啊我們知道禰自己的能力是超越高天!
[00:00:36.000 --> 00:00:41.000]  主啊讓我們看到禰自己的榮耀,看到禰的作為,
[00:00:41.000 --> 00:00:47.000]  視上禰在歷史當中的奇事,我們的心就知道上上去信靠禰!
[00:00:47.000 --> 00:00:54.000]  主啊我們真的知道,雖然我們軟弱,但是禰樂意將信心持下!
[00:00:54.000 --> 00:01:01.000]  主啊是禰持下信心,因此我們能夠繼續堅定地跟隨禰!
[00:01:01.000 --> 00:01:06.000]  親愛的主,今天早上我們光榮向禰獻證的禱告,求禰悅納!
[00:01:06.000 --> 00:01:12.000]  按照禰的豐盛的恩惠,持下禰自己的信心,在我們眾人的心中!
[00:01:12.000 --> 00:01:20.000]  也讓我們讀禰自己聖經時,禰的聖靈指教,讓我們從禰的真道里領受恩惠,
[00:01:20.000 --> 00:01:25.000]  也讓我們有禰所指的信心與所聽的道能夠調和!
[00:01:25.000 --> 00:01:30.000]  求禰帶領我們!我們仰望祈禱奉耶穌基督聖明求!
[00:01:30.000 --> 00:01:32.000]  阿們!
[00:01:32.000 --> 00:01:39.000]  大家再翻看剛才的《雅各書》,我們再思考有關於信心的信息!
[00:01:39.000 --> 00:01:44.000]  在我們看經文之前,我想分享一個故事
[00:01:44.000 --> 00:01:53.000]  有一次有位朋友講述一個故事,這個故事給我們很多關於信心的提醒
[00:01:53.000 --> 00:02:00.000]  這個故事講到有一個藝人,他在高空做很多特技的工作
[00:02:00.000 --> 00:02:10.000]  他有一次安排在深淵兩旁,在懸崖兩邊搭了一些鏈桿
[00:02:10.000 --> 00:02:16.000]  他和很多人說,他能夠單獨走過這條鏈桿
[00:02:16.000 --> 00:02:21.000]  有很多人來圍觀,當日他來到這個地方的時候
[00:02:21.000 --> 00:02:28.000]  他不僅自己走上去,而且還背著一個很重的包袱在他身上
[00:02:28.000 --> 00:02:36.000]  他拿著一條平行桿,從一邊的懸崖走到另一邊的懸崖
[00:02:36.000 --> 00:02:43.000]  在整個過程里,大家都很緊張,因此平息意態,一路看著他走
[00:02:43.000 --> 00:02:50.000]  經過一段長時間,這位特技員就成功地走到對面的懸崖
[00:02:50.000 --> 00:02:56.000]  走到對面的懸崖的時候,當然大家都鼓掌,不斷地贊賞他
[00:02:56.000 --> 00:03:01.000]  有一個小孩子走到他身邊,一路贊賞他
[00:03:01.000 --> 00:03:06.000]  說你真是厲害了,你可以這樣走過這個懸崖
[00:03:06.000 --> 00:03:12.000]  這個特技員看著這個小孩子,就問他
[00:03:12.000 --> 00:03:15.000]  你真的覺得我厲害嗎?他說是呀,很厲害
[00:03:15.000 --> 00:03:20.000]  是不是你相信我可以走過這條鏈桿?
[00:03:20.000 --> 00:03:23.000]  他說相信,剛才看到你走過
[00:03:23.000 --> 00:03:28.000]  特技員再問他,你相信我可以走過去嗎?
[00:03:28.000 --> 00:03:33.000]  他立刻說,當然可以,你一定可以走過去
[00:03:33.000 --> 00:03:37.000]  特技員再問他,你真的相信?
[00:03:37.000 --> 00:03:41.000]  這個小孩子不斷說,我相信你
[00:03:41.000 --> 00:03:49.000]  然後特技員就說,不如你讓我背著你走過對面好不好?
[00:03:49.000 --> 00:03:56.000]  這個小孩子突然呆了,他說我不相信
[00:03:56.000 --> 00:04:01.000]  雖然是一個日常生活會留意到的故事
[00:04:01.000 --> 00:04:06.000]  但有些時候,我們都有一些這樣的情況
[00:04:06.000 --> 00:04:09.000]  我們口裡可以宣稱有信心
[00:04:09.000 --> 00:04:15.000]  但當我們要投入的時候,我們就會很有保留
[00:04:15.000 --> 00:04:17.000]  當我們講到信心的時候
[00:04:17.000 --> 00:04:20.000]  不僅是說我們口裡有信心
[00:04:20.000 --> 00:04:24.000]  而是讓我們的信心可以付諸行動
[00:04:24.000 --> 00:04:27.000]  可以真正將自己投入去
[00:04:27.000 --> 00:04:32.000]  是清楚表明這種信心是真實的信心
[00:04:32.000 --> 00:04:34.000]  而聖醫就常常勉勵我們
[00:04:34.000 --> 00:04:37.000]  這種真實的信心是神所喜悅的
[00:04:37.000 --> 00:04:42.000]  也帶領我們進入神給我們真正豐盛的人生裡面
[00:04:42.000 --> 00:04:46.000]  各位兄弟姐妹,在我們信耶穌很多年之後
[00:04:46.000 --> 00:04:48.000]  我們仍要向神禱告
[00:04:48.000 --> 00:04:51.000]  求神賜給我們有真實的信心
[00:04:51.000 --> 00:04:53.000]  而聖經今天在《雅各書》裡面
[00:04:53.000 --> 00:04:55.000]  就是清楚向我們講述
[00:04:55.000 --> 00:04:58.000]  我們向神所求的、所尋求的
[00:04:58.000 --> 00:05:02.000]  就是神賜給我們有真實的信心
[00:05:02.000 --> 00:05:05.000]  再看經文第十四節的地方
[00:05:05.000 --> 00:05:12.000]  剛才讀到經文第二章第十四節
[00:05:12.000 --> 00:05:16.000]  「我的弟兄們人若說他有信心
[00:05:16.000 --> 00:05:19.000]  卻沒有行為有什麼益處呢?
[00:05:19.000 --> 00:05:23.000]  他這信心能救他嗎?」
[00:05:23.000 --> 00:05:25.000]  口裡面說有信心
[00:05:25.000 --> 00:05:29.000]  但沒有一個行為去配合著他的信心
[00:05:29.000 --> 00:05:33.000]  聖經說這種情況是沒有益處的
[00:05:33.000 --> 00:05:35.000]  意思是沒有作用的
[00:05:35.000 --> 00:05:37.000]  是沒有價值的
[00:05:37.000 --> 00:05:41.000]  而聖經說這種不真實的信心
[00:05:41.000 --> 00:05:45.000]  不能夠讓他得到救、得到拯救
[00:05:45.000 --> 00:05:48.000]  是一種虛假的信心
[00:05:48.000 --> 00:05:51.000]  然後聖經說一個很真實的例子
[00:05:51.000 --> 00:05:53.000]  在第十五節
[00:05:53.000 --> 00:05:56.000]  「如果有弟兄或姐妹缺衣少食
[00:05:56.000 --> 00:05:58.000]  而你們中間有人對他們說
[00:05:58.000 --> 00:06:00.000]  平平安安地去吧
[00:06:00.000 --> 00:06:03.000]  而你們穿得暖吃得飽
[00:06:03.000 --> 00:06:06.000]  卻不及他們身體所需要的
[00:06:06.000 --> 00:06:08.000]  你有什麼用處呢?」
[00:06:08.000 --> 00:06:11.000]  再次提出有什麼用處
[00:06:11.000 --> 00:06:13.000]  有什麼益處呢?
[00:06:13.000 --> 00:06:16.000]  當時在一間教會
[00:06:16.000 --> 00:06:20.000]  在當地也有不少貧困的信徒
[00:06:20.000 --> 00:06:22.000]  經濟生活很困難
[00:06:22.000 --> 00:06:23.000]  在教會裡面
[00:06:23.000 --> 00:06:25.000]  當一些弟兄姐妹出現的時候
[00:06:25.000 --> 00:06:27.000]  有人見到他們
[00:06:27.000 --> 00:06:28.000]  就會對他們說
[00:06:28.000 --> 00:06:30.000]  「平平安安地去吧」
[00:06:30.000 --> 00:06:33.000]  意思就是說「你走啦」
[00:06:33.000 --> 00:06:36.000]  然後說「你不如找點東西吃啦」
[00:06:36.000 --> 00:06:39.000]  「穿件暖衣服啦」
[00:06:39.000 --> 00:06:41.000]  就是這樣的含義
[00:06:41.000 --> 00:06:43.000]  在教會裡面說
[00:06:43.000 --> 00:06:45.000]  「你不如找點漂亮的衣服
[00:06:45.000 --> 00:06:46.000]  暖的衣服
[00:06:46.000 --> 00:06:48.000]  找點東西吃啦」
[00:06:48.000 --> 00:06:51.000]  這句話好像表達出一種安慰
[00:06:51.000 --> 00:06:53.000]  好像一種信心
[00:06:53.000 --> 00:06:56.000]  但事實上聽的人就會感覺到
[00:06:56.000 --> 00:06:57.000]  很無奈
[00:06:57.000 --> 00:06:59.000]  甚至很反感
[00:06:59.000 --> 00:07:01.000]  「我哪裡找地方拿食物呢?」
[00:07:01.000 --> 00:07:04.000]  「哪裡可以有暖的衣服穿呢?」
[00:07:04.000 --> 00:07:06.000]  這些話一聽就會知道
[00:07:06.000 --> 00:07:09.000]  是一些很虛浮的說話
[00:07:09.000 --> 00:07:11.000]  因為塔國聖經提及
[00:07:11.000 --> 00:07:15.000]  真正的信心會引發行動
[00:07:15.000 --> 00:07:17.000]  大家會常常提起
[00:07:17.000 --> 00:07:19.000]  就是《加勒太書》第五章第六節
[00:07:19.000 --> 00:07:21.000]  這節聖經所說
[00:07:21.000 --> 00:07:23.000]  在耶穌基督裡面
[00:07:23.000 --> 00:07:25.000]  如果有些人行割禮
[00:07:25.000 --> 00:07:27.000]  大家知道當時很多人認為
[00:07:27.000 --> 00:07:31.000]  要守律法行割禮才可以得救
[00:07:31.000 --> 00:07:32.000]  好了
[00:07:32.000 --> 00:07:33.000]  我告訴他們
[00:07:33.000 --> 00:07:35.000]  行割禮與不行割禮
[00:07:35.000 --> 00:07:39.000]  在神的面前是全無功效的
[00:07:39.000 --> 00:07:42.000]  不會因此叫你得救或不得救
[00:07:42.000 --> 00:07:44.000]  但聖經接著說
[00:07:44.000 --> 00:07:51.000]  唯獨使人生發人愛的信心才有功效
[00:07:51.000 --> 00:07:53.000]  聖經提到那種信心
[00:07:53.000 --> 00:07:56.000]  是生發了人愛的信心
[00:07:56.000 --> 00:08:00.000]  是產生了一種愛心的生活行為
[00:08:00.000 --> 00:08:04.000]  這種信心是沒有功效的
[00:08:04.000 --> 00:08:07.000]  聖經提到信心的時候提及
[00:08:07.000 --> 00:08:11.000]  我們承認有一位天地的主宰
[00:08:11.000 --> 00:08:14.000]  我們相信有一位創造天地的神
[00:08:14.000 --> 00:08:17.000]  祂應當接受我們的尊崇
[00:08:17.000 --> 00:08:18.000]  當你這樣相信的時候
[00:08:18.000 --> 00:08:23.000]  你就會體會自然應該在生活行為上
[00:08:23.000 --> 00:08:28.000]  去聽從這位上帝所吩咐的說話
[00:08:28.000 --> 00:08:31.000]  我們過去曾經提及過
[00:08:31.000 --> 00:08:33.000]  有一些銀行
[00:08:33.000 --> 00:08:37.000]  他們怕著有一些打劫
[00:08:37.000 --> 00:08:39.000]  因此他們做了一件事情
[00:08:39.000 --> 00:08:41.000]  在銀行的門口
[00:08:41.000 --> 00:08:44.000]  動了一個警察的紙牌
[00:08:44.000 --> 00:08:46.000]  這個紙牌
[00:08:46.000 --> 00:08:48.000]  因此有些人走過的時候
[00:08:48.000 --> 00:08:49.000]  害怕了一會兒
[00:08:49.000 --> 00:08:50.000]  後來發覺
