
[00:00:00.000 --> 00:00:07.480]  我們大家都很熟悉《使徒行傳》
[00:00:07.480 --> 00:00:13.080]  都很記得耶穌升天之前
[00:00:13.080 --> 00:00:15.040]  祂對使徒說:
[00:00:15.040 --> 00:00:18.400]  「聖靈降臨在你們身上
[00:00:18.400 --> 00:00:22.320]  你們就必得著能力」
[00:00:22.320 --> 00:00:24.920]  《使徒行傳》二十八章
[00:00:24.920 --> 00:00:28.520]  開頭第一章是耶路撒冷
[00:00:28.520 --> 00:00:33.840]  二十八章 福音已經去到羅馬
[00:00:33.840 --> 00:00:38.000]  直到地疾 很短的時間
[00:00:38.000 --> 00:00:42.960]  所以有人說這個不是使徒做些甚麼
[00:00:42.960 --> 00:00:47.480]  這個是聖靈在教會當中
[00:00:47.480 --> 00:00:50.800]  是祂的行傳
[00:00:50.800 --> 00:00:53.320]  不是Acts of the Apostles
[00:00:53.320 --> 00:00:56.360]  是Acts of the Holy Spirit
[00:00:56.360 --> 00:00:59.880]  聖靈的行傳
[00:00:59.880 --> 00:01:02.320]  不過不知道你有沒有注意到
[00:01:02.320 --> 00:01:05.400]  其實一章第八節
[00:01:05.400 --> 00:01:08.560]  《使徒行傳》作者盧家醫生
[00:01:08.560 --> 00:01:14.720]  已經是第四次說到聖靈
[00:01:14.720 --> 00:01:16.560]  前面有三次
[00:01:16.560 --> 00:01:17.640]  有沒有聽到?
[00:01:17.640 --> 00:01:19.800]  剛才讀的時候
[00:01:19.800 --> 00:01:22.960]  最早是在說
[00:01:22.960 --> 00:01:26.720]  盧家說我寫了上集
[00:01:26.720 --> 00:01:29.080]  《使徒行傳》是下集
[00:01:29.080 --> 00:01:31.320]  上集是盧家福音
[00:01:31.320 --> 00:01:35.160]  福音書記載的是耶穌生平
[00:01:35.160 --> 00:01:38.440]  祂的一言一行
[00:01:38.440 --> 00:01:43.520]  都是藉著聖靈
[00:01:43.520 --> 00:01:45.640]  所以不是要等到五旬節
[00:01:45.640 --> 00:01:48.440]  聖靈降臨之後
[00:01:48.440 --> 00:01:50.680]  才像有些人說
[00:01:50.680 --> 00:01:52.680]  聖經分開三個階段
[00:01:52.680 --> 00:01:54.720]  舊約就是聖父
[00:01:54.720 --> 00:01:56.480]  新約就是《使徒行傳》
[00:01:56.480 --> 00:01:58.840]  第二章開始就是聖靈
[00:01:58.840 --> 00:02:01.120]  耶穌基督聖子
[00:02:01.120 --> 00:02:04.320]  就夾在中間四本福音書
[00:02:04.320 --> 00:02:05.720]  不是的
[00:02:05.720 --> 00:02:08.600]  耶穌所做的一切
[00:02:08.600 --> 00:02:10.520]  盧家醫生記載
[00:02:10.520 --> 00:02:15.000]  是藉著聖靈
[00:02:15.000 --> 00:02:18.080]  這是第一次聖靈
[00:02:18.080 --> 00:02:21.560]  出現在《使徒行傳》第一章
[00:02:21.560 --> 00:02:25.440]  然後當然《使徒行傳》的開始
[00:02:25.440 --> 00:02:28.920]  不是說回耶穌生平
[00:02:28.920 --> 00:02:32.920]  《使徒行傳》的開始記載的第一件事
[00:02:32.920 --> 00:02:34.720]  是耶穌升天
[00:02:34.720 --> 00:02:36.920]  所以第四節、第六節
[00:02:36.920 --> 00:02:39.720]  這裏分別重複說
[00:02:39.720 --> 00:02:43.280]  「他們聚集的時候」
[00:02:43.280 --> 00:02:45.480]  有沒有留意到?
[00:02:45.480 --> 00:02:47.720]  這一次是最後一次
[00:02:47.720 --> 00:02:52.200]  耶穌聚集祂的使徒
[00:02:52.200 --> 00:02:55.880]  因為之後耶穌就升天了
[00:02:55.880 --> 00:02:59.760]  耶穌聚集使徒的原因
[00:02:59.760 --> 00:03:04.680]  是因為耶穌要「祝福他們說」
[00:03:04.680 --> 00:03:08.720]  這是記載在第一章的第四節
[00:03:08.720 --> 00:03:12.320]  耶穌吩咐使徒不要離開耶路撒冷
[00:03:12.320 --> 00:03:19.240]  因為要「等候父所應許的
[00:03:19.240 --> 00:03:25.360]  也是你們聽見我說過的」
[00:03:25.360 --> 00:03:28.240]  沒有提聖靈這兩個字
[00:03:28.240 --> 00:03:32.520]  不過不用畫圖畫出腸子了吧
[00:03:32.520 --> 00:03:34.360]  父神所應許的
[00:03:34.360 --> 00:03:37.200]  我曾經跟你們說過的
[00:03:37.200 --> 00:03:38.440]  等候甚麼?
[00:03:38.440 --> 00:03:40.160]  等候聖靈
[00:03:40.160 --> 00:03:43.880]  這其實才是使徒行傳第一章
[00:03:43.880 --> 00:03:46.560]  記載的頭一件事
[00:03:46.560 --> 00:03:49.600]  即是耶穌聚集使徒
[00:03:49.600 --> 00:03:52.080]  在祂臨升天之前
[00:03:52.080 --> 00:04:00.800]  要「祝福他們等候聖靈」
[00:04:00.800 --> 00:04:03.640]  「聖靈降臨 福音直到地極」
[00:04:03.640 --> 00:04:06.640]  那句話在一章第八節
[00:04:06.640 --> 00:04:09.960]  其實是個意外
[00:04:09.960 --> 00:04:11.360]  為甚麼這麼說?
[00:04:11.360 --> 00:04:14.800]  因為門徒接著就問問題
[00:04:14.800 --> 00:04:17.280]  趁耶穌未曾走之前
[00:04:17.280 --> 00:04:20.280]  最後一個問題有人舉手就問
[00:04:20.280 --> 00:04:26.800]  「主啊 你復興以色列國就在這時候嗎?」
[00:04:26.800 --> 00:04:29.920]  其實這個問題門徒早就問過了
[00:04:29.920 --> 00:04:31.400]  在福音書有記載的
[00:04:31.400 --> 00:04:32.560]  你有沒有印象?
[00:04:32.560 --> 00:04:34.080]  耶穌答過了
[00:04:34.080 --> 00:04:34.920]  耶穌怎樣答?
[00:04:34.920 --> 00:04:37.360]  他說「哪日子哪時辰」
[00:04:37.360 --> 00:04:38.360]  怎樣?
[00:04:38.360 --> 00:04:40.240]  「沒有人知道」
[00:04:40.240 --> 00:04:43.280]  耶穌說「子也不知道」
[00:04:43.280 --> 00:04:44.680]  說祂自己
[00:04:44.680 --> 00:04:48.120]  唯獨誰知道?
[00:04:48.120 --> 00:04:50.840]  父才知道
[00:04:50.840 --> 00:04:55.000]  其實耶穌在這裡不是說一個神學的教義
[00:04:55.000 --> 00:04:57.520]  表示有些東西上帝知道祂不知道
[00:04:57.520 --> 00:04:59.200]  這樣就讀錯了聖經
[00:04:59.200 --> 00:05:01.200]  怎麼會有些東西上帝知道
[00:05:01.200 --> 00:05:02.520]  沒有告訴耶穌知道?
[00:05:02.520 --> 00:05:06.280]  「我與父原為一」
[00:05:06.280 --> 00:05:08.160]  耶穌這樣說其實很客氣
[00:05:08.160 --> 00:05:09.320]  很婉轉
[00:05:09.320 --> 00:05:11.720]  即是叫門徒不用問了
[00:05:11.720 --> 00:05:13.080]  你再問下去
[00:05:13.080 --> 00:05:15.720]  還是不會回答你的
[00:05:15.720 --> 00:05:17.040]  懂不懂?
[00:05:17.040 --> 00:05:18.040]  還是不懂?
[00:05:18.040 --> 00:05:20.320]  其實如果耶穌再直接一點說
[00:05:20.320 --> 00:05:21.960]  「閉嘴」
[00:05:21.960 --> 00:05:23.080]  懂了吧?
[00:05:23.080 --> 00:05:24.520]  不要再問了
[00:05:24.520 --> 00:05:25.640]  又再問過
[00:05:25.640 --> 00:05:28.680]  善導行傳第一章第六節
[00:05:28.680 --> 00:05:32.240]  「你復興以色列國就在這時候嗎?」
[00:05:32.240 --> 00:05:33.800]  這次你聽到
[00:05:33.800 --> 00:05:36.400]  耶穌真的搖搖頭說的
[00:05:36.400 --> 00:05:44.200]  「乎憑著自己的權並所定的時候日期」
[00:05:44.200 --> 00:05:45.760]  甚麼?
[00:05:45.760 --> 00:05:49.800]  「不是你們可以知道的」
[00:05:49.800 --> 00:05:51.080]  第二次說
[00:05:51.080 --> 00:05:53.640]  「請閉嘴」
[00:05:53.640 --> 00:05:54.640]  不要再問了
[00:05:54.640 --> 00:05:56.560]  這個問題不會回答你的
[00:05:56.560 --> 00:05:59.040]  所以任何人來講專題講座
[00:05:59.040 --> 00:06:01.320]  告訴你耶穌何時回來的
[00:06:01.320 --> 00:06:02.320]  「閉嘴」
[00:06:03.320 --> 00:06:06.080]  聖經沒有教我們這件事
[00:06:06.080 --> 00:06:10.440]  「但聖靈降臨在你們身上」
[00:06:10.440 --> 00:06:14.080]  耶穌是這樣推一句下去
[00:06:14.080 --> 00:06:16.600]  即是說如果門徒聰明一點
[00:06:16.600 --> 00:06:18.640]  不問錯問題
[00:06:18.640 --> 00:06:22.440]  那一章第八節分分鐘就不出現了
[00:06:22.440 --> 00:06:23.440]  明白嗎?
[00:06:23.440 --> 00:06:27.520]  那句不是耶穌聚集使徒
[00:06:27.520 --> 00:06:33.240]  想要祝福他們的說話
[00:06:33.240 --> 00:06:37.280]  我們讀《親善良善》第一章就衝出去了
[00:06:37.280 --> 00:06:38.880]  耶路撒冷猶太傳遞
[00:06:38.880 --> 00:06:40.480]  撒馬尼亞 積多地積
[00:06:40.480 --> 00:06:41.280]  不是
[00:06:41.280 --> 00:06:43.760]  耶穌吩咐他的門徒
[00:06:43.760 --> 00:06:45.400]  或者這樣說
[00:06:45.400 --> 00:06:48.600]  教會在歷史上
[00:06:48.600 --> 00:06:52.920]  路加在上帝的啟示當中
[00:06:52.920 --> 00:07:00.040]  記載全教會全體基督徒
[00:07:00.040 --> 00:07:05.160]  他們經歷聖靈的臨在
[00:07:05.160 --> 00:07:09.560]  第一課是甚麼?
[00:07:09.560 --> 00:07:12.120]  不是「積多地積」
[00:07:12.120 --> 00:07:16.320]  是「等候聖靈」
[00:07:16.320 --> 00:07:18.280]  懂不懂得這樣聽?
[00:07:18.280 --> 00:07:20.760]  即是不是斷章取義
[00:07:20.760 --> 00:07:22.680]  拔出金句
[00:07:22.680 --> 00:07:24.600]  前面說甚麼 後面說甚麼
[00:07:24.600 --> 00:07:25.800]  全部不理
[00:07:25.800 --> 00:07:27.040]  不行的
[00:07:27.040 --> 00:07:29.840]  路加寫這段歷史很清楚
[00:07:29.840 --> 00:07:33.200]  第一課
[00:07:33.200 --> 00:07:34.600]  說笑
[00:07:34.600 --> 00:07:36.680]  如果你是同我一代的
[00:07:36.680 --> 00:07:39.800]  記不記得我們學英文第一課
[00:07:39.800 --> 00:07:41.240]  二年級才讀的
[00:07:41.240 --> 00:07:42.480]  可憐
[00:07:42.480 --> 00:07:44.960]  阿Man、阿Pen
[00:07:44.960 --> 00:07:46.600]  我們大家都是
[00:07:46.600 --> 00:07:48.280]  八十後那些不懂了
[00:07:48.280 --> 00:07:50.240]  讀這麼老套的英文
[00:07:50.240 --> 00:07:51.760]  沒有意思的
[00:07:51.760 --> 00:07:53.200]  沒有意思也好
[00:07:53.200 --> 00:07:55.840]  很深印象的
[00:07:55.840 --> 00:07:57.240]  還可以背下去的
[00:07:57.240 --> 00:07:59.600]  不要浪費時間
[00:07:59.600 --> 00:08:07.360]  教會學習經歷聖靈的帶領
[00:08:07.360 --> 00:08:11.320]  聖靈的同在
[00:08:11.320 --> 00:08:12.120]  第一課
[00:08:12.120 --> 00:08:14.440]  Lesson 1
[00:08:14.440 --> 00:08:17.160]  等候
[00:08:17.160 --> 00:08:19.320]  這樣就很不同了
[00:08:19.320 --> 00:08:21.320]  因為等候
[00:08:21.320 --> 00:08:27.720]  就不是一樣我們可以控制的事情
[00:08:27.720 --> 00:08:30.040]  人人都等過醫生的
[00:08:30.040 --> 00:08:30.760]  是不是?
[00:08:30.760 --> 00:08:31.520]  去看醫生
[00:08:31.520 --> 00:08:32.920]  我陪我爸爸去
[00:08:32.920 --> 00:08:35.000]  老人家很怕等的
[00:08:35.000 --> 00:08:40.440]  偏偏醫生幾乎每次都不知道有甚麼事
[00:08:40.440 --> 00:08:43.000]  護士再三出來道歉
[00:08:43.000 --> 00:08:46.040]  鞠躬給老人家
[00:08:46.040 --> 00:08:47.200]  不好意思
[00:08:47.200 --> 00:08:49.960]  醫生今天大概在醫院裡有急症
[00:08:49.960 --> 00:08:51.240]  在手術室
[00:08:51.240 --> 00:08:53.000]  遲了這麼多回來
[00:08:53.000 --> 00:08:54.400]  不應該
[00:08:54.400 --> 00:08:56.480]  真的不好意思了
[00:08:56.480 --> 00:08:58.760]  他也不想的
[00:08:58.760 --> 00:08:59.920]  當然了
[00:08:59.920 --> 00:09:02.120]  誰會想著你在這裡等
[00:09:02.120 --> 00:09:03.320]  等了一個半小時
[00:09:03.320 --> 00:09:06.720]  醫生會躲在房裡看漫畫
[00:09:06.720 --> 00:09:09.600]  不過你是沒有辦法可以控制的
[00:09:09.600 --> 00:09:10.640]  等多久
[00:09:10.640 --> 00:09:12.120]  你問多久也好
[00:09:12.120 --> 00:09:15.120]  不是你們可以知道的
[00:09:15.120 --> 00:09:15.840]  是不是?
[00:09:15.840 --> 00:09:18.680]  所以等候是很痛苦的
[00:09:18.680 --> 00:09:20.800]  一聖經叫我們等候聖靈
[00:09:20.800 --> 00:09:22.600]  我們每個人都會馬上問
[00:09:22.600 --> 00:09:24.880]  等多久
[00:09:24.880 --> 00:09:26.480]  要等多久
[00:09:26.480 --> 00:09:27.200]  是不是?
[00:09:27.200 --> 00:09:27.800]  你問不問?
[00:09:27.800 --> 00:09:29.040]  一定問的
[00:09:29.040 --> 00:09:31.680]  有答案的
[00:09:31.680 --> 00:09:36.240]  耶穌是
[00:09:36.240 --> 00:09:37.800]  逾月節
[00:09:37.800 --> 00:09:40.080]  釘十字架的
[00:09:40.080 --> 00:09:45.600]  猶太人在逾月節之後數五十天
[00:09:45.600 --> 00:09:47.600]  就叫做五秦節
[00:09:47.600 --> 00:09:50.400]  中文秦者十也
[00:09:50.400 --> 00:09:52.120]  猶太人沒有這個秦字的
[00:09:52.120 --> 00:09:55.240]  我們中文翻譯得很文雅
[00:09:55.240 --> 00:10:00.200]  所以耶穌受死復活40天
[00:10:00.200 --> 00:10:02.760]  和門徒一起
[00:10:02.760 --> 00:10:05.280]  所以50減40
[00:10:05.280 --> 00:10:06.600]  剩下多少?
[00:10:06.600 --> 00:10:07.520]  10天
[00:10:07.520 --> 00:10:08.680]  不止
[00:10:08.680 --> 00:10:12.560]  逾月節到復活還有三天
[00:10:12.560 --> 00:10:14.760]  星期五、星期六、星期日
[00:10:14.760 --> 00:10:16.400]  Good Friday
[00:10:16.400 --> 00:10:18.840]  還有一個Holy Saturday
[00:10:18.840 --> 00:10:21.360]  然後才到Easter Sunday
[00:10:21.360 --> 00:10:23.800]  我們今天只記得Easter Monday放假
[00:10:23.800 --> 00:10:26.240]  其實教會不是這樣計算的
[00:10:26.240 --> 00:10:30.040]  所以10天再減多3天
[00:10:30.040 --> 00:10:32.120]  一個星期
[00:10:32.120 --> 00:10:32.880]  是不是?
[00:10:32.880 --> 00:10:35.160]  今天耶穌升天
[00:10:35.160 --> 00:10:38.120]  下星期聖靈降臨
[00:10:38.120 --> 00:10:39.560]  等不等?
[00:10:39.560 --> 00:10:40.200]  等
[00:10:40.200 --> 00:10:42.200]  一個星期多久都等
[00:10:42.200 --> 00:10:44.160]  大家回家收拾東西
[00:10:44.160 --> 00:10:45.240]  星期六回來
[00:10:45.240 --> 00:10:47.520]  然後大家都禁食祈禱
[00:10:47.520 --> 00:10:49.120]  換上白袍
[00:10:49.120 --> 00:10:51.120]  等聖靈降臨五秦節
[00:10:51.120 --> 00:10:53.280]  為什麼不等?
[00:10:53.280 --> 00:10:57.040]  《士道行傳》第一章
[00:10:57.040 --> 00:11:01.360]  不是停在剛才我們所讀
[00:11:01.360 --> 00:11:02.960]  去到十四節
[00:11:02.960 --> 00:11:10.040]  「同心合意行切禱告」這八個字上面
[00:11:10.040 --> 00:11:10.720]  是吧?
[00:11:10.720 --> 00:11:13.400]  剛才我們只是讀了半章
[00:11:13.400 --> 00:11:15.400]  第二章第一節
[00:11:15.400 --> 00:11:16.880]  五秦節到了
[00:11:16.880 --> 00:11:18.040]  那我們高興了
[00:11:18.040 --> 00:11:19.000]  大家坐定了
[00:11:19.000 --> 00:11:20.560]  聖靈降臨了
[00:11:20.560 --> 00:11:21.600]  不是的
[00:11:21.600 --> 00:11:23.720]  在第一章的下半
[00:11:23.720 --> 00:11:26.360]  即是從十五節到二十六節
[00:11:26.360 --> 00:11:29.560]  路加記載了一件事
[00:11:29.560 --> 00:11:31.640]  其實路加記載這件事
[00:11:31.640 --> 00:11:35.720]  在前面第十二節到十四節
[00:11:35.720 --> 00:11:39.360]  已經有了一個伏筆在這裡
[00:11:39.360 --> 00:11:42.480]  即是120個門徒回到耶路撒冷
[00:11:42.480 --> 00:11:43.840]  真的聽耶穌說
[00:11:43.840 --> 00:11:45.680]  不要離開耶路撒冷
[00:11:45.680 --> 00:11:49.560]  一起同心合意在牢房上祈禱
[00:11:49.560 --> 00:11:54.320]  路加竟然在數人頭
[00:11:54.320 --> 00:11:57.320]  他不是數有多少人參加祈禱會
[00:11:57.320 --> 00:11:58.880]  他是數什麼?
[00:11:58.880 --> 00:12:00.080]  有沒有留意到?
[00:12:00.080 --> 00:12:05.720]  他數彼得、約翰、雅各、安德烈
[00:12:05.720 --> 00:12:07.320]  他在數什麼?
[00:12:07.320 --> 00:12:09.520]  他在數使徒
[00:12:09.520 --> 00:12:11.360]  耶穌設立使徒
[00:12:11.360 --> 00:12:16.680]  前面說的「藉著聖靈揀選使徒」
[00:12:16.680 --> 00:12:18.280]  揀了多少個?
[00:12:18.280 --> 00:12:19.960]  十二個使徒
[00:12:19.960 --> 00:12:22.200]  現在路加點名
[00:12:22.200 --> 00:12:24.480]  數了多少個出來?
[00:12:24.480 --> 00:12:27.400]  你不用讀你也知道
[00:12:27.400 --> 00:12:28.120]  是吧?
[00:12:28.120 --> 00:12:30.160]  十一個而已
[00:12:30.160 --> 00:12:31.840]  為什麼?
[00:12:31.840 --> 00:12:35.480]  因為「加略人猶大」
[00:12:35.480 --> 00:12:38.880]  出賣耶穌
[00:12:38.880 --> 00:12:40.480]  是的
[00:12:40.480 --> 00:12:45.400]  福音書記載耶穌揀選使徒
[00:12:45.400 --> 00:12:47.560]  祈禱了一整晚
[00:12:47.560 --> 00:12:49.800]  我經常想為什麼要祈禱這麼久呢?
[00:12:49.800 --> 00:12:50.880]  逐個祈禱?
[00:12:50.880 --> 00:12:51.840]  可能是的
[00:12:51.840 --> 00:12:53.760]  耶穌真的很小心的
[00:12:53.760 --> 00:12:55.400]  和父神討論一下
[00:12:55.400 --> 00:12:56.920]  這個名字遞上去
[00:12:56.920 --> 00:12:58.200]  天使拿上去的
[00:12:58.200 --> 00:12:58.960]  拿下來的
[00:12:58.960 --> 00:12:59.760]  「行」「OK」
[00:12:59.760 --> 00:13:01.120]  彼得「卡」了
[00:13:01.120 --> 00:13:02.000]  「卡」住了
[00:13:02.000 --> 00:13:04.280]  「卡」在最後那個
[00:13:04.280 --> 00:13:05.120]  很奇怪的
[00:13:05.120 --> 00:13:08.760]  福音書第一次記載使徒的名單
[00:13:08.760 --> 00:13:10.440]  記載到最後
[00:13:10.440 --> 00:13:15.920]  就是說「賣主的加略人猶大」
[00:13:15.920 --> 00:13:18.840]  祂不只是說祂直貫「加略人猶大」
[00:13:18.840 --> 00:13:21.640]  祂前面總是多加了這三個字
[00:13:21.640 --> 00:13:26.520]  叫做「賣主的加略人猶大」
[00:13:26.520 --> 00:13:27.360]  你想想多可憐
[00:13:27.360 --> 00:13:30.360]  如果在詩書裡面有個弟兄這樣的名字
