
[00:00:00.000 --> 00:00:06.840]  今天我本來是想和大家講一篇道
[00:00:06.840 --> 00:00:10.640]  叫做天堂的生活會無聊嗎?
[00:00:10.640 --> 00:00:16.440]  我會意圖證明給大家看
[00:00:16.440 --> 00:00:18.960]  天堂的生活其實是多姿多彩
[00:00:18.960 --> 00:00:20.960]  絕對是不會無聊
[00:00:20.960 --> 00:00:23.760]  結果我在想題材的時候
[00:00:23.760 --> 00:00:25.760]  越想就越多題材
[00:00:25.760 --> 00:00:28.480]  如果我今天在這裡講這篇道的時候
[00:00:28.480 --> 00:00:31.520]  我相信講兩個小時也講不完
[00:00:31.520 --> 00:00:35.520]  所以我最後將這篇道分開兩次來講
[00:00:35.520 --> 00:00:41.120]  今天會和大家講天堂的日常生活會怎樣
[00:00:41.120 --> 00:00:45.760]  比較一些含蓄、正規、莊嚴
[00:00:45.760 --> 00:00:47.760]  我們每天都會做的事
[00:00:47.760 --> 00:00:51.600]  下星期才會和大家講天堂的生活
[00:00:51.600 --> 00:00:55.360]  為什麼不會無聊
[00:00:55.360 --> 00:00:58.720]  如果我想了這麼多題材
[00:00:58.720 --> 00:01:01.360]  一篇道要分開兩次講的話
[00:01:01.360 --> 00:01:03.360]  已經是一個很好的證明
[00:01:03.360 --> 00:01:08.160]  將來在天堂的生活絕對不會無聊
[00:01:08.160 --> 00:01:10.160]  我們一起來看看
[00:01:10.160 --> 00:01:14.560]  在天堂我們日常的生活會做些什麼
[00:01:14.560 --> 00:01:17.760]  今天會和大家看四點
[00:01:17.760 --> 00:01:20.160]  第一點是敬拜的生活
[00:01:20.160 --> 00:01:24.000]  我們知道我們信徒敬拜是非常非常重要
[00:01:24.000 --> 00:01:26.000]  所以一定要講敬拜
[00:01:26.000 --> 00:01:29.440]  第二點是在天堂侍奉神的生活
[00:01:29.440 --> 00:01:32.960]  第三點是統治的生活
[00:01:32.960 --> 00:01:38.080]  我們將會和耶穌基督掌權一起統治
[00:01:38.080 --> 00:01:42.160]  第四點我會講到是安息的生活
[00:01:42.160 --> 00:01:47.680]  這個安息可能和大家想像中的安息有些不同
[00:01:47.680 --> 00:01:49.680]  等一下我會解釋
[00:01:49.680 --> 00:01:52.560]  我們先看看第一點
[00:01:52.560 --> 00:01:54.560]  敬拜的生活
[00:01:54.560 --> 00:01:58.000]  敬拜的生活是非常非常重要
[00:01:58.000 --> 00:02:01.520]  在約翰福音的四章二十三節
[00:02:01.520 --> 00:02:07.120]  經文說真正拜父的要用心靈誠實敬拜他
[00:02:07.120 --> 00:02:10.160]  因為父要這樣的人拜他
[00:02:10.160 --> 00:02:14.960]  神是要我們用心靈誠實來敬拜他
[00:02:14.960 --> 00:02:20.000]  現在世上很多時候我們都想用心靈誠實來敬拜
[00:02:20.000 --> 00:02:22.000]  但都不能夠專一
[00:02:22.000 --> 00:02:26.480]  相信我們現在坐在教會裏面
[00:02:26.480 --> 00:02:30.640]  相信在網上和我們一起參加敬拜的弟兄姊妹
[00:02:30.640 --> 00:02:34.800]  都不能夠完全專心敬拜
[00:02:34.800 --> 00:02:36.800]  可能有時我們會想起其他事
[00:02:36.800 --> 00:02:42.160]  將來去到天堂我們就真的能夠專心敬拜
[00:02:42.160 --> 00:02:45.040]  菲勒比書的三章三節
[00:02:45.040 --> 00:02:51.760]  也說因為真受國禮的乃是我們者以神的靈敬拜
[00:02:51.760 --> 00:02:56.240]  在基督耶穌裏誇口不靠著肉體的
[00:02:56.240 --> 00:03:00.720]  將來去到天堂我們不單單靠著肉體來敬拜
[00:03:00.720 --> 00:03:05.200]  我們真的能夠用心靈誠實來敬拜神
[00:03:05.200 --> 00:03:07.840]  現在我們在地上
[00:03:07.840 --> 00:03:10.720]  神和耶穌基督在天上
[00:03:10.720 --> 00:03:14.160]  我們要仰望神 仰望耶穌基督
[00:03:14.160 --> 00:03:16.720]  將來我們去到天上
[00:03:16.720 --> 00:03:18.720]  我們不需要再仰望
[00:03:18.720 --> 00:03:22.240]  我們會不斷的傾慕耶穌基督
[00:03:22.240 --> 00:03:24.240]  不斷的傾慕神
[00:03:24.240 --> 00:03:27.040]  我們會不斷的敬拜
[00:03:27.040 --> 00:03:29.040]  永遠的敬拜
[00:03:29.040 --> 00:03:31.760]  為什麼敬拜這麼重要
[00:03:31.760 --> 00:03:34.080]  你看看在啟示錄裏面
[00:03:34.080 --> 00:03:36.800]  使徒約翰上到天堂
[00:03:36.800 --> 00:03:39.920]  他每次看到天堂的情形
[00:03:39.920 --> 00:03:43.040]  都會看到有敬拜的情景
[00:03:43.040 --> 00:03:45.840]  例如在啟示錄的四章
[00:03:45.840 --> 00:03:50.480]  五章 七章 十一章 十五章 十九章
[00:03:50.480 --> 00:03:52.800]  二十一章 二十二章
[00:03:52.800 --> 00:03:54.800]  說得我氣都喘了
[00:03:54.800 --> 00:03:59.680]  我們看到在天堂的情形就是充滿了敬拜
[00:03:59.680 --> 00:04:03.280]  將來我們去到天堂會不斷的敬拜
[00:04:03.280 --> 00:04:06.880]  不斷的讚美 不斷的歌頌神
[00:04:06.880 --> 00:04:12.400]  其實我們看到神真的很恩待我們
[00:04:12.400 --> 00:04:14.960]  每逢神所愛的人
[00:04:14.960 --> 00:04:18.160]  他都會讓他們看到天堂的情形
[00:04:18.160 --> 00:04:21.040]  但以利就是一個很好的例子
[00:04:21.040 --> 00:04:23.040]  在但以利書
[00:04:23.040 --> 00:04:28.000]  我們知道但以利被稱為大蒙眷愛的但以利
[00:04:28.000 --> 00:04:30.880]  在但以利書的九章二十三節
[00:04:30.880 --> 00:04:34.080]  十章十一節和十九節
[00:04:34.080 --> 00:04:36.480]  都有說到他是大蒙眷愛
[00:04:36.480 --> 00:04:38.480]  神是很眷愛他的
[00:04:38.480 --> 00:04:40.800]  所以在但以利書的第七章
[00:04:40.800 --> 00:04:43.120]  他看到天上的情形
[00:04:43.120 --> 00:04:46.960]  他看到僅僅上載者就是看到神
[00:04:46.960 --> 00:04:49.760]  另外一位就是保羅
[00:04:49.760 --> 00:04:53.040]  我相信耶穌基督是很愛保羅
[00:04:53.040 --> 00:04:57.680]  所以在大馬塞的路上親自和保羅相見
[00:04:57.680 --> 00:05:00.080]  亦都親自教導保羅
[00:05:00.080 --> 00:05:03.920]  而在哥林多後書的十二章
[00:05:03.920 --> 00:05:07.840]  我們看到保羅是看到天上的情形
[00:05:07.840 --> 00:05:10.560]  他看到三層天是怎樣
[00:05:10.560 --> 00:05:16.320]  另外一位就是寫啟示錄的使徒約翰
[00:05:16.320 --> 00:05:19.520]  我們知道在聖經裏告訴我們
[00:05:19.520 --> 00:05:22.880]  約翰是耶穌基督所喜愛的門徒
[00:05:22.880 --> 00:05:25.600]  耶穌基督釘十字架的時候
[00:05:25.600 --> 00:05:29.600]  是把媽媽瑪利亞托給約翰
[00:05:29.600 --> 00:05:35.520]  我們看到約翰真是耶穌基督所喜愛的門徒
[00:05:35.520 --> 00:05:40.080]  而當約翰在寫啟示錄的時候
[00:05:40.080 --> 00:05:42.560]  他正是在拔摩島
[00:05:42.560 --> 00:05:44.720]  他被放逐到拔摩島
[00:05:44.720 --> 00:05:48.080]  我相信當時的環境很惡劣
[00:05:48.080 --> 00:05:50.640]  約翰的年紀都已經很大
[00:05:50.640 --> 00:05:55.440]  所以神是差派天使帶領他上到天堂
[00:05:55.440 --> 00:05:59.360]  能夠看到天堂的情形來鼓勵他
[00:05:59.360 --> 00:06:01.520]  我們都是一樣
[00:06:01.520 --> 00:06:05.360]  所有神所愛的兒女
[00:06:05.360 --> 00:06:07.760]  我們所有基督徒都有一天
[00:06:07.760 --> 00:06:10.320]  能夠看到天堂的情形
[00:06:10.320 --> 00:06:13.520]  因為神愛我們
[00:06:13.520 --> 00:06:19.120]  我們看到天使帶著使徒約翰到天堂
[00:06:19.120 --> 00:06:23.200]  來看啟示錄的四章一節告訴我們
[00:06:23.200 --> 00:06:26.720]  此後我觀看見天上的門開了
[00:06:26.720 --> 00:06:30.160]  我初次聽見好將吹號的聲音
[00:06:30.160 --> 00:06:32.960]  對我說你想到這裡來
[00:06:32.960 --> 00:06:36.640]  我要將以後必成的事指示你
[00:06:36.640 --> 00:06:39.040]  天使帶領約翰到天堂
[00:06:39.040 --> 00:06:41.280]  看到天堂的情形
[00:06:41.280 --> 00:06:44.480]  接著在第四章至第七章
[00:06:44.480 --> 00:06:46.800]  我們看到天堂的情形
[00:06:46.800 --> 00:06:50.240]  天堂敬拜的情形越來越隆重
[00:06:50.240 --> 00:06:53.040]  天堂敬拜的人數越來越多
[00:06:53.040 --> 00:06:58.000]  我們看到天堂讚美的內容越來越豐富
[00:06:58.000 --> 00:07:01.280]  我們先看看敬拜的人數
[00:07:01.280 --> 00:07:02.880]  在第四章
[00:07:02.880 --> 00:07:07.360]  在神的寶座面前有24位長老
[00:07:07.360 --> 00:07:10.240]  24位長老我跟大家說過
[00:07:10.240 --> 00:07:11.840]  就是代表教會
[00:07:11.840 --> 00:07:14.160]  就是代表我們新約的基督徒
[00:07:14.160 --> 00:07:16.640]  我們有祭司的身份
[00:07:16.640 --> 00:07:19.440]  我也說過地上的敬拜
[00:07:19.440 --> 00:07:21.760]  是反映出天上的敬拜
[00:07:21.760 --> 00:07:24.480]  以前昔日在聖殿裡
[00:07:24.480 --> 00:07:27.200]  有24班次的祭司
[00:07:27.200 --> 00:07:28.960]  是大衛所設立
[00:07:28.960 --> 00:07:32.640]  所以將來在天上我們有24位長老
[00:07:32.640 --> 00:07:35.840]  我們看到有年大的關係
[00:07:35.840 --> 00:07:38.160]  我們有祭司的身份
[00:07:38.160 --> 00:07:40.320]  我們有24位長老
[00:07:40.320 --> 00:07:42.480]  在神的寶座面前
[00:07:42.480 --> 00:07:44.960]  也有四活物
[00:07:44.960 --> 00:07:46.240]  就是天使
[00:07:46.240 --> 00:07:48.320]  這是第四章
[00:07:48.320 --> 00:07:51.840]  到了第五章我們看到人數增加了
[00:07:51.840 --> 00:07:55.680]  除了24位長老和四活物
[00:07:55.680 --> 00:07:58.400]  還有千千萬萬的天使
[00:07:58.400 --> 00:08:01.440]  這是啟示錄的五章十一節
[00:08:01.440 --> 00:08:05.040]  到了第七章人數更加多了
[00:08:05.040 --> 00:08:08.880]  除了24位長老四活物和天使
[00:08:08.880 --> 00:08:11.280]  還有無數的白衣人
[00:08:11.280 --> 00:08:14.000]  啟示錄的七章九節
[00:08:14.000 --> 00:08:16.160]  白衣人是誰呢
[00:08:16.160 --> 00:08:19.360]  不是說香港元朗的白衣人
[00:08:19.360 --> 00:08:24.000]  這裡所說的是聖經有解釋
[00:08:24.000 --> 00:08:29.200]  說是那些在七年大災難期間
[00:08:29.200 --> 00:08:32.400]  被耶穌基督的補血洗乾淨的人
[00:08:32.400 --> 00:08:36.080]  所以他們穿著白衣在寶座面前
[00:08:36.080 --> 00:08:40.720]  拿起棕樹樹枝來歌頌神
[00:08:40.720 --> 00:08:44.560]  不單止人數越來越多
[00:08:44.560 --> 00:08:47.920]  讚美的內容也越來越豐富
[00:08:47.920 --> 00:08:50.000]  在啟示錄的第四章
[00:08:50.000 --> 00:08:53.280]  說到24位長老俯伏在神的面前
[00:08:53.280 --> 00:08:57.040]  將冠冕放在寶座的前面
[00:08:57.040 --> 00:09:00.080]  然後他們說:我們主我們的神
[00:09:00.080 --> 00:09:04.080]  祢是配得榮耀尊貴權並
[00:09:04.080 --> 00:09:06.320]  因為祢創造了萬物
[00:09:06.320 --> 00:09:10.800]  並且萬物是因祢的旨意被創造而有的
[00:09:10.800 --> 00:09:12.000]  如果我們留意的話
[00:09:12.000 --> 00:09:15.440]  這裡有三重讚美
[00:09:15.440 --> 00:09:18.240]  榮耀尊貴權並
[00:09:18.240 --> 00:09:19.840]  到了第五章
[00:09:19.840 --> 00:09:23.200]  變成了四重讚美
[00:09:23.200 --> 00:09:27.760]  經文說:在天上、地上、地底下、滄海裡
[00:09:27.760 --> 00:09:32.160]  和天地間一切所有被造之物都說
[00:09:32.160 --> 00:09:37.200]  但願眾讚尊貴榮耀權並
[00:09:37.200 --> 00:09:40.560]  都歸給了寶座的和羔羊
[00:09:40.560 --> 00:09:42.560]  直到永永遠遠
[00:09:42.560 --> 00:09:44.560]  四重讚美
[00:09:44.560 --> 00:09:48.400]  眾讚尊貴榮耀和權並
[00:09:48.400 --> 00:09:49.920]  到了第七章
[00:09:49.920 --> 00:09:54.000]  好像是將三重讚美和四重讚美加在一起
[00:09:54.000 --> 00:09:56.000]  變成了七重讚美
[00:09:56.000 --> 00:10:01.680]  白衣人大聲說:願因歸於在寶座上
[00:10:01.680 --> 00:10:04.480]  我們的神也歸於羔羊
[00:10:04.480 --> 00:10:05.440]  阿們
[00:10:05.440 --> 00:10:10.080]  眾讚榮耀智慧感謝尊貴權並大力
