
[00:00:00.000 --> 00:00:04.080]  各位大英姐妹大家好
[00:00:04.080 --> 00:00:08.560]  Malcolm Gladwell在好幾年前他寫了一本暢銷書
[00:00:08.560 --> 00:00:10.720]  他的名稱叫做
[00:00:10.720 --> 00:00:12.680]  弱者如何找到優勢
[00:00:12.680 --> 00:00:14.200]  可以反敗為勝
[00:00:14.200 --> 00:00:20.600]  而他在書裡面提出一個很普通的基本問題
[00:00:20.600 --> 00:00:24.600]  就是當面對強大的敵手的時候
[00:00:24.600 --> 00:00:26.760]  我們通常都會問
[00:00:26.760 --> 00:00:30.320]  到底誰擁有更大的資源
[00:00:30.320 --> 00:00:34.080]  誰的贏面機會比較大
[00:00:34.080 --> 00:00:35.600]  他問了幾個問題
[00:00:35.600 --> 00:00:40.240]  而每一個問題都用一個故事來說明
[00:00:40.240 --> 00:00:45.680]  到底富爸爸是否一定比窮爸爸強呢
[00:00:45.680 --> 00:00:49.400]  名校是否一定真的好呢
[00:00:49.400 --> 00:00:54.240]  有閱讀障礙的人就是沒有出息嗎
[00:00:54.240 --> 00:00:57.960]  主流是否永遠都對呢
[00:00:57.960 --> 00:01:03.640]  艱辛傷痛的童年到底有沒有出頭之人呢
[00:01:03.640 --> 00:01:09.120]  而天生的殘疾可否幫助忙呢
[00:01:09.120 --> 00:01:12.160]  基本問題就是處於劣勢的時候
[00:01:12.160 --> 00:01:15.000]  身上帶有殘缺的人
[00:01:15.000 --> 00:01:18.600]  是否注定就是弱者就是失敗者
[00:01:18.600 --> 00:01:24.040]  他們還有沒有機會可以出人頭地呢
[00:01:24.040 --> 00:01:27.560]  就是說他問了一個很重要的問題
[00:01:27.560 --> 00:01:29.760]  他那個問題就是說
[00:01:29.760 --> 00:01:36.560]  基本上到底你是要按哪個人的遊戲規則來玩下去
[00:01:36.560 --> 00:01:40.720]  你如果要按照潮流的遊戲規則玩
[00:01:40.720 --> 00:01:42.800]  那你很可能會輸
[00:01:42.800 --> 00:01:47.000]  但是他說如果你按照你
[00:01:47.000 --> 00:01:51.240]  或者基督徒來說從神那裡托付的遊戲規則
[00:01:51.240 --> 00:01:56.000]  很可能可以逆轉來反敗為勝
[00:01:56.000 --> 00:01:58.280]  今天我要和大家一起來探討
[00:01:58.280 --> 00:02:02.400]  《士司記》裏面一個故事一個事跡
[00:02:02.400 --> 00:02:04.560]  來講這個課題
[00:02:04.560 --> 00:02:10.400]  到底我們是要按哪個人的遊戲規則來玩下去
[00:02:10.400 --> 00:02:16.160]  當然我講玩下去其實就是說活下去
[00:02:16.160 --> 00:02:19.880]  吳獻章牧師他對《士司記》有一段
[00:02:19.880 --> 00:02:22.800]  非常精闢的一段講論
[00:02:22.800 --> 00:02:28.360]  他說進入《士司記》就好像在燦爛亮麗的高速公路
[00:02:28.360 --> 00:02:34.000]  忽然間轉入到一個陰暗的隧道
[00:02:34.000 --> 00:02:37.760]  沿途你可以看到一些短暫得勝的士司
[00:02:37.760 --> 00:02:43.480]  好像俄陀聶、二忽、山加、底波拉、瓦益
[00:02:43.480 --> 00:02:47.720]  但是你其他盡是都看到是什麼呢
[00:02:47.720 --> 00:02:53.840]  就是行惡奴役呼求拯救行惡這個循環
[00:02:53.840 --> 00:02:58.280]  而充滿了陰霾和無奈
[00:02:58.280 --> 00:03:00.680]  隧道越走越深
[00:03:00.680 --> 00:03:05.960]  人物就越看就越不像樣
[00:03:05.960 --> 00:03:09.000]  在《士司記》裏面我有一個很喜歡的人物
[00:03:09.000 --> 00:03:11.160]  這個人物叫做以忽
[00:03:11.160 --> 00:03:15.040]  其實《士司記》對他的記載不多只有半張
[00:03:15.040 --> 00:03:18.760]  所以基本上來說他是一個小士司
[00:03:18.760 --> 00:03:22.800]  但是他的人生充滿了懸疑、緊湊
[00:03:22.800 --> 00:03:26.040]  陰謀、逆轉和操控
[00:03:26.040 --> 00:03:29.000]  甚至帶有很多幽默
[00:03:29.000 --> 00:03:31.400]  Daniel Block這個解經家
[00:03:31.400 --> 00:03:34.440]  他稱他為文學的漫畫
[00:03:34.440 --> 00:03:39.720]  而解釋上面是有爭議性的
[00:03:39.720 --> 00:03:43.680]  我會在明天的時間和大家來分析
[00:03:43.680 --> 00:03:46.680]  到底在解釋的不同裏面
[00:03:46.680 --> 00:03:51.840]  我們如何選取一個比較可行的合理的解釋
[00:03:51.840 --> 00:03:54.000]  今天我們就用這段經文
[00:03:54.000 --> 00:03:58.320]  來講一下這個士職的四幕
[00:03:58.320 --> 00:04:01.920]  看看以忽如何能夠逆轉
[00:04:01.920 --> 00:04:08.360]  他在逆境當中如何靠神所託付他的遊戲規則
[00:04:08.360 --> 00:04:11.160]  而可以反敗為勝
[00:04:11.160 --> 00:04:18.960]  我們今天要看的經文是在《士司記》第三章第十二到第三十節
[00:04:18.960 --> 00:04:22.200]  《士司記》其實有七個循環
[00:04:22.200 --> 00:04:24.440]  而七個循環裏面
[00:04:24.440 --> 00:04:28.000]  以忽是屬於第二個循環
[00:04:28.000 --> 00:04:29.600]  而這七個循環
[00:04:29.600 --> 00:04:30.920]  一會兒我們看看
[00:04:30.920 --> 00:04:32.920]  剛才我們已經講了
[00:04:32.920 --> 00:04:34.640]  是行惡開始
[00:04:34.640 --> 00:04:39.240]  然後到最後太平之後又再行惡
[00:04:39.240 --> 00:04:40.640]  我們可以說
[00:04:40.640 --> 00:04:45.960]  這個是每一個循環裏面當神拯救人之後
[00:04:45.960 --> 00:04:47.680]  他們經歷了太平
[00:04:47.680 --> 00:04:51.520]  但是最後人飽暖思淫欲
[00:04:51.520 --> 00:04:54.560]  固態復盟醜態不路
[00:04:54.560 --> 00:04:59.040]  整個國家又再一次走下坡
[00:04:59.040 --> 00:05:02.720]  如果我們看這段經文第十二到第十四節
[00:05:02.720 --> 00:05:06.440]  我們就看到這個第一個的第一幕
[00:05:06.440 --> 00:05:09.440]  第一幕我稱它叫做時勢
[00:05:09.440 --> 00:05:12.480]  當時的時勢並不是很好
[00:05:12.480 --> 00:05:16.480]  以色列人又行耶和眼中看為惡的事
[00:05:16.480 --> 00:05:23.960]  耶和就使魔壓王伊基倫強盛烈去攻以色列人
[00:05:23.960 --> 00:05:26.440]  在和合本的修訂本
[00:05:26.440 --> 00:05:27.360]  新譯本
[00:05:27.360 --> 00:05:29.160]  女陣中的譯本
[00:05:29.160 --> 00:05:30.920]  幾個主要的譯本
[00:05:30.920 --> 00:05:36.480]  都將行耶和眼中看為惡的事翻譯了兩次
[00:05:36.480 --> 00:05:37.800]  即是說什麼
[00:05:37.800 --> 00:05:40.800]  就是說強調的意思
[00:05:40.800 --> 00:05:45.800]  強調他們百姓現在是行惡
[00:05:45.800 --> 00:05:50.120]  約書亞的時代的盛放已經過去了
[00:05:50.120 --> 00:05:54.880]  到底得聖的神現在為什麼遲遲沒有再出現
[00:05:54.880 --> 00:05:58.720]  神是不是撇起他們的百姓
[00:05:58.720 --> 00:06:00.400]  其實不是
[00:06:00.400 --> 00:06:04.200]  是因為百姓他行惡得罪神
[00:06:04.200 --> 00:06:07.520]  所以神有時就任憑
[00:06:07.520 --> 00:06:11.360]  在這裡我們看到神不是任憑
[00:06:11.360 --> 00:06:12.720]  這麼簡單
[00:06:12.720 --> 00:06:17.480]  他簡直是使魔壓王伊基倫強盛
[00:06:17.480 --> 00:06:19.720]  所以神主動出手
