
[00:00:00.000 --> 00:00:03.000]  (影片即將開始,請點擊「訂閱」、「按讚」及「分享」)
[00:00:03.000 --> 00:00:07.200]  我們繼續這個天地揭秘的系列
[00:00:07.200 --> 00:00:09.440]  就是由聖經的角度
[00:00:09.440 --> 00:00:14.160]  來看天堂和地獄究竟是怎樣
[00:00:14.160 --> 00:00:17.320]  我們說了天堂在那裏
[00:00:17.320 --> 00:00:21.760]  我們也說了新天新地是會怎樣
[00:00:21.760 --> 00:00:24.680]  上一次我們說了天堂之城
[00:00:24.680 --> 00:00:26.680]  就是新耶路撒冷城
[00:00:26.680 --> 00:00:30.800]  這可以說是將來天堂的首都
[00:00:30.800 --> 00:00:34.880]  是其中一個城市我們將會居住
[00:00:34.880 --> 00:00:40.360]  我也說過我們將來在天堂會有完美的身體
[00:00:40.360 --> 00:00:43.200]  我叫它做換湯換藥的人
[00:00:43.200 --> 00:00:47.040]  我們將會有完美的靈 完美的身體
[00:00:47.040 --> 00:00:48.960]  今天要和大家說的
[00:00:48.960 --> 00:00:53.640]  就是在天堂裏面我們人際的關係
[00:00:53.640 --> 00:00:57.400]  我們會看到在地上有很多的關係
[00:00:57.400 --> 00:00:59.720]  都會延續到天上
[00:00:59.720 --> 00:01:03.640]  但也會有些關係是會消失
[00:01:03.640 --> 00:01:08.560]  如果我們說地上的關係是會延續到天上
[00:01:08.560 --> 00:01:10.760]  我們首先要明白的
[00:01:10.760 --> 00:01:14.040]  就是我們的身份是不會改變
[00:01:14.040 --> 00:01:16.040]  如果我們的身份改變了
[00:01:16.040 --> 00:01:18.160]  如果我們變成一個人的話
[00:01:18.160 --> 00:01:20.560]  肯定去到天上
[00:01:20.560 --> 00:01:24.600]  我們地上的關係就不會延續
[00:01:24.600 --> 00:01:29.880]  我們一起看看創世紀的十五章第十五節
[00:01:29.880 --> 00:01:31.760]  經文說
[00:01:31.760 --> 00:01:33.880]  神和阿伯拉罕說
[00:01:33.880 --> 00:01:37.120]  你要在大壽數
[00:01:37.120 --> 00:01:40.480]  平平安安的歸到你的列祖那裏
[00:01:40.480 --> 00:01:42.640]  避人埋葬
[00:01:42.640 --> 00:01:45.600]  歸到你的列祖那裏
[00:01:45.600 --> 00:01:49.080]  經文沒有說他會歸到別人的列祖
[00:01:49.080 --> 00:01:52.000]  他仍然保持著自己的身份
[00:01:52.000 --> 00:01:54.840]  歸到自己的列祖那裏
[00:01:54.840 --> 00:01:57.560]  在舊約同樣的經文
[00:01:57.560 --> 00:02:00.120]  出現在不同人的身上
[00:02:00.120 --> 00:02:02.600]  很多很多次都是一樣
[00:02:02.600 --> 00:02:05.600]  讓我們看到我們死了之後
[00:02:05.600 --> 00:02:10.280]  我們去到天堂仍然會保留自己的身份
[00:02:10.280 --> 00:02:12.360]  在新約也有教導
[00:02:12.360 --> 00:02:14.720]  在馬太福音八章十一節
[00:02:14.720 --> 00:02:17.000]  就是我們剛才讀的經文
[00:02:17.000 --> 00:02:19.480]  耶穌基督說我又告訴你們
[00:02:19.480 --> 00:02:23.080]  從東從西將有許多人來
[00:02:23.080 --> 00:02:28.600]  在天國裏與阿伯拉罕以撒瓦國一同坐直
[00:02:28.600 --> 00:02:30.880]  一同坐直的意思就是說
[00:02:30.880 --> 00:02:37.320]  我們會和阿伯拉罕以撒瓦國有團契的生活
[00:02:37.320 --> 00:02:41.400]  我們看到阿伯拉罕以撒瓦國
[00:02:41.400 --> 00:02:44.960]  都保留了他們身份的地位
[00:02:44.960 --> 00:02:47.720]  有一樣很有趣的就是我們看到
[00:02:47.720 --> 00:02:52.040]  在天堂我們還會有新的朋友
[00:02:52.040 --> 00:02:53.920]  有許多聖經的人物
[00:02:53.920 --> 00:02:56.000]  好像阿伯拉罕以撒瓦國
[00:02:56.000 --> 00:02:59.120]  我們只不過在聖經裏認識他們
[00:02:59.120 --> 00:03:00.600]  但是將來在天堂
[00:03:00.600 --> 00:03:03.240]  我們將會和他們有團契的生活
[00:03:03.240 --> 00:03:06.760]  真的非常之美麗
[00:03:06.760 --> 00:03:09.160]  還有一節的經文告訴我們
[00:03:09.160 --> 00:03:13.640]  我們地上的關係是會延續到天上
[00:03:13.640 --> 00:03:15.600]  這一節的經文就是記載在
[00:03:15.600 --> 00:03:17.880]  路加福音的二十二章
[00:03:17.880 --> 00:03:21.720]  耶穌基督與門徒吃最後的晚餐
[00:03:21.720 --> 00:03:24.560]  在路加福音的二十二章十四節
[00:03:24.560 --> 00:03:25.560]  經文說
[00:03:25.560 --> 00:03:30.640]  「事後到了 耶穌坐直 使徒也和他同坐」
[00:03:30.640 --> 00:03:32.840]  然後在第十六節
[00:03:32.840 --> 00:03:34.080]  經文說
[00:03:34.080 --> 00:03:37.520]  「我告訴你們 我不再吃這筵席
[00:03:37.520 --> 00:03:41.160]  直到成就在神的國內」
[00:03:41.160 --> 00:03:42.400]  耶穌基督說
[00:03:42.400 --> 00:03:43.720]  「我吃完這次
[00:03:43.720 --> 00:03:46.760]  我就不會和你們持這個杯和餅
[00:03:46.760 --> 00:03:48.880]  直到去到天堂
[00:03:48.880 --> 00:03:52.480]  我才繼續和你們持這個杯和餅」
[00:03:52.480 --> 00:03:53.720]  也就是說
[00:03:53.720 --> 00:03:56.640]  耶穌基督與門徒的關係
[00:03:56.640 --> 00:04:01.040]  會去到天堂繼續延續
[00:04:01.040 --> 00:04:02.120]  我們看到
[00:04:02.120 --> 00:04:04.880]  耶穌基督自己的身份不會改變
[00:04:04.880 --> 00:04:07.920]  門徒的身份也不會改變
[00:04:07.920 --> 00:04:10.320]  這幾節的經文都告訴我們
[00:04:10.320 --> 00:04:15.440]  地上的關係會延續到天上
[00:04:15.440 --> 00:04:17.200]  但有人說
[00:04:17.200 --> 00:04:18.880]  「不是啊 牧師
[00:04:18.880 --> 00:04:20.720]  我讀聖經好像說
[00:04:20.720 --> 00:04:22.840]  我們每個人去到天堂
[00:04:22.840 --> 00:04:25.240]  都會有新的名字
[00:04:25.240 --> 00:04:26.760]  如果有個新的名字
[00:04:26.760 --> 00:04:30.240]  是不是等於我們變成一個新人呢?」
[00:04:30.240 --> 00:04:32.360]  這節的經文其實記載在
[00:04:32.360 --> 00:04:34.960]  啟示錄的二章十七節
[00:04:34.960 --> 00:04:37.200]  「並賜他一塊白石
[00:04:37.200 --> 00:04:39.600]  石上寫著新名
[00:04:39.600 --> 00:04:42.120]  除了那領受的以外
[00:04:42.120 --> 00:04:44.600]  沒有人能認識」
[00:04:44.600 --> 00:04:46.400]  是的 我們每個人在天堂
[00:04:46.400 --> 00:04:48.720]  都會有一個新的名字
[00:04:48.720 --> 00:04:52.280]  但我們的身份將不會改變
[00:04:52.280 --> 00:04:54.560]  在天堂
[00:04:54.560 --> 00:04:56.480]  每個人都有新的名字
[00:04:56.480 --> 00:04:59.040]  連以色列都有新的名字
[00:04:59.040 --> 00:05:01.640]  在以塞瓦書的六十二章二節
[00:05:01.640 --> 00:05:02.960]  告訴我們
[00:05:02.960 --> 00:05:06.280]  耶穌基督也會有新的名字
[00:05:06.280 --> 00:05:08.960]  啟示錄的三章十二節
[00:05:08.960 --> 00:05:11.920]  我們也會有新的名字
[00:05:11.920 --> 00:05:15.040]  啟示錄的三章五節又說
[00:05:15.040 --> 00:05:18.520]  「凡得聖的必這樣穿白衣
[00:05:18.520 --> 00:05:23.080]  我也必不從生命冊上圖沒他的名
[00:05:23.080 --> 00:05:25.200]  且要在我父的面前
[00:05:25.200 --> 00:05:29.680]  和我父重視者的面前認他的名」
[00:05:29.680 --> 00:05:32.200]  凡得聖的什麼意思呢?
[00:05:32.200 --> 00:05:35.760]  在約翰一書的五章四節告訴我們
[00:05:35.760 --> 00:05:37.760]  凡從神身的
[00:05:37.760 --> 00:05:40.000]  是勝過這個世界
[00:05:40.000 --> 00:05:42.160]  在約翰一書的五章五節
[00:05:42.160 --> 00:05:46.320]  說凡信耶穌是神的兒子
[00:05:46.320 --> 00:05:48.680]  一個真正得聖的人
[00:05:48.680 --> 00:05:51.160]  就是一個相信耶穌基督
[00:05:51.160 --> 00:05:52.680]  接受耶穌基督
[00:05:52.680 --> 00:05:55.280]  從新得救
[00:05:55.280 --> 00:05:57.360]  而勝過這個世界
[00:05:57.360 --> 00:05:59.000]  每一個得聖的人
[00:05:59.000 --> 00:06:01.920]  都會有新的名字
[00:06:01.920 --> 00:06:03.120]  耶穌基督說
[00:06:03.120 --> 00:06:06.120]  祂會在父和眾天使的面前
[00:06:06.120 --> 00:06:09.840]  承認我們的名字
[00:06:09.840 --> 00:06:11.280]  你說
[00:06:11.280 --> 00:06:14.600]  我很喜歡我的舊名
[00:06:14.600 --> 00:06:15.880]  其實
[00:06:15.880 --> 00:06:18.840]  我們的新名字可能是很簡單的
[00:06:18.840 --> 00:06:22.400]  如果我們看到啟示錄的三章十二節
[00:06:22.400 --> 00:06:24.680]  說我們有神的名
[00:06:24.680 --> 00:06:26.560]  有神成的名
[00:06:26.560 --> 00:06:28.680]  有耶穌基督的新名
[00:06:28.680 --> 00:06:31.280]  都寫在我們的上面
[00:06:31.280 --> 00:06:35.360]  可能我們的新名字是簡單到像我一樣
[00:06:35.360 --> 00:06:39.160]  就是屬耶和華的Sidney
[00:06:39.160 --> 00:06:41.920]  就是屬耶穌基督的Sidney
[00:06:41.920 --> 00:06:45.960]  就是住在新耶路撒冷城裏的Sidney
[00:06:45.960 --> 00:06:47.680]  就是聖徒Sidney
[00:06:47.680 --> 00:06:49.480]  可能就是這麼簡單
[00:06:49.480 --> 00:06:53.160]  這就是我們的新名字
[00:06:53.160 --> 00:06:56.000]  今天我要和大家說
[00:06:56.000 --> 00:07:00.880]  一共天堂裏有三種人際的關係
[00:07:00.880 --> 00:07:03.080]  下一次會和大家說
[00:07:03.080 --> 00:07:04.920]  是和神的關係
[00:07:04.920 --> 00:07:07.240]  和神的關係是很重要的
[00:07:07.240 --> 00:07:11.040]  所以我會有一個特別的訊息
[00:07:11.040 --> 00:07:12.680]  在下個星期
[00:07:12.680 --> 00:07:16.560]  今天要說的就是三種不同的關係
[00:07:16.560 --> 00:07:19.920]  第一種是和天使的關係
[00:07:19.920 --> 00:07:22.760]  第二種是倫理的關係
[00:07:22.760 --> 00:07:28.600]  第三種是和其他弟兄姊妹的關係
[00:07:28.600 --> 00:07:30.360]  我們一起來看看
[00:07:30.360 --> 00:07:33.240]  和天使的關係
[00:07:33.240 --> 00:07:36.160]  在聖經裏面沒有告訴我們
[00:07:36.160 --> 00:07:39.840]  天使是何時被神創造
[00:07:39.840 --> 00:07:43.920]  但是有一節的經文可以告訴我們
[00:07:43.920 --> 00:07:49.040]  就是約伯記的38章第4和第7節
[00:07:49.040 --> 00:07:52.280]  是神和約伯說的話
[00:07:52.280 --> 00:07:55.440]  他說:我納大地根基的時候
[00:07:55.440 --> 00:07:57.360]  你在那裏?
[00:07:57.360 --> 00:08:00.680]  你若有聰明只管說吧
[00:08:00.680 --> 00:08:03.200]  那時神星一同歌唱
[00:08:03.200 --> 00:08:06.360]  神的眾子也都歡呼
[00:08:06.360 --> 00:08:13.600]  我們看到在神納地球的根基的時候
[00:08:13.600 --> 00:08:16.680]  眾子就是神的天使
[00:08:16.680 --> 00:08:18.200]  已經存在
[00:08:18.200 --> 00:08:22.040]  他們還在歡呼
[00:08:22.040 --> 00:08:24.800]  我們看到在聖經裏面告訴我們
[00:08:24.800 --> 00:08:28.920]  神的寶座四周都有很多天使
[00:08:28.920 --> 00:08:31.160]  他們不斷侍奉神
[00:08:31.160 --> 00:08:33.400]  不斷讚美神
[00:08:33.400 --> 00:08:34.600]  在聖經裏面說
[00:08:34.600 --> 00:08:36.560]  萬君之耶和華
[00:08:36.560 --> 00:08:39.520]  萬君就是天使
[00:08:39.520 --> 00:08:41.040]  將來去到天堂
[00:08:41.040 --> 00:08:43.200]  我們會和神同在
[00:08:43.200 --> 00:08:45.840]  我們也會和天使同在
[00:08:45.840 --> 00:08:50.280]  我們會和天使有交通
[00:08:50.280 --> 00:08:54.080]  在希伯來書的12章第22節經文說
[00:08:54.080 --> 00:08:56.880]  你們乃是來到石安山
[00:08:56.880 --> 00:08:59.120]  永生神的成音
[00:08:59.120 --> 00:09:01.440]  就是天上的耶路撒冷
[00:09:01.440 --> 00:09:04.480]  那裏有千萬的天使
[00:09:04.480 --> 00:09:08.400]  我上次和大家說了新耶路撒冷城
[00:09:08.400 --> 00:09:10.840]  原來聖經告訴我們
[00:09:10.840 --> 00:09:13.160]  在這個新耶路撒冷城裏面
[00:09:13.160 --> 00:09:15.400]  是有千萬的天使
[00:09:15.400 --> 00:09:17.160]  千萬的天使
[00:09:17.160 --> 00:09:21.560]  原文的希臘文就是數不盡的天使
[00:09:21.560 --> 00:09:23.120]  在這個新耶路撒冷城裏面
[00:09:23.120 --> 00:09:25.600]  有數不盡的天使
[00:09:25.600 --> 00:09:28.320]  在《但義利書》和《啟示錄》
[00:09:28.320 --> 00:09:31.000]  兩部充滿預言的書
