
[00:00:00.000 --> 00:00:03.080]  我今天早上講了三場報道會在港福堂
[00:00:03.080 --> 00:00:05.080]  現在剛剛結束了
[00:00:05.080 --> 00:00:07.960]  但是這個題目就很精神
[00:00:07.960 --> 00:00:11.400]  其實我為什麼這麼想
[00:00:11.400 --> 00:00:13.660]  因福或者其它教會做這件事呢?
[00:00:13.660 --> 00:00:17.740]  就是因為兩年前我就開始做一個大膽的嘗試
[00:00:17.740 --> 00:00:19.580]  就是我看了《大紀元》
[00:00:19.580 --> 00:00:22.340]  其實《大紀元》的主題是甚麼呢?
[00:00:22.340 --> 00:00:24.760]  就是我看到《大紀元》的主題是
[00:00:24.760 --> 00:00:26.800]  我看到《大紀元》的主題是
[00:00:26.800 --> 00:00:28.580]  我看到《大紀元》的主題是
[00:00:28.580 --> 00:00:30.840]  那個大膽的嘗試就是
[00:00:30.840 --> 00:00:34.320]  將自己所有的工作包括訓練事業
[00:00:34.320 --> 00:00:36.320]  全部停掉
[00:00:36.320 --> 00:00:40.720]  我想從頭找一件事是人生的焦點去做
[00:00:40.720 --> 00:00:43.740]  這次我擺幾個優先次序
[00:00:43.740 --> 00:00:49.720]  曾經有個時期我想過做夫妻關係的訓練
[00:00:49.720 --> 00:00:53.860]  不過我就覺得這個不是很靠近
[00:00:53.860 --> 00:00:56.960]  直到我在2017年的9月
[00:00:56.960 --> 00:01:03.880]  即將近一年半前我選定了做癌症關懷工作
[00:01:03.880 --> 00:01:06.800]  因為我的背景又幫助了我
[00:01:06.800 --> 00:01:09.800]  就是13年前我太太是患了胰臟癌
[00:01:09.800 --> 00:01:12.300]  也是在兩年後去世
[00:01:12.300 --> 00:01:13.260]  所以對我來說
[00:01:13.260 --> 00:01:20.300]  我也有兩年天天都和一個胰臟癌的人相處
[00:01:20.300 --> 00:01:24.060]  這個相處包括了聽他講話
[00:01:24.060 --> 00:01:31.160]  和建議過很多種方法去對每天那種不舒服或者心情
[00:01:31.160 --> 00:01:34.160]  所以我突然想起如果我組織了他
[00:01:34.160 --> 00:01:37.360]  然後試 於是我就找了一個拍檔
[00:01:37.360 --> 00:01:42.360]  這個拍檔是今天我的未婚妻
[00:01:42.360 --> 00:01:46.440]  她就是一個護士
[00:01:46.440 --> 00:01:49.680]  很難得她又不做護士
[00:01:49.680 --> 00:01:55.520]  她又想找一樣東西在她人生裡面擺重去侍奉
[00:01:55.520 --> 00:01:59.340]  於是我們兩個就試一個實驗
[00:01:59.340 --> 00:02:00.660]  這個實驗很奇妙
[00:02:00.660 --> 00:02:04.460]  在2018年 即去年1月
[00:02:04.460 --> 00:02:10.000]  我們突然聚集了400人
[00:02:10.000 --> 00:02:14.640]  包括了150個 但是150對是夫妻
[00:02:14.640 --> 00:02:17.840]  其中一個是患癌症的
[00:02:17.840 --> 00:02:23.520]  我就找了我曾經訪問了有十幾個很嚴重
[00:02:23.520 --> 00:02:28.240]  患過癌症但生還的人和我一起對話
[00:02:28.240 --> 00:02:31.600]  令我的心情突然覺得很有反應
[00:02:31.600 --> 00:02:35.320]  原來一傳出去就這麼多人來
[00:02:35.320 --> 00:02:39.420]  最近這半年我們有74個義工
[00:02:39.420 --> 00:02:46.680]  這74人其中有十幾個還是血癌、胰臟癌
[00:02:46.680 --> 00:02:49.440]  到今天還是生還的
[00:02:49.440 --> 00:02:54.020]  但已經經歷了這個癌症12年
[00:02:54.020 --> 00:02:55.720]  我突然間越來越覺得
[00:02:55.720 --> 00:03:00.700]  原來神給我有機會有一個好的話題
[00:03:00.700 --> 00:03:01.760]  和很多人
[00:03:01.760 --> 00:03:04.000]  今天我還有一個新的拍檔
[00:03:04.000 --> 00:03:06.460]  這個拍檔是一個男孩子
[00:03:06.460 --> 00:03:11.760]  這個男孩子是3歲就患癌症
[00:03:11.760 --> 00:03:15.000]  30歲就患第二次癌症
[00:03:15.000 --> 00:03:22.360]  第二次 但今天他還沒有到40歲生日
[00:03:22.360 --> 00:03:26.800]  他已經是三個小朋友的爸爸
[00:03:26.800 --> 00:03:32.440]  三年抱三個 是最近這三年的事
[00:03:32.440 --> 00:03:36.920]  你說上帝的工作是你一直去找
[00:03:36.920 --> 00:03:38.480]  我只是一個記者
[00:03:38.480 --> 00:03:44.240]  我一直在找這些真實的事例來證明我的教學
[00:03:44.240 --> 00:03:47.880]  後來我發現到今天很想和你談一談
[00:03:47.880 --> 00:03:49.500]  為什麼這個市場這麼大呢?
[00:03:49.500 --> 00:03:52.460]  很明顯中國大陸或者外國
[00:03:52.460 --> 00:03:56.740]  我去過雪梨和美國很多地方
[00:03:56.740 --> 00:04:01.060]  他們都做了很多年衙關 很多年
[00:04:01.060 --> 00:04:07.260]  不過嚴格來說他們不是做得很強
[00:04:07.260 --> 00:04:12.980]  原因就是他們不及香港那麼容易見到人
[00:04:12.980 --> 00:04:16.600]  就算你東涌的車子不動都沒事的
[00:04:16.600 --> 00:04:18.000]  你都可以來這裡
[00:04:18.000 --> 00:04:24.220]  香港是一個你想找誰痛緝三分鐘就一定抓到他
[00:04:24.220 --> 00:04:26.240]  因為香港是很容易去的
[00:04:26.240 --> 00:04:30.300]  所以探訪是香港的強項
[00:04:30.300 --> 00:04:34.540]  我在20年前做精神病的研究探訪
[00:04:34.540 --> 00:04:38.900]  我差不多在香港九龍新街所有屋邨都去過
[00:04:38.900 --> 00:04:43.560]  我經常都可以一天去探訪四個人 都可以
[00:04:43.560 --> 00:04:44.860]  因為太容易了
[00:04:44.860 --> 00:04:48.860]  一個交通問題就是整個關鍵
[00:04:48.860 --> 00:04:51.460]  你的關懷工作 你在美國沒得做
[00:04:51.460 --> 00:04:54.180]  你下午三點多已經塞車了
[00:04:54.180 --> 00:04:57.740]  你下班已經搞不到那個七點聚會 做不到
[00:04:57.740 --> 00:05:00.740]  但是香港裡面你什麼都可以
[00:05:00.740 --> 00:05:04.920]  所以希望今天你慢慢想一下你自己人生的發展
[00:05:04.920 --> 00:05:07.500]  我覺得市場很大 為什麼呢?
[00:05:07.500 --> 00:05:13.000]  香港隨時和癌症有關係的人是超過200萬人
[00:05:13.000 --> 00:05:15.580]  為什麼呢? 因為每個家庭
[00:05:15.580 --> 00:05:19.700]  只要有六個人以上的地方就有人有癌症
[00:05:19.700 --> 00:05:23.900]  差不多每個人都有機會遇到癌症的人
[00:05:23.900 --> 00:05:28.580]  如果你說香港有700至800萬人口
[00:05:28.580 --> 00:05:33.280]  其實有很多人 你一講到你有沒有病
[00:05:33.280 --> 00:05:37.380]  有沒有患癌 很多人都很嚴重的跟你說有
[00:05:37.380 --> 00:05:38.740]  我家裡有
[00:05:38.740 --> 00:05:41.040]  那你發現你進去一間家
[00:05:41.040 --> 00:05:43.240]  這個就是我一年半的工作
[00:05:43.240 --> 00:05:45.800]  進去家裡 我發現到教會
[00:05:45.800 --> 00:05:50.620]  進癌症病人家裡是特別容易的
[00:05:50.620 --> 00:05:56.060]  為什麼呢? 因為你懂得帶一些跟他的病
[00:05:56.060 --> 00:06:00.760]  配對式 同一種病 同一種期
[00:06:00.760 --> 00:06:03.100]  進去聊天 他會聽你說的
[00:06:03.100 --> 00:06:05.300]  因為他想知道他未來怎麼樣
[00:06:05.300 --> 00:06:08.120]  還有什麼機會呢? 見到男人
[00:06:08.120 --> 00:06:12.380]  教會很難有男人的 今天所有男人是很難得的
[00:06:12.380 --> 00:06:15.820]  似乎今天男人是特別比例高的
[00:06:15.820 --> 00:06:17.940]  雖然不算多 但是高的
[00:06:17.940 --> 00:06:22.740]  但是你做家訪 一個家庭
[00:06:22.740 --> 00:06:27.520]  子女 媳婦 女婿那些加起來
[00:06:27.520 --> 00:06:32.380]  全部都到了 因為這個病人將會死
[00:06:32.380 --> 00:06:34.320]  他們會在這裡跟你聊天的
[00:06:34.320 --> 00:06:38.540]  所以我做了一年半 我發現到那些欺客
[00:06:38.540 --> 00:06:42.560]  很難入教會的人 在病人家裡都困住了
[00:06:42.560 --> 00:06:49.160]  你可以說到一個問題 就是你們將來怎麼樣
[00:06:49.160 --> 00:06:54.040]  你覺不覺得他今天捨不得什麼
[00:06:54.040 --> 00:06:57.280]  你捨不得他什麼 他會跟你說
[00:06:57.280 --> 00:07:01.760]  於是他就將內心打開了門 聽你說
[00:07:01.760 --> 00:07:04.560]  然後你教他 你怎麼了解他
[00:07:04.560 --> 00:07:09.040]  這段日子裡跟他說什麼很好 我每天都寫一些
[00:07:09.040 --> 00:07:11.980]  我發現到原來很多資料
[00:07:11.980 --> 00:07:14.820]  是很少著作有提到的 真是很少
[00:07:14.820 --> 00:07:17.060]  所以今天的題目非常之好
[00:07:17.060 --> 00:07:19.560]  我想如果你說普通的家訪
[00:07:19.560 --> 00:07:23.220]  甚至是精神病的家訪 都有很多著作
[00:07:23.220 --> 00:07:27.080]  但是牙關的不多 特別用中文
[00:07:27.080 --> 00:07:31.740]  香港人的方式不是很多的 比如我舉個例
[00:07:31.740 --> 00:07:35.440]  我社工畢業很多年
[00:07:35.440 --> 00:07:38.640]  我的同學差不多退休了
[00:07:38.640 --> 00:07:42.980]  但是我的同學很多患癌症的
[00:07:42.980 --> 00:07:49.340]  當然社工患癌症最佳的就是懂得表達
[00:07:49.340 --> 00:07:51.740]  他們不是很忌諱的
[00:07:51.740 --> 00:07:55.720]  我有一個大過我幾年的男同學
[00:07:55.720 --> 00:08:00.080]  他經常都要覆診 看很多科目
[00:08:00.080 --> 00:08:04.720]  他幾年間告訴我 我經常都去巡視業務
[00:08:04.720 --> 00:08:09.680]  說得挺好的 巡視業務
[00:08:09.680 --> 00:08:13.140]  無論去抽血也好 看醫生也好 看什麼也好
[00:08:13.140 --> 00:08:17.360]  這些是他的業務 天天都去巡視
[00:08:17.360 --> 00:08:19.420]  他講的時候是笑的
[00:08:19.420 --> 00:08:24.000]  你想一下 一個人怎麼自稱他的遭遇呢?
[00:08:24.000 --> 00:08:26.920]  是一個很影響情緒的東西
[00:08:26.920 --> 00:08:32.080]  很多人都會說 就死了 我這樣 很晦氣的
[00:08:32.080 --> 00:08:35.560]  但是有些人又不同的說法
[00:08:35.560 --> 00:08:39.440]  他說天天精彩 看看精彩些什麼
[00:08:39.440 --> 00:08:44.260]  他講起來又很幽默 看看精彩些什麼
[00:08:44.260 --> 00:08:46.560]  所以今天我想用這些題目
[00:08:46.560 --> 00:08:50.220]  大家在門口好像考試局那樣 派一張卷給你
[00:08:50.220 --> 00:08:54.220]  我專門這樣 因為我覺得與其你聽我說
[00:08:54.220 --> 00:08:57.840]  不如你跟著看中了哪一條 中完就撞完
[00:08:57.840 --> 00:09:00.060]  這樣更好 不過你沒時間不要緊的
[00:09:00.060 --> 00:09:02.460]  你一直猜一下也好
[00:09:02.460 --> 00:09:05.560]  為什麼這樣呢? 我發覺情緒
[00:09:05.560 --> 00:09:09.040]  20年前我研究的時候 情緒有四科
[00:09:09.040 --> 00:09:11.320]  都是大科目來的
[00:09:11.320 --> 00:09:17.220]  打正一個人病 我想連醫生都考起的
[00:09:17.220 --> 00:09:21.460]  因為這些不可以開藥給你來治療你
[00:09:21.460 --> 00:09:26.860]  但問題是這些又會影響你的病 很重要的
[00:09:26.860 --> 00:09:29.720]  所以今天教會為什麼要大量講這些呢?
[00:09:29.720 --> 00:09:32.400]  就是我們做一些醫生做不到的事情
[00:09:32.400 --> 00:09:35.140]  醫生很想治療他的 很想治療他的
[00:09:35.140 --> 00:09:38.400]  醫生就想想 開刀也好 什麼手術 什麼藥
[00:09:38.400 --> 00:09:40.620]  什麼針 是講這些的
[00:09:40.620 --> 00:09:46.980]  但問題是這個人看他的樣子 他的狀態是很差的
[00:09:46.980 --> 00:09:51.320]  他甚至轉過頭來說 我都不想治療
[00:09:51.320 --> 00:09:55.960]  特別很多人說一句 醫生啊 辛苦嗎?
[00:09:55.960 --> 00:09:58.360]  醫生說 你想我講真一句還是假一句呢?
[00:09:58.360 --> 00:10:01.500]  真一句是辛苦 那就不要搞我了
[00:10:01.500 --> 00:10:05.140]  那我想問你 你這麼愛病的醫生
[00:10:05.140 --> 00:10:06.700]  你可以做些什麼?難道你騙他說
[00:10:06.700 --> 00:10:10.000]  藥很划算 又好吃 吃了又好
[00:10:10.000 --> 00:10:13.320]  你奢侈奢侈嗎?這些不能騙人的
[00:10:13.320 --> 00:10:16.180]  所以連醫生 我遇到很多醫生
[00:10:16.180 --> 00:10:19.440]  都有挫折感 醫癌症病人就是
[00:10:19.440 --> 00:10:23.120]  我也很不開心 我知道有些基督徒醫生很好
[00:10:23.120 --> 00:10:25.520]  連那個安息禮拜都去
[00:10:25.520 --> 00:10:27.720]  但當我在那裡遇到他們的時候
[00:10:27.720 --> 00:10:30.980]  他們都說我很難過 很難過
[00:10:30.980 --> 00:10:33.400]  我不知道你今天聽到這裡為止
[00:10:33.400 --> 00:10:39.300]  你覺不覺得 哇 這樣就是找我來做這樣
[00:10:39.300 --> 00:10:42.260]  但我想反問你 如果他是你家裡人
[00:10:42.260 --> 00:10:45.940]  你不理他還有誰理他呢?難道找外面街的人嗎?
[00:10:45.940 --> 00:10:50.760]  每個人都有自己的家 自己的親戚 是這樣的田地
[00:10:50.760 --> 00:10:53.480]  他只喜歡聽你說 如果有三寶人走進去
[00:10:53.480 --> 00:10:58.020]  他不會理他 所以你要學好 是很好的
[00:10:58.020 --> 00:11:00.120]  不過我答應你一件事
[00:11:00.120 --> 00:11:04.600]  我做了這一年半的經驗 是要做到開心的
[00:11:04.600 --> 00:11:09.660]  原來跟癌症病人相處 還有經過那個過程
[00:11:09.660 --> 00:11:12.300]  包括了好轉還是不好轉
[00:11:12.300 --> 00:11:17.900]  今天我幫過忙的還是他的丈夫或者太太死了
[00:11:17.900 --> 00:11:21.100]  但今天反而不錯
[00:11:21.100 --> 00:11:25.760]  人家說有18個月哀傷嗎?沒有
[00:11:25.760 --> 00:11:29.920]  原因就是他預備得很好 經過也做得很好
[00:11:29.920 --> 00:11:32.720]  所以希望今天我們試一下這些題目
[00:11:32.720 --> 00:11:37.480]  首先我講一下焦慮 這個是最麻煩的東西
[00:11:37.480 --> 00:11:41.740]  這個無限的 如果你的人很緊張
[00:11:41.740 --> 00:11:45.140]  或者你跟你的丈夫、家人關係很緊張
[00:11:45.140 --> 00:11:48.160]  這些病就很欺負你了
[00:11:48.160 --> 00:11:54.080]  如果你看我出這五條 其實我是很多條選出來的
[00:11:54.080 --> 00:11:58.080]  我就覺得這五個是一個方法
[00:11:58.080 --> 00:12:02.200]  不過原因為什麼選這個答案 我就沒有告訴你
[00:12:02.200 --> 00:12:06.680]  所以你猜中的答案都沒有用 你要猜中的原因
[00:12:06.680 --> 00:12:13.180]  最大問題就是有些人不想講
[00:12:13.180 --> 00:12:16.260]  也有些人不想聽
[00:12:16.260 --> 00:12:19.580]  當然就是登對 丈夫不想講 太太不想聽
[00:12:19.580 --> 00:12:23.280]  那就不用講了 但問題就是
[00:12:23.280 --> 00:12:27.620]  不想講的人有苦衷的
[00:12:27.620 --> 00:12:30.700]  不想聽的人又有苦衷的
[00:12:30.700 --> 00:12:34.640]  其實他們不是真的不想講 不是真的不想聽
[00:12:34.640 --> 00:12:38.660]  而是他們發現了很多估計是錯誤的
[00:12:38.660 --> 00:12:45.080]  比如說 你想告訴你的患病的丈夫
[00:12:45.080 --> 00:12:50.420]  你現在這樣 你有什麼想跟我說?
[00:12:50.420 --> 00:12:55.280]  哇 這句話 有什麼想跟我說?
[00:12:55.280 --> 00:13:01.120]  你這樣說 聽了人家說 你當我是死定了嗎?
[00:13:01.120 --> 00:13:06.240]  其實你不是說他講話很諱言的
[00:13:06.240 --> 00:13:08.240]  你還說有什麼想跟我說的
[00:13:08.240 --> 00:13:10.920]  但是每句話都以為你當我快要斷氣了
