
[00:00:00.000 --> 00:00:05.240]  第九章
[00:00:05.240 --> 00:00:08.240]  我們今天要繼續講時詩記
[00:00:08.240 --> 00:00:13.160]  其實時詩記在聖經裏是屬於歷史書
[00:00:13.160 --> 00:00:16.200]  所以歷史書就是講故事
[00:00:16.200 --> 00:00:18.800]  我今天就是要跟大家講故事
[00:00:18.800 --> 00:00:21.400]  就是要講亞比米納的故事
[00:00:21.400 --> 00:00:25.440]  我給它的標題是亞比米納的奪位
[00:00:25.440 --> 00:00:28.240]  它究竟是向誰奪位
[00:00:28.240 --> 00:00:31.520]  當時以色列是沒有王
[00:00:31.520 --> 00:00:34.640]  以色列是被神帶領
[00:00:34.640 --> 00:00:36.640]  所以當他奪位的時候
[00:00:36.640 --> 00:00:41.680]  他就是從神的手中奪取了領袖的位置
[00:00:41.680 --> 00:00:45.680]  其實仍然神都是掌權
[00:00:45.680 --> 00:00:50.640]  最後神都是將他從他的寶座上拉下來
[00:00:50.640 --> 00:00:54.880]  其實時詩記是有四個特色
[00:00:54.880 --> 00:00:57.520]  我們都講過很多次
[00:00:57.520 --> 00:01:00.560]  當時以色列是沒有王
[00:01:00.560 --> 00:01:02.080]  沒有王管
[00:01:02.080 --> 00:01:04.080]  第二點
[00:01:04.080 --> 00:01:08.880]  各人都行自己看為政的事
[00:01:08.880 --> 00:01:11.360]  各人都偏行己見
[00:01:11.360 --> 00:01:13.360]  第三點
[00:01:13.360 --> 00:01:15.600]  神的話語被忘記
[00:01:15.600 --> 00:01:18.480]  當然他們也忘記了神
[00:01:18.480 --> 00:01:20.480]  還有第四點
[00:01:20.480 --> 00:01:22.880]  就是很多罪
[00:01:22.880 --> 00:01:26.400]  以色列人不斷被罪捆綁
[00:01:26.400 --> 00:01:30.000]  一次又一次神將他們打救出來
[00:01:30.000 --> 00:01:32.000]  但救了他們之後
[00:01:32.000 --> 00:01:35.040]  他們又犯罪又被罪捆綁
[00:01:35.040 --> 00:01:40.160]  其實這四點你覺得和我們現在的社會很相似嗎?
[00:01:40.160 --> 00:01:42.960]  我們有沒有王管?
[00:01:42.960 --> 00:01:44.320]  沒有王管
[00:01:44.320 --> 00:01:49.520]  現在暫時神是將這個世界給了撒旦
[00:01:49.520 --> 00:01:52.560]  約翰福音的十二章三十一節
[00:01:52.560 --> 00:01:55.840]  暫時撒旦就是這個世界的王
[00:01:55.840 --> 00:01:57.840]  還有第二點
[00:01:57.840 --> 00:02:00.320]  各人偏行己見
[00:02:00.320 --> 00:02:04.800]  現在這個世界最厲害就是講什麼?
[00:02:04.800 --> 00:02:06.800]  Politically correct
[00:02:06.800 --> 00:02:10.240]  每個人都有你的看法
[00:02:10.240 --> 00:02:13.520]  你的看法是對我的看法也是對
[00:02:13.520 --> 00:02:15.520]  你不要說我不對
[00:02:15.520 --> 00:02:17.520]  我又不說你不對
[00:02:17.520 --> 00:02:19.040]  大家都對的
[00:02:19.040 --> 00:02:21.040]  大家都要彼此尊重
[00:02:21.040 --> 00:02:23.360]  問題在哪裡?
[00:02:23.360 --> 00:02:26.880]  世上唯一的真理是神的話語
[00:02:26.880 --> 00:02:29.200]  帶了我們去第三點
[00:02:29.200 --> 00:02:31.680]  為什麼各人偏行己見?
[00:02:31.680 --> 00:02:33.920]  因為忘記了神的話語
[00:02:33.920 --> 00:02:35.920]  因為忘記了神
[00:02:35.920 --> 00:02:37.920]  這就是最大的問題
[00:02:37.920 --> 00:02:40.320]  還有第四點
[00:02:40.320 --> 00:02:43.200]  我們都在罪的捆綁裡面
[00:02:43.200 --> 00:02:46.560]  你看看現在這個世界有多少罪?
[00:02:46.560 --> 00:02:50.880]  有毒品有墮胎有同性戀有殺人
[00:02:50.880 --> 00:02:53.840]  多罪到不得了
[00:02:53.840 --> 00:02:56.960]  現在這四樣東西仍然都存在
[00:02:56.960 --> 00:02:59.600]  我們現在講的是事實
[00:02:59.600 --> 00:03:02.160]  事實的問題又在哪裡?
[00:03:02.160 --> 00:03:05.600]  當以色列人進入加拿大
[00:03:05.600 --> 00:03:08.960]  不能完全將加拿大人趕出來
[00:03:08.960 --> 00:03:11.600]  這就是約書亞記
[00:03:11.600 --> 00:03:15.680]  但這個問題仍然存在
[00:03:15.680 --> 00:03:18.080]  以色列人進入加拿大
[00:03:18.080 --> 00:03:20.080]  首先攻擊的是哪個城市?
[00:03:20.080 --> 00:03:22.080]  耶利哥城
[00:03:22.080 --> 00:03:25.200]  耶利哥城的名字是什麼意思?
[00:03:25.200 --> 00:03:27.200]  月亮之城
[00:03:27.200 --> 00:03:30.480]  原因就是那裡的加拿大人
[00:03:30.480 --> 00:03:32.480]  以前都是拜月亮之神
[00:03:32.480 --> 00:03:34.480]  拜偶像
[00:03:34.480 --> 00:03:36.480]  我上次都和大家講過
[00:03:36.480 --> 00:03:41.200]  其實回教徒的阿拉神的前身是什麼?
[00:03:41.200 --> 00:03:43.200]  就是月亮之神
[00:03:43.200 --> 00:03:46.080]  就是月亮之神
[00:03:46.080 --> 00:03:48.800]  所以你看到回教的廟宇
[00:03:48.800 --> 00:03:53.280]  上面有俄美月的標誌
[00:03:53.280 --> 00:03:56.640]  因為阿拉神的前身是月亮之神
[00:03:56.640 --> 00:03:58.640]  是偶像
[00:03:58.640 --> 00:04:01.840]  現在這個問題仍然存在
[00:04:01.840 --> 00:04:04.960]  當年以色列人不能趕出加拿大人
[00:04:04.960 --> 00:04:06.960]  以致現在
[00:04:06.960 --> 00:04:08.960]  你看看耶利哥附近
[00:04:08.960 --> 00:04:10.960]  即是現在的什麼地
[00:04:10.960 --> 00:04:16.000]  哥蘭高原 希伯倫 拉馬拉 加薩走廊
[00:04:16.000 --> 00:04:19.040]  這些地方仍然是真倫不幽
[00:04:19.040 --> 00:04:22.720]  神把這塊地給了以色列人
[00:04:22.720 --> 00:04:25.520]  但到今時今日仍然真倫不幽
[00:04:25.520 --> 00:04:28.800]  究竟是屬於回教徒還是屬於以色列人?
[00:04:28.800 --> 00:04:33.280]  就是因為以色列人當年沒有趕出加拿大人
[00:04:33.280 --> 00:04:35.840]  這個問題到現在還是一樣
[00:04:35.840 --> 00:04:39.360]  回來看一看今天的故事
[00:04:39.360 --> 00:04:42.080]  是要講到亞比米納的故事
[00:04:42.080 --> 00:04:44.080]  是《詩詩記》的第九章
[00:04:44.080 --> 00:04:46.080]  我們剛才讀經文的時候
[00:04:46.080 --> 00:04:48.560]  讀到有耶路巴力
[00:04:48.560 --> 00:04:52.080]  這個名字在《詩詩記》的第六章
[00:04:52.080 --> 00:04:54.080]  我們已經解釋了
[00:04:54.080 --> 00:04:56.080]  其實是基澱的花名
[00:04:56.080 --> 00:05:00.080]  記不記得基澱拆毀了巴力的祭壇
[00:05:00.080 --> 00:05:04.560]  以至以色列人要將他處死
[00:05:04.560 --> 00:05:08.400]  當時他的父親和他的兒子說
[00:05:08.400 --> 00:05:11.760]  如果巴力真是真神的話
[00:05:11.760 --> 00:05:14.640]  何必你們替巴力出氣
[00:05:14.640 --> 00:05:18.880]  巴力自己會和基澱爭論
[00:05:18.880 --> 00:05:21.360]  這個就成為了他的花名
[00:05:21.360 --> 00:05:24.560]  等巴力來和他爭論
[00:05:24.560 --> 00:05:26.560]  這個就是耶路巴力
[00:05:26.560 --> 00:05:28.960]  今天的主角不是基澱
[00:05:28.960 --> 00:05:33.040]  今天的主角是基澱的兒子亞比米納
[00:05:33.040 --> 00:05:36.720]  他很希望很希望做皇帝
[00:05:36.720 --> 00:05:40.240]  美國第一任的總統華盛頓
[00:05:40.240 --> 00:05:44.720]  當他在約克塔爾戰勝英國將軍
[00:05:44.720 --> 00:05:47.040]  查爾斯·康·沃拉斯(Charles Conn)之後
[00:05:47.040 --> 00:05:50.480]  就開始了美國的獨立戰爭
[00:05:50.480 --> 00:05:54.240]  當時他打贏了這場硬仗
[00:05:54.240 --> 00:05:57.760]  但是他沒有改變人民的問題
[00:05:57.760 --> 00:05:59.280]  什麼問題?
[00:05:59.280 --> 00:06:01.040]  是經濟上的問題
[00:06:01.040 --> 00:06:05.200]  他沒有辦法解決美國人經濟上的問題
[00:06:05.200 --> 00:06:07.600]  所以他手下有一個上校
[00:06:07.600 --> 00:06:09.840]  寫了一封密函給他
[00:06:09.840 --> 00:06:11.360]  叫他做什麼?
[00:06:11.360 --> 00:06:13.360]  你快點稱王
[00:06:13.360 --> 00:06:15.600]  成為美國的皇帝
[00:06:15.600 --> 00:06:17.600]  你就可以解決這一切的問題
[00:06:17.600 --> 00:06:19.360]  感謝神
[00:06:19.360 --> 00:06:22.160]  華盛頓沒有稱王稱帝
[00:06:22.160 --> 00:06:25.920]  以至我們現在美國仍然是一個自由的社會
[00:06:25.920 --> 00:06:29.040]  不是被獨裁者來統治
[00:06:29.040 --> 00:06:34.080]  但是以當時華盛頓的聲譽勢力
[00:06:34.080 --> 00:06:37.200]  他絕對有可能自己稱王
[00:06:37.200 --> 00:06:38.640]  但是他沒有做到
[00:06:38.640 --> 00:06:41.920]  亞比米納剛剛相反
[00:06:41.920 --> 00:06:44.400]  他很希望成為王
[00:06:44.400 --> 00:06:48.800]  但是當他成為王的過程當中
[00:06:48.800 --> 00:06:51.920]  他就犧牲了很多很多人的性命
[00:06:51.920 --> 00:06:55.920]  他不擇手段地成為以色列人的王
[00:06:55.920 --> 00:06:58.640]  這一章的經文在《時詩記》裏面
[00:06:58.640 --> 00:07:00.400]  一共有57節
[00:07:00.400 --> 00:07:03.520]  是《時詩記》最長的一章經文
[00:07:03.520 --> 00:07:08.080]  也可以說是一張非常令人傷心的書
[00:07:08.080 --> 00:07:13.840]  講出了亞比米納三個政治生涯的階段
[00:07:13.840 --> 00:07:16.400]  哪三個政治的階段?
[00:07:16.400 --> 00:07:18.640]  第一就是奪國
[00:07:18.640 --> 00:07:21.120]  第二就是搜國
[00:07:21.120 --> 00:07:24.960]  第三就是失去他的國家
[00:07:24.960 --> 00:07:27.920]  這就是我今天這篇導的大綱
[00:07:27.920 --> 00:07:30.480]  首先看看他如何奪國
[00:07:30.480 --> 00:07:36.240]  亞比米納的父親基奠和一個婢女
[00:07:36.240 --> 00:07:38.480]  這不是以色列人
[00:07:38.480 --> 00:07:40.080]  是事件人
[00:07:40.080 --> 00:07:45.840]  基奠和事件的婢女生了亞比米納
[00:07:45.840 --> 00:07:48.000]  我上次都和大家說過
[00:07:48.000 --> 00:07:52.880]  他幫兒子起名叫亞比米納的意思是什麼?
[00:07:52.880 --> 00:07:56.480]  就是我的爸爸是王
[00:07:56.480 --> 00:07:58.720]  他自己不要做王
