
[00:00:00.000 --> 00:00:05.120]  我今次和大家分享有兩堂的信息
[00:00:05.120 --> 00:00:06.620]  一堂叫做歲月無情
[00:00:06.620 --> 00:00:10.500]  接著一會兒那兩堂講的就叫做人間有愛
[00:00:10.500 --> 00:00:13.580]  我選第一堂叫歲月無情
[00:00:13.580 --> 00:00:16.900]  我覺得對我自己來說是很貼切的
[00:00:16.900 --> 00:00:19.020]  我發現人生很得意的
[00:00:19.020 --> 00:00:20.620]  小時候想快點長大
[00:00:20.620 --> 00:00:22.140]  長大了的時候不想這麼快老
[00:00:22.140 --> 00:00:24.580]  但是時間不許可
[00:00:24.580 --> 00:00:26.220]  原來歲月是無情的
[00:00:26.220 --> 00:00:31.340]  我記得在多倫多聽一個中文電台叫做懷舊金曲
[00:00:31.340 --> 00:00:32.940]  我很喜歡這個電台
[00:00:32.940 --> 00:00:34.780]  因為播的歌是我懂得聽的
[00:00:34.780 --> 00:00:38.500]  最近新的歌一來我不懂得欣賞
[00:00:38.500 --> 00:00:40.180]  二來我不明白他在說什麼
[00:00:40.180 --> 00:00:42.780]  所以很喜歡聽以前的歌
[00:00:42.780 --> 00:00:45.420]  聽著聽著主持人說的話
[00:00:45.420 --> 00:00:48.780]  令我不是心痛而是要面對的
[00:00:48.780 --> 00:00:51.860]  他說各位聽眾如果很欣賞我們今天播的歌
[00:00:51.860 --> 00:00:53.420]  我想告訴大家一個事實
[00:00:53.420 --> 00:00:54.620]  就是你老了
[00:00:54.620 --> 00:00:58.700]  當你不懂得欣賞新的歌
[00:00:58.700 --> 00:01:00.380]  只願意懷舊金曲
[00:01:00.380 --> 00:01:01.900]  你年紀真的大了
[00:01:01.900 --> 00:01:03.700]  我只能夠承認
[00:01:03.700 --> 00:01:04.780]  我的女兒很壞的
[00:01:04.780 --> 00:01:05.820]  整天找我玩
[00:01:05.820 --> 00:01:06.980]  很喜歡戳我的臉
[00:01:06.980 --> 00:01:09.380]  她說爸爸你的皮膚不是很好
[00:01:09.380 --> 00:01:11.180]  因為戳了下去她不彈出來
[00:01:11.180 --> 00:01:13.420]  就停留在裡面
[00:01:13.420 --> 00:01:15.420]  過一秒鐘才出來
[00:01:15.420 --> 00:01:17.460]  她說爸爸你老了
[00:01:17.460 --> 00:01:19.140]  我說歲月無情
[00:01:19.140 --> 00:01:21.100]  真的是歲月催人老
[00:01:21.100 --> 00:01:22.020]  是沒有辦法
[00:01:22.020 --> 00:01:23.620]  時間過得很快
[00:01:23.620 --> 00:01:25.620]  你想它慢一點也不行
[00:01:25.620 --> 00:01:28.300]  大家應該認識一隊樂隊叫Beyond
[00:01:28.300 --> 00:01:31.540]  王家駒有一首歌叫光輝歲月
[00:01:31.540 --> 00:01:34.820]  裡面有兩句說話是很寫實的
[00:01:34.820 --> 00:01:37.380]  就是很多人自信可以改變未來
[00:01:37.380 --> 00:01:40.140]  但是問誰又能做到呢
[00:01:40.140 --> 00:01:42.260]  其實不是很多東西我們想改變
[00:01:42.260 --> 00:01:43.940]  有時候是不可以的
[00:01:43.940 --> 00:01:45.780]  我們年紀越來越大
[00:01:45.780 --> 00:01:47.260]  你是會越來越老的
[00:01:47.260 --> 00:01:48.900]  這個將來是必定會到
[00:01:48.900 --> 00:01:50.820]  你不可以避免的
[00:01:50.820 --> 00:01:53.420]  胡彥方有一首歌叫似水流年
[00:01:53.420 --> 00:01:54.420]  裡面有兩句說話
[00:01:54.420 --> 00:01:57.140]  心中感嘆似水流年
[00:01:57.140 --> 00:02:00.180]  不可以留住昨天
[00:02:00.180 --> 00:02:02.140]  未來你不可以停止它不來
[00:02:02.140 --> 00:02:03.980]  昨天你不可以回去
[00:02:03.980 --> 00:02:05.580]  這個就是現實
[00:02:05.580 --> 00:02:07.740]  2018年又出電影
[00:02:07.740 --> 00:02:11.300]  是任達華和吳君如演的
[00:02:11.300 --> 00:02:12.780]  這麼快點頭
[00:02:12.780 --> 00:02:14.460]  叫做歲月神偷
[00:02:14.460 --> 00:02:15.220]  是不是
[00:02:15.220 --> 00:02:17.780]  是講1967年到1977年
[00:02:17.780 --> 00:02:20.300]  深水埗一家三口他們的生活
[00:02:20.300 --> 00:02:23.460]  兩位男女主角都做得非常好
[00:02:23.460 --> 00:02:25.900]  看到香港一些生活
[00:02:25.900 --> 00:02:28.180]  也看到人生一些片段
[00:02:28.180 --> 00:02:29.780]  你發現人生就是這樣
[00:02:29.780 --> 00:02:33.220]  很多事情你想它過它是會過
[00:02:33.220 --> 00:02:35.220]  你不想它過它也會過
[00:02:35.220 --> 00:02:36.340]  時間就是這樣
[00:02:36.340 --> 00:02:37.340]  它不會停留
[00:02:37.340 --> 00:02:38.900]  它也不會倒流
[00:02:38.900 --> 00:02:40.220]  人生你說長不長
[00:02:40.220 --> 00:02:41.500]  說短不短
[00:02:41.500 --> 00:02:42.780]  很多時候年輕的時候
[00:02:42.780 --> 00:02:44.100]  沒想到人生過得這麼快
[00:02:44.100 --> 00:02:45.980]  年紀大了很多回顧
[00:02:45.980 --> 00:02:48.460]  這次回來見了一些朋友
[00:02:48.460 --> 00:02:49.660]  不斷懷舊
[00:02:49.660 --> 00:02:51.100]  說回我們40年前
[00:02:51.100 --> 00:02:51.900]  我們50年前
[00:02:51.900 --> 00:02:52.780]  我們60年前
[00:02:52.780 --> 00:02:53.900]  我們不要再說了
[00:02:53.900 --> 00:02:55.620]  說到我心臟病
[00:02:55.620 --> 00:02:57.220]  好像我時日無多
[00:02:57.220 --> 00:02:58.860]  但這個是現實
[00:02:58.860 --> 00:03:01.980]  人生的壽命其實是比以前長了
[00:03:01.980 --> 00:03:03.100]  1840年
[00:03:03.100 --> 00:03:03.980]  我查一查
[00:03:03.980 --> 00:03:05.740]  你知道現在很多事情都查得到
[00:03:05.740 --> 00:03:08.940]  1840年平均壽命只是40歲
[00:03:08.940 --> 00:03:11.660]  2000年的平均壽命是80歲
[00:03:11.660 --> 00:03:13.580]  到2020年的時候
[00:03:13.580 --> 00:03:14.740]  平均壽命
[00:03:14.740 --> 00:03:17.060]  香港是排第一的
[00:03:17.060 --> 00:03:18.540]  我不知道你知不知道
[00:03:18.540 --> 00:03:20.660]  我發現香港人生命力是很強的
[00:03:20.660 --> 00:03:21.460]  香港排第一
[00:03:21.460 --> 00:03:24.060]  平均年齡是85.29
[00:03:24.060 --> 00:03:25.500]  男性82.4
[00:03:25.500 --> 00:03:27.580]  女性長差不多6年
[00:03:27.580 --> 00:03:29.500]  88
[00:03:29.500 --> 00:03:30.420]  日本是第二
[00:03:30.420 --> 00:03:32.260]  澳門是第三
[00:03:32.260 --> 00:03:34.100]  就算你說有80多年命
[00:03:34.100 --> 00:03:35.220]  是不是很長呢
[00:03:35.220 --> 00:03:36.700]  其實也不是很長
[00:03:36.700 --> 00:03:37.860]  都是有限的
[00:03:37.860 --> 00:03:39.380]  85年來計算的話
[00:03:39.380 --> 00:03:41.940]  只是3萬1046日
[00:03:41.940 --> 00:03:44.100]  74萬5111個小時
[00:03:44.100 --> 00:03:45.780]  其實74萬5111個小時
[00:03:45.780 --> 00:03:47.780]  不是很多時間
[00:03:47.780 --> 00:03:49.780]  比分鐘來算多一點
[00:03:49.780 --> 00:03:52.980]  就是4470萬6600分鐘
[00:03:52.980 --> 00:03:55.540]  再算秒鐘就好像很誇張了
[00:03:55.540 --> 00:03:59.860]  26億8239萬6000秒
[00:03:59.860 --> 00:04:01.420]  是不是很多
[00:04:01.420 --> 00:04:03.660]  但我不敢算我過了多少
[00:04:03.660 --> 00:04:05.940]  因為我知道我如果用85年來算
[00:04:05.940 --> 00:04:08.260]  所剩都不是真的很多
[00:04:08.260 --> 00:04:09.340]  這次回到香港
[00:04:09.340 --> 00:04:12.380]  我順便拿了我的長者卡
[00:04:12.380 --> 00:04:14.380]  所以你算到剩下有多少年
[00:04:14.380 --> 00:04:15.220]  有多少秒
[00:04:15.220 --> 00:04:18.020]  其實真的不是很多
[00:04:18.020 --> 00:04:19.700]  但無論你多長壽
[00:04:19.700 --> 00:04:21.700]  我見過一些很長壽的人
[00:04:21.700 --> 00:04:24.180]  我認識一位弟兄今年已經97歲
[00:04:24.180 --> 00:04:28.540]  我認識一位姐妹是104歲
[00:04:28.540 --> 00:04:30.060]  非常長壽
[00:04:30.060 --> 00:04:32.940]  但無論多長壽都是有限的
[00:04:32.940 --> 00:04:35.660]  都是會過都是會完的
[00:04:35.660 --> 00:04:39.140]  我有一位弟兄很關心我們傳道人的身體
[00:04:39.140 --> 00:04:41.420]  見到我面色不太好
[00:04:41.420 --> 00:04:43.020]  或者狀態不太好
[00:04:43.020 --> 00:04:44.660]  他介紹我吃點東西
[00:04:44.660 --> 00:04:45.940]  有一次介紹我吃一樣東西
[00:04:45.940 --> 00:04:48.500]  可能有人都吃的叫Omega 3
[00:04:48.500 --> 00:04:49.700]  我都吃了很多年
[00:04:49.700 --> 00:04:52.420]  他送了一瓶很大瓶的有300粒
[00:04:52.420 --> 00:04:54.020]  我說用不用這麼多
[00:04:54.020 --> 00:04:55.780]  我說300粒一瓶
[00:04:55.780 --> 00:04:58.300]  瓶子很肥的跟我差不多的樣子
[00:04:58.300 --> 00:04:59.620]  很大瓶
[00:04:59.620 --> 00:05:00.580]  我說怎麼吃
[00:05:00.580 --> 00:05:02.220]  他說徐弟兄一定吃完的
[00:05:02.220 --> 00:05:03.620]  你不要以為多了
[00:05:03.620 --> 00:05:04.940]  怎麼多都是有限的
[00:05:04.940 --> 00:05:05.900]  你會吃得完
[00:05:05.900 --> 00:05:08.420]  我吃了都不知道多少瓶了
[00:05:08.420 --> 00:05:11.500]  原來無論多多少都是有限的
[00:05:11.500 --> 00:05:13.500]  鐘有兩種
[00:05:13.500 --> 00:05:14.940]  有種鐘是有聲
[00:05:14.940 --> 00:05:16.940]  有種鐘是沒有聲的
[00:05:16.940 --> 00:05:18.700]  有種鐘你晚上睡覺
[00:05:18.700 --> 00:05:21.180]  你會聽到tick tock tick tock
[00:05:21.180 --> 00:05:24.340]  其實我晚上睡覺聽到tick tock tick tock是很恐怖的
[00:05:24.340 --> 00:05:27.180]  差不多說你快死了
[00:05:27.180 --> 00:05:28.420]  一秒一秒地過
[00:05:28.420 --> 00:05:31.020]  所以我買的鐘都是沒有聲的
[00:05:31.020 --> 00:05:32.460]  有時候真的是心臟病
[00:05:32.460 --> 00:05:34.580]  一路tick tock tick tock地過去
[00:05:34.580 --> 00:05:36.340]  一路這樣去
[00:05:36.340 --> 00:05:38.980]  聖經有一篇詩篇怎麼說呢
[00:05:38.980 --> 00:05:40.740]  一生年日是70歲
[00:05:40.740 --> 00:05:42.780]  如果強壯是80歲
[00:05:42.780 --> 00:05:44.380]  其中所傾瓜的
[00:05:44.380 --> 00:05:46.820]  不過是勞苦受煩轉眼成空
[00:05:46.820 --> 00:05:48.540]  我們便如飛而去
[00:05:48.540 --> 00:05:51.540]  求你指教我們怎麼數算自己的日子
[00:05:51.540 --> 00:05:54.060]  好叫我們得著智慧的心
[00:05:54.060 --> 00:05:55.900]  有人形容人生是什麼呢
[00:05:55.900 --> 00:05:58.220]  用一聲哭聲開始
[00:05:58.220 --> 00:06:00.900]  一聲嘆息來結束
[00:06:00.900 --> 00:06:02.900]  人生無論多長多短
[00:06:02.900 --> 00:06:04.460]  都是這樣經過
[00:06:04.460 --> 00:06:06.700]  這裡最後那句我覺得很有意思的
[00:06:06.700 --> 00:06:09.220]  他說求你教我們怎麼數算日子
[00:06:09.220 --> 00:06:11.780]  以至有得著智慧的心
[00:06:11.780 --> 00:06:13.300]  當我讀到這篇詩篇
[00:06:13.300 --> 00:06:14.500]  這篇聖經我經常在想
[00:06:14.500 --> 00:06:17.140]  到底哪樣先哪樣後的呢
[00:06:17.140 --> 00:06:20.580]  是不是我們有智慧的心去數算日子呢
[00:06:20.580 --> 00:06:22.340]  還是我們懂得數算日子
[00:06:22.340 --> 00:06:24.420]  可以有智慧的心
[00:06:24.420 --> 00:06:25.740]  答案是很明顯的
[00:06:25.740 --> 00:06:26.780]  因為聖經說的
[00:06:26.780 --> 00:06:28.940]  好叫我們得著智慧的心
[00:06:28.940 --> 00:06:29.780]  意思就是說
[00:06:29.780 --> 00:06:31.500]  如果有人懂得看人生
[00:06:31.500 --> 00:06:33.340]  他明白人生的時候
[00:06:33.340 --> 00:06:36.500]  他懂得好好有智慧地去過
[00:06:36.500 --> 00:06:39.860]  有沒有發現今天很多人浪費很多時間
[00:06:39.860 --> 00:06:40.860]  有時候我也不明白
[00:06:40.860 --> 00:06:41.860]  有時候我和我媽說
[00:06:41.860 --> 00:06:42.860]  和她去飲茶
[00:06:42.860 --> 00:06:44.860]  為什麼最多人去飲茶呢
[00:06:44.860 --> 00:06:46.100]  排隊排了一個小時
[00:06:46.100 --> 00:06:48.100]  飲茶飲半個小時
[00:06:48.100 --> 00:06:49.980]  我也不明白為什麼要這樣浪費時間
[00:06:49.980 --> 00:06:51.580]  我媽有她的理論
[00:06:51.580 --> 00:06:53.900]  她說排隊排了一個小時
[00:06:53.900 --> 00:06:54.700]  坐下來飲茶
[00:06:54.700 --> 00:06:56.700]  茶也比較香
[00:06:56.700 --> 00:06:58.460]  我不知道這是什麼心理
[00:06:58.460 --> 00:06:59.780]  我和我太太飲茶
[00:06:59.780 --> 00:07:02.500]  九點開門八點九我們到
[00:07:02.500 --> 00:07:03.220]  聊了幾句話
[00:07:03.220 --> 00:07:03.940]  進去飲茶
[00:07:03.940 --> 00:07:04.940]  沒有人的
[00:07:04.940 --> 00:07:06.260]  我們包全廳
[00:07:06.260 --> 00:07:07.260]  多好啊
[00:07:07.260 --> 00:07:08.420]  飲完就走
