
[00:00:00.000 --> 00:00:06.000]  早晨各位好 很久沒見
[00:00:06.000 --> 00:00:08.000]  都不是很久 是不是
[00:00:08.000 --> 00:00:10.000]  上次是甚麼時候
[00:00:10.000 --> 00:00:13.000]  希望沒有障礙的日子
[00:00:13.000 --> 00:00:15.000]  很快來到
[00:00:15.000 --> 00:00:18.000]  主施恩給我們
[00:00:18.000 --> 00:00:21.000]  在這個世界真的很多煩惱
[00:00:21.000 --> 00:00:23.000]  很多煩擾
[00:00:23.000 --> 00:00:27.000]  好像剛才聽石太分享
[00:00:27.000 --> 00:00:31.000]  你47年13歲就出來工作了
[00:00:31.000 --> 00:00:37.000]  來到這個階段真的有很多不同的挑戰
[00:00:37.000 --> 00:00:40.000]  多謝邱牧師 邱代老牧師
[00:00:40.000 --> 00:00:43.000]  上次說安息 今次說欺凌
[00:00:43.000 --> 00:00:45.000]  都是要收工的事
[00:00:45.000 --> 00:00:48.000]  這是一個疲倦的世代
[00:00:48.000 --> 00:00:50.000]  一個令人失望的世代
[00:00:50.000 --> 00:00:57.000]  但我們是不同種類的人
[00:00:57.000 --> 00:00:59.000]  我們永遠不要忘記
[00:00:59.000 --> 00:01:04.000]  聖經寫下來都是為了教導我們寫的
[00:01:04.000 --> 00:01:08.000]  叫我們因著聖經所生的忍耐和安慰
[00:01:08.000 --> 00:01:11.000]  可以得著盼望
[00:01:11.000 --> 00:01:18.000]  我們的經歷真的未必有特別的優待
[00:01:18.000 --> 00:01:26.000]  但我們始終在今天的世代裏
[00:01:26.000 --> 00:01:30.000]  我們的主仍然在工作
[00:01:30.000 --> 00:01:33.000]  我們今天只是溫故知新
[00:01:33.000 --> 00:01:36.000]  認識祂的心意和安排
[00:01:36.000 --> 00:01:40.000]  以致我們可以繼續依靠祂
[00:01:40.000 --> 00:01:44.000]  和活在世上來榮耀祂
[00:01:44.000 --> 00:01:51.000]  以色列人的古代經濟有很特別的安排
[00:01:51.000 --> 00:01:57.000]  他們四十年在曠野真是無依無靠
[00:01:57.000 --> 00:01:59.000]  什麼都沒有
[00:01:59.000 --> 00:02:02.000]  但他們有的就是那一位
[00:02:02.000 --> 00:02:07.000]  我時自有永有
[00:02:07.000 --> 00:02:11.000]  我們中文稱呼為耶和華
[00:02:11.000 --> 00:02:16.000]  如果大家有聽過這個名字的解釋
[00:02:16.000 --> 00:02:20.000]  就知道這個發音都不知道是否正確
[00:02:20.000 --> 00:02:22.000]  多數都是不對的
[00:02:22.000 --> 00:02:27.000]  因為原來那個姓名是不能言說的姓名
[00:02:27.000 --> 00:02:30.000]  希伯來文是啞了音的
[00:02:30.000 --> 00:02:34.000]  不過就是指那一位永遠活著
[00:02:34.000 --> 00:02:36.000]  永遠守約斯慈愛
[00:02:36.000 --> 00:02:40.000]  信實可靠的那一位
[00:02:40.000 --> 00:02:42.000]  在我們這段經文之前
[00:02:42.000 --> 00:02:47.000]  就有很清楚的說到所謂的安息年
[00:02:47.000 --> 00:02:53.000]  就是六年他們要在迦南地過另外一種生活
[00:02:53.000 --> 00:02:58.000]  是要栽種、收剪、收成
[00:02:58.000 --> 00:03:01.000]  然後去到第七年的時候
[00:03:01.000 --> 00:03:04.000]  地就要休息
[00:03:04.000 --> 00:03:08.000]  當地休息的時候就是人都休息
[00:03:08.000 --> 00:03:11.000]  人休息的時候就是什麼都不能收藏
[00:03:11.000 --> 00:03:13.000]  什麼都不用做
[00:03:13.000 --> 00:03:17.000]  但是那個地仍然有豐富的土產出來
[00:03:17.000 --> 00:03:20.000]  而那一堆豐富的土產
[00:03:20.000 --> 00:03:24.000]  就是用來供應這些不用工作的人
[00:03:24.000 --> 00:03:26.000]  不能工作的人
[00:03:26.000 --> 00:03:32.000]  還有特別是照顧在當地那些所謂的
[00:03:32.000 --> 00:03:38.000]  低端人口、最基層的人
[00:03:38.000 --> 00:03:40.000]  這一切顯示了什麼呢?
[00:03:40.000 --> 00:03:43.000]  顯示了這位創造的主
[00:03:43.000 --> 00:03:45.000]  他擁有這個大地
[00:03:45.000 --> 00:03:50.000]  還有他藉著這個大地來養活他所創造的人
[00:03:50.000 --> 00:03:54.000]  我們永遠不能夠忘記這個事實
[00:03:54.000 --> 00:03:57.000]  科技多麼的昌明
[00:03:57.000 --> 00:03:59.000]  人多麼的發達也好
[00:03:59.000 --> 00:04:01.000]  多麼的富貴也好
[00:04:01.000 --> 00:04:04.000]  其實佩雲都告訴我們
[00:04:04.000 --> 00:04:06.000]  我們自己都親身經歷的
[00:04:06.000 --> 00:04:10.000]  在這個肉身裡面是充滿著缺乏
[00:04:10.000 --> 00:04:12.000]  是充滿著挑戰
[00:04:12.000 --> 00:04:15.000]  我們一點自誇的東西都沒有
[00:04:15.000 --> 00:04:18.000]  我們有的一切全是因緣
[00:04:18.000 --> 00:04:22.000]  而這位上主他是姑錫他的大地
[00:04:22.000 --> 00:04:26.000]  今天我們尤其需要繼續學習
[00:04:26.000 --> 00:04:29.000]  這些神學思想
[00:04:29.000 --> 00:04:32.000]  因為今天這個很虔誠的人
[00:04:32.000 --> 00:04:37.000]  有時候將我們拉到離開了這個世界
[00:04:37.000 --> 00:04:40.000]  彷彿這個大地和上主沒有什麼關係
[00:04:40.000 --> 00:04:42.000]  彷彿我們的信仰
[00:04:42.000 --> 00:04:45.000]  是和這個大地四周圍的東西沒有什麼關係
[00:04:45.000 --> 00:04:48.000]  因為我們都是等著回去
[00:04:48.000 --> 00:04:50.000]  Well 怎麼樣呢?
[00:04:50.000 --> 00:04:52.000]  那等不等回去呢?
[00:04:52.000 --> 00:04:54.000]  還是我們應該怎樣生活呢?
[00:04:54.000 --> 00:04:59.000]  今天這個新希望的訊息
[00:04:59.000 --> 00:05:01.000]  我想都會挑戰我們
[00:05:01.000 --> 00:05:03.000]  就是叫我們認識這位
[00:05:03.000 --> 00:05:06.000]  像我們七年要休息一年的
[00:05:06.000 --> 00:05:08.000]  這位安息日之主
[00:05:08.000 --> 00:05:11.000]  安息之主 創造之主
[00:05:11.000 --> 00:05:15.000]  他是不喜歡我們做奴隸的
[00:05:15.000 --> 00:05:19.000]  他不喜歡我們做牛做馬的
[00:05:19.000 --> 00:05:21.000]  我們要勤奮工作
[00:05:21.000 --> 00:05:25.000]  但我們永遠都不是工作的奴隸
[00:05:25.000 --> 00:05:28.000]  我們要賺錢
[00:05:28.000 --> 00:05:32.000]  但我們永遠不是錢財的奴隸
[00:05:32.000 --> 00:05:36.000]  他是我們的主
[00:05:36.000 --> 00:05:39.000]  他是我們的父親
[00:05:39.000 --> 00:05:44.000]  他也叮囑我們千萬不要自肥而已
[00:05:44.000 --> 00:05:46.000]  千萬不要貪婪
[00:05:46.000 --> 00:05:49.000]  因為貪婪就成為敗偶像
[00:05:49.000 --> 00:05:51.000]  現在越來越明白
[00:05:51.000 --> 00:05:53.000]  人如果貪戀財物
[00:05:53.000 --> 00:05:57.000]  物質的東西就成為你的上帝
[00:05:57.000 --> 00:06:00.000]  主耶穌早就告誡了我們
[00:06:00.000 --> 00:06:02.000]  你們不能侍奉兩個主
[00:06:02.000 --> 00:06:06.000]  你不能又侍奉創天造地的主
[00:06:06.000 --> 00:06:07.000]  稱祂為父親
[00:06:07.000 --> 00:06:11.000]  一方面又去拜那些物質
[00:06:11.000 --> 00:06:13.000]  那些財物成為你的依賴
[00:06:13.000 --> 00:06:17.000]  那些財物權勢等等成為你的偶像
[00:06:17.000 --> 00:06:23.000]  我們這位主慷慨憐憫眷顧
[00:06:23.000 --> 00:06:27.000]  今天來到這一段經文就更加特別了
[00:06:27.000 --> 00:06:30.000]  你已經有七個安息年
[00:06:30.000 --> 00:06:36.000]  然後每七個的周期
[00:06:36.000 --> 00:06:38.000]  又再七個七七四十九
[00:06:38.000 --> 00:06:41.000]  去到四十九年的七月十日
[00:06:41.000 --> 00:06:46.000]  就又進入另外一個特別的階段
[00:06:46.000 --> 00:06:49.000]  舊約學者都搞不清楚
[00:06:49.000 --> 00:06:51.000]  到底七七四十九
[00:06:51.000 --> 00:06:54.000]  第四十九年的七月
[00:06:54.000 --> 00:06:56.000]  就是那個熙年
[00:06:56.000 --> 00:07:01.000]  還是在四十九年之後的一整年
[00:07:01.000 --> 00:07:03.000]  才是那個熙年
[00:07:03.000 --> 00:07:05.000]  如果是的話到底是五十還是四十九
[00:07:05.000 --> 00:07:07.000]  對不起我的數學真的很差
[00:07:07.000 --> 00:07:09.000]  我也不理這些東西
[00:07:09.000 --> 00:07:10.000]  不懂了
[00:07:10.000 --> 00:07:12.000]  留待有研究的人再去研究
[00:07:12.000 --> 00:07:15.000]  因為研究了的人都不太清楚是哪一種
[00:07:15.000 --> 00:07:17.000]  重點是什麼呢
[00:07:17.000 --> 00:07:20.000]  重點就是這位主
[00:07:20.000 --> 00:07:25.000]  他將七七四十九年的七月十日
[00:07:25.000 --> 00:07:28.000]  成為一個歡慶的日子
[00:07:28.000 --> 00:07:31.000]  一個大解放的日子
[00:07:31.000 --> 00:07:33.000]  一個大釋放的日子
[00:07:33.000 --> 00:07:36.000]  不是一個大清算的日子
[00:07:36.000 --> 00:07:38.000]  而是一個大歡樹的日子
[00:07:38.000 --> 00:07:40.000]  是他們的贖罪日
[00:07:40.000 --> 00:07:43.000]  然後就吹響這個號角
[00:07:43.000 --> 00:07:44.000]  是贖罪日
[00:07:44.000 --> 00:07:46.000]  然後進入這個熙年
[00:07:46.000 --> 00:07:51.000]  就是這個令到原本失去
[00:07:51.000 --> 00:07:56.000]  自己的家庭的土地的那些家庭
[00:07:56.000 --> 00:08:02.000]  都能夠拿回自己那一個賴以為生的土地
[00:08:02.000 --> 00:08:05.000]  不用再做別人的債仔
[00:08:05.000 --> 00:08:07.000]  不用再做奴僕
[00:08:07.000 --> 00:08:09.000]  是不是好啊
[00:08:09.000 --> 00:08:12.000]  如果一個一直欠著債的人
[00:08:12.000 --> 00:08:14.000]  終於都可以一天都光了
[00:08:14.000 --> 00:08:17.000]  所有的債清了
[00:08:17.000 --> 00:08:19.000]  親愛的兄姊妹
[00:08:19.000 --> 00:08:23.000]  這位就是我們大有恩典
[00:08:23.000 --> 00:08:25.000]  大有憐憫的神
[00:08:25.000 --> 00:08:29.000]  接下來整段的經文
[00:08:29.000 --> 00:08:31.000]  是很詳盡的講到
[00:08:31.000 --> 00:08:34.000]  在百姓彼此之間
[00:08:34.000 --> 00:08:38.000]  那些財務、債務等等的處理
[00:08:38.000 --> 00:08:39.000]  是怎樣
[00:08:39.000 --> 00:08:41.000]  一路看下來就是
[00:08:41.000 --> 00:08:49.000]  當中很顧惜那些寄居的僕人、僕婢等等
[00:08:49.000 --> 00:08:55.000]  在這個熙年的設立裏面
[00:08:55.000 --> 00:08:59.000]  在這個大贖罪日的設立裏面
[00:08:59.000 --> 00:09:03.000]  豈不是我們都相當熟悉的一些主題
[00:09:03.000 --> 00:09:06.000]  就是神啊你是多麼的有恩典
[00:09:06.000 --> 00:09:08.000]  有憐憫、有慈愛
[00:09:08.000 --> 00:09:10.000]  不輕而煩惱
[00:09:10.000 --> 00:09:12.000]  神啊你所做的
[00:09:12.000 --> 00:09:15.000]  你是無不顧惜
[00:09:15.000 --> 00:09:18.000]  你的顧惜是無微不至的
[00:09:18.000 --> 00:09:21.000]  所以主耶穌講到他天父的時候
[00:09:21.000 --> 00:09:23.000]  能夠講到這麼入肉
[00:09:23.000 --> 00:09:26.000]  講到這個野地的花
[00:09:26.000 --> 00:09:27.000]  天空的鳥
[00:09:27.000 --> 00:09:31.000]  講到你和我頭上的頭髮
[00:09:31.000 --> 00:09:34.000]  每一條他都掃過
[00:09:35.000 --> 00:09:38.000]  所以我們可以在他的面前
[00:09:38.000 --> 00:09:41.000]  來讚美他、來感謝他
[00:09:41.000 --> 00:09:45.000]  他重視人與他恢復關係
