
[00:00:00.000 --> 00:00:05.340]  好開心今日第三場
[00:00:05.340 --> 00:00:09.840]  昨天到現在都印證了我這個題目很好
[00:00:09.840 --> 00:00:13.840]  就是解白憂 白憂解
[00:00:13.840 --> 00:00:17.140]  可能你不懂這個字怎麼解
[00:00:17.140 --> 00:00:18.840]  不過不懂比懂好
[00:00:18.840 --> 00:00:21.340]  為什麼呢 就是解白憂
[00:00:21.340 --> 00:00:24.340]  反過來白憂解是一種藥來的
[00:00:24.340 --> 00:00:26.840]  是給一些結骨症的人吃的
[00:00:26.840 --> 00:00:28.840]  叫菩薩
[00:00:28.840 --> 00:00:33.840]  這個藥很多人都吃到斷不了尾
[00:00:33.840 --> 00:00:35.840]  一輩子都要吃
[00:00:35.840 --> 00:00:39.840]  但是副作用很多人都害怕
[00:00:39.840 --> 00:00:46.840]  就是失眠 不安樂 嘔吐 肚瀉 手震
[00:00:46.840 --> 00:00:48.840]  昨天我講完之後
[00:00:48.840 --> 00:00:51.840]  也有個會友跟我說他都吃了很久這個藥
[00:00:51.840 --> 00:00:56.840]  他問我為什麼上帝不讓他好呢
[00:00:56.840 --> 00:00:59.840]  我跟他一路走 我解給他聽
[00:00:59.840 --> 00:01:03.840]  我說但是上帝給藥你吃
[00:01:03.840 --> 00:01:07.840]  讓你覺得你的情況可以控制到
[00:01:07.840 --> 00:01:12.840]  起碼你可以過99%正常的生活
[00:01:12.840 --> 00:01:16.840]  於是他告訴我 不止啊
[00:01:16.840 --> 00:01:19.840]  自從有這個抑鬱之後
[00:01:19.840 --> 00:01:22.840]  他跟上帝的關係好了很多
[00:01:22.840 --> 00:01:25.840]  他說是啊 這個藥有可能
[00:01:25.840 --> 00:01:28.840]  這個病也給你一個禮物
[00:01:28.840 --> 00:01:31.840]  是你健康的時候沒有的
[00:01:31.840 --> 00:01:34.840]  今天是一個好消息
[00:01:34.840 --> 00:01:35.840]  為什麼用這個呢
[00:01:35.840 --> 00:01:38.840]  我們有六段很短的經文
[00:01:38.840 --> 00:01:40.840]  你一定會懂 特別是你
[00:01:40.840 --> 00:01:43.840]  慶祝超過了很多年聖誕節的話
[00:01:43.840 --> 00:01:45.840]  你應該會唸的
[00:01:45.840 --> 00:01:47.840]  不過不懂唸都不要緊
[00:01:47.840 --> 00:01:48.840]  我們慢慢看一看
[00:01:48.840 --> 00:01:51.840]  第一段就剛才都讀了出來
[00:01:51.840 --> 00:01:53.840]  天使說的四個字
[00:01:53.840 --> 00:01:56.840]  起頭不要懼怕
[00:01:56.840 --> 00:01:58.840]  就是不要怕
[00:01:58.840 --> 00:02:02.840]  這個字已經是足夠一個課程
[00:02:02.840 --> 00:02:06.840]  有哪個人有資格跟人說不要懼怕
[00:02:06.840 --> 00:02:09.840]  你多數都不信他的
[00:02:09.840 --> 00:02:11.840]  你跟你老婆說不要懼怕
[00:02:11.840 --> 00:02:13.840]  我帶把錢這樣
[00:02:13.840 --> 00:02:15.840]  她理你不理你
[00:02:15.840 --> 00:02:18.840]  你不夠我買隻鑽石戒指這樣
[00:02:18.840 --> 00:02:19.840]  你兒子跟你說不要懼怕
[00:02:19.840 --> 00:02:21.840]  你更加懼怕
[00:02:21.840 --> 00:02:24.840]  他說不用讀書可以100分
[00:02:24.840 --> 00:02:25.840]  所以說完之後
[00:02:25.840 --> 00:02:28.840]  其實連說的人自己都懼怕
[00:02:28.840 --> 00:02:30.840]  所以有時候不要懼怕
[00:02:30.840 --> 00:02:32.840]  的確天使有資格說
[00:02:32.840 --> 00:02:33.840]  因為他有證據
[00:02:33.840 --> 00:02:36.840]  他說看啊 你看啊這樣
[00:02:36.840 --> 00:02:39.840]  就是我要你看的東西
[00:02:39.840 --> 00:02:41.840]  你真的會看到的
[00:02:41.840 --> 00:02:43.840]  果然應驗了
[00:02:43.840 --> 00:02:44.840]  看什麼呢
[00:02:44.840 --> 00:02:46.840]  看今天在大衛城裡面
[00:02:46.840 --> 00:02:50.840]  誕生了救主就是主基督
[00:02:50.840 --> 00:02:53.840]  可能如果聽到這裡為止
[00:02:53.840 --> 00:02:55.840]  我想這些牧羊人
[00:02:55.840 --> 00:02:56.840]  個個都在樂高的頭
[00:02:56.840 --> 00:02:57.840]  看下天
[00:02:57.840 --> 00:02:59.840]  看下那顆星
[00:02:59.840 --> 00:03:01.840]  有個突然坐著太空船飛下來
[00:03:01.840 --> 00:03:03.840]  要知道不是
[00:03:03.840 --> 00:03:05.840]  天使說你看到一個小寶寶
[00:03:05.840 --> 00:03:07.840]  包著布
[00:03:07.840 --> 00:03:09.840]  我就是馬槽女
[00:03:09.840 --> 00:03:13.840]  這個就是給你的記號
[00:03:13.840 --> 00:03:16.840]  這個記號你未必很相信
[00:03:16.840 --> 00:03:18.840]  這麼厲害的人
[00:03:18.840 --> 00:03:23.840]  怎麼會包著布在馬槽呢
[00:03:23.840 --> 00:03:27.840]  但是給你強心針
[00:03:27.840 --> 00:03:29.840]  就是有一隊天兵出來
[00:03:29.840 --> 00:03:31.840]  他讚美上帝說
[00:03:31.840 --> 00:03:34.840]  在至高之處榮耀歸上帝
[00:03:34.840 --> 00:03:38.840]  對上平安歸於他所喜悅的人
[00:03:38.840 --> 00:03:41.840]  你看完之後又覺得
[00:03:41.840 --> 00:03:43.840]  這個消息不是假的
[00:03:43.840 --> 00:03:45.840]  因為你看到的
[00:03:45.840 --> 00:03:47.840]  怎知道是太空船
[00:03:47.840 --> 00:03:50.840]  連天使一起說
[00:03:50.840 --> 00:03:51.840]  這麼齊
[00:03:51.840 --> 00:03:54.840]  是在說一個很重要的詞
[00:03:54.840 --> 00:03:56.840]  給你的就是平安
[00:03:56.840 --> 00:03:58.840]  解百憂
[00:03:58.840 --> 00:04:01.840]  想換的就是平安
[00:04:01.840 --> 00:04:03.840]  可能你說我誇張了
[00:04:03.840 --> 00:04:05.840]  哪裡有100個憂
[00:04:05.840 --> 00:04:06.840]  你數給我聽聽
[00:04:06.840 --> 00:04:07.840]  我不用數的
[00:04:07.840 --> 00:04:09.840]  你睡不著就知道了
[00:04:09.840 --> 00:04:11.840]  你一樣憂慮
[00:04:11.840 --> 00:04:13.840]  可以想8個小時
[00:04:13.840 --> 00:04:15.840]  怎知道100次
[00:04:15.840 --> 00:04:18.840]  你全部加倍加倍
[00:04:18.840 --> 00:04:20.840]  越想越誇張
[00:04:20.840 --> 00:04:22.840]  怎知道初初的憂愁
[00:04:22.840 --> 00:04:25.840]  這個憂愁你再擴大一點
[00:04:25.840 --> 00:04:28.840]  量化質化都可以高
[00:04:28.840 --> 00:04:30.840]  怎知道100憂
[00:04:30.840 --> 00:04:32.840]  所以人開解不到
[00:04:32.840 --> 00:04:34.840]  唯有吃藥
