
[00:00:00.000 --> 00:00:05.400]  各位電影姐妹 各位朋友 你們好
[00:00:05.400 --> 00:00:08.080]  歡迎大家參觀我們三藩市播道會
[00:00:08.080 --> 00:00:10.400]  網上的五堂崇拜
[00:00:10.400 --> 00:00:13.400]  我們今天繼續思想啟示錄的訊息
[00:00:13.400 --> 00:00:16.880]  我們去到啟示錄第18章20節
[00:00:16.880 --> 00:00:19.200]  至到第19章5節
[00:00:19.200 --> 00:00:23.400]  題目叫做生之謎 揭曉了
[00:00:23.400 --> 00:00:25.400]  未思想這段聖經的時候
[00:00:25.400 --> 00:00:28.000]  請我們同心低頭 或者同禱告
[00:00:28.000 --> 00:00:31.400]  慈悲人的天父 我們滿心感謝你
[00:00:31.400 --> 00:00:35.600]  因為我們知道 你終會再來
[00:00:35.600 --> 00:00:37.600]  審判活人死人
[00:00:37.600 --> 00:00:41.600]  我們在黑暗仍然掌權的世代
[00:00:41.600 --> 00:00:45.200]  看到世界上有很多不公不平不義的事
[00:00:45.200 --> 00:00:48.000]  心裏面都沉了下來
[00:00:48.000 --> 00:00:50.400]  求你讓我們能夠轉念
[00:00:50.400 --> 00:00:52.400]  在你的啟示裏面
[00:00:52.400 --> 00:00:56.000]  看到你仍然掌管王權
[00:00:56.000 --> 00:01:00.400]  將來亦都會審判巴比倫和大淫婦
[00:01:00.400 --> 00:01:04.000]  求你讓我們看到這幅圖畫的時候
[00:01:04.000 --> 00:01:08.600]  帶給我們平安 歡欣和喜樂
[00:01:08.600 --> 00:01:13.400]  求聖靈向我們每一個人說所說的話
[00:01:13.400 --> 00:01:17.200]  無論是提醒的 怨面的 教導的
[00:01:17.200 --> 00:01:20.800]  安慰的 督責的 都改變我們
[00:01:20.800 --> 00:01:24.000]  奉耶穌基督名求 阿們
[00:01:25.000 --> 00:01:27.800]  我曾經讀過兩本書
[00:01:27.800 --> 00:01:34.000]  都是講述中國40年代 50年代和60年代的歷史
[00:01:34.000 --> 00:01:37.600]  一本是張榮所寫的叫《紅》
[00:01:37.600 --> 00:01:40.000]  三代中國女人的故事
[00:01:40.000 --> 00:01:46.000]  另一本是龍應台所寫的《大江大海》1949
[00:01:46.000 --> 00:01:50.000]  這兩本書都是非常震撼的
[00:01:50.000 --> 00:01:53.200]  龍應台在《大江大海》1949
[00:01:53.200 --> 00:01:56.000]  提及過一段歷史
[00:01:56.000 --> 00:02:00.800]  他說如果你有機會去到中國東北省長春旅行
[00:02:00.800 --> 00:02:03.600]  你會看到在人民廣場的邊緣
[00:02:03.600 --> 00:02:06.200]  有一座20米高的碑
[00:02:06.200 --> 00:02:08.600]  是用花崗石砌成的
[00:02:08.600 --> 00:02:11.400]  直伸到天空
[00:02:11.400 --> 00:02:14.000]  頂端是一個戰鬥機
[00:02:14.000 --> 00:02:16.600]  碑底刻有幾個字
[00:02:16.600 --> 00:02:20.600]  蘇軍烈士永垂不朽
[00:02:20.600 --> 00:02:24.800]  落款是長春市各界人士
[00:02:24.800 --> 00:02:26.600]  歷史是這樣的
[00:02:26.600 --> 00:02:29.200]  在1945年8月9日
[00:02:29.200 --> 00:02:32.800]  蘇聯紅軍進軍東北省
[00:02:32.800 --> 00:02:36.000]  替代了日本統治中國的東北
[00:02:36.000 --> 00:02:39.600]  他們以解放者的姿態進城
[00:02:39.600 --> 00:02:45.000]  當時一個目擊者留下以下的害人故事
[00:02:45.000 --> 00:02:47.200]  我見到廣場有一個女人
[00:02:47.200 --> 00:02:50.400]  手牽著兩個孩子
[00:02:50.400 --> 00:02:53.400]  背上又背了另外一個
[00:02:53.400 --> 00:02:55.200]  還有一個較大的
[00:02:55.200 --> 00:02:57.800]  拿著一張草席
[00:02:57.800 --> 00:02:59.600]  一共五個人
[00:02:59.600 --> 00:03:03.400]  在這個時候有七八個蘇聯的士兵
