
[00:00:00.000 --> 00:00:05.320]  各位親愛的弟兄姐妹平安
[00:00:05.320 --> 00:00:09.760]  當我們分享完有關以撒的故事之後
[00:00:09.760 --> 00:00:13.920]  我們接著要來看到第三個先祖
[00:00:13.920 --> 00:00:15.880]  是以色列人的先祖
[00:00:15.880 --> 00:00:17.480]  他就是雅各
[00:00:17.480 --> 00:00:20.360]  一開始的時候
[00:00:20.360 --> 00:00:25.600]  我就要和大家分享一個得變失
[00:00:25.600 --> 00:00:29.440]  贏變輸的故事
[00:00:29.440 --> 00:00:35.040]  實際上這個故事本身帶來的是一個哀歌
[00:00:35.040 --> 00:00:37.880]  我們現在就去看看
[00:00:37.880 --> 00:00:41.880]  到底這個哀歌是有關什麼的呢?
[00:00:41.880 --> 00:00:44.280]  為什麼會是一個哀歌呢?
[00:00:44.280 --> 00:00:47.600]  有人曾經說過一句話
[00:00:47.600 --> 00:00:51.440]  這個是什麼都要贏的世界
[00:00:51.440 --> 00:00:53.280]  你同不同意呢?
[00:00:53.280 --> 00:00:57.240]  留意看看今天最近的新聞
[00:00:57.240 --> 00:01:00.680]  一家剩下四個姐妹
[00:01:00.680 --> 00:01:02.680]  其實都上了年紀
[00:01:02.680 --> 00:01:06.960]  但是為了媽媽留下來的那層樓
[00:01:06.960 --> 00:01:10.080]  是要賣分錢還是不賣
[00:01:10.080 --> 00:01:12.400]  大姐姐就住在那裡
[00:01:12.400 --> 00:01:15.760]  當然有利益的衝突
[00:01:15.760 --> 00:01:17.480]  她就堅持不賣
[00:01:17.480 --> 00:01:20.080]  最小的妹妹就說一定要賣
[00:01:20.080 --> 00:01:22.080]  如果不是不公平
[00:01:22.080 --> 00:01:24.880]  四姐妹平均分了她
[00:01:25.760 --> 00:01:28.160]  我們看到這些現象的時間
[00:01:28.160 --> 00:01:30.760]  我相信不是一家兩家的問題
[00:01:30.760 --> 00:01:34.480]  一到上一代留下遺產的時候
[00:01:34.480 --> 00:01:38.080]  很多人都會出現這些現象
[00:01:38.080 --> 00:01:41.280]  結果大家互不相讓
[00:01:41.280 --> 00:01:47.200]  而當發現二妹三妹都差著最小的四妹
[00:01:47.200 --> 00:01:49.800]  這個大姐姐就很生氣
[00:01:49.800 --> 00:01:53.640]  拿一把刀來捅了最小的妹妹一刀
[00:01:53.640 --> 00:01:57.080]  然後幾個人就要搶她
[00:01:57.080 --> 00:02:02.400]  然後就一起上去制止她
[00:02:02.400 --> 00:02:04.400]  做任何傷害她的事情
[00:02:04.400 --> 00:02:07.120]  小妹當然已經躺在那裡
[00:02:07.120 --> 00:02:09.520]  血流滿地
[00:02:09.520 --> 00:02:13.600]  就在這個時候竟然出現
[00:02:13.600 --> 00:02:17.360]  報紙就說應該是一個大姐姐
[00:02:17.360 --> 00:02:19.360]  一早就有準備
[00:02:19.360 --> 00:02:21.360]  一些易燃的物品
[00:02:21.360 --> 00:02:22.800]  然後就點火
[00:02:22.800 --> 00:02:26.160]  整個房子幾個火頭就著火
[00:02:26.160 --> 00:02:27.360]  是因為這樣
[00:02:27.360 --> 00:02:29.880]  全家四姐妹
[00:02:29.880 --> 00:02:32.080]  剩下的四姐妹
[00:02:32.080 --> 00:02:34.000]  全部受傷
[00:02:34.000 --> 00:02:36.000]  其中兩個死了
[00:02:36.000 --> 00:02:37.440]  最大的死了
[00:02:37.440 --> 00:02:39.280]  最小的死了
[00:02:39.280 --> 00:02:42.760]  另外兩個都是被嚴重燒傷
[00:02:42.760 --> 00:02:44.360]  現在還在醫院
[00:02:44.360 --> 00:02:46.720]  我們看到這個悲劇
[00:02:46.720 --> 00:02:49.720]  我們心裡面真的是一種彈舌的感覺
[00:02:49.720 --> 00:02:51.960]  另一方面最轟動的
[00:02:51.960 --> 00:02:53.560]  那個瑞士案
[00:02:53.560 --> 00:02:55.360]  就要開審
[00:02:55.360 --> 00:02:57.360]  這個開審的時間
[00:02:57.360 --> 00:03:00.280]  再一次引起很多人的關注
[00:03:00.280 --> 00:03:04.600]  一家人全部都有份在
[00:03:04.600 --> 00:03:08.520]  然後將這個兒子
[00:03:08.520 --> 00:03:11.320]  前任的太太
[00:03:11.320 --> 00:03:13.200]  不僅要殺死
[00:03:13.200 --> 00:03:14.800]  還要瑞士
[00:03:14.800 --> 00:03:15.920]  目的是什麼呢?
[00:03:15.920 --> 00:03:17.000]  來來去去
[00:03:17.000 --> 00:03:18.000]  離不開
[00:03:18.000 --> 00:03:18.960]  錢啊
[00:03:18.960 --> 00:03:19.960]  錢作怪
[00:03:19.960 --> 00:03:21.960]  錢作怪
[00:03:21.960 --> 00:03:25.360]  我現在就和大家分享一下
[00:03:25.360 --> 00:03:31.120]  這個是和現在已經相距成四千年
[00:03:31.120 --> 00:03:33.120]  一個這樣的故事
[00:03:33.120 --> 00:03:36.400]  但是這個故事本身一直到現在為止
[00:03:36.400 --> 00:03:39.640]  仍然繼續不斷重復
[00:03:39.640 --> 00:03:45.440]  《旺世紀》25章21-23節
[00:03:46.080 --> 00:03:48.880]  以撒因為他的妻子不生育
[00:03:48.880 --> 00:03:50.880]  就為他祈求耶和華
[00:03:50.880 --> 00:03:55.000]  耶和華就應允他祈求他的妻子李伯嘉
[00:03:55.000 --> 00:03:57.000]  就因為這樣懷孕了
[00:03:57.000 --> 00:03:59.000]  孩子們
[00:03:59.000 --> 00:04:02.000]  就看到這裡很清楚
[00:04:02.000 --> 00:04:03.320]  就是馬胎
[00:04:03.320 --> 00:04:05.800]  在他的福中彼此相責
[00:04:05.800 --> 00:04:07.800]  未出世已經相責
[00:04:07.800 --> 00:04:10.080]  他就在說若是這樣
[00:04:10.080 --> 00:04:11.680]  我為什麼活著呢?
[00:04:11.680 --> 00:04:13.680]  他就去求問耶和華
[00:04:13.680 --> 00:04:15.680]  耶和華就對他說
[00:04:15.680 --> 00:04:17.680]  兩個國在你的土里
[00:04:17.680 --> 00:04:21.680]  是兩個族從你的身上出來的
[00:04:21.680 --> 00:04:24.680]  這個族一定強於那個族
[00:04:24.680 --> 00:04:28.680]  將來大的要服侍小的
[00:04:28.680 --> 00:04:30.680]  生產的日子到了
[00:04:30.680 --> 00:04:32.680]  福中果然是雙子
[00:04:32.680 --> 00:04:34.680]  就是雙胞胎
[00:04:34.680 --> 00:04:37.680]  先產的身體發紅
[00:04:37.680 --> 00:04:40.680]  其實原文發紅這個字
[00:04:40.680 --> 00:04:44.680]  就和紅色那個字完全一樣
[00:04:44.680 --> 00:04:46.680]  渾身有毛
[00:04:46.680 --> 00:04:48.680]  這裡是說身體的狀況
[00:04:48.680 --> 00:04:52.680]  如同皮衣
[00:04:52.680 --> 00:04:54.680]  就因為這樣的緣故
[00:04:54.680 --> 00:04:56.680]  他們就幫他起了一個名字
[00:04:56.680 --> 00:04:58.680]  叫做以素
[00:04:58.680 --> 00:05:00.680]  以素
[00:05:00.680 --> 00:05:02.680]  其實原來的意思
[00:05:02.680 --> 00:05:06.680]  字根就是和紅那個意思
[00:05:06.680 --> 00:05:08.680]  是相近的
[00:05:08.680 --> 00:05:12.680]  接下來我們看一看
[00:05:12.680 --> 00:05:14.680]  後來又生了以素的兄弟
[00:05:14.680 --> 00:05:18.680]  手抓住了以素的腳跟
[00:05:18.680 --> 00:05:20.680]  腳跟這個字
[00:05:20.680 --> 00:05:22.680]  Saccard
[00:05:22.680 --> 00:05:28.680]  原文其實就是腳跟
[00:05:28.680 --> 00:05:32.680]  因為這個緣故
[00:05:32.680 --> 00:05:34.680]  就給這個弟弟起了一個名字
[00:05:34.680 --> 00:05:36.680]  叫做雅各
[00:05:36.680 --> 00:05:38.680]  雅各
[00:05:38.680 --> 00:05:40.680]  利伯卡生了兩個兒子之後
[00:05:40.680 --> 00:05:44.680]  以實的年紀正正是六十歲
[00:05:44.680 --> 00:05:46.680]  我們看到
[00:05:46.680 --> 00:05:50.680]  很多人就在這兩個兒子的名字上大做文章
[00:05:50.680 --> 00:05:52.680]  就說
[00:05:52.680 --> 00:05:54.680]  以素的本身
[00:05:54.680 --> 00:05:56.680]  他的名字叫以素
[00:05:56.680 --> 00:06:00.680]  就因為他的身體是紅色的
[00:06:00.680 --> 00:06:02.680]  另一方面渾身發毛
[00:06:02.680 --> 00:06:10.680]  人家將他和以東產生了一種關係
[00:06:10.680 --> 00:06:16.680]  兩個都是和身體的狀況來形容他的
[00:06:16.680 --> 00:06:20.680]  後來雅各的出世
[00:06:20.680 --> 00:06:22.680]  雅各這個字
[00:06:22.680 --> 00:06:24.680]  很多人就說這個名字本身就是要抓住
[00:06:24.680 --> 00:06:28.680]  但我們看回那個字根
[00:06:28.680 --> 00:06:30.680]  日各這個字
[00:06:30.680 --> 00:06:34.680]  其實不是抓住的字根
[00:06:34.680 --> 00:06:38.680]  日各這個字根
[00:06:38.680 --> 00:06:42.680]  其實就是腳跟的字根
[00:06:42.680 --> 00:06:44.680]  是因為這樣的緣故
[00:06:44.680 --> 00:06:46.680]  其實這兩個本身
[00:06:46.680 --> 00:06:48.680]  都不是因為這個名字一開始就說
[00:06:48.680 --> 00:06:50.680]  他們要抓住
[00:06:50.680 --> 00:06:52.680]  什麼都要贏
[00:06:52.680 --> 00:06:54.680]  然後就要欺詐
[00:06:54.680 --> 00:06:56.680]  不是這樣的
[00:06:56.680 --> 00:06:58.680]  但我們反而看得到
[00:06:58.680 --> 00:07:03.680]  當中其中就因為這兩個小小的
[00:07:03.680 --> 00:07:06.680]  是有一種語言式的
[00:07:06.680 --> 00:07:12.680]  就是小的要抓住大的腳跟
[00:07:12.680 --> 00:07:14.680]  所以這個緣故
[00:07:14.680 --> 00:07:18.680]  就是那個所謂的爭做大佬
[00:07:18.680 --> 00:07:22.680]  在這樣的情境里就出現了
[00:07:22.680 --> 00:07:26.680]  就是說未出世已經要賺錢
[00:07:26.680 --> 00:07:30.680]  未出世已經要贏
[00:07:30.680 --> 00:07:36.680]  未出世已經要賺著這個長子或者做大佬
[00:07:36.680 --> 00:07:41.680]  好了 接著我們看看
[00:07:41.680 --> 00:07:44.680]  兩個小孩慢慢長大
[00:07:44.680 --> 00:07:46.680]  以素就善於打獵
[00:07:46.680 --> 00:07:48.680]  常常在田野里
[00:07:48.680 --> 00:07:50.680]  但雅各為人乾淨
[00:07:50.680 --> 00:07:52.680]  常常住在帳篷當中
[00:07:52.680 --> 00:07:54.680]  在這樣的情形里
[00:07:54.680 --> 00:07:58.680]  大家都可以很清楚看得見
[00:07:58.680 --> 00:08:00.680]  如果這個大兒子
[00:08:00.680 --> 00:08:02.680]  常常在外面打獵
[00:08:02.680 --> 00:08:06.680]  他留在家裡的時間有多少呢?
[00:08:06.680 --> 00:08:08.680]  第二個方面
[00:08:08.680 --> 00:08:10.680]  家務有沒有可能幫忙呢?
[00:08:10.680 --> 00:08:12.680]  第三個方面
[00:08:12.680 --> 00:08:14.680]  我們看到
[00:08:14.680 --> 00:08:18.680]  以薩克本身的眼睛不是太好
[00:08:18.680 --> 00:08:20.680]  身體的狀況
[00:08:20.680 --> 00:08:22.680]  或者牠是牧羊之類的
[00:08:22.680 --> 00:08:24.680]  牠會喜歡哪一個呢?
[00:08:24.680 --> 00:08:26.680]  在這段聖經里
[00:08:26.680 --> 00:08:28.680]  我們看得見
[00:08:28.680 --> 00:08:34.680]  丈夫或者父親
[00:08:34.680 --> 00:08:36.680]  慢慢看到小孩長大之後
[00:08:36.680 --> 00:08:38.680]  他喜歡的大兒子
[00:08:38.680 --> 00:08:42.680]  大媽就喜歡的小兒子
[00:08:42.680 --> 00:08:44.680]  其實很簡單
[00:08:44.680 --> 00:08:48.680]  爸爸就喜歡吃野味
[00:08:48.680 --> 00:08:50.680]  而這個大兒子喜歡打獵
[00:08:50.680 --> 00:08:54.680]  所以經常會帶點野味回家
[00:08:54.680 --> 00:08:56.680]  是因為這樣的緣故
[00:08:56.680 --> 00:09:00.680]  他就很容易喜歡這個大兒子
[00:09:00.680 --> 00:09:04.680]  然後我們看到有一天
[00:09:04.680 --> 00:09:08.680]  大媽本身就比較喜歡小孩
[00:09:08.680 --> 00:09:10.680]  為什麼喜歡小孩呢?
[00:09:10.680 --> 00:09:12.680]  因為小孩留在家裡
[00:09:12.680 --> 00:09:14.680]  經常陪媽媽
[00:09:14.680 --> 00:09:16.680]  第二
[00:09:16.680 --> 00:09:18.680]  她也會幫忙牧羊
[00:09:18.680 --> 00:09:22.680]  應該是分擔家裡各方面的事
[00:09:22.680 --> 00:09:24.680]  是因為這樣的緣故
[00:09:24.680 --> 00:09:28.680]  我們看到家裡有張力
[00:09:28.680 --> 00:09:32.680]  這個張力就是父母本身有偏愛
[00:09:32.680 --> 00:09:34.680]  帶來的結果
[00:09:34.680 --> 00:09:36.680]  這兩個兒子
[00:09:36.680 --> 00:09:40.680]  就會成為他們要爭取的目標
[00:09:40.680 --> 00:09:42.680]  這個很容易會產生問題
[00:09:42.680 --> 00:09:44.680]  果然
[00:09:44.680 --> 00:09:46.680]  問題就是這樣產生
[00:09:46.680 --> 00:09:48.680]  在28節
[00:09:48.680 --> 00:09:50.680]  以撒因為愛以素
[00:09:50.680 --> 00:09:52.680]  因為常吃他的野味
[00:09:52.680 --> 00:09:54.680]  利伯加就是愛雅各
[00:09:54.680 --> 00:09:58.680]  有一天雅各熬了湯
[00:09:58.680 --> 00:10:02.680]  以素就從田野回來
[00:10:02.680 --> 00:10:04.680]  疲憊不堪
[00:10:04.680 --> 00:10:06.680]  很累
[00:10:06.680 --> 00:10:08.680]  可能是整天吃又沒了
[00:10:08.680 --> 00:10:10.680]  喝又沒了
[00:10:10.680 --> 00:10:12.680]  所以回來
[00:10:12.680 --> 00:10:14.680]  他就對弟弟說
[00:10:14.680 --> 00:10:16.680]  我快要死了
[00:10:16.680 --> 00:10:18.680]  請你將這些紅色的湯
