
[00:00:00.000 --> 00:00:04.000]  我們低頭祈禱
[00:00:04.000 --> 00:00:11.000]  主啊 多謝祢 讓我們有機會來敬拜祢
[00:00:11.000 --> 00:00:15.000]  用詩歌讚美祢 主啊 求祢安靜我們的心
[00:00:15.000 --> 00:00:17.000]  對我們每一個人說話
[00:00:17.000 --> 00:00:20.000]  我們這樣祈禱奉主 受基督命求
[00:00:24.000 --> 00:00:30.000]  話說有一個人 應該是教會執事
[00:00:30.000 --> 00:00:36.000]  有一次他和牧師去另一個州陪牧師
[00:00:36.000 --> 00:00:39.000]  這裡是美國 要開車去
[00:00:39.000 --> 00:00:41.000]  所以兩個人比一個人好
[00:00:41.000 --> 00:00:48.000]  他們在商場吃飯 走一走再回來
[00:00:48.000 --> 00:00:51.000]  看到一隻很漂亮的公仔
[00:00:51.000 --> 00:00:56.000]  想到他的女兒 想買一隻公仔給女兒
[00:00:56.000 --> 00:00:59.000]  買了回家之後 女兒很開心
[00:00:59.000 --> 00:01:02.000]  這隻公仔應該是可以打爛的
[00:01:02.000 --> 00:01:05.000]  因為明天女兒就打爛了
[00:01:05.000 --> 00:01:07.000]  打爛了之後拿給媽媽
[00:01:07.000 --> 00:01:10.000]  跟著跟媽媽說 媽媽 公仔爛了
[00:01:10.000 --> 00:01:13.000]  媽媽看一看之後 女兒 公仔爛了
[00:01:13.000 --> 00:01:17.000]  沒有了 爛到黏不住了
[00:01:17.000 --> 00:01:19.000]  你猜女兒說什麼呢
[00:01:19.000 --> 00:01:22.000]  女兒說 不是的 爹地可以黏住的
[00:01:22.000 --> 00:01:25.000]  跟著太太又再看多一次
[00:01:25.000 --> 00:01:28.000]  真的 女兒 我看不行了
[00:01:28.000 --> 00:01:31.000]  不是的 媽咪 爹地一定可以黏住的
[00:01:31.000 --> 00:01:33.000]  好 這樣就遮住一邊
[00:01:33.000 --> 00:01:36.000]  那一刻這個男士就回來了
[00:01:36.000 --> 00:01:39.000]  跟著老婆就說 老公
[00:01:39.000 --> 00:01:42.000]  你女兒說你可以黏住的 這樣就搞定她
[00:01:42.000 --> 00:01:44.000]  明顯當然不行
[00:01:44.000 --> 00:01:46.000]  不行怎麼辦呢
[00:01:46.000 --> 00:01:49.000]  男士就打電話跟牧師說
[00:01:49.000 --> 00:01:52.000]  牧師 明天可以陪我去那個州買回那隻公仔
[00:01:52.000 --> 00:01:54.000]  可以嗎
[00:01:54.000 --> 00:01:56.000]  大家很明白這個女孩
[00:01:56.000 --> 00:01:58.000]  真的對自己的爸爸很有信心
[00:01:58.000 --> 00:02:00.000]  怎樣都黏住的
[00:02:00.000 --> 00:02:02.000]  弄到多爛都黏住的
[00:02:02.000 --> 00:02:04.000]  我們都希望我們有這樣的信心
[00:02:04.000 --> 00:02:06.000]  明顯很多時候我們就不是
[00:02:06.000 --> 00:02:08.000]  很多時候我們質疑的
[00:02:08.000 --> 00:02:10.000]  可能我們信心
[00:02:10.000 --> 00:02:12.000]  最 怎麼說呢
[00:02:12.000 --> 00:02:14.000]  最真誠的一刻
[00:02:14.000 --> 00:02:16.000]  就是我們剛剛順住沒多久
[00:02:16.000 --> 00:02:18.000]  不過我跟你說
[00:02:18.000 --> 00:02:20.000]  我們的信心
[00:02:20.000 --> 00:02:22.000]  怎麼說呢 有多真誠都好
[00:02:22.000 --> 00:02:25.000]  遲早一定會有考驗的
[00:02:25.000 --> 00:02:27.000]  或者開始的時候
[00:02:27.000 --> 00:02:29.000]  信心很真誠 但是到一個地步
[00:02:29.000 --> 00:02:32.000]  一定那個信心是被考驗的
[00:02:32.000 --> 00:02:34.000]  當然希望不要像
[00:02:34.000 --> 00:02:36.000]  那位女士這樣 她說這個很嚴重的
[00:02:36.000 --> 00:02:38.000]  考驗 是不是 不過多多少少
[00:02:38.000 --> 00:02:40.000]  在人生之中
[00:02:40.000 --> 00:02:42.000]  我們的信心一定會被考驗
[00:02:42.000 --> 00:02:44.000]  我們先看看這個故事
[00:02:44.000 --> 00:02:46.000]  看看這些是怎樣的東西
[00:02:46.000 --> 00:02:48.000]  很多人就想解釋
[00:02:48.000 --> 00:02:50.000]  為什麼
[00:02:50.000 --> 00:02:52.000]  如果你看
[00:02:52.000 --> 00:02:54.000]  甚至是《釋經》書
[00:02:54.000 --> 00:02:56.000]  我都會講幾個最常見的解釋
[00:02:56.000 --> 00:02:58.000]  大多數這些解釋
[00:02:58.000 --> 00:03:00.000]  我都是不接受的
[00:03:00.000 --> 00:03:02.000]  第一個最明顯的是什麼呢
[00:03:02.000 --> 00:03:04.000]  最明顯就是說
[00:03:04.000 --> 00:03:06.000]  他們跟外邦人結婚
[00:03:06.000 --> 00:03:08.000]  有沒有經文
[00:03:08.000 --> 00:03:10.000]  怎麼說呢
[00:03:10.000 --> 00:03:12.000]  支持的
[00:03:12.000 --> 00:03:14.000]  都不是沒有的
[00:03:14.000 --> 00:03:16.000]  《生命記》23章第3節
[00:03:16.000 --> 00:03:18.000]  就是說禁止
[00:03:18.000 --> 00:03:20.000]  以色列人和阿摩人
[00:03:20.000 --> 00:03:22.000]  和摩訶人
[00:03:22.000 --> 00:03:24.000]  實在不是說不准通婚
[00:03:24.000 --> 00:03:26.000]  不過他們一起
[00:03:26.000 --> 00:03:28.000]  敬拜是不行的
[00:03:28.000 --> 00:03:30.000]  所以阿摩人和摩訶人
[00:03:30.000 --> 00:03:32.000]  是不可以進會堂的
[00:03:32.000 --> 00:03:34.000]  不過這裡
[00:03:34.000 --> 00:03:36.000]  真的不是說不准結婚
[00:03:36.000 --> 00:03:38.000]  是說不准去會堂
[00:03:38.000 --> 00:03:40.000]  當時多數人去敬拜
[00:03:40.000 --> 00:03:42.000]  是什麼人呢 是男人
[00:03:42.000 --> 00:03:46.000]  去到耶穌的時候
[00:03:46.000 --> 00:03:48.000]  雖然女士可以去敬拜
