
[00:00:00.000 --> 00:00:07.320]  我講新約 很多人說:你講新約的?
[00:00:07.320 --> 00:00:10.520]  我是基督徒來的 真是要讀新約的
[00:00:10.520 --> 00:00:13.680]  我們低頭祈禱
[00:00:13.680 --> 00:00:18.040]  主啊 多謝祢 祢讓我們有生命氣息來敬拜祢
[00:00:18.040 --> 00:00:21.560]  用詩歌讚美祢 至於祢配得我們的敬拜
[00:00:21.560 --> 00:00:24.760]  我們的讚美 在這一刻求祢安靜
[00:00:24.760 --> 00:00:26.520]  我們心對我們每一個人講說話
[00:00:26.520 --> 00:00:28.720]  我們祈禱共知 耶穌基督命求
[00:00:28.720 --> 00:00:31.680]  一個人這樣講
[00:00:31.680 --> 00:00:35.960]  他說有時有些美麗的東西來到我們的生命之中
[00:00:35.960 --> 00:00:38.520]  我們不知道從何而來
[00:00:38.520 --> 00:00:40.320]  可能我們很想知道
[00:00:40.320 --> 00:00:46.080]  但實在我們最重要的是相信神賜給我們的
[00:00:46.080 --> 00:00:51.080]  我們想尋求 實在我們用信心去領受
[00:00:51.080 --> 00:00:52.600]  可能就行了
[00:00:52.600 --> 00:00:55.480]  對於這個婦人來說
[00:00:55.480 --> 00:01:01.000]  美麗的東西是一個她不熟悉的猶太人而來的
[00:01:01.000 --> 00:01:02.600]  就是耶穌
[00:01:02.600 --> 00:01:04.680]  祂和我們有些不同
[00:01:04.680 --> 00:01:08.600]  祂應該是不懂得聖經的
[00:01:08.600 --> 00:01:11.800]  祂甚至沒有什麼神學訓練
[00:01:11.800 --> 00:01:15.680]  祂可能是聽到耶穌這個人的名字
[00:01:15.680 --> 00:01:17.720]  去尋求耶穌
[00:01:17.720 --> 00:01:22.120]  但原來祂這個小小的信心就足夠了
[00:01:22.120 --> 00:01:25.080]  我們講一下這個故事是怎樣的
[00:01:25.080 --> 00:01:27.320]  我喜歡這個故事
[00:01:27.320 --> 00:01:28.920]  有兩個版本
[00:01:28.920 --> 00:01:32.160]  一個版本在馬太福音我們剛才讀了
[00:01:32.160 --> 00:01:36.360]  另外一個版本在馬克福音七章二十四到三十節
[00:01:36.360 --> 00:01:38.600]  我喜歡馬太福音的版本
[00:01:38.600 --> 00:01:41.200]  因為它比較特別
[00:01:41.200 --> 00:01:42.640]  如果你看另外一個版本
[00:01:42.640 --> 00:01:43.800]  我覺得這個比較好
[00:01:43.800 --> 00:01:45.880]  首先我們問一個問題
[00:01:45.880 --> 00:01:49.760]  耶穌為什麼去到這個推羅西頓的地方呢
[00:01:49.760 --> 00:01:53.400]  你說為什麼不行呢
[00:01:53.400 --> 00:01:57.120]  祂平時不是去這些地方的
[00:01:57.120 --> 00:02:01.320]  為什麼突然間在深圳
[00:02:01.320 --> 00:02:06.200]  或者在其他香港以外的地方出現呢
[00:02:06.200 --> 00:02:09.000]  在二十四節是說的
[00:02:09.000 --> 00:02:13.560]  「奉差遣旨到以色列迦迷失的羊那裡去」
[00:02:13.560 --> 00:02:15.200]  我正在讀和修版
[00:02:15.200 --> 00:02:18.520]  跟剛才有些不同
[00:02:18.520 --> 00:02:19.800]  如果這樣說
[00:02:19.800 --> 00:02:21.800]  即使祂不是去那裡侍奉
[00:02:21.800 --> 00:02:23.800]  因為我們可能說是短孫
[00:02:23.800 --> 00:02:25.800]  去那裡傳福音
[00:02:25.800 --> 00:02:26.800]  不是的
[00:02:26.800 --> 00:02:27.640]  因為這樣說
[00:02:27.640 --> 00:02:30.240]  祂不像是去那裡做這件事
[00:02:30.240 --> 00:02:31.640]  有一個學者說
[00:02:31.640 --> 00:02:33.320]  去那裡退休
[00:02:33.320 --> 00:02:34.320]  如果你問我
[00:02:34.320 --> 00:02:36.320]  我覺得也是對的
[00:02:36.320 --> 00:02:38.520]  很多侍奉
[00:02:38.520 --> 00:02:40.720]  很多人來人往
[00:02:40.720 --> 00:02:44.120]  現在祂就帶一群門徒
[00:02:44.120 --> 00:02:46.920]  去別處退休
[00:02:46.920 --> 00:02:48.560]  我們知道的
[00:02:48.560 --> 00:02:51.440]  有時祂試過去山
[00:02:51.440 --> 00:02:55.000]  或者去對岸
[00:02:55.000 --> 00:02:57.000]  可能現在不行了
[00:02:57.000 --> 00:02:58.000]  離境了
[00:02:58.000 --> 00:03:00.720]  好像我們老師去深圳
[00:03:00.720 --> 00:03:02.720]  或者去哪裡退休
[00:03:02.720 --> 00:03:06.800]  如果祂想去那裡退休
[00:03:06.800 --> 00:03:07.800]  靜一靜
[00:03:07.800 --> 00:03:08.800]  對不起
[00:03:08.800 --> 00:03:09.800]  原來又不行
[00:03:09.800 --> 00:03:10.800]  為什麼呢
[00:03:10.800 --> 00:03:11.800]  有一個女人跟著他們
[00:03:11.800 --> 00:03:14.400]  聖經說加男女子
[00:03:14.400 --> 00:03:17.120]  大家聽到是不是覺得很順意
[00:03:17.120 --> 00:03:18.320]  加男女子當然
[00:03:18.320 --> 00:03:20.320]  整本聖經很多加男女子
[00:03:20.320 --> 00:03:22.320]  不是的
[00:03:22.320 --> 00:03:24.320]  新約哪有加男女子
[00:03:24.320 --> 00:03:26.320]  加男女子是舊約
[00:03:26.320 --> 00:03:28.320]  平時說加男女子就不奇怪
[00:03:28.320 --> 00:03:30.320]  現在新約還加男女子
[00:03:30.320 --> 00:03:32.320]  加男女子在哪裡出現
[00:03:32.320 --> 00:03:33.320]  沒有
[00:03:33.320 --> 00:03:34.320]  沒有這些
[00:03:34.320 --> 00:03:38.320]  所以馬太福音刻意用這個字
[00:03:38.320 --> 00:03:40.320]  描述這個女子
[00:03:40.320 --> 00:03:42.320]  馬克福音就準確一點
[00:03:42.320 --> 00:03:44.320]  馬克福音七章二十六節
[00:03:44.320 --> 00:03:48.320]  這婦人是希臘人
[00:03:48.320 --> 00:03:52.320]  敘利亞的菲尼基族的人
[00:03:52.320 --> 00:03:54.320]  這個比較準確一點
[00:03:54.320 --> 00:03:56.320]  應該在那個地方
[00:03:56.320 --> 00:04:00.320]  菲尼基族人就對了
[00:04:00.320 --> 00:04:02.320]  希臘女子
[00:04:02.320 --> 00:04:03.320]  這些是對的
[00:04:03.320 --> 00:04:06.320]  馬太為什麼用加男女子呢
[00:04:06.320 --> 00:04:09.320]  當然你說馬太不管了
[00:04:09.320 --> 00:04:11.320]  總之外邦人就是加男女子
[00:04:11.320 --> 00:04:13.320]  我們要想想
[00:04:13.320 --> 00:04:16.320]  馬太的聽眾是猶太人
[00:04:16.320 --> 00:04:18.320]  對一個猶太人來說
[00:04:18.320 --> 00:04:21.320]  當你叫一個女子是加男女子的時候
[00:04:21.320 --> 00:04:22.320]  他們在想什麼
[00:04:22.320 --> 00:04:24.320]  這個才是問題
[00:04:24.320 --> 00:04:26.320]  他們是對一群人
[00:04:26.320 --> 00:04:27.320]  那群是猶太人
[00:04:27.320 --> 00:04:29.320]  他們說這件事的時候
[00:04:29.320 --> 00:04:30.320]  那些人在想什麼呢
[00:04:30.320 --> 00:04:31.320]  要看舊約了
[00:04:31.320 --> 00:04:33.320]  為什麼我不喜歡這段經文呢
[00:04:33.320 --> 00:04:35.320]  因為有不少舊約的東西
[00:04:35.320 --> 00:04:37.320]  舊約裡面加男女子
[00:04:37.320 --> 00:04:39.320]  加男人就是敵人
[00:04:39.320 --> 00:04:41.320]  敬拜偶像
[00:04:41.320 --> 00:04:43.320]  還有加男女子
[00:04:43.320 --> 00:04:45.320]  異族通婚
[00:04:45.320 --> 00:04:47.320]  什麼以色列熙密的時候
[00:04:47.320 --> 00:04:49.320]  異族通婚
[00:04:49.320 --> 00:04:51.320]  然後就搞了很多事
[00:04:51.320 --> 00:04:55.320]  在以色列的歷史裡面
[00:04:55.320 --> 00:04:57.320]  加男女子對他們來說
[00:04:57.320 --> 00:04:59.320]  是一個危機
[00:04:59.320 --> 00:05:01.320]  所以一說出的時候
[00:05:01.320 --> 00:05:03.320]  就警號響了
[00:05:03.320 --> 00:05:05.320]  不只是外邦人還是加男女子
[00:05:05.320 --> 00:05:07.320]  馬太福音刻意用這個字
[00:05:07.320 --> 00:05:09.320]  當然這麼說了之後
[00:05:09.320 --> 00:05:11.320]  你又記住
[00:05:11.320 --> 00:05:13.320]  耶穌不只是幫助他們
[00:05:13.320 --> 00:05:15.320]  還要讚賞他們
[00:05:15.320 --> 00:05:17.320]  你有沒有想過這個多大的突破
[00:05:17.320 --> 00:05:19.320]  我不知道大家心目中
[00:05:19.320 --> 00:05:21.320]  會不會有些人
[00:05:21.320 --> 00:05:23.320]  你覺得不應該
[00:05:23.320 --> 00:05:25.320]  不是好人
[00:05:25.320 --> 00:05:27.320]  可能那些人一想
[00:05:27.320 --> 00:05:29.320]  加男女子
[00:05:29.320 --> 00:05:31.320]  那又怎樣呢
[00:05:31.320 --> 00:05:33.320]  他們應該是負面的
[00:05:33.320 --> 00:05:35.320]  但原來故事
[00:05:35.320 --> 00:05:37.320]  表達出來
[00:05:37.320 --> 00:05:39.320]  是正面的
[00:05:39.320 --> 00:05:41.320]  這是重要的
[00:05:41.320 --> 00:05:43.320]  說耶穌怎樣也好
[00:05:43.320 --> 00:05:45.320]  耶穌一開始的時候
[00:05:45.320 --> 00:05:47.320]  是不理睬他們的
[00:05:47.320 --> 00:05:49.320]  耶穌又不理睬他們
[00:05:49.320 --> 00:05:51.320]  耶穌不理睬他們
[00:05:51.320 --> 00:05:53.320]  為什麼呢
[00:05:53.320 --> 00:05:55.320]  如果我們跟著一個人說
[00:05:55.320 --> 00:05:57.320]  先生幫我吧
[00:05:57.320 --> 00:05:59.320]  他又不理睬我們
[00:05:59.320 --> 00:06:01.320]  有兩個可能性
[00:06:01.320 --> 00:06:03.320]  一是不想幫
[00:06:03.320 --> 00:06:05.320]  但又不想拒絕
[00:06:05.320 --> 00:06:07.320]  這是一個可能性
[00:06:07.320 --> 00:06:09.320]  耶穌不理睬他們
[00:06:09.320 --> 00:06:11.320]  是因為不想幫他們
[00:06:11.320 --> 00:06:13.320]  另一個可能性是試試他們
[00:06:13.320 --> 00:06:15.320]  又不出聲
[00:06:15.320 --> 00:06:17.320]  可能耶穌也是這樣
[00:06:17.320 --> 00:06:19.320]  誰才是對的
[00:06:19.320 --> 00:06:21.320]  我們怎知道
[00:06:21.320 --> 00:06:23.320]  最後我們知道耶穌是幫他們的
[00:06:23.320 --> 00:06:25.320]  但耶穌那一刻
[00:06:25.320 --> 00:06:27.320]  就不出聲
[00:06:27.320 --> 00:06:29.320]  他不出聲
[00:06:29.320 --> 00:06:31.320]  現在就到了第二部分
[00:06:31.320 --> 00:06:33.320]  看看情景是怎樣
[00:06:33.320 --> 00:06:35.320]  開始有對話
[00:06:35.320 --> 00:06:37.320]  耶穌說話 門徒說話
[00:06:37.320 --> 00:06:39.320]  女子說話
[00:06:39.320 --> 00:06:41.320]  看看他們說什麼
[00:06:41.320 --> 00:06:45.320]  門徒就有點不耐煩
[00:06:45.320 --> 00:06:47.320]  就跟老師說
[00:06:47.320 --> 00:06:49.320]  叫他走吧
[00:06:49.320 --> 00:06:51.320]  我們一群男人
[00:06:51.320 --> 00:06:53.320]  一個女人
[00:06:53.320 --> 00:06:55.320]  跟著我們走來走去
[00:06:55.320 --> 00:06:57.320]  大家有沒有想過整個情形是怎樣
[00:06:57.320 --> 00:06:59.320]  12個男人加一個耶穌
[00:06:59.320 --> 00:07:01.320]  13個女人
[00:07:01.320 --> 00:07:03.320]  到處去
[00:07:03.320 --> 00:07:05.320]  不好看的
[00:07:05.320 --> 00:07:07.320]  叫他走吧
[00:07:07.320 --> 00:07:09.320]  現在是年初五
[00:07:09.320 --> 00:07:11.320]  我們不開門了
[00:07:11.320 --> 00:07:13.320]  叫他先過了
[00:07:13.320 --> 00:07:15.320]  中國情人節之後
[00:07:15.320 --> 00:07:17.320]  才來找我
[00:07:17.320 --> 00:07:21.320]  耶穌是否這樣
[00:07:21.320 --> 00:07:23.320]  沒有出聲
[00:07:23.320 --> 00:07:25.320]  實在你猜不到
[00:07:25.320 --> 00:07:27.320]  在解經裏面
[00:07:27.320 --> 00:07:29.320]  也有兩個解釋
[00:07:29.320 --> 00:07:31.320]  兩個解釋是怎樣
[00:07:31.320 --> 00:07:33.320]  一個覺得門徒這樣說
[00:07:33.320 --> 00:07:35.320]  是好意的
[00:07:35.320 --> 00:07:37.320]  一個是比較負面的
[00:07:37.320 --> 00:07:39.320]  好意的就是
[00:07:39.320 --> 00:07:41.320]  老師啊
[00:07:41.320 --> 00:07:43.320]  他那麼慘 幫他吧
[00:07:43.320 --> 00:07:45.320]  讓他可以走
[00:07:45.320 --> 00:07:47.320]  這是好一點的
[00:07:47.320 --> 00:07:49.320]  都是同一件事
[00:07:49.320 --> 00:07:51.320]  跟著我們
[00:07:51.320 --> 00:07:53.320]  你幫他吧
[00:07:53.320 --> 00:07:55.320]  讓他可以走
[00:07:55.320 --> 00:07:57.320]  另外那個就是我剛才說的
[00:07:57.320 --> 00:07:59.320]  老師啊
[00:07:59.320 --> 00:08:01.320]  不好看的
[00:08:01.320 --> 00:08:03.320]  你快點叫他走
[00:08:03.320 --> 00:08:05.320]  誰是對的
[00:08:05.320 --> 00:08:07.320]  我們也不知道
[00:08:07.320 --> 00:08:09.320]  不過
[00:08:09.320 --> 00:08:11.320]  以門徒
[00:08:11.320 --> 00:08:13.320]  之前的事
[00:08:13.320 --> 00:08:15.320]  他們的表現
[00:08:15.320 --> 00:08:17.320]  應該是比較負面的
[00:08:17.320 --> 00:08:19.320]  經常都有的
[00:08:19.320 --> 00:08:21.320]  小朋友來
[00:08:21.320 --> 00:08:23.320]  那麼吵叫他走
[00:08:23.320 --> 00:08:25.320]  這班男人
[00:08:25.320 --> 00:08:27.320]  小朋友又不對
[00:08:27.320 --> 00:08:29.320]  女人又不對
[00:08:29.320 --> 00:08:31.320]  所以
[00:08:31.320 --> 00:08:33.320]  從這個角度看
[00:08:33.320 --> 00:08:35.320]  負面是對的
[00:08:35.320 --> 00:08:37.320]  如果你問我
[00:08:37.320 --> 00:08:39.320]  我會說負面
[00:08:39.320 --> 00:08:41.320]  有天你看到彼得
[00:08:41.320 --> 00:08:43.320]  就問他
[00:08:43.320 --> 00:08:45.320]  奇怪
[00:08:45.320 --> 00:08:47.320]  如果他們認了
[00:08:47.320 --> 00:08:49.320]  每個人都說沒事
[00:08:49.320 --> 00:08:51.320]  現在他們出了聲
[00:08:51.320 --> 00:08:53.320]  出了聲之後
[00:08:53.320 --> 00:08:55.320]  耶穌回答他們
[00:08:55.320 --> 00:08:57.320]  耶穌出聲那一刻
[00:08:57.320 --> 00:08:59.320]  我就覺得驚訝
[00:08:59.320 --> 00:09:01.320]  因為他說什麼呢
[00:09:01.320 --> 00:09:03.320]  我奉差遣指示到以色列
[00:09:03.320 --> 00:09:05.320]  加米西的羊那裡去
[00:09:05.320 --> 00:09:07.320]  大家有沒有想過
[00:09:07.320 --> 00:09:09.320]  這句話是多麼爆炸性
[00:09:09.320 --> 00:09:11.320]  跟最近的Deep Sea
[00:09:11.320 --> 00:09:13.320]  一下爆出來
[00:09:13.320 --> 00:09:15.320]  差不多這麼大爆炸性
[00:09:15.320 --> 00:09:17.320]  為什麼
[00:09:17.320 --> 00:09:19.320]  我們傳福音
[00:09:19.320 --> 00:09:21.320]  耶穌說不是
[00:09:21.320 --> 00:09:23.320]  我們傳給外邦人
[00:09:23.320 --> 00:09:25.320]  傳到地極
[00:09:25.320 --> 00:09:27.320]  耶穌說不需要
[00:09:27.320 --> 00:09:29.320]  只是以色列加
[00:09:29.320 --> 00:09:31.320]  我喜歡這段英文
[00:09:31.320 --> 00:09:33.320]  第一次讀的時候
[00:09:33.320 --> 00:09:35.320]  吸我眼淚
[00:09:35.320 --> 00:09:37.320]  我們一味說神愛世人
[00:09:37.320 --> 00:09:39.320]  原來耶穌自己說不是
[00:09:39.320 --> 00:09:41.320]  首先有一樣東西
[00:09:41.320 --> 00:09:43.320]  大家有沒有想過
[00:09:43.320 --> 00:09:45.320]  耶穌是大聲說
[00:09:45.320 --> 00:09:47.320]  還是小聲說
[00:09:47.320 --> 00:09:49.320]  會不會耶穌跟他們說
[00:09:49.320 --> 00:09:51.320]  我們對猶太人傳福音
[00:09:51.320 --> 00:09:53.320]  不想讓別人聽
[00:09:53.320 --> 00:09:55.320]  或者耶穌
[00:09:55.320 --> 00:09:57.320]  大聲說
[00:09:57.320 --> 00:09:59.320]  這件事
[00:09:59.320 --> 00:10:01.320]  我們也不知道
[00:10:01.320 --> 00:10:03.320]  不過我又不相信
[00:10:03.320 --> 00:10:05.320]  耶穌會說
[00:10:05.320 --> 00:10:07.320]  不讓人聽
