
[00:00:00.000 --> 00:00:07.600]  剛才的聖詩說世界多變
[00:00:07.600 --> 00:00:10.960]  但我們的心依然很有平安
[00:00:10.960 --> 00:00:13.520]  我不知道你唱的時候有什麼感想
[00:00:13.520 --> 00:00:18.000]  可能你的心會想唱歌就容易了
[00:00:18.000 --> 00:00:22.640]  但我真正在外面要面對這麼多變的世界
[00:00:22.640 --> 00:00:24.480]  這麼多的災難
[00:00:24.480 --> 00:00:26.960]  你叫我的心怎麼能夠有平安呢?
[00:00:26.960 --> 00:00:30.800]  如果你近幾年心情很緊張
[00:00:30.800 --> 00:00:33.440]  晚上睡眠不足
[00:00:33.440 --> 00:00:35.280]  這是可以理解的
[00:00:35.280 --> 00:00:39.120]  因為實在有很多很多事情發生
[00:00:39.120 --> 00:00:42.320]  而且發生得不單很快
[00:00:42.320 --> 00:00:47.520]  而且有些事情發生得很快的程度
[00:00:47.520 --> 00:00:49.760]  是我們以前沒辦法想像的
[00:00:49.760 --> 00:00:52.160]  我記得在三年前
[00:00:52.160 --> 00:00:54.800]  當疫情剛剛開始的時候
[00:00:54.800 --> 00:00:56.000]  不知道大家記不記得
[00:00:56.000 --> 00:00:58.240]  當時如果你感染了
[00:00:58.240 --> 00:01:01.440]  你就沒有了
[00:01:01.440 --> 00:01:03.040]  你如果感染了
[00:01:03.040 --> 00:01:04.960]  死的機會很大
[00:01:04.960 --> 00:01:08.320]  而且最慘的是沒辦法去擔心你
[00:01:08.320 --> 00:01:12.960]  連喪禮都不能夠專命為榮
[00:01:12.960 --> 00:01:14.960]  你一送進去就沒有了
[00:01:14.960 --> 00:01:17.680]  我還記得當時我大大
[00:01:17.680 --> 00:01:20.240]  我大大是我十七歲已經認識的
[00:01:20.240 --> 00:01:21.440]  幾十年夫妻
[00:01:21.440 --> 00:01:23.280]  我大大跟我說
[00:01:23.280 --> 00:01:25.840]  我們現在大家要先說好
[00:01:25.840 --> 00:01:29.120]  如果我們當中哪一個感染了
[00:01:29.120 --> 00:01:31.600]  我們就不能夠再見面了
[00:01:31.600 --> 00:01:34.560]  下次我們再見就在天上了
[00:01:34.560 --> 00:01:35.440]  所以我大大說
[00:01:35.440 --> 00:01:37.680]  我現在跟你說再見
[00:01:37.680 --> 00:01:39.600]  說再見
[00:01:39.600 --> 00:01:42.880]  我聽到的時候心裡有很大的感觸
[00:01:42.880 --> 00:01:46.240]  為什麼事情會發生成這樣呢?
[00:01:46.240 --> 00:01:49.840]  我們都度過了三年
[00:01:49.840 --> 00:01:54.320]  現在我們還有些弟兄姊妹戴著口罩
[00:01:54.320 --> 00:01:57.200]  昨晚我上季教會的網誌去看
[00:01:57.200 --> 00:01:59.600]  裡面還吩咐一定要戴口罩
[00:01:59.600 --> 00:02:01.600]  所以我戴了口罩
[00:02:01.600 --> 00:02:03.840]  我在門口看到個個都不戴
[00:02:03.840 --> 00:02:06.320]  我就收起來了
[00:02:06.320 --> 00:02:10.560]  世界是不斷地在變化
[00:02:10.560 --> 00:02:13.120]  我戰爭已經打了一年多
[00:02:13.120 --> 00:02:15.840]  現在似乎進入尾聲
[00:02:15.840 --> 00:02:18.480]  我們都在等烏克蘭反攻
[00:02:18.480 --> 00:02:21.680]  看這場仗還要打多久
[00:02:21.680 --> 00:02:24.000]  但現在其實最緊張的
[00:02:24.000 --> 00:02:26.240]  我可以告訴你不是我那裡
[00:02:26.240 --> 00:02:28.640]  我那裡已經成定局了
[00:02:28.640 --> 00:02:31.360]  現在只差怎麼收場
[00:02:31.360 --> 00:02:33.200]  和戰後怎麼重建
[00:02:33.200 --> 00:02:35.120]  沒什麼看的了
[00:02:35.120 --> 00:02:41.200]  現在其實最緊張的是台灣海峽那裡
[00:02:41.200 --> 00:02:45.840]  你不知道中國下一步會怎麼樣
[00:02:45.840 --> 00:02:49.600]  我相信美國是有情報的
[00:02:49.600 --> 00:02:52.160]  是說真的有可能會打仗
[00:02:52.160 --> 00:02:56.000]  所以很緊張美國有很多航空母艦在那裡
[00:02:56.000 --> 00:02:58.960]  而且日本和韓國
[00:02:58.960 --> 00:03:02.160]  這兩個仇家已經幾十年仇家了
[00:03:02.160 --> 00:03:04.240]  最近重修於好
[00:03:04.240 --> 00:03:05.760]  大家一起防衛
[00:03:05.760 --> 00:03:07.520]  再加上菲律賓
[00:03:07.520 --> 00:03:12.400]  現在那裡大家已經是站馬了
[00:03:12.400 --> 00:03:14.400]  如果一開戰那裡
[00:03:14.400 --> 00:03:18.000]  可以演變成另一場的武戰爭
[00:03:18.000 --> 00:03:21.600]  就在我們亞洲那裡
[00:03:21.600 --> 00:03:23.040]  很緊張很緊張
[00:03:23.040 --> 00:03:26.720]  現在都不知道下一步會發生什麼樣
[00:03:26.720 --> 00:03:28.640]  美國這裡呢
[00:03:28.640 --> 00:03:33.120]  其實我們最近是度過了很緊張的時刻
[00:03:33.120 --> 00:03:34.640]  我是銀行出身的
[00:03:34.640 --> 00:03:37.200]  我做了21年銀行
[00:03:37.200 --> 00:03:38.400]  我做銀行的時候
[00:03:38.400 --> 00:03:40.800]  我知道最大風險是什麼呢
[00:03:40.800 --> 00:03:45.680]  最大風險就是如果那些存戶來拿錢
[00:03:45.680 --> 00:03:47.200]  那個叫擠提
[00:03:47.200 --> 00:03:49.120]  國語叫擠兌
[00:03:49.120 --> 00:03:52.960]  就是說如果很多存戶一起來拿錢的時候
[00:03:52.960 --> 00:03:56.160]  你那間銀行我不管你匯豐這麼大
[00:03:56.160 --> 00:03:57.840]  CDB這麼大
[00:03:57.840 --> 00:03:59.600]  你都沒辦法支持的
[00:03:59.600 --> 00:04:02.160]  你捱兩天你捱不到三天的
[00:04:02.160 --> 00:04:03.920]  一定死的
[00:04:03.920 --> 00:04:06.560]  所以我做銀行的時候就想著
[00:04:06.560 --> 00:04:08.320]  如果萬一有擠提的時候
[00:04:08.320 --> 00:04:10.640]  我們怎麼應付
[00:04:10.640 --> 00:04:12.640]  我就想到一條計謀
[00:04:12.640 --> 00:04:15.360]  我就說如果我們銀行擠提
[00:04:15.360 --> 00:04:20.480]  我第一我宣佈24小時開門
[00:04:20.480 --> 00:04:23.040]  第二我放好現金在這裡
[00:04:23.040 --> 00:04:24.960]  隨便你來拿
[00:04:24.960 --> 00:04:27.200]  那些人反而不來拿
[00:04:27.200 --> 00:04:30.080]  你說不讓人來你每天只能拿50元
[00:04:30.080 --> 00:04:32.640]  那些人排隊排到通宵
[00:04:32.640 --> 00:04:34.320]  但我任你拿
[00:04:34.320 --> 00:04:35.840]  我開24小時
[00:04:35.840 --> 00:04:38.400]  我想著這些計謀
[00:04:38.400 --> 00:04:40.320]  幸好不需要用
[00:04:40.320 --> 00:04:42.240]  今天這些計謀行不行
[00:04:42.240 --> 00:04:44.800]  這些計謀是不行的
[00:04:44.800 --> 00:04:48.400]  因為今天的擠提人家不用排隊的
[00:04:48.400 --> 00:04:52.160]  在電腦裡按按按已經幾個billion出去
[00:04:52.160 --> 00:04:54.400]  才幾個禮拜其實很緊張
[00:04:54.400 --> 00:04:58.560]  很緊張我們知道這裡的Silicon Valley Bank
[00:04:58.560 --> 00:05:00.160]  那邊的Signature Bank
[00:05:00.160 --> 00:05:02.400]  後面這裡的First Republic Bank
[00:05:02.400 --> 00:05:04.720]  這些其實都挺好的銀行
[00:05:04.720 --> 00:05:07.040]  現在的擠提不再是
[00:05:07.040 --> 00:05:09.200]  裡面有很多壞帳收不回
[00:05:09.200 --> 00:05:10.400]  銀行有問題
[00:05:10.400 --> 00:05:12.640]  傳出來的傳媒就去拿錢
[00:05:12.640 --> 00:05:16.240]  這些銀行是沒什麼問題的
[00:05:16.240 --> 00:05:18.720]  但突然間有人說拿錢
[00:05:18.720 --> 00:05:20.560]  是沒辦法可以維持的
[00:05:20.560 --> 00:05:24.160]  你知不知道那兩個週末
[00:05:24.160 --> 00:05:27.280]  一個週末是Silicon Valley Bank出事
[00:05:27.280 --> 00:05:30.320]  一個週末是瑞士瑞信銀行出事
[00:05:30.320 --> 00:05:34.160]  是整個世界面對經濟的崩潰
[00:05:34.160 --> 00:05:36.400]  銀行制度的崩潰
[00:05:36.400 --> 00:05:39.360]  很緊張很緊張
[00:05:39.360 --> 00:05:40.960]  聯儲局要出來做了一樣
[00:05:40.960 --> 00:05:42.640]  從來不做的事
[00:05:42.640 --> 00:05:45.200]  所有的存戶都補
[00:05:45.200 --> 00:05:47.760]  這件事其實是很有後遺症的
[00:05:47.760 --> 00:05:53.920]  但那個週末是世界面臨經濟的崩潰
[00:05:53.920 --> 00:05:56.800]  心裡有沒有辦法不緊張呢
[00:05:56.800 --> 00:05:59.840]  突然間全世界銀行倒閉
[00:05:59.840 --> 00:06:01.600]  銀行的錢全部沒了
[00:06:01.600 --> 00:06:08.800]  哪個政府能夠托著整個世界經濟的崩潰
[00:06:08.800 --> 00:06:11.920]  這些是大為發生的事
[00:06:11.920 --> 00:06:13.440]  天天都在發生
[00:06:13.440 --> 00:06:17.200]  你真的不知道明天會有什麼
[00:06:17.200 --> 00:06:20.080]  美國明年有大選
[00:06:20.080 --> 00:06:22.960]  你不知道還有什麼
[00:06:22.960 --> 00:06:25.120]  前總統可能要坐牢幾十年
[00:06:25.120 --> 00:06:26.480]  現在他的罪名
[00:06:26.480 --> 00:06:28.000]  怎樣發展呢
[00:06:28.000 --> 00:06:30.400]  兩黨怎樣鬥爭呢
[00:06:30.400 --> 00:06:33.120]  真是天天有新鮮的東西看到
[00:06:33.120 --> 00:06:37.600]  你如果明白我們處在一個什麼環境
[00:06:37.600 --> 00:06:41.200]  你的心沒辦法不怕
[00:06:41.200 --> 00:06:43.360]  你的個人方面
[00:06:43.360 --> 00:06:45.280]  你今天很健康坐在這裡
[00:06:45.280 --> 00:06:49.760]  你明天可以突然間身體失去了你的健康
[00:06:49.760 --> 00:06:52.000]  剛才牧師祈禱的時候提到
[00:06:52.000 --> 00:06:55.440]  現在那個裁員的浪潮
[00:06:55.440 --> 00:06:57.200]  一浪一浪
[00:06:57.200 --> 00:06:59.200]  而且這次是很多
[00:06:59.200 --> 00:07:00.960]  十幾二十萬年新
[00:07:00.960 --> 00:07:03.520]  在高科技那些人突然間沒了工作
[00:07:03.520 --> 00:07:05.600]  他買了一間房子每個月工作七千元
[00:07:05.600 --> 00:07:07.280]  那怎麼辦呢
[00:07:07.280 --> 00:07:09.840]  很多人面對著這樣的情況
[00:07:09.840 --> 00:07:11.760]  失去工作
[00:07:11.760 --> 00:07:15.280]  有婚姻突然間會出事
[00:07:15.280 --> 00:07:22.640]  個人的生命會突然間出現一些難題
[00:07:22.640 --> 00:07:25.600]  基督徒神從來沒說
[00:07:25.600 --> 00:07:29.440]  你信了主你就百病不侵
[00:07:29.440 --> 00:07:31.200]  災難沒你的份
[00:07:31.200 --> 00:07:32.960]  所以弟兄姊妹我們跟別人傳福音
[00:07:32.960 --> 00:07:34.560]  千萬不要告訴別人
[00:07:34.560 --> 00:07:35.920]  你信耶穌吧
[00:07:35.920 --> 00:07:37.920]  你信了耶穌什麼都可以
[00:07:37.920 --> 00:07:39.280]  你婚姻不行嗎
[00:07:39.280 --> 00:07:40.720]  你信了耶穌你就行了
[00:07:40.720 --> 00:07:41.840]  你找不到工作嗎
[00:07:41.840 --> 00:07:43.600]  你信了耶穌你就找到工作了
[00:07:43.600 --> 00:07:44.400]  你病了嗎
[00:07:44.400 --> 00:07:46.160]  信了耶穌就好了
[00:07:46.160 --> 00:07:50.000]  這樣傳福音法就很有問題
[00:07:50.000 --> 00:07:53.840]  因為神從來沒說你是基督徒
[00:07:53.840 --> 00:07:55.760]  這些就完全不關你的事
[00:07:55.760 --> 00:07:57.920]  你是一帆風順
[00:07:57.920 --> 00:08:01.200]  是經常都很平安的
[00:08:01.200 --> 00:08:05.120]  甚至我有見過一個人很地地
[00:08:05.120 --> 00:08:08.000]  信了耶穌之後才有災難
[00:08:08.000 --> 00:08:09.600]  如果你這樣跟他傳福音
[00:08:09.600 --> 00:08:11.920]  怎麼能夠解釋呢
[00:08:11.920 --> 00:08:14.080]  所以神從來沒說我們基督徒
[00:08:14.080 --> 00:08:16.160]  不用面對災難
[00:08:16.160 --> 00:08:20.240]  但他說會把平安賜給我們
