
[00:00:00.000 --> 00:00:02.000]  (字幕: 由於時間關係,所以不得不重複)
[00:00:02.000 --> 00:00:06.000]  我們已經開始了一個新的系列
[00:00:06.000 --> 00:00:09.000]  這個系列是講天堂
[00:00:09.000 --> 00:00:12.000]  也會講一點點地獄
[00:00:12.000 --> 00:00:16.000]  主要是要來鼓勵弟兄姊妹
[00:00:16.000 --> 00:00:23.000]  告訴我們將來要永遠與神同在的地方究竟是怎樣
[00:00:23.000 --> 00:00:25.000]  我們講了兩個信息
[00:00:25.000 --> 00:00:29.000]  第一個是說天堂到底會在哪裡
[00:00:29.000 --> 00:00:33.000]  第二個信息是說天堂是怎樣的
[00:00:33.000 --> 00:00:35.000]  這個新天新地
[00:00:35.000 --> 00:00:38.000]  本來今天應該講第三個信息
[00:00:38.000 --> 00:00:43.000]  就是天堂之城新耶路撒冷是怎樣
[00:00:43.000 --> 00:00:45.000]  但是因為是復活的主日
[00:00:45.000 --> 00:00:49.000]  所以我是講一個與復活主日有關的信息
[00:00:49.000 --> 00:00:53.000]  我叫他做天堂裡換湯換藥的人
[00:00:53.000 --> 00:01:00.000]  這個就是告訴我們將來在天堂我們會有一個完美的身體
[00:01:00.000 --> 00:01:03.000]  來永遠與神同在
[00:01:03.000 --> 00:01:08.000]  天堂不單止是一個完美的地方
[00:01:08.000 --> 00:01:13.000]  天堂也是一個有完美的人居住的地方
[00:01:13.000 --> 00:01:16.000]  我們將來會有一個完美的身體
[00:01:16.000 --> 00:01:19.000]  永遠在天堂居住
[00:01:19.000 --> 00:01:25.000]  我講過我們的身體是分開有裡面和外面
[00:01:25.000 --> 00:01:30.000]  我們裡面的是我們的靈才是我們真正的自己
[00:01:30.000 --> 00:01:34.000]  我們外面的是我們看得到的身體
[00:01:34.000 --> 00:01:38.000]  但我們將來在天堂會有一個完美的靈
[00:01:38.000 --> 00:01:41.000]  也會有一個完美的身體
[00:01:41.000 --> 00:01:47.000]  剛才我們讀過的經文在哥倫多前書的十五章三十五節
[00:01:47.000 --> 00:01:53.000]  保羅問死人怎樣復活帶著什麼身體來呢
[00:01:53.000 --> 00:01:57.000]  保羅說我們怎樣才能夠復活
[00:01:57.000 --> 00:02:01.000]  我們將來的身體又會是怎樣
[00:02:01.000 --> 00:02:09.000]  在接著的經文保羅就將我們現在的身體和將來的身體來做一個比較
[00:02:09.000 --> 00:02:13.000]  讓我們看到我們將來的身體會怎樣
[00:02:13.000 --> 00:02:17.000]  香港人說換湯不換藥
[00:02:17.000 --> 00:02:20.000]  意思就是說沒有什麼改變
[00:02:20.000 --> 00:02:26.000]  我叫今天的這個訊息叫做天堂換湯又換藥的人
[00:02:26.000 --> 00:02:31.000]  意思就是說我們在天堂會和我們現在是完全不同
[00:02:31.000 --> 00:02:35.000]  究竟有什麼不同呢我們一起來看看
[00:02:35.000 --> 00:02:41.000]  首先保羅問人怎樣能夠復活
[00:02:41.000 --> 00:02:44.000]  怎樣能夠復活
[00:02:44.000 --> 00:02:47.000]  然後保羅自己回答自己的問題
[00:02:47.000 --> 00:02:51.000]  在哥倫多前書的十五章三十六節
[00:02:51.000 --> 00:02:57.000]  他說無知的人啊你所中的若不死就不能生了
[00:02:57.000 --> 00:03:01.000]  意思就是說我們要復活的話很簡單
[00:03:01.000 --> 00:03:05.000]  我們首先是要經過死亡
[00:03:05.000 --> 00:03:08.000]  就好像一粒種子一樣
[00:03:08.000 --> 00:03:12.000]  一粒種子要埋葬在泥土裏面
[00:03:12.000 --> 00:03:16.000]  才能夠生出新的生命出來
[00:03:16.000 --> 00:03:24.000]  這和耶穌基督在約翰福音十二章二十四節所說的一模一樣
[00:03:24.000 --> 00:03:29.000]  很多世人在這個世上都求長生不老的約
[00:03:29.000 --> 00:03:32.000]  希望是不會死
[00:03:32.000 --> 00:03:35.000]  如果現在用我們的身體
[00:03:35.000 --> 00:03:39.000]  這個是會敗壞是會衰殘的身體
[00:03:39.000 --> 00:03:43.000]  如果我們永遠是不能死的話是一個咒詛
[00:03:43.000 --> 00:03:48.000]  這個也是原因我上次和大家說
[00:03:48.000 --> 00:03:53.000]  亞當和夏娃在伊甸園犯罪之後
[00:03:53.000 --> 00:03:56.000]  他們開始身體敗壞
[00:03:56.000 --> 00:04:02.000]  神立刻就差派基魯伯的天使守住那棵生命樹
[00:04:02.000 --> 00:04:07.000]  因為如果他們繼續在生命樹上吃生命樹上的果子
[00:04:07.000 --> 00:04:09.000]  而他們不能死的話
[00:04:09.000 --> 00:04:11.000]  這個真的很殘忍
[00:04:11.000 --> 00:04:14.000]  因為他們的身體越來越衰殘
[00:04:14.000 --> 00:04:16.000]  所以經文告訴我們
[00:04:16.000 --> 00:04:18.000]  我們要有復活的身體
[00:04:18.000 --> 00:04:23.000]  我們首先要死了才能有復活的身體
[00:04:23.000 --> 00:04:27.000]  除非我們是近臂神來祝福
[00:04:27.000 --> 00:04:30.000]  當耶穌基督回來的時候我們還活著
[00:04:30.000 --> 00:04:33.000]  這樣我們就不會經過死亡
[00:04:33.000 --> 00:04:39.000]  我們這個衰敗的身體會立刻在半空和耶穌基督相遇
[00:04:39.000 --> 00:04:42.000]  會變成榮耀的身體
[00:04:42.000 --> 00:04:46.000]  在聖經裏面也有給我們看到有例子
[00:04:46.000 --> 00:04:50.000]  在舊約有以諾和以利亞
[00:04:50.000 --> 00:04:55.000]  他們沒有經過死亡就被神接了去
[00:04:55.000 --> 00:05:01.000]  我們這個復活的身體到底會是怎樣呢?
[00:05:01.000 --> 00:05:06.000]  在哥林多前書15章37節裏寫道
[00:05:06.000 --> 00:05:11.000]  「並且你所種的不是那將來的形體
[00:05:11.000 --> 00:05:17.000]  不過是籽粒,即如蜜籽,或是別樣的菊。」
[00:05:17.000 --> 00:05:21.000]  為何說那麼多又籽粒又蜜籽又菊
[00:05:21.000 --> 00:05:24.000]  這些都是種子
[00:05:24.000 --> 00:05:28.000]  所種在泥土裏面的是一粒種子
[00:05:28.000 --> 00:05:31.000]  但生出來的是一棵植物
[00:05:31.000 --> 00:05:35.000]  那棵植物和種進去的種子是不一樣的
[00:05:35.000 --> 00:05:41.000]  也就是說我們將來的身體和我們現在的身體是完全不一樣
[00:05:41.000 --> 00:05:48.000]  種到地上的是一粒又皺皮又細粒的啡色的種子
[00:05:48.000 --> 00:05:54.000]  但將來生出來的是一棵很漂亮的綠色的植物
[00:05:54.000 --> 00:05:57.000]  正如我們的身體也是一樣
[00:05:57.000 --> 00:06:02.000]  我們死了埋葬在土地裏面是會衰殘的
[00:06:02.000 --> 00:06:07.000]  慢慢會腐爛,會塵歸塵,土歸土
[00:06:07.000 --> 00:06:11.000]  但將來我們復活的身體會很漂亮
