
[00:00:00.000 --> 00:00:02.000]  我們再一次唐三彌祈禱
[00:00:02.000 --> 00:00:06.000]  天父我們眾兒女聚集在你的寶座面前
[00:00:06.000 --> 00:00:08.000]  我們敬拜你
[00:00:08.000 --> 00:00:12.000]  我們承認你是掌管我們生命
[00:00:12.000 --> 00:00:18.000]  亦都是掌管我們所處的世界
[00:00:18.000 --> 00:00:22.000]  主讓我們看清楚
[00:00:22.000 --> 00:00:25.000]  這個世界是屬於誰的
[00:00:25.000 --> 00:00:33.000]  讓我們明白我們的生命從你創造到你救贖
[00:00:33.000 --> 00:00:40.000]  到你將我們放在香港90年代這個時間空間當中
[00:00:40.000 --> 00:00:46.000]  主讓我們向你能夠有一個謙卑的心
[00:00:46.000 --> 00:00:48.000]  求你對我們說話
[00:00:48.000 --> 00:00:51.000]  今晚這段時間求你在我們中間
[00:00:51.000 --> 00:00:54.000]  保守我們的心懷意念
[00:00:54.000 --> 00:00:56.000]  除去我們的疲倦
[00:00:56.000 --> 00:00:59.000]  加我們心靈的力量
[00:00:59.000 --> 00:01:02.000]  禱告一封耶穌基督的命令
[00:01:02.000 --> 00:01:06.000]  小小溫習
[00:01:06.000 --> 00:01:10.000]  都是幫助一些今晚看書
[00:01:10.000 --> 00:01:12.000]  但上星期不看書的弟兄姊妹
[00:01:12.000 --> 00:01:14.000]  如果我們看《大義理書》
[00:01:14.000 --> 00:01:19.000]  是一本關於基督再來的寓言書的話
[00:01:19.000 --> 00:01:23.000]  它和我們今天辦公室的關係
[00:01:23.000 --> 00:01:26.000]  只有我們等候主再來
[00:01:26.000 --> 00:01:28.000]  或者我們會問
[00:01:28.000 --> 00:01:29.000]  如果耶穌現在回來
[00:01:29.000 --> 00:01:32.000]  你在辦公室做什麼呢?
[00:01:32.000 --> 00:01:34.000]  這些問題很難回答
[00:01:34.000 --> 00:01:37.000]  最好的答案就是我應該在傳福音
[00:01:37.000 --> 00:01:40.000]  我記得小時候
[00:01:40.000 --> 00:01:42.000]  我們不去電影院看電影的原因
[00:01:42.000 --> 00:01:44.000]  就是我們回答不到這個問題
[00:01:44.000 --> 00:01:45.000]  如果耶穌回來
[00:01:45.000 --> 00:01:46.000]  你在這裡看電影
[00:01:46.000 --> 00:01:48.000]  那你會怎樣呢?
[00:01:48.000 --> 00:01:52.000]  但我們說《大義理書》不是一本這樣的書卷
[00:01:52.000 --> 00:01:54.000]  它是一本智慧書
[00:01:54.000 --> 00:01:57.000]  《大義理》是一個智慧人
[00:01:57.000 --> 00:02:03.000]  《大義理》所面對的是一個新的文化挑戰和衝擊
[00:02:03.000 --> 00:02:08.000]  就是他離開了他的故鄉
[00:02:08.000 --> 00:02:15.000]  離開了一個信奉耶和華上帝的國家
[00:02:15.000 --> 00:02:17.000]  他生活在巴比倫
[00:02:17.000 --> 00:02:21.000]  而且在巴比倫的宮廷當中
[00:02:21.000 --> 00:02:27.000]  他生活在一個異教偶像的文化裡面
[00:02:27.000 --> 00:02:33.000]  他生活在一個帝國的政府的樞紐
[00:02:33.000 --> 00:02:39.000]  智慧文學是回應神的子民
[00:02:39.000 --> 00:02:47.000]  在兩約之間受到希臘文化的衝擊
[00:02:47.000 --> 00:02:53.000]  我們在三講過兩約之間不是一段黑暗的時期
[00:02:53.000 --> 00:02:56.000]  不是一段上帝沉默的時期
[00:02:56.000 --> 00:03:00.000]  兩約之間的四百年的歷史
[00:03:00.000 --> 00:03:02.000]  如果上一節有提到
[00:03:02.000 --> 00:03:05.000]  你應該拿出一個很精彩的年表
[00:03:05.000 --> 00:03:07.000]  慢慢在主要學可以看
[00:03:07.000 --> 00:03:16.000]  這四百年和大衛的皇朝是可以不相伯仲的
[00:03:16.000 --> 00:03:20.000]  就是說以色列人神的子民
[00:03:20.000 --> 00:03:31.000]  活在一個完全和他們的信仰不同的處境
[00:03:31.000 --> 00:03:34.000]  足足有四百多年
[00:03:34.000 --> 00:03:41.000]  和他們活在一個大衛的皇朝底下的歷史是一樣長
[00:03:41.000 --> 00:03:45.000]  當然有些以色列人
[00:03:45.000 --> 00:03:47.000]  有些猶太人他們回歸
[00:03:47.000 --> 00:03:53.000]  好像以色列、尼西米、索羅巴伯、耶穌亞
[00:03:53.000 --> 00:03:57.000]  這些甚至是哈蓋、撒加利亞
[00:03:57.000 --> 00:04:02.000]  或者如果馬拉基是一個人名而不是我的僕人
[00:04:02.000 --> 00:04:05.000]  這一批人物他們回到他們的選擇
[00:04:05.000 --> 00:04:09.000]  回到重建聖殿、重建聖城
[00:04:09.000 --> 00:04:14.000]  重建一個屬於神的社會
[00:04:14.000 --> 00:04:17.000]  但是但以利沒有這樣做
[00:04:17.000 --> 00:04:22.000]  但以利選擇留在巴比倫
[00:04:22.000 --> 00:04:28.000]  以至到馬代、波斯的異鄉當中
[00:04:28.000 --> 00:04:35.000]  中老甚至相信他死在外國
[00:04:35.000 --> 00:04:40.000]  智慧文學要回應的是一個新的處境
[00:04:40.000 --> 00:04:44.000]  不再是教會裏面的問題
[00:04:44.000 --> 00:04:48.000]  不再是一個基督徒獨處的問題
[00:04:48.000 --> 00:04:52.000]  不是自己生命的措手的問題
[00:04:52.000 --> 00:04:58.000]  而是在一個挑戰、在一個試驗當中
[00:04:58.000 --> 00:05:01.000]  我們首先留意到但以利書裏面那幾個事件
[00:05:01.000 --> 00:05:05.000]  讓我們看到但以利和他三個朋友
[00:05:05.000 --> 00:05:10.000]  他們如何一次又一次面對考驗
[00:05:10.000 --> 00:05:15.000]  從小到大由淺入深
[00:05:15.000 --> 00:05:21.000]  第一章提到他們自己選擇一個很小的事情
[00:05:21.000 --> 00:05:22.000]  就是十天
[00:05:22.000 --> 00:05:24.000]  你可以說禁食
[00:05:24.000 --> 00:05:29.000]  你可以說他們不吃皇帝給他們的飲食
[00:05:29.000 --> 00:05:31.000]  沒什麼後果的
[00:05:31.000 --> 00:05:34.000]  我們留意到經文大家都會很熟悉
[00:05:34.000 --> 00:05:37.000]  但以利沒有說如果十天之後
[00:05:37.000 --> 00:05:40.000]  你強迫我們吃回那些食物
[00:05:40.000 --> 00:05:42.000]  我們就殉道給你看
[00:05:42.000 --> 00:05:43.000]  沒有
[00:05:43.000 --> 00:05:46.000]  不是減身還是裁員的選擇
[00:05:46.000 --> 00:05:50.000]  到時如果不行就減了
[00:05:50.000 --> 00:05:52.000]  就吃了
[00:05:52.000 --> 00:05:55.000]  很合理的
[00:05:55.000 --> 00:05:57.000]  不是一開始就要你殉道
[00:05:57.000 --> 00:06:01.000]  就要你選擇究竟是生還是死
[00:06:01.000 --> 00:06:07.000]  從小開始他們操練他們的信心
[00:06:07.000 --> 00:06:14.000]  這些信心或過去在一個比較友善的環境中
[00:06:14.000 --> 00:06:16.000]  是不需要操練的
[00:06:16.000 --> 00:06:20.000]  在一個大家同聲同氣的環境中
[00:06:20.000 --> 00:06:22.000]  或者是take for granted的
[00:06:22.000 --> 00:06:24.000]  理所當然的
[00:06:24.000 --> 00:06:27.000]  但現在環境轉變
[00:06:27.000 --> 00:06:28.000]  文化轉變
[00:06:28.000 --> 00:06:30.000]  新的挑戰來到
[00:06:30.000 --> 00:06:34.000]  他們好像在探索他們的腳步
[00:06:34.000 --> 00:06:36.000]  摸索他們的神
[00:06:36.000 --> 00:06:38.000]  如何和他們同在
[00:06:38.000 --> 00:06:41.000]  於是從小時候開始
[00:06:41.000 --> 00:06:42.000]  我們提到
[00:06:42.000 --> 00:06:44.000]  這其實是一個很好的榜樣
[00:06:44.000 --> 00:06:46.000]  很好的啟發
[00:06:46.000 --> 00:06:48.000]  然後我們在第三章讀到
[00:06:48.000 --> 00:06:51.000]  那三個朋友拜王的金像
[00:06:51.000 --> 00:06:56.000]  我們看到這不是針對他們幾個屬神的兒女
[00:06:56.000 --> 00:07:00.000]  這是一個政策的轉變
[00:07:00.000 --> 00:07:02.000]  人人都要這樣做
[00:07:02.000 --> 00:07:06.000]  但這幾個朋友他們站在那裡
[00:07:06.000 --> 00:07:09.000]  他們對上帝的認識
[00:07:09.000 --> 00:07:13.000]  不是一個我付出熱心
[00:07:13.000 --> 00:07:17.000]  上帝就要幫我這樣的交易
[00:07:17.000 --> 00:07:20.000]  上帝能夠拯救他們
[00:07:20.000 --> 00:07:24.000]  上帝會拯救他們
[00:07:24.000 --> 00:07:27.000]  但是還有四個字
[00:07:27.000 --> 00:07:30.000]  積惑不言
[00:07:30.000 --> 00:07:33.000]  就算上帝不拯救我們
[00:07:33.000 --> 00:07:34.000]  利普加尼沙王
[00:07:34.000 --> 00:07:37.000]  我們都不會拜你的金像
[00:07:37.000 --> 00:07:39.000]  其實整個試驗的焦點
[00:07:39.000 --> 00:07:42.000]  在這句話上就瓦解了
[00:07:42.000 --> 00:07:45.000]  整個挑戰就是要強迫他們
[00:07:45.000 --> 00:07:48.000]  跪拜這個偶像
[00:07:48.000 --> 00:07:49.000]  用生命
[00:07:49.000 --> 00:07:52.000]  用死亡來威脅他們
[00:07:52.000 --> 00:07:57.000]  勝敗不需要等到入火搖才分
[00:07:57.000 --> 00:08:00.000]  在這個態度
[00:08:00.000 --> 00:08:02.000]  在這個立場上
[00:08:02.000 --> 00:08:05.000]  這個攻擊已經再無意義
[00:08:05.000 --> 00:08:10.000]  這些經文我們需要慢慢思想
[00:08:10.000 --> 00:08:14.000]  很難忽倫敦祖背金句
[00:08:14.000 --> 00:08:15.000]  拿教訓
[00:08:15.000 --> 00:08:21.000]  這些不是像ABC Copybook那樣的經文
[00:08:21.000 --> 00:08:24.000]  這些是智慧的文學
[00:08:24.000 --> 00:08:28.000]  需要你浸淫進去
[00:08:28.000 --> 00:08:30.000]  作為一個借鏡
[00:08:30.000 --> 00:08:33.000]  對你的啟發在哪裡呢?
[00:08:33.000 --> 00:08:35.000]  他不畫公仔畫出腸
[00:08:35.000 --> 00:08:36.000]  他不會說
[00:08:36.000 --> 00:08:37.000]  所以弟兄們
[00:08:37.000 --> 00:08:39.000]  我以神的慈悲勸你們
[00:08:39.000 --> 00:08:41.000]  沒有的
[00:08:41.000 --> 00:08:42.000]  他說完就說完
[00:08:42.000 --> 00:08:43.000]  你不明白
[00:08:43.000 --> 00:08:45.000]  Too bad
[00:08:45.000 --> 00:08:47.000]  過了就算了
[00:08:47.000 --> 00:08:49.000]  到第六章我們知道
[00:08:49.000 --> 00:08:53.000]  但義理面對一個針對他的迫害
[00:08:53.000 --> 00:08:55.000]  是Politics
[00:08:55.000 --> 00:08:57.000]  只是針對他
[00:08:57.000 --> 00:08:59.000]  定了一條命令
[00:08:59.000 --> 00:09:02.000]  沒有第二個人會有問題
[00:09:02.000 --> 00:09:05.000]  只有但義理一日三次開槍
[00:09:05.000 --> 00:09:07.000]  向耶路撒冷祈禱
[00:09:07.000 --> 00:09:10.000]  才會違背王這條禁令
[00:09:10.000 --> 00:09:14.000]  在這個記錄當中我們發現
[00:09:14.000 --> 00:09:16.000]  屬神的子民
[00:09:16.000 --> 00:09:18.000]  他們面對挑戰
[00:09:18.000 --> 00:09:20.000]  有一個過程
