
[00:00:00.000 --> 00:00:05.000]  大家好 今晚很開心跟大家一起
[00:00:05.000 --> 00:00:08.000]  星期六晚其實我很喜歡的 因為很舒服的
[00:00:08.000 --> 00:00:12.000]  可以很寧靜的心境可以一切來敬拜
[00:00:12.000 --> 00:00:15.000]  多謝Karen姐妹分享
[00:00:15.000 --> 00:00:20.000]  我聽得出Karen姐妹不是事實上會出來說話的人
[00:00:20.000 --> 00:00:24.000]  和我們不同 出來說話的時候很生猛的
[00:00:24.000 --> 00:00:28.000]  但是Karen姐妹很真誠的
[00:00:28.000 --> 00:00:31.000]  尤其是她說了一句我自己心裏面很大的共鳴
[00:00:31.000 --> 00:00:34.000]  突然有人會走過來說你是不是基督徒
[00:00:34.000 --> 00:00:38.000]  其實不是我們故意要表演
[00:00:38.000 --> 00:00:40.000]  不是要表演出來 但是有時候不知道為什麼
[00:00:40.000 --> 00:00:42.000]  有些人是知道的 有一次我和我太太
[00:00:42.000 --> 00:00:48.000]  和兩位基督徒夫婦在愛爾蘭去旅遊
[00:00:48.000 --> 00:00:52.000]  我們坐船繞了一圈 回到船上的時候
[00:00:52.000 --> 00:00:56.000]  有兩位白人女士我們不認識的
[00:00:56.000 --> 00:01:00.000]  我們不知道她在那船上 突然下船的時候
[00:01:00.000 --> 00:01:02.000]  走過來問我們是不是基督徒
[00:01:02.000 --> 00:01:04.000]  我們說是呀 你怎麼知道的
[00:01:04.000 --> 00:01:06.000]  她說你們笑得不一樣
[00:01:06.000 --> 00:01:10.000]  我覺得有時候真的是這樣的
[00:01:10.000 --> 00:01:14.000]  一樣的 有些夫婦結婚二十多年
[00:01:14.000 --> 00:01:17.000]  有時候大家在一起的時候拍照
[00:01:17.000 --> 00:01:20.000]  是很相似的 很有趣的
[00:01:20.000 --> 00:01:22.000]  結婚之後會很相似的 其實不是相似的樣子
[00:01:22.000 --> 00:01:27.000]  也不是一起肥 是我後來想了想
[00:01:27.000 --> 00:01:32.000]  主要是他們的表情和笑容相似的
[00:01:32.000 --> 00:01:34.000]  雖然樣子未必一定相似
[00:01:34.000 --> 00:01:37.000]  但是他們的表情 因為他們兩個的生命恩愛
[00:01:37.000 --> 00:01:41.000]  很深刻的時候 你會發覺他們是相似的
[00:01:41.000 --> 00:01:43.000]  這個是從心裡面出來的
[00:01:43.000 --> 00:01:48.000]  今天就邀請我和大家說家庭陪寧的主日
[00:01:48.000 --> 00:01:52.000]  我選了一個題目叫做讓我家有真愛
[00:01:52.000 --> 00:01:56.000]  這個也是我想和大家一起分享的
[00:01:56.000 --> 00:01:58.000]  今天我想和大家一起看的是
[00:01:58.000 --> 00:02:00.000]  聖經裡面教我們怎樣用心
[00:02:00.000 --> 00:02:02.000]  不是用表情
[00:02:02.000 --> 00:02:05.000]  不是單單用外表來講我們的家庭
[00:02:05.000 --> 00:02:07.000]  我知道今天我說的話
[00:02:07.000 --> 00:02:09.000]  有時候有些地方可能會得罪你的弟兄姊妹
[00:02:09.000 --> 00:02:11.000]  或者得罪你的朋友
[00:02:11.000 --> 00:02:12.000]  我不認識你的
[00:02:12.000 --> 00:02:15.000]  如果說正確的話 你突然說我
[00:02:15.000 --> 00:02:18.000]  這個世界真理有它的共通性
[00:02:18.000 --> 00:02:20.000]  毛語中說中你
[00:02:20.000 --> 00:02:22.000]  我完全沒有這樣的內容
[00:02:22.000 --> 00:02:24.000]  不過我是按照我自己所了解的
[00:02:24.000 --> 00:02:28.000]  和大家說一下心底裡的一些說話
[00:02:28.000 --> 00:02:33.000]  應該可以打出一些大綱給大家
[00:02:33.000 --> 00:02:36.000]  因為我們的程序單裡面沒有
[00:02:36.000 --> 00:02:38.000]  你可以看著螢光幕
[00:02:38.000 --> 00:02:40.000]  我和大家一起分享
[00:02:40.000 --> 00:02:44.000]  我所引用的經文就是路加福音第十章
[00:02:44.000 --> 00:02:46.000]  25節至37節
[00:02:46.000 --> 00:02:48.000]  這段聖經如果你是基督徒的話
[00:02:48.000 --> 00:02:50.000]  你應該會很熟悉的
[00:02:50.000 --> 00:02:52.000]  這段聖經就是所謂
[00:02:52.000 --> 00:02:57.000]  著名的好撒瑪利亞人的比喻那段聖經
[00:02:57.000 --> 00:02:59.000]  不如我就讀給大家聽
[00:02:59.000 --> 00:03:01.000]  因為大家手頭未必一定有聖經
[00:03:01.000 --> 00:03:06.000]  我和大家簡單地讀一讀這段聖經
[00:03:06.000 --> 00:03:07.000]  也不是太長
[00:03:07.000 --> 00:03:08.000]  不過也很有意思的
[00:03:08.000 --> 00:03:09.000]  如果你不是基督徒
[00:03:09.000 --> 00:03:10.000]  不要緊
[00:03:10.000 --> 00:03:12.000]  今晚我們一起來說家庭
[00:03:12.000 --> 00:03:13.000]  我們說信仰
[00:03:13.000 --> 00:03:17.000]  我覺得這個完全不需要有什麼秘技
[00:03:17.000 --> 00:03:20.000]  我們看看基督徒怎樣看信仰
[00:03:20.000 --> 00:03:21.000]  你看看基督徒
[00:03:21.000 --> 00:03:23.000]  尤其是耶穌怎樣看外
[00:03:23.000 --> 00:03:25.000]  待會看看這段聖經
[00:03:25.000 --> 00:03:29.000]  怎樣用在我們的家庭裡面
[00:03:29.000 --> 00:03:30.000]  那裡說
[00:03:30.000 --> 00:03:35.000]  有一個律法師起來要試探耶穌
[00:03:35.000 --> 00:03:37.000]  說老師我應該做些什麼
[00:03:37.000 --> 00:03:39.000]  才可以承受永生呢
[00:03:39.000 --> 00:03:40.000]  他問耶穌
[00:03:40.000 --> 00:03:43.000]  耶穌對他說律法上寫的是什麼呢
[00:03:43.000 --> 00:03:45.000]  律法上你是律法師
[00:03:45.000 --> 00:03:46.000]  你應該知道
[00:03:46.000 --> 00:03:48.000]  你念的是什麼呢
[00:03:48.000 --> 00:03:49.000]  你怎樣讀的呢
[00:03:49.000 --> 00:03:51.000]  這個律法師回答得好
[00:03:51.000 --> 00:03:57.000]  他回答說你要盡心盡性盡意盡力的愛主你的神
[00:03:57.000 --> 00:04:00.000]  又要愛倫瑟如同自己
[00:04:00.000 --> 00:04:02.000]  這兩句話真是金科玉律
[00:04:02.000 --> 00:04:04.000]  全心愛神
[00:04:04.000 --> 00:04:06.000]  全心愛其他的人
[00:04:06.000 --> 00:04:09.000]  這個其實真是一句就將基督教說完
[00:04:09.000 --> 00:04:11.000]  這個律法師真是厲害
[00:04:11.000 --> 00:04:15.000]  不單這樣耶穌就回答說你回答的事
[00:04:15.000 --> 00:04:16.000]  你說得對的
[00:04:16.000 --> 00:04:17.000]  耶穌是稱讚的
[00:04:17.000 --> 00:04:18.000]  你說得對的
[00:04:18.000 --> 00:04:21.000]  你這樣行就必得永生了
[00:04:21.000 --> 00:04:24.000]  那人要顯明自己有理
[00:04:24.000 --> 00:04:25.000]  這件事還沒完呢
[00:04:25.000 --> 00:04:29.000]  那人要顯明自己有力和有理
[00:04:29.000 --> 00:04:31.000]  於是再挑戰耶穌
[00:04:31.000 --> 00:04:32.000]  要問耶穌說
[00:04:32.000 --> 00:04:34.000]  那誰是我倫瑟呢
[00:04:34.000 --> 00:04:36.000]  剛才你說愛倫瑟如同自己
[00:04:36.000 --> 00:04:38.000]  誰是我倫瑟呢
[00:04:38.000 --> 00:04:39.000]  耶穌回答說
[00:04:39.000 --> 00:04:43.000]  就說了這個好撒瑪利亞人的一個比喻的故事
[00:04:43.000 --> 00:04:46.000]  他說有一個人在耶路撒冷下到耶利哥去
[00:04:46.000 --> 00:04:48.000]  落在強盜的手中
[00:04:48.000 --> 00:04:49.000]  這個猶太人
[00:04:49.000 --> 00:04:51.000]  那些人就剝去他的衣裳
[00:04:51.000 --> 00:04:53.000]  被他打到半死
[00:04:53.000 --> 00:04:54.000]  就扔下他
[00:04:54.000 --> 00:04:56.000]  那些強盜就走了
[00:04:56.000 --> 00:05:00.000]  偶然有一個祭司從這條路路經過
[00:05:00.000 --> 00:05:03.000]  看見他就從那邊過去了
[00:05:03.000 --> 00:05:07.000]  遲些又有一個利美人來到這個地方
[00:05:07.000 --> 00:05:09.000]  看見這個躺在地上的人
[00:05:09.000 --> 00:05:12.000]  於是照樣從旁邊走過去
[00:05:12.000 --> 00:05:15.000]  唯有一個撒瑪利亞人行路
[00:05:15.000 --> 00:05:19.000]  來到那裡看見他就動了持心
[00:05:19.000 --> 00:05:23.000]  上前用油和酒倒在他的傷處
[00:05:23.000 --> 00:05:26.000]  包裹好了就扶他騎上自己的身後
[00:05:26.000 --> 00:05:29.000]  帶到他店裡去照應
[00:05:29.000 --> 00:05:32.000]  第二天拿出兩錢銀子
[00:05:32.000 --> 00:05:34.000]  交給這個店主說
[00:05:34.000 --> 00:05:35.000]  你且照應他
[00:05:35.000 --> 00:05:38.000]  此外所費用的我必回來
[00:05:38.000 --> 00:05:41.000]  是來給你
[00:05:41.000 --> 00:05:43.000]  於是耶穌就問你想
[00:05:43.000 --> 00:05:45.000]  這三個人問律法師
[00:05:45.000 --> 00:05:49.000]  哪一個才是落在強盜手中的淪陷呢
[00:05:49.000 --> 00:05:50.000]  這個律法師說
[00:05:50.000 --> 00:05:52.000]  是憐憫他的那個
[00:05:52.000 --> 00:05:56.000]  耶穌說那你照著去做吧
[00:05:56.000 --> 00:05:59.000]  可能有些基督徒有些弟兄姊妹
[00:05:59.000 --> 00:06:03.000]  你說今天你說家庭的培靈主日
[00:06:03.000 --> 00:06:06.000]  為什麼會說一段這樣的聖經呢
[00:06:06.000 --> 00:06:08.000]  好像沒有什麼拉姦
[00:06:08.000 --> 00:06:10.000]  當然你會想到
[00:06:10.000 --> 00:06:14.000]  這個撒瑪利亞人的比喻是說到愛
[00:06:14.000 --> 00:06:17.000]  這個當然我們剛才說要盡心盡性
[00:06:17.000 --> 00:06:19.000]  盡力盡意去愛神
[00:06:19.000 --> 00:06:21.000]  然後要愛鄰舍如同自己
[00:06:21.000 --> 00:06:24.000]  這個當然就是說到愛和家庭
[00:06:24.000 --> 00:06:26.000]  你也猜到肯定有關係
[00:06:26.000 --> 00:06:29.000]  但我想今天再深入一點去說
[00:06:29.000 --> 00:06:31.000]  請你留意今天我們那個講題
[00:06:31.000 --> 00:06:34.000]  是叫讓我們家裏有真愛
[00:06:34.000 --> 00:06:37.000]  讓我們的家有真愛
[00:06:37.000 --> 00:06:38.000]  真的愛想你留意
[00:06:38.000 --> 00:06:40.000]  什麼叫真的愛
[00:06:40.000 --> 00:06:41.000]  有假的愛嗎
[00:06:41.000 --> 00:06:44.000]  有這個世界上大把假的愛
[00:06:44.000 --> 00:06:46.000]  嘴巴說得很好聽
