
[00:00:00.000 --> 00:00:06.700]  今天和大家一起思想的經文是出自於
[00:00:06.700 --> 00:00:09.360]  《馬太福音》第五章
[00:00:09.360 --> 00:00:11.700]  從第13至16節
[00:00:11.700 --> 00:00:17.320]  今天和大家一起思想的題目是叫人尊敬上帝
[00:00:17.320 --> 00:00:21.380]  正如我們在先前一路已經開始打開
[00:00:21.380 --> 00:00:25.360]  去看登山寶墳這段經文的時候
[00:00:25.360 --> 00:00:28.500]  我已經和大家一起提及過
[00:00:28.500 --> 00:00:32.200]  登山寶墳其實其中一個最重要的目的
[00:00:32.200 --> 00:00:35.700]  就是主耶穌基督藉著這篇的講章
[00:00:35.700 --> 00:00:40.760]  將他對於上帝的說話的詮釋
[00:00:40.760 --> 00:00:44.960]  能夠清楚地去傳遞給當時的猶太人
[00:00:44.960 --> 00:00:47.120]  甚至猶太人的基督徒
[00:00:47.120 --> 00:00:48.800]  他們去明白得到
[00:00:48.800 --> 00:00:51.040]  為什麼耶穌要這樣做呢?
[00:00:51.040 --> 00:00:55.760]  因為很多時候他們以為已經以熟能詳的經文
[00:00:55.760 --> 00:00:59.640]  或者他們已經是熟悉到無可再熟悉的經文
[00:00:59.640 --> 00:01:02.360]  他們應該是十拿九穩的了
[00:01:02.360 --> 00:01:03.340]  沒什麼問題
[00:01:03.340 --> 00:01:08.600]  應該絕對能夠清楚掌握上帝在當中的教訓
[00:01:08.600 --> 00:01:11.640]  但是在前文我已經和大家講過了
[00:01:11.640 --> 00:01:15.040]  很多時候我們越熟悉的經文
[00:01:15.040 --> 00:01:19.520]  反而就是因為我們太多人去講的時候
[00:01:19.520 --> 00:01:24.160]  越來越將這段聖經的原本的意思去混淆
[00:01:24.160 --> 00:01:27.680]  甚至變成有曲解聖經的現象
[00:01:27.680 --> 00:01:30.200]  猶太人也有這個問題
[00:01:30.200 --> 00:01:35.920]  因為他們自從從摩西去領受這個十誡開始
[00:01:35.920 --> 00:01:39.560]  後來直到上帝與他們同行的時候
[00:01:39.560 --> 00:01:41.720]  怎樣在摩西經裡面
[00:01:41.720 --> 00:01:45.760]  把律法能夠清楚地啟明之後
[00:01:45.760 --> 00:01:50.640]  很多的經文漸漸被很多的猶太人開始去曲解
[00:01:50.640 --> 00:01:54.680]  甚至是有一種亂來亂去使用的現象
[00:01:54.680 --> 00:01:58.080]  所以今天我就和大家一起去
[00:01:58.080 --> 00:02:01.080]  在耶穌基督的講解
[00:02:01.080 --> 00:02:04.760]  這段登山寶墳的動機基礎之下
[00:02:04.760 --> 00:02:09.480]  我們一起去看一段我們非常熟悉的經文
[00:02:09.480 --> 00:02:11.080]  在這段經文當中
[00:02:11.080 --> 00:02:13.800]  我相信能夠給大家聽到
[00:02:13.800 --> 00:02:17.600]  在過去這麼多年聽到的訊息
[00:02:17.600 --> 00:02:19.840]  關於這段經文的時候
[00:02:19.840 --> 00:02:23.520]  今天可能會給你一個自然不同
[00:02:23.520 --> 00:02:26.520]  更加大開眼界的解釋
[00:02:26.520 --> 00:02:28.920]  今天想和大家一起去思想的
[00:02:28.920 --> 00:02:32.880]  就是這個嚴和光的比喻這段經文
[00:02:32.880 --> 00:02:35.760]  也可以說是登山寶墳
[00:02:35.760 --> 00:02:39.600]  它隱形的第二個部分
[00:02:39.600 --> 00:02:43.560]  好了 讓我們大家一起去翻翻這段的聖經
[00:02:43.560 --> 00:02:46.960]  讓我們一起去讀一下這段經文
[00:02:46.960 --> 00:02:50.360]  越熟悉的經文就可能越容易錯解
[00:02:50.360 --> 00:02:52.200]  或者有些東西是漏了
[00:02:52.200 --> 00:02:56.480]  在當中其實我們一直都忘記了的東西
[00:02:56.480 --> 00:02:58.760]  好了 讓我們一起先重新讀
[00:02:58.760 --> 00:03:01.680]  這個和合版的版本經文
[00:03:01.680 --> 00:03:05.000]  你們是世上的鹽
[00:03:05.000 --> 00:03:10.200]  鹽若失了味 怎能叫它再鹹呢
[00:03:10.200 --> 00:03:11.880]  以後沒用
[00:03:11.880 --> 00:03:14.280]  不過丟在外面
[00:03:14.280 --> 00:03:16.640]  被人踐踏了
[00:03:16.640 --> 00:03:19.800]  你們是世上的光
[00:03:19.800 --> 00:03:24.400]  成造在山上是不能隱藏的
[00:03:24.400 --> 00:03:28.160]  人點燈不放在斗底下
[00:03:28.160 --> 00:03:31.240]  自放在燈台上
[00:03:31.240 --> 00:03:34.080]  就照亮一家的人
[00:03:34.080 --> 00:03:38.240]  你們的光也當這樣照在人前
[00:03:38.240 --> 00:03:41.440]  要他們看見你們的好行為
[00:03:41.440 --> 00:03:48.120]  便將榮耀歸給你們在天上的苦
[00:03:48.120 --> 00:03:50.440]  在這段經文的裡面
[00:03:50.440 --> 00:03:52.480]  我們會看到
[00:03:52.480 --> 00:03:56.480]  承接上文八福的經文
[00:03:56.480 --> 00:04:00.120]  作者繼續記錄耶穌基督
[00:04:00.120 --> 00:04:05.120]  他這段的講道內容是什麼
[00:04:05.120 --> 00:04:07.400]  原來耶穌有一個動機
[00:04:07.400 --> 00:04:09.360]  在這段聖經裡面
[00:04:09.360 --> 00:04:15.960]  希望幫助讀者或當時的第一批聽眾
[00:04:15.960 --> 00:04:18.800]  當他們清楚界定了
[00:04:18.800 --> 00:04:23.120]  知道他們成為蒙福的人之後
[00:04:23.120 --> 00:04:26.440]  這群人既然成為蒙福的人
[00:04:26.440 --> 00:04:28.480]  又聽到上帝的信息
[00:04:28.480 --> 00:04:31.960]  究竟他的目的是何在呢
[00:04:31.960 --> 00:04:34.480]  聽信息有什麼目的呢
[00:04:34.480 --> 00:04:35.960]  今天很多時候
[00:04:35.960 --> 00:04:40.000]  我們教會經常說聽道
[00:04:40.000 --> 00:04:45.240]  甚至我們經常說聽道要行道
[00:04:45.240 --> 00:04:49.480]  但是在這個大原則下
[00:04:49.480 --> 00:04:51.880]  究竟我們應該怎樣走呢
[00:04:51.880 --> 00:04:55.920]  上帝的目的要我們走到什麼地步
[00:04:55.920 --> 00:04:58.440]  是想我們達至什麼目的呢
[00:04:58.440 --> 00:05:01.920]  這反而是一個更重要的題目
[00:05:01.920 --> 00:05:03.760]  不只是唸口語說
[00:05:03.760 --> 00:05:07.080]  我們要聽道行道學道
[00:05:07.080 --> 00:05:08.240]  就是這麼簡單
[00:05:08.240 --> 00:05:10.520]  很多時候基督徒聽了道
[00:05:10.520 --> 00:05:13.320]  其實過眼雲煙或者亂使用
[00:05:13.320 --> 00:05:16.920]  反而可能成為了上帝的羞辱
[00:05:16.920 --> 00:05:19.200]  今天我們就從這段聖經
[00:05:19.200 --> 00:05:22.280]  去看看究竟什麼意思
[00:05:22.280 --> 00:05:26.320]  其實這段聖經有一個很重要的基礎
[00:05:26.320 --> 00:05:29.000]  尤其是去談論到
[00:05:29.000 --> 00:05:33.360]  怎樣去散發出神的指紋
[00:05:33.360 --> 00:05:37.000]  應有他們的樣式
[00:05:37.000 --> 00:05:41.240]  聖經裡面談論到
[00:05:41.240 --> 00:05:42.960]  上帝的樣式
[00:05:42.960 --> 00:05:46.200]  其實不應該是陌生的題目
[00:05:46.200 --> 00:05:49.920]  早在創世紀的時候
[00:05:49.920 --> 00:05:52.720]  其實上帝已經談論到
[00:05:52.720 --> 00:05:56.000]  他的樣式和人本身
[00:05:56.000 --> 00:05:59.480]  應有之間的互動關係
[00:05:59.480 --> 00:06:01.000]  如果大家還記得
[00:06:01.000 --> 00:06:04.480]  在創世紀的第一章
[00:06:04.480 --> 00:06:10.480]  從第26節至到去第28節的經文裡面
[00:06:10.480 --> 00:06:14.320]  上帝有一些很詳細的記載
[00:06:14.320 --> 00:06:19.000]  關於為什麼他要做人這個原因
[00:06:19.000 --> 00:06:21.200]  或者我簡單再讀一次
[00:06:21.200 --> 00:06:23.920]  創世紀從第26節上帝這樣說
[00:06:23.920 --> 00:06:28.400]  他說:我們要照著我們的形象
[00:06:28.400 --> 00:06:31.520]  按照我們的樣式做人
[00:06:31.520 --> 00:06:34.160]  使他們管理海裡的魚
[00:06:34.160 --> 00:06:35.640]  空中的鳥
[00:06:35.640 --> 00:06:39.000]  地上的生畜和全地
[00:06:39.000 --> 00:06:42.840]  並地上所爬的一切昆蟲
[00:06:42.840 --> 00:06:46.640]  上帝就照著自己的形象做人
[00:06:46.640 --> 00:06:50.560]  大事照著他的形象做男做女
[00:06:50.560 --> 00:06:52.640]  上帝就刺激他們
[00:06:52.640 --> 00:06:54.840]  又對他們說
[00:06:54.840 --> 00:06:57.120]  要生養眾多
[00:06:57.120 --> 00:06:58.960]  片滿地面
[00:06:58.960 --> 00:07:00.800]  治理者地
[00:07:00.800 --> 00:07:03.400]  也要管理海裡的魚
[00:07:03.400 --> 00:07:04.720]  空中的鳥
[00:07:04.720 --> 00:07:09.200]  和地上各樣行動的活物
[00:07:09.200 --> 00:07:12.360]  接著上帝在這個陳述之後
[00:07:12.360 --> 00:07:15.720]  就賦予了無論是人
[00:07:15.720 --> 00:07:17.640]  他們得到什麼食物
[00:07:17.640 --> 00:07:19.400]  或者地上所有的動物
[00:07:19.400 --> 00:07:21.000]  他們得到什麼食物
[00:07:21.000 --> 00:07:24.400]  使他們能夠繼續在地上
[00:07:24.400 --> 00:07:25.720]  繁衍起來
[00:07:25.720 --> 00:07:27.880]  剛才大家會留意到
[00:07:27.880 --> 00:07:30.680]  上帝在創造人的時候
[00:07:30.680 --> 00:07:32.200]  有兩句話
[00:07:32.200 --> 00:07:34.440]  一方面是他自己
[00:07:34.440 --> 00:07:36.400]  在談判的時候說
[00:07:36.400 --> 00:07:37.840]  為什麼要做人
[00:07:37.840 --> 00:07:40.280]  怎麼照著上帝的樣式去做人
[00:07:40.280 --> 00:07:41.800]  目的是什麼
[00:07:41.800 --> 00:07:42.920]  當然了
[00:07:42.920 --> 00:07:43.960]  這是其中一部分
[00:07:43.960 --> 00:07:45.760]  另一部分就是上帝
[00:07:45.760 --> 00:07:48.160]  對於人做出來之後
[00:07:48.160 --> 00:07:49.880]  要交託給人
[00:07:49.880 --> 00:07:50.920]  他要明白
[00:07:50.920 --> 00:07:53.360]  要怎麼去做事
[00:07:53.360 --> 00:07:54.960]  但是在這裡
[00:07:54.960 --> 00:07:57.960]  除了有一個相同的記載
[00:07:57.960 --> 00:08:01.680]  指導他們要管理海裡的魚
[00:08:01.680 --> 00:08:03.720]  空中的飛鳥
[00:08:03.720 --> 00:08:06.360]  地上的生畜和全地
[00:08:06.360 --> 00:08:10.640]  並地上所爬的一切昆蟲之外
[00:08:10.640 --> 00:08:13.160]  有兩個特點
[00:08:13.160 --> 00:08:15.560]  是特別在這裡提出來
[00:08:15.560 --> 00:08:18.320]  很多時候我們可能會漏掉
[00:08:18.320 --> 00:08:19.160]  第一個特點
[00:08:19.160 --> 00:08:21.440]  就是在第26節上
[00:08:21.440 --> 00:08:23.840]  上帝在他自己商討做人的時候
[00:08:23.840 --> 00:08:25.080]  上帝這樣說
[00:08:25.080 --> 00:08:28.280]  我們要照著我們的形象
[00:08:28.280 --> 00:08:31.720]  按照我們的樣式做人
[00:08:31.720 --> 00:08:34.280]  而在第28節的時候
[00:08:34.280 --> 00:08:35.600]  當上帝做完之後
[00:08:35.600 --> 00:08:37.600]  向人申述
[00:08:37.600 --> 00:08:40.480]  說為什麼上帝要做他的時候
[00:08:40.480 --> 00:08:42.400]  就要有一樣東西
[00:08:42.400 --> 00:08:46.600]  就是要生養眾多片滿地面
[00:08:46.600 --> 00:08:48.960]  治理者地
[00:08:48.960 --> 00:08:50.800]  這兩個的陳述
[00:08:50.800 --> 00:08:56.080]  是在兩次上帝做人的時候的陳述
[00:08:56.080 --> 00:08:59.240]  相同的意外的不同的地方
[00:08:59.240 --> 00:09:01.600]  這兩個不同的可圈可點
[00:09:01.600 --> 00:09:05.280]  是值得我們特別留心去看的
[00:09:05.280 --> 00:09:06.720]  第一件事
[00:09:06.720 --> 00:09:08.000]  我們會看見
[00:09:08.000 --> 00:09:10.800]  原來屬神的人
[00:09:10.800 --> 00:09:15.920]  是有上帝同樣的樣式的
