
[00:00:00.000 --> 00:00:03.000]  我第一次見陳教授
[00:00:03.000 --> 00:00:06.000]  很可能是七八年前
[00:00:06.000 --> 00:00:09.000]  他第一次,可能是第一二次去多倫多
[00:00:09.000 --> 00:00:11.000]  那次我去多倫多的港島
[00:00:11.000 --> 00:00:13.000]  剛好有一晚,我不用說
[00:00:13.000 --> 00:00:16.000]  我聽聞有一個人叫陳耀南
[00:00:16.000 --> 00:00:20.000]  以前在香港小時候都聽過這個教授的名字
[00:00:20.000 --> 00:00:23.000]  聽說他信耶穌
[00:00:23.000 --> 00:00:26.000]  為什麼你會笑?
[00:00:26.000 --> 00:00:30.000]  很想聽聽他講話,那晚就去了聽
[00:00:30.000 --> 00:00:34.000]  就覺得神的超然的手
[00:00:34.000 --> 00:00:38.000]  永遠都高大過我們人間的智慧
[00:00:38.000 --> 00:00:42.000]  能夠改變一個中國哲學、中國文學
[00:00:42.000 --> 00:00:45.000]  或者中國背景的老師
[00:00:45.000 --> 00:00:48.000]  大家都知道,對國文的老師
[00:00:48.000 --> 00:00:50.000]  不知道你的印象如何
[00:00:50.000 --> 00:00:52.000]  我都很怕國文老師
[00:00:52.000 --> 00:00:53.000]  因為多數被他打頭
[00:00:53.000 --> 00:00:56.000]  但給我印象這位國文老師很特別
[00:00:56.000 --> 00:01:00.000]  能夠從聖經、從儒學裡面有所反省
[00:01:00.000 --> 00:01:03.000]  今晚我們很高興有他在我們中間
[00:01:03.000 --> 00:01:06.000]  和我們分享一個題目,命運
[00:01:06.000 --> 00:01:08.000]  我相信對他不需要多疾解釋
[00:01:08.000 --> 00:01:10.000]  因為你今天來都看了一些 flyer
[00:01:10.000 --> 00:01:12.000]  知道他的 quality 了
[00:01:12.000 --> 00:01:17.000]  足夠的份量和我們從這個題目來蟬息
[00:01:17.000 --> 00:01:20.000]  所以將這天時間交給陳教授
[00:01:20.000 --> 00:01:30.000]  (掌聲)
[00:01:30.000 --> 00:01:33.000]  64年來,有生以來
[00:01:33.000 --> 00:01:37.000]  第一次來到文明已久的愛民頓
[00:01:37.000 --> 00:01:42.000]  所以首先向各位愛城的朋友問好
[00:01:42.000 --> 00:01:44.000]  大家好
[00:01:44.000 --> 00:01:48.000]  (掌聲)
[00:01:48.000 --> 00:01:51.000]  以前風聞說愛民頓很冷
[00:01:51.000 --> 00:01:53.000]  誰知來到不止天氣溫暖
[00:01:53.000 --> 00:01:55.000]  人情也很溫暖
[00:01:55.000 --> 00:01:57.000]  我都屢次向牧師請求
[00:01:57.000 --> 00:02:00.000]  事反我臨走之前可以在門口擺檔
[00:02:00.000 --> 00:02:02.000]  賣了我帶多了來的衣服
[00:02:02.000 --> 00:02:05.000]  反正雪梨當然是暖的
[00:02:05.000 --> 00:02:08.000]  籌一些盆村
[00:02:08.000 --> 00:02:12.000]  各位和我這個時候定居的地方
[00:02:12.000 --> 00:02:17.000]  為什麼會一個在天南一個在地北呢
[00:02:17.000 --> 00:02:22.000]  我們以前為什麼多數在香港呢
[00:02:22.000 --> 00:02:26.000]  我們的祖先為什麼會在中國
[00:02:26.000 --> 00:02:30.000]  特別是在華北走到華南呢
[00:02:30.000 --> 00:02:33.000]  我們回想起來無論個人也好
[00:02:33.000 --> 00:02:35.000]  家庭也好
[00:02:35.000 --> 00:02:37.000]  宗族也好
[00:02:37.000 --> 00:02:40.000]  千百年來轉世流離
[00:02:40.000 --> 00:02:42.000]  都有很多原因
[00:02:42.000 --> 00:02:47.000]  好像剛才領師的弟兄所謂的際遇
[00:02:47.000 --> 00:02:51.000]  你想想真的每一個人都有不同的際遇
[00:02:51.000 --> 00:02:54.000]  這個就是所謂的命運
[00:02:54.000 --> 00:02:56.000]  大家多數來自香港
[00:02:56.000 --> 00:02:59.000]  香港陳方安生女士
[00:02:59.000 --> 00:03:02.000]  有一段時期眾望所歸
[00:03:02.000 --> 00:03:07.000]  但終於不能夠在政務司的位置
[00:03:07.000 --> 00:03:09.000]  層樓更上
[00:03:09.000 --> 00:03:13.000]  原本在他之下的曾蔭權
[00:03:13.000 --> 00:03:19.000]  用口哨吹完據說是國歌之後
[00:03:19.000 --> 00:03:24.000]  就蒙領導人握手超過15秒
[00:03:24.000 --> 00:03:28.000]  終於做了現任的特首
[00:03:28.000 --> 00:03:30.000]  這叫做官運
[00:03:30.000 --> 00:03:32.000]  足球大賽
[00:03:32.000 --> 00:03:35.000]  彼此都臨門敬舍
[00:03:35.000 --> 00:03:40.000]  甲隊彈柱而入
[00:03:40.000 --> 00:03:45.000]  乙隊擦柱而出
[00:03:45.000 --> 00:03:49.000]  史志偉求運
[00:03:49.000 --> 00:03:51.000]  有年英國六合彩
[00:03:51.000 --> 00:03:55.000]  頭獎三獎都歸一個人所有
[00:03:55.000 --> 00:03:59.000]  很多人包括在座大多數同學自己都是
[00:03:59.000 --> 00:04:03.000]  一生連安慰獎都幾乎沒中過
[00:04:03.000 --> 00:04:06.000]  這叫做財運
[00:04:06.000 --> 00:04:10.000]  有些家庭只孝孫嚴
[00:04:10.000 --> 00:04:13.000]  有些家庭就像剛才牧師說的
[00:04:13.000 --> 00:04:15.000]  國民老師打人頭
[00:04:15.000 --> 00:04:18.000]  兩夫妻輪著打穿對方的頭
[00:04:18.000 --> 00:04:22.000]  這叫做家運
[00:04:22.000 --> 00:04:27.000]  在強人統治的國家領袖的壽命
[00:04:27.000 --> 00:04:32.000]  往往影響社群國家的安危
[00:04:32.000 --> 00:04:35.000]  亞歷山大大帝三十多歲
[00:04:35.000 --> 00:04:37.000]  忽然病死
[00:04:37.000 --> 00:04:40.000]  馬其頓王國立即瓦解
[00:04:40.000 --> 00:04:43.000]  孫中山先生不夠六十歲
[00:04:43.000 --> 00:04:45.000]  一死國民黨三巨頭
[00:04:45.000 --> 00:04:48.000]  蔣旺胡三位先生來鬥
[00:04:48.000 --> 00:04:53.000]  毛澤東八十三歲才死
[00:04:53.000 --> 00:04:57.000]  才兩個字大家聽來就陰陰嘴笑
[00:04:57.000 --> 00:05:00.000]  文化大革命就立即結束
[00:05:00.000 --> 00:05:03.000]  這叫做國運
[00:05:03.000 --> 00:05:09.000]  毛澤東在五十四歲即1947年生日前一日
[00:05:09.000 --> 00:05:13.000]  有沒有人知道毛澤東生日前一日是什麼日子
[00:05:13.000 --> 00:05:15.000]  聖誕節沒錯了
[00:05:15.000 --> 00:05:17.000]  所以毛澤東大概自小都致命不法
[00:05:17.000 --> 00:05:21.000]  僅次於耶穌出世
