
[00:00:00.000 --> 00:00:07.520]  領主們早安 今天跟大家分享活水光學
[00:00:07.520 --> 00:00:12.020]  剛才的首詩是童工簡非常好
[00:00:12.020 --> 00:00:14.760]  「我主耶穌是生命源」
[00:00:14.760 --> 00:00:22.400]  不過剛剛副歌的詩歌裏面有兩個符號寫錯了
[00:00:22.400 --> 00:00:25.400]  所以我想跟大家再唱一次副歌
[00:00:25.400 --> 00:00:29.760]  第一句「難道永遠再不學」是文號
[00:00:29.760 --> 00:00:35.200]  第二句「真真永遠再不學」是回答他的 這是句號
[00:00:35.200 --> 00:00:40.160]  「難道永遠再不學」是真的永遠再不學 是這個意思
[00:00:40.160 --> 00:00:42.160]  所以不是四個問號
[00:00:42.160 --> 00:00:46.000]  所以詩歌的編輯弄錯了
[00:00:46.000 --> 00:00:48.720]  所以第一句是「難道永遠再不學」是問號
[00:00:48.720 --> 00:00:51.720]  然後你回答「真是永遠再不學」
[00:00:51.720 --> 00:00:54.400]  「難道永遠再不學」是真的永遠再不學
[00:00:54.400 --> 00:00:57.720]  「范渴隻水 主沉淩雪 到永遠再不學」
[00:00:57.720 --> 00:01:00.720]  弟兄去問 姐妹去答
[00:01:00.720 --> 00:01:03.220]  弟兄去問就唱第一句
[00:01:03.220 --> 00:01:05.220]  姐妹去答「真真永遠再不學」
[00:01:05.220 --> 00:01:06.720]  我們試一下唱一次
[00:01:06.720 --> 00:01:09.720]  我們請詩琴給我們一個音進去
[00:01:09.720 --> 00:01:11.720]  好 預備起
[00:01:11.720 --> 00:01:14.720]  難道永遠再不學
[00:01:14.720 --> 00:01:18.720]  難道永遠再不學
[00:01:20.720 --> 00:01:29.720]  范渴隻水 主沉淩雪 到永遠再不學
[00:01:29.720 --> 00:01:31.720]  這個就是詩的本意
[00:01:31.720 --> 00:01:33.720]  我們今天繼續講道
[00:01:33.720 --> 00:01:39.720]  「活水江河」是我講第三篇了
[00:01:39.720 --> 00:01:41.720]  之前也講過有人呼音的
[00:01:41.720 --> 00:01:44.720]  不過這次講的第一篇就是「太初有道」
[00:01:44.720 --> 00:01:46.720]  很久了 是不是?
[00:01:46.720 --> 00:01:49.720]  第一篇就是「重新珍異」
[00:01:49.720 --> 00:01:51.720]  大家記不記得?
[00:01:51.720 --> 00:01:53.720]  這次就是「活水江河」第四章
[00:01:53.720 --> 00:01:57.720]  這段經文很長
[00:01:57.720 --> 00:01:59.720]  我想大家讀一次
[00:01:59.720 --> 00:02:02.720]  你也打開它 因為待會我會解釋聖經
[00:02:02.720 --> 00:02:05.720]  讀一次之後拿印象
[00:02:05.720 --> 00:02:07.720]  我們一起讀
[00:02:07.720 --> 00:02:11.720]  「耶穌就來了猶太 由王加利尼去
[00:02:11.720 --> 00:02:14.720]  他必須經過撒瑪利亞
[00:02:14.720 --> 00:02:17.720]  於是到了撒瑪利亞的一座城
[00:02:17.720 --> 00:02:19.720]  名叫「聚迦」
[00:02:19.720 --> 00:02:23.720]  靠近雅各給他兒子約瑟的那塊地
[00:02:23.720 --> 00:02:25.720]  雅各井就在那裡
[00:02:25.720 --> 00:02:29.720]  耶穌因旅途疲乏 坐在井旁
[00:02:29.720 --> 00:02:31.720]  那時約瑟正午
[00:02:31.720 --> 00:02:35.720]  有一個撒瑪利亞婦人來打水
[00:02:35.720 --> 00:02:38.720]  耶穌對她說:請給我水喝
[00:02:38.720 --> 00:02:42.720]  因為那時門徒進城買食物去了
[00:02:42.720 --> 00:02:45.720]  撒瑪利亞婦人對她說:
[00:02:45.720 --> 00:02:47.720]  你是猶太人
[00:02:47.720 --> 00:02:51.720]  怎麼向我一個撒瑪利亞女人要水喝呢?
[00:02:51.720 --> 00:02:55.720]  因為猶太人和撒瑪利亞人沒有來往
[00:02:55.720 --> 00:02:57.720]  耶穌回答她說:
[00:02:57.720 --> 00:03:00.720]  你若知道上帝的恩賜
[00:03:00.720 --> 00:03:04.720]  和對你說請給我水喝的是誰
[00:03:04.720 --> 00:03:06.720]  你早就會求他
[00:03:06.720 --> 00:03:09.720]  他也早就會給了你活水
[00:03:09.720 --> 00:03:12.720]  婦人對耶穌說:
[00:03:12.720 --> 00:03:15.720]  先生 你沒有打水的器具
[00:03:15.720 --> 00:03:19.720]  井有心 哪是活水呢?
[00:03:19.720 --> 00:03:23.720]  我們的祖宗雅各把這井留給我們
[00:03:23.720 --> 00:03:25.720]  他自己和兒女
[00:03:25.720 --> 00:03:28.720]  以及生畜都喝這井裡的水
[00:03:28.720 --> 00:03:31.720]  難道你給他還大嗎?
[00:03:31.720 --> 00:03:33.720]  耶穌回答對她說:
[00:03:33.720 --> 00:03:36.720]  凡喝這水的還要再喝
[00:03:36.720 --> 00:03:40.720]  誰喝我所賜的水就永遠不喝
[00:03:40.720 --> 00:03:45.720]  我所賜的水要在他裡面成為泉源
[00:03:45.720 --> 00:03:47.720]  直湧到永生
[00:03:47.720 --> 00:03:49.720]  婦人對她說:
[00:03:49.720 --> 00:03:52.720]  先生 請把這水賜給我
[00:03:52.720 --> 00:03:56.720]  使我不喝 也不用到這裡來打水
[00:03:56.720 --> 00:03:58.720]  耶穌對她說:
[00:03:58.720 --> 00:04:01.720]  你去 叫你的丈夫再到這裡來
[00:04:01.720 --> 00:04:04.720]  婦人回答對耶穌說:
[00:04:04.720 --> 00:04:06.720]  我沒有丈夫
[00:04:06.720 --> 00:04:10.720]  耶穌說:你說沒有丈夫是對的
[00:04:10.720 --> 00:04:13.720]  你已經有五個丈夫
[00:04:13.720 --> 00:04:16.720]  你現在有的並不是你的丈夫
[00:04:16.720 --> 00:04:18.720]  你這話是真的
[00:04:18.720 --> 00:04:20.720]  婦人對她說:
[00:04:20.720 --> 00:04:23.720]  先生 我看你是一位先知
[00:04:23.720 --> 00:04:24.720]  好 讀到這裡
[00:04:24.720 --> 00:04:27.720]  下面就論到敬拜的地方
[00:04:27.720 --> 00:04:32.720]  在經文裡提到兩件事
[00:04:32.720 --> 00:04:37.720]  一件事是撒瑪利亞人和猶太人沒有來往
[00:04:37.720 --> 00:04:40.720]  這是歷史的事實
[00:04:40.720 --> 00:04:43.720]  第二就是論到這個女人
[00:04:43.720 --> 00:04:45.720]  曾經有五個丈夫
[00:04:45.720 --> 00:04:48.720]  現在有的並不是她的丈夫
[00:04:48.720 --> 00:04:50.720]  我們要先明白背景
[00:04:50.720 --> 00:04:54.720]  我們就明白耶穌為什麼要說「活水」
[00:04:54.720 --> 00:04:58.720]  耶穌當時去了耶路撒冷
[00:04:58.720 --> 00:05:01.720]  在南邊回到祂的家
[00:05:01.720 --> 00:05:03.720]  要向北上
[00:05:03.720 --> 00:05:07.720]  中間會見到經過敘迦
[00:05:07.720 --> 00:05:10.720]  就是撒瑪利亞事件的地方
[00:05:10.720 --> 00:05:12.720]  撒瑪利亞事件的敘迦
[00:05:12.720 --> 00:05:18.720]  就是今天要說的
[00:05:18.720 --> 00:05:22.720]  但是聖經怎麼說呢?
[00:05:22.720 --> 00:05:24.720]  第四節
[00:05:24.720 --> 00:05:26.720]  「她必須經過撒瑪利亞」
[00:05:26.720 --> 00:05:29.720]  就是說耶穌必須要經過撒瑪利亞
[00:05:29.720 --> 00:05:32.720]  然後才回到北邊的加利利
[00:05:32.720 --> 00:05:34.720]  她的家鄉拿撒勒
[00:05:34.720 --> 00:05:36.720]  就是南到北要經過中間這裡
[00:05:36.720 --> 00:05:39.720]  事實上按地圖來看
[00:05:39.720 --> 00:05:42.720]  地理來說她不需要經過那裡
[00:05:42.720 --> 00:05:44.720]  最少三條路
[00:05:44.720 --> 00:05:47.720]  一條路是經海邊沙崙平原
[00:05:47.720 --> 00:05:50.720]  一條路是經過約旦河旁上去
[00:05:50.720 --> 00:05:54.720]  就算走山路都可以繞道而行
[00:05:54.720 --> 00:05:56.720]  不需要經過撒瑪利亞
[00:05:56.720 --> 00:06:01.720]  尤其當時猶太人和撒瑪利亞人沒有來往
[00:06:01.720 --> 00:06:06.720]  猶太人北上基本上不會經過撒瑪利亞
[00:06:06.720 --> 00:06:10.720]  因此耶穌在這裡必須經過撒瑪利亞
