
[00:00:00.000 --> 00:00:02.000]  (看片段)
[00:00:03.000 --> 00:00:05.320]  羅馬書第十九講
[00:00:05.320 --> 00:00:08.840]  羅馬書八章一至四節
[00:00:08.840 --> 00:00:14.000]  你說牧師 你講到經文越來越少
[00:00:14.000 --> 00:00:17.000]  前兩次六節的經文 七節的經文
[00:00:17.000 --> 00:00:19.240]  今次四節的經文
[00:00:19.240 --> 00:00:21.760]  因為羅馬書真的不是那麼容易
[00:00:21.760 --> 00:00:24.640]  有很多東西需要詳細的解釋
[00:00:24.640 --> 00:00:27.240]  所以我們今天只講四節的經文
[00:00:27.240 --> 00:00:30.240]  還有一樣就是今天的題目
[00:00:30.400 --> 00:00:34.560]  可以叫做在基督耶穌裡的意義
[00:00:34.560 --> 00:00:37.480]  其實我是最後才改了
[00:00:37.480 --> 00:00:41.720]  變成怎樣不被神定罪
[00:00:41.720 --> 00:00:43.400]  為什麼我會改了
[00:00:43.400 --> 00:00:46.520]  因為我覺得如果我們說在基督耶穌裡
[00:00:46.520 --> 00:00:48.200]  很多人看到這個題目
[00:00:48.200 --> 00:00:50.800]  可能如果你不是基督徒的話
[00:00:50.800 --> 00:00:53.240]  他說我都不在耶穌基督裡面
[00:00:53.240 --> 00:00:54.360]  我就不去聽
[00:00:54.360 --> 00:00:58.360]  但是如果你說怎樣能夠不被神定罪呢
[00:00:58.360 --> 00:01:00.360]  可能有很多人想知道
[00:01:00.520 --> 00:01:02.520]  就算基督徒非基督徒
[00:01:02.520 --> 00:01:03.800]  我們都想知道
[00:01:03.800 --> 00:01:10.240]  今天的經文其實是接著羅馬書第七章尾
[00:01:10.240 --> 00:01:13.920]  記不記得我們上一次說保羅說
[00:01:13.920 --> 00:01:15.920]  我真是苦啊
[00:01:15.920 --> 00:01:19.640]  誰能救我脫離這取死的身體
[00:01:19.640 --> 00:01:23.440]  現在保羅就回答了
[00:01:23.440 --> 00:01:26.800]  原來的答案在羅馬書第八章
[00:01:26.800 --> 00:01:29.880]  怎樣能夠脫離這個取死的身體
[00:01:30.160 --> 00:01:33.920]  靠著聖靈在耶穌基督裡面
[00:01:33.920 --> 00:01:36.520]  就能夠給我們自由
[00:01:36.520 --> 00:01:42.840]  有人說如果聖經是一隻鑽石戒指的話
[00:01:42.840 --> 00:01:47.360]  羅馬書就是那隻鑽石戒指上的那顆鑽石
[00:01:47.360 --> 00:01:50.880]  而羅馬書第八章今天的經文
[00:01:50.880 --> 00:01:56.240]  就是那顆鑽石上的光芒閃閃生輝
[00:01:56.240 --> 00:01:59.240]  所以羅馬書第八章是很重要
[00:01:59.440 --> 00:02:04.240]  講出了我們怎樣能夠在耶穌基督裡面得到自由
[00:02:04.240 --> 00:02:06.480]  自由真的很重要
[00:02:06.480 --> 00:02:09.440]  在1941年的1月6日
[00:02:09.440 --> 00:02:14.040]  羅斯福總統在國會面前說了一番話
[00:02:14.040 --> 00:02:18.360]  是有關當時在歐洲因為有第二次世界大戰
[00:02:18.360 --> 00:02:22.320]  我相信他當時說的這番話的內容
[00:02:22.320 --> 00:02:24.600]  沒有什麼人記得他說了什麼
[00:02:24.960 --> 00:02:30.840]  但是他講到人類四個自由的基礎
[00:02:30.840 --> 00:02:34.240]  我相信很多人到今時今日仍然記得
[00:02:34.240 --> 00:02:36.800]  這四個自由的基礎是什麼
[00:02:36.800 --> 00:02:38.800]  是言論的自由
[00:02:38.800 --> 00:02:40.760]  是信仰的自由
[00:02:40.760 --> 00:02:42.960]  是無要求的自由
[00:02:42.960 --> 00:02:45.200]  是無恐懼的自由
[00:02:45.200 --> 00:02:48.160]  你想想八十多年後
[00:02:48.160 --> 00:02:50.840]  我們美國有沒有這四個自由
[00:02:50.840 --> 00:02:52.880]  有沒有言論自由
[00:02:54.120 --> 00:02:58.400]  如果我現在在公眾場所宣講神的話語
[00:02:58.400 --> 00:03:00.240]  可能有人說閉嘴
[00:03:00.240 --> 00:03:02.640]  你不要說憎恨的話語
[00:03:02.640 --> 00:03:06.640]  我不相信美國現在有言論的自由
[00:03:06.640 --> 00:03:10.200]  那你說信仰自由呢
[00:03:10.200 --> 00:03:14.680]  如果你是講尤其是基督教的信仰
[00:03:14.680 --> 00:03:16.120]  很多人就會跟你說
[00:03:16.120 --> 00:03:17.560]  又是說閉嘴
[00:03:17.560 --> 00:03:20.120]  政教分離你不要出聲
[00:03:20.120 --> 00:03:23.000]  尤其是對付基督教
[00:03:23.280 --> 00:03:25.640]  其他的宗教反而沒有那麼厲害
[00:03:25.640 --> 00:03:27.320]  還有呢
[00:03:27.320 --> 00:03:30.000]  有沒有無要求的自由
[00:03:30.000 --> 00:03:32.160]  我們現在都有很多的要求
[00:03:32.160 --> 00:03:33.400]  有很多的需要
[00:03:33.400 --> 00:03:36.720]  有沒有無恐懼的自由
[00:03:36.720 --> 00:03:40.200]  現在你上網上看一看
[00:03:40.200 --> 00:03:43.680]  個個都怕第三次世界大戰快要來臨
[00:03:43.680 --> 00:03:44.880]  還有呢
[00:03:44.880 --> 00:03:47.680]  南加州新近頻頻地震
[00:03:47.680 --> 00:03:52.280]  有人怕著大地震快要來臨
[00:03:52.480 --> 00:03:54.920]  我們有沒有無恐懼的自由
[00:03:54.920 --> 00:03:55.760]  我們都沒有
[00:03:55.760 --> 00:03:59.720]  那你說哪裡能夠找到真正的自由
[00:03:59.720 --> 00:04:03.040]  羅馬書第八章告訴我們
