
[00:00:00.000 --> 00:00:02.000]  各位兄弟姐妹
[00:00:02.000 --> 00:00:05.000]  我想問一問大家 有多少人
[00:00:05.000 --> 00:00:09.000]  有試過失眠的 可不可以舉手
[00:00:09.000 --> 00:00:15.000]  嘩 嚇死我了 全部舉手
[00:00:15.000 --> 00:00:18.000]  在今天的大城市
[00:00:18.000 --> 00:00:22.000]  失眠已經成為一個
[00:00:22.000 --> 00:00:27.000]  嚴重威脅著每一個人 每一個市民
[00:00:27.000 --> 00:00:31.000]  一個非常嚴重的生活習慣
[00:00:31.000 --> 00:00:37.000]  安眠藥 根據香港衛生署的統計
[00:00:37.000 --> 00:00:40.000]  每年繼續不斷增加
[00:00:40.000 --> 00:00:44.000]  平均大概五年就一倍
[00:00:44.000 --> 00:00:48.000]  但實際上解決
[00:00:48.000 --> 00:00:52.000]  還是不能夠解決這個問題呢
[00:00:52.000 --> 00:00:56.000]  醫生都告訴我們
[00:00:56.000 --> 00:00:59.000]  安眠藥不能長期使用
[00:00:59.000 --> 00:01:04.000]  否則會帶來各種不同的問題
[00:01:04.000 --> 00:01:07.000]  首先我們看看失眠的一些影響
[00:01:07.000 --> 00:01:10.000]  根據一個叫familydoctor.com
[00:01:10.000 --> 00:01:13.000]  是台灣的一個公司 一個機構
[00:01:13.000 --> 00:01:15.000]  它做的一些調查
[00:01:15.000 --> 00:01:17.000]  和一班醫生所做的一些研究
[00:01:17.000 --> 00:01:21.000]  認定失眠
[00:01:21.000 --> 00:01:25.000]  如果是一個長期性的失眠
[00:01:25.000 --> 00:01:28.000]  是會令到免疫力下降
[00:01:28.000 --> 00:01:31.000]  對各樣的疾病抵抗力會減弱
[00:01:31.000 --> 00:01:35.000]  第二 記憶力會衰退 會頭痛
[00:01:35.000 --> 00:01:39.000]  第三 會影響工作 影響學習和生活
[00:01:39.000 --> 00:01:44.000]  第四 令到神經的功能會淪亂
[00:01:44.000 --> 00:01:49.000]  第五 經常失眠可以引致大腦的功能失調
