
[00:00:00.000 --> 00:00:04.000]  各位早晨
[00:00:04.000 --> 00:00:07.000]  我今天想和大家分享的
[00:00:07.000 --> 00:00:13.000]  經文在路加福音七章36到50節
[00:00:13.000 --> 00:00:19.000]  都是承接著今年的主題是愛的
[00:00:19.000 --> 00:00:22.000]  我想講一個愛的伏典
[00:00:22.000 --> 00:00:28.000]  經文大家聽我讀一次
[00:00:28.000 --> 00:00:33.000]  大家再找回當時發生的一件事
[00:00:33.000 --> 00:00:38.000]  是耶穌和一個女人
[00:00:38.000 --> 00:00:45.000]  一個很親密的一件事
[00:00:45.000 --> 00:00:48.000]  36節有一個法利塞人
[00:00:48.000 --> 00:00:53.000]  來請耶穌和他吃飯
[00:00:53.000 --> 00:00:55.000]  其實很難得的
[00:00:55.000 --> 00:00:58.000]  法利塞人和耶穌都不太適合
[00:00:58.000 --> 00:01:00.000]  耶穌肯去吃飯都很不簡單
[00:01:00.000 --> 00:01:04.000]  這個人一定是不錯的
[00:01:04.000 --> 00:01:07.000]  可能法利塞人最好是他
[00:01:07.000 --> 00:01:11.000]  耶穌就到法利塞人家裡去坐直
[00:01:11.000 --> 00:01:15.000]  城裡有一個女人是個罪人
[00:01:15.000 --> 00:01:18.000]  知道耶穌在法利塞人家裡坐直
[00:01:18.000 --> 00:01:21.000]  就拿著聖香膏的玉瓶
[00:01:21.000 --> 00:01:23.000]  站在耶穌背後
[00:01:23.000 --> 00:01:26.000]  靠著他的腳哭
[00:01:26.000 --> 00:01:29.000]  眼淚濕了耶穌的腳
[00:01:29.000 --> 00:01:31.000]  用自己的頭髮擦乾
[00:01:31.000 --> 00:01:33.000]  又用嘴連連親他的腳
[00:01:33.000 --> 00:01:35.000]  把香膏抹上
[00:01:35.000 --> 00:01:39.000]  請耶穌的法利塞人看見這時心裡說
[00:01:39.000 --> 00:01:43.000]  這人若說善知必知道我他的是誰
[00:01:43.000 --> 00:01:46.000]  是個怎樣的女人是一個罪人
[00:01:46.000 --> 00:01:48.000]  耶穌對她說
[00:01:48.000 --> 00:01:52.000]  西門 我有話要對你說
[00:01:52.000 --> 00:01:55.000]  西門應該是這個法利塞人的名字
[00:01:55.000 --> 00:01:57.000]  西門說 夫子請說
[00:01:57.000 --> 00:02:01.000]  耶穌說 一個債主有兩個人欠他的債
[00:02:01.000 --> 00:02:05.000]  一個欠五十兩銀子 一個欠五兩銀子
[00:02:05.000 --> 00:02:08.000]  因為他們無力償還
[00:02:08.000 --> 00:02:11.000]  債主就開恩免了他們兩個人的債
[00:02:11.000 --> 00:02:13.000]  這兩個人哪一個更愛他呢?
[00:02:13.000 --> 00:02:15.000]  西門回答說
[00:02:15.000 --> 00:02:18.000]  我想是那多德恩免的人
[00:02:18.000 --> 00:02:21.000]  耶穌說 你斷的不錯
[00:02:21.000 --> 00:02:24.000]  於是轉過來向著那女人
[00:02:24.000 --> 00:02:26.000]  對西門說
[00:02:26.000 --> 00:02:28.000]  你看見這女人嗎?
[00:02:28.000 --> 00:02:29.000]  我進了你的家
[00:02:29.000 --> 00:02:31.000]  你沒有吸我水洗腳
[00:02:31.000 --> 00:02:34.000]  但這女人用眼淚濕了我的腳
[00:02:34.000 --> 00:02:36.000]  用頭髮擦乾
[00:02:36.000 --> 00:02:38.000]  你沒有要我親嘴
[00:02:38.000 --> 00:02:40.000]  但這女人從我進來的時候
[00:02:40.000 --> 00:02:43.000]  就不停地用嘴親我的腳
[00:02:43.000 --> 00:02:46.000]  你沒有用油抹我的頭
[00:02:46.000 --> 00:02:49.000]  但這女人用香膏抹我的腳
[00:02:49.000 --> 00:02:51.000]  所以我告訴你
[00:02:51.000 --> 00:02:54.000]  她許的罪都赦免了
[00:02:54.000 --> 00:02:56.000]  因為她的愛多
