
[00:00:00.000 --> 00:00:04.640]  各位兄弟姐妹平安
[00:00:04.640 --> 00:00:08.320]  我感謝神的恩典
[00:00:08.320 --> 00:00:13.280]  讓我們過去很多不同的經歷
[00:00:13.280 --> 00:00:17.120]  經歷到這個信仰帶給我們的盼望
[00:00:17.120 --> 00:00:21.600]  老實說 在我輔導那些癌病的病人
[00:00:21.600 --> 00:00:24.560]  在我輔導那些破裂的家庭
[00:00:24.560 --> 00:00:28.240]  如果他們自己本身完全沒有盼望的時候
[00:00:28.240 --> 00:00:30.240]  是很危險的
[00:00:30.240 --> 00:00:31.520]  原因是什麼呢?
[00:00:31.520 --> 00:00:33.520]  就是很容易會自殺
[00:00:33.520 --> 00:00:36.320]  很容易會傷害對方
[00:00:36.320 --> 00:00:38.320]  甚至自毀
[00:00:38.320 --> 00:00:41.200]  很容易意志消沉
[00:00:41.200 --> 00:00:44.000]  病的就越病越厲害
[00:00:44.000 --> 00:00:46.000]  無法挽回
[00:00:46.000 --> 00:00:48.560]  婚姻就越整越差
[00:00:48.560 --> 00:00:50.560]  無法挽回
[00:00:50.560 --> 00:00:52.560]  是因為這樣的緣故
[00:00:52.560 --> 00:00:57.040]  希望、盼望是每一個人的需要
[00:00:57.040 --> 00:01:01.840]  今天我們說到以巴之間的關係的時候
[00:01:01.840 --> 00:01:03.840]  同樣都是一樣
[00:01:03.840 --> 00:01:11.040]  我不知道大家對以色列和巴勒斯坦人之間的關係
[00:01:11.040 --> 00:01:13.040]  或者阿拉伯人之間的關係
[00:01:13.040 --> 00:01:18.240]  你感不感到絕望呢?
[00:01:18.240 --> 00:01:23.040]  從頭到尾我們看到以色列立國以後
[00:01:23.040 --> 00:01:25.040]  一直到現在為止
[00:01:25.040 --> 00:01:28.240]  大的五、六次的戰爭
[00:01:28.240 --> 00:01:30.240]  加上那些小的
[00:01:30.240 --> 00:01:32.240]  是無數的
[00:01:32.240 --> 00:01:34.240]  你可以說每個星期都發生
[00:01:34.240 --> 00:01:36.880]  甚至天天都有可能發生
[00:01:36.880 --> 00:01:40.240]  沒完沒了
[00:01:40.240 --> 00:01:43.440]  他們爭的問題是什麼問題呢?
[00:01:43.440 --> 00:01:45.440]  就是這個土地是誰的
[00:01:45.440 --> 00:01:47.440]  國有國的說法
[00:01:47.440 --> 00:01:51.440]  是在乎你說的是什麼年代
[00:01:51.440 --> 00:01:53.440]  第二公義的問題
[00:01:53.440 --> 00:01:55.440]  我們看到兩方面
[00:01:55.440 --> 00:01:57.440]  是50步少100步
[00:01:57.440 --> 00:01:59.440]  原因是什麼呢?
[00:01:59.440 --> 00:02:03.440]  以色列說他是恐怖分子
[00:02:03.440 --> 00:02:05.440]  是襲擊平民
[00:02:05.440 --> 00:02:07.440]  接下來回應的時候
[00:02:07.440 --> 00:02:11.440]  他有沒有殺一些無辜的人呢?
[00:02:11.440 --> 00:02:13.440]  是因為這樣的緣故
[00:02:13.440 --> 00:02:15.440]  沒有二人
[00:02:15.440 --> 00:02:17.440]  連一個都沒有
[00:02:17.440 --> 00:02:19.440]  然後我們看到
[00:02:19.440 --> 00:02:21.440]  誰開始發動這個戰爭
[00:02:21.440 --> 00:02:23.440]  是恐怖襲擊
[00:02:23.440 --> 00:02:25.440]  但是另一方面
[00:02:25.440 --> 00:02:27.440]  你還擊的時候
[00:02:27.440 --> 00:02:29.440]  你有沒有濫殺無辜呢?
[00:02:29.440 --> 00:02:31.440]  接下來
[00:02:31.440 --> 00:02:33.440]  發動這個戰爭
[00:02:33.440 --> 00:02:35.440]  是恐怖襲擊
[00:02:35.440 --> 00:02:37.440]  但是我們又看回
[00:02:37.440 --> 00:02:41.440]  那些去防衛的
