
[00:00:00.000 --> 00:00:02.000]  (字幕:Sarah)
[00:00:02.000 --> 00:00:11.000]  今天和大家一起分享的經文是出自於約爾書第二章第三節至第五節
[00:00:11.000 --> 00:00:17.000]  今天的講道題目是叫做《失魂落魄的耶和華的日子》
[00:00:17.000 --> 00:00:23.000]  在我們聆聽主導耳先或者我們一起打開這段經文一起讀一次
[00:00:23.000 --> 00:00:28.000]  讓我們一起先熟悉一下這段經文裡面所講的內容是什麼東西
[00:00:28.000 --> 00:00:32.000]  好,讓我們一起打開之後我們會一起讀中文版本
[00:00:32.000 --> 00:00:35.000]  你可以用普通話或者廣東話讀出
[00:00:35.000 --> 00:00:37.000]  (文章開始)
[00:00:37.000 --> 00:00:39.000]  (文章繼續)
[00:00:39.000 --> 00:00:41.000]  (文章繼續)
[00:00:41.000 --> 00:00:43.000]  (文章繼續)
[00:00:43.000 --> 00:00:45.000]  (文章繼續)
[00:00:45.000 --> 00:00:50.800]  如伊甸園過去以後成了荒涼的曠野
[00:00:50.800 --> 00:00:53.880]  沒有一樣能躲避它們的
[00:00:53.880 --> 00:00:58.660]  它們的形狀如馬 奔跑如馬兵
[00:00:58.660 --> 00:01:04.380]  在山頂崩跳的響聲如車輛的響聲
[00:01:04.380 --> 00:01:08.200]  又如火焰燒碎結的響聲
[00:01:08.200 --> 00:01:13.320]  好像強盛的民擺陣預備打仗
[00:01:13.880 --> 00:01:15.880]  當我們遇見逆境的時候
[00:01:15.880 --> 00:01:21.560]  我想問一下大家你的回應和你的態度將會是怎麼樣呢
[00:01:21.560 --> 00:01:27.360]  在很久很久以前我曾經認識過一位弟兄姐妹
[00:01:27.360 --> 00:01:32.320]  就在教會當中大家最初都是好像慕道者一樣
[00:01:32.320 --> 00:01:39.320]  去回到教會裡面參加教會的崇拜 參加教會的團契
[00:01:39.320 --> 00:01:41.920]  都是自發性地去參加的
[00:01:42.560 --> 00:01:45.440]  因為當時我也是留學生的身份
[00:01:45.440 --> 00:01:50.760]  她也是 所以大家不約而同就回到教會了
[00:01:50.760 --> 00:01:53.600]  不過我認識的這位弟兄姐妹
[00:01:53.600 --> 00:01:56.320]  她很多時候都在教會裡面
[00:01:56.320 --> 00:02:02.240]  在不同的場合和不同的弟兄姐妹分享同一個見證
[00:02:02.240 --> 00:02:07.560]  她的見證基本上只可以籠統為一句話
[00:02:07.560 --> 00:02:10.400]  她就說我凡事都很黑
[00:02:10.840 --> 00:02:13.080]  什麼叫很黑呢 這是廣東話來的
[00:02:13.080 --> 00:02:18.840]  代表做什麼事情都很不順利 頭頭碰著黑
[00:02:18.840 --> 00:02:22.840]  她這樣分享的時候多數她都會這樣說
[00:02:22.840 --> 00:02:27.160]  她就說每逢當我準備回到教會的時候
[00:02:27.160 --> 00:02:29.600]  我每件事都很不順利
[00:02:29.600 --> 00:02:35.720]  立時就會變得每件事都好像阻礙著我一樣
[00:02:36.400 --> 00:02:41.640]  例如如果在考試期間 如果我要回教會考試就不合格了
[00:02:41.640 --> 00:02:46.560]  或者要預備去申請大學
[00:02:46.560 --> 00:02:51.600]  沒多久就會收到大學的拒絕信 不接受我的申請
[00:02:51.600 --> 00:02:57.040]  甚至有些時候當我身體有病的時候求神醫治
[00:02:57.040 --> 00:03:02.000]  不單回教會看看能不能神醫治我
[00:03:02.000 --> 00:03:06.200]  不但沒有醫治 而且好像越病越嚴重
[00:03:06.840 --> 00:03:10.760]  有時候甚至簡單到走在街上
[00:03:10.760 --> 00:03:15.640]  我甚至會遺失一些東西在街上
[00:03:15.640 --> 00:03:19.960]  她說我又不是沒有奉獻的 回到教會的
[00:03:19.960 --> 00:03:23.720]  又不是沒有團契的 都有回到團契的
[00:03:23.720 --> 00:03:26.600]  為什麼上帝都不看著我呢
[00:03:26.600 --> 00:03:29.520]  她說如果上帝真的這麼靈的
[00:03:29.520 --> 00:03:33.560]  祂應該保佑我嘛 我做了這麼多事情在祂面前
[00:03:34.000 --> 00:03:37.120]  沒理由這樣都不照著我的
[00:03:37.120 --> 00:03:39.400]  是不是我不應該回教會呢
[00:03:39.400 --> 00:03:41.400]  她經常都說這個見證
[00:03:41.400 --> 00:03:46.800]  聽到弟兄姊妹都已經知道她出來說又是那番話
[00:03:46.800 --> 00:03:50.720]  其實她想歸根究底說一個理由
[00:03:50.720 --> 00:03:55.080]  就是說如果你要我回教會 回了教會我就會不好
[00:03:55.080 --> 00:03:58.200]  那不如我就不要回 其實她經常都想說這番話
[00:03:58.200 --> 00:04:01.080]  但是不知道為什麼潛意識上她又覺得
[00:04:01.080 --> 00:04:05.360]  回了教會上帝可能還會回心轉意去真的保佑她
[00:04:05.360 --> 00:04:10.200]  當然這位弟兄姊妹最後她說學姓就不回了
[00:04:10.200 --> 00:04:13.160]  因為後來她都做了移民 做了移民之後
[00:04:13.160 --> 00:04:15.440]  她就說不是留學生身份的
[00:04:15.440 --> 00:04:19.160]  她覺得比你的留學生高貴很多的
[00:04:19.160 --> 00:04:22.200]  於是怎麼樣呢 她有她自己的生活了
[00:04:22.200 --> 00:04:25.280]  接著回不回教會也不重要了
[00:04:25.800 --> 00:04:31.880]  其實有不少人都有這種想法的
[00:04:31.880 --> 00:04:37.520]  認為相信上帝就是為他提供一個好的結果
[00:04:37.520 --> 00:04:42.720]  或者不好的時候上帝就會去保守他
[00:04:42.720 --> 00:04:45.080]  不過如果我們的神是這樣
[00:04:45.080 --> 00:04:49.120]  那我們跟其他的所謂的偶像的敬拜
[00:04:49.120 --> 00:04:51.120]  其實有什麼分別呢
[00:04:51.120 --> 00:04:54.240]  今天我一開始問這個問題的時候
[00:04:54.520 --> 00:04:56.120]  其實有個預設的
[00:04:56.120 --> 00:04:58.720]  就是說如果弟兄姊妹當你知道
[00:04:58.720 --> 00:05:04.960]  你所將要面對的形勢或者情況是越來越糟糕的話
[00:05:04.960 --> 00:05:13.280]  或者那個逆境似乎已經是沒什麼可以扭轉的辦法了
[00:05:13.280 --> 00:05:18.920]  在這個時候你會不會認為既然已經大勢已去了
[00:05:18.920 --> 00:05:22.160]  那不如就放棄吧 不要管了
[00:05:22.160 --> 00:05:26.640]  所以其實有不少的人特別不要說信主還是不信主也好
[00:05:26.640 --> 00:05:31.600]  所有的人在這種情況下都能夠真正試驗到
[00:05:31.600 --> 00:05:41.240]  他對事物、世態和對於他自己人生的取態的一個很重要的監察機會
[00:05:41.240 --> 00:05:47.320]  有些人他認為當所有的環境都是背逆於他自己的意願
[00:05:47.320 --> 00:05:51.720]  或者是不順著他自己的心意而發展的時候
[00:05:51.720 --> 00:05:55.160]  他認為這個已經是無力再改變的事實
[00:05:55.160 --> 00:05:57.160]  他們就唯有怎麼樣呢
[00:05:57.160 --> 00:06:00.960]  例如其中一個最典型的例子就是說
[00:06:00.960 --> 00:06:04.080]  不如有酒今早醉
[00:06:04.080 --> 00:06:07.600]  過著這些糜爛的生活吧
[00:06:07.600 --> 00:06:12.360]  因為他另外一句金句經常在他腦海裡出現
[00:06:12.360 --> 00:06:14.680]  今天都不知道明天的事
[00:06:14.680 --> 00:06:19.040]  既然這樣的情況不如行樂最重要
[00:06:19.040 --> 00:06:21.880]  及時行樂就是他們的座右銘
[00:06:21.880 --> 00:06:25.040]  另外有些人更加頹廢
[00:06:25.040 --> 00:06:29.240]  不要說要去享受了
[00:06:29.240 --> 00:06:31.120]  不是說他沒有能力享受
[00:06:31.120 --> 00:06:33.680]  不過他覺得享受都無謂了
[00:06:33.680 --> 00:06:34.680]  到了這樣的世界
[00:06:34.680 --> 00:06:38.440]  這個世界既然是全部都逆著我來走
[00:06:38.440 --> 00:06:41.600]  那不如索性我就完全放棄
[00:06:41.600 --> 00:06:43.800]  就掙扎都無謂了
[00:06:43.800 --> 00:06:47.880]  那這個呢 他就使出那個叫屈原的最後一招
[00:06:47.880 --> 00:06:49.880]  屈原的那招叫什麼呢
[00:06:49.880 --> 00:06:51.880]  知不知道誰是屈原呢 弟兄姊妹
[00:06:51.880 --> 00:06:55.280]  屈原那個呢 投河自盡的那個呢
[00:06:55.280 --> 00:06:57.760]  就是覺得這個國家都沒得救了
[00:06:57.760 --> 00:06:59.120]  既然都沒得救的時候
[00:06:59.120 --> 00:07:02.240]  我再在這裡試圖又有什麼作用呢
[00:07:02.240 --> 00:07:06.200]  我在這個國家也沒辦法去改變這個國家的命運
[00:07:06.200 --> 00:07:08.840]  不如投河自盡死了它好過了
[00:07:08.840 --> 00:07:11.360]  這種叫自毀前途
[00:07:11.360 --> 00:07:14.560]  前者就過著糜爛生活
[00:07:14.560 --> 00:07:19.680]  去享受有酒喝有玩 有得玩有得吃就玩完它
[00:07:19.680 --> 00:07:23.760]  免得明天可能有錢都玩不到
[00:07:23.760 --> 00:07:26.640]  另外一個就不如索性放棄
[00:07:26.640 --> 00:07:28.640]  大有這樣的人在 但是
[00:07:28.640 --> 00:07:31.400]  我認識有不少的人呢
[00:07:31.400 --> 00:07:36.200]  他們認為無論那個環境是到什麼地步都好
[00:07:36.200 --> 00:07:40.520]  他們都會戰鬥掙扎到最後最後一刻
[00:07:41.000 --> 00:07:45.160]  因為他們認為即使最後如果是失敗都好
[00:07:45.160 --> 00:07:49.160]  他都不枉過過此生的人生
[00:07:49.160 --> 00:07:55.600]  盡了自己力量去能夠真是對自己負了一個責任
[00:07:55.600 --> 00:07:59.280]  或者可能在這個掙扎的最後
[00:07:59.280 --> 00:08:02.520]  可能帶來了一線的生機呢
