
[00:00:00.000 --> 00:00:04.560]  各位聽眾平安
[00:00:04.560 --> 00:00:11.120]  見到大家能夠一齊回來敬拜上帝
[00:00:11.120 --> 00:00:17.920]  我們說敬拜上帝是基督徒生命中一件非常重要的事
[00:00:17.920 --> 00:00:24.000]  千百年以來我們說信了耶穌基督的人在這個世界裏面
[00:00:24.000 --> 00:00:27.600]  除了我們要敬拜我們的上帝之外
[00:00:27.600 --> 00:00:31.280]  我們還要以上帝為樂
[00:00:31.280 --> 00:00:39.120]  我們每天都能夠歡喜高興地過著一個依照信仰指導我們的生活
[00:00:39.120 --> 00:00:44.320]  但在我們的生命中很多時候我們都發覺到力不從心
[00:00:44.320 --> 00:00:52.000]  而我們很多時候將力不從心這個感覺當成為基督徒的日常生活
[00:00:52.000 --> 00:00:53.840]  就是這樣了
[00:00:53.840 --> 00:00:57.680]  面對著罪惡我們勝過不過它
[00:00:57.680 --> 00:01:01.520]  面對著一個依靠上帝
[00:01:01.520 --> 00:01:03.680]  按照上帝的心理而行的生活
[00:01:03.680 --> 00:01:05.680]  似乎我們又無能為力
[00:01:05.680 --> 00:01:08.800]  我們就好像經常保羅所說的
[00:01:08.800 --> 00:01:10.800]  我曾師父說
[00:01:10.800 --> 00:01:14.000]  我們在兩極之間到底我們要怎樣做呢
[00:01:14.000 --> 00:01:18.800]  我不想過著一個這樣被罪惡克制我的生活
[00:01:18.800 --> 00:01:24.240]  每次所思所想所做的都是被罪惡影響的
[00:01:24.240 --> 00:01:28.080]  我不想這樣但我沒有能力去抗拒它
[00:01:28.080 --> 00:01:32.240]  事件教導我們很多正面的道理
[00:01:32.240 --> 00:01:35.760]  我們要彼此相愛要愛我們的仇敵
[00:01:35.760 --> 00:01:39.360]  在世生活怎樣將榮耀歸給上帝
[00:01:39.360 --> 00:01:44.560]  讓我們好行為讓不信的人看到就能歸榮耀給上帝
[00:01:44.560 --> 00:01:47.600]  我們似乎沒有能力過這樣的生活
[00:01:47.600 --> 00:01:50.800]  但我們每個星期都回來教會聚會
[00:01:50.800 --> 00:01:54.560]  我們每個星期都聽這樣的道理
[00:01:54.560 --> 00:01:56.560]  所以在我成長的過程中
[00:01:56.560 --> 00:01:58.560]  我有些矛盾
[00:01:58.560 --> 00:02:02.080]  我相信這個矛盾是我們基督徒的矛盾
[00:02:02.080 --> 00:02:04.880]  而矛盾習慣了之後
[00:02:04.880 --> 00:02:07.920]  我們就當成這種矛盾的生活
[00:02:07.920 --> 00:02:10.960]  就是基督徒的正常生活
[00:02:10.960 --> 00:02:15.280]  到底我們在這個世界怎樣生活
[00:02:15.280 --> 00:02:18.640]  怎樣過著能勝過罪惡的生活
[00:02:18.640 --> 00:02:23.200]  到底勝過罪惡是不是很正常呢
[00:02:23.200 --> 00:02:25.760]  或者是一個不切實際的想法呢
[00:02:25.760 --> 00:02:28.800]  如果你說不切實際的話
[00:02:28.800 --> 00:02:31.280]  為何聖經裏面有這麼多的篇幅
[00:02:31.280 --> 00:02:34.080]  告訴我們不要愛世界
[00:02:34.080 --> 00:02:36.080]  我們在這個世界不愛世界
