
[00:00:00.000 --> 00:00:10.640]  今天和大家一起分享的經文是《加里塔書》第五章第19至21節
[00:00:10.640 --> 00:00:19.520]  其實第19至21節和接著下一個主日我們會繼續看的第22節
[00:00:19.520 --> 00:00:23.360]  到這一章的末尾是成為一個段落的
[00:00:23.360 --> 00:00:32.560]  讓我們在這兩者之間這兩個段落裏面能夠更加掌握怎樣成為一個屬神的子民
[00:00:32.560 --> 00:00:38.000]  今天所說的題目是憑血氣行事的多樣化
[00:00:38.000 --> 00:00:41.120]  讓我們再次聽主導儀先
[00:00:41.120 --> 00:00:42.880]  我們先回到這段經文
[00:00:42.880 --> 00:00:45.840]  去看看這段經文所說的內容是些什麼
[00:00:45.840 --> 00:00:49.360]  讓我們再次翻開聖經一起去讀
[00:00:49.360 --> 00:00:53.280]  我們先會一起讀中文版本的和合本
[00:00:53.280 --> 00:00:55.280]  請大家一起打開聖經
[00:00:55.280 --> 00:00:59.600]  《加里塔書》第五章第19至21節
[00:00:59.600 --> 00:01:01.120]  只是三節的經文
[00:01:01.120 --> 00:01:26.480]  (國語)
[00:01:26.480 --> 00:01:36.480]  (國語)
[00:01:36.480 --> 00:01:41.040]  很久以前我曾經和大家兄姊妹經常說這句話
[00:01:41.040 --> 00:01:45.680]  不信主的可以有一千萬個理由你都可以數得出
[00:01:45.680 --> 00:01:50.160]  但如果是信主的只有一個原因
[00:01:50.160 --> 00:01:53.680]  就是向神認罪悔改
[00:01:53.680 --> 00:01:58.160]  其實這句話不是出於我個人的看法
[00:01:58.160 --> 00:02:02.160]  而是我從聖經整體啟示當中
[00:02:02.160 --> 00:02:06.960]  所融會整合出來的一個歸納
[00:02:06.960 --> 00:02:11.760]  其中要依靠的一個歸納的經文
[00:02:11.760 --> 00:02:15.440]  就是我們今天一起思想的這段經文
[00:02:15.440 --> 00:02:16.880]  《加里塔書》
[00:02:16.880 --> 00:02:23.280]  其實《加里塔書》從第五章第19節至第26節裏
[00:02:23.280 --> 00:02:26.320]  都是將整個屬靈的生命
[00:02:26.320 --> 00:02:31.600]  整個的進程和我們稱之為「成性」的過程
[00:02:31.600 --> 00:02:35.760]  將它完全規劃出來讓我們知道
[00:02:35.760 --> 00:02:40.000]  今天我們首先會看頭一半的思想
[00:02:40.000 --> 00:02:44.080]  就是從《加里塔書》第五章第19至21節
[00:02:44.080 --> 00:02:45.920]  在這一部分裏面
[00:02:45.920 --> 00:02:51.840]  提出了有關行著血氣行事的多樣性質
[00:02:51.840 --> 00:02:54.080]  而在下一課裏面
[00:02:54.080 --> 00:02:56.640]  我們會討論到另一半
[00:02:56.640 --> 00:03:00.080]  就是《加里塔書》第五章第22至26節
[00:03:00.080 --> 00:03:03.600]  就是很多時候我們都聽到的熟悉的題目
[00:03:03.600 --> 00:03:07.040]  就是有關於一個屬靈的果子
[00:03:07.040 --> 00:03:08.880]  它當中的特質
[00:03:08.880 --> 00:03:14.000]  在這兩部分的經文講道裏面
[00:03:14.000 --> 00:03:16.800]  我希望能夠幫助大兄姐妹明白到
[00:03:16.800 --> 00:03:19.760]  真正一個信徒他的成性的過程
[00:03:19.760 --> 00:03:21.600]  是會遇見一些什麼挑戰
[00:03:21.600 --> 00:03:26.560]  同時我們也應該朝向什麼方向去發展
[00:03:26.560 --> 00:03:30.880]  這正正就是我們今天看這段經文的主旨
[00:03:30.880 --> 00:03:36.400]  也是當時保羅對加里塔教會的信徒
[00:03:36.400 --> 00:03:40.480]  一個清楚的屬靈生命的勾劃
[00:03:40.480 --> 00:03:45.920]  而這個勾劃從以前至今天仍然生效
[00:03:45.920 --> 00:03:47.840]  而這個過程是怎樣呢?
[00:03:47.840 --> 00:03:51.120]  很值得我們首先明白和掌握
[00:03:51.120 --> 00:03:56.640]  我們先去了解一下這段經文大概是講什麼
[00:03:56.640 --> 00:03:58.960]  今天我們先看的頭一部分
[00:03:58.960 --> 00:04:03.920]  《加里塔書》第五章第19至第21節
[00:04:03.920 --> 00:04:06.640]  在這部分裏面有一個特別的結構
[00:04:06.640 --> 00:04:11.280]  如果大家很容易應該就沒什麼問題去看
[00:04:11.280 --> 00:04:13.600]  第一個部分就是保羅指出
[00:04:13.600 --> 00:04:16.960]  憑情慾血氣的行徑
[00:04:16.960 --> 00:04:20.560]  其實這些事都是顯而易見的事
[00:04:20.560 --> 00:04:26.160]  而第二部分就是保羅有一個層列出的表列
[00:04:26.160 --> 00:04:33.040]  在這個表列裏面總共有15或者16項的陳述
[00:04:33.040 --> 00:04:38.240]  有關血氣行事的一些類別或者一些事項
[00:04:38.240 --> 00:04:42.480]  一會兒我們會解釋一下為什麼可能是15或者16的
[00:04:42.480 --> 00:04:45.760]  第三個部分在這段經文裏面
[00:04:45.760 --> 00:04:51.840]  最後就講到憑血氣行事的結論或者結果
[00:04:51.840 --> 00:04:55.440]  我們就按照這個結構去看
[00:04:55.440 --> 00:04:57.680]  剛才我一開始已經講過
[00:04:57.680 --> 00:05:04.000]  信主的理由層列一萬個一千萬個都可以
[00:05:04.000 --> 00:05:06.960]  但是信主其實只有一個
[00:05:06.960 --> 00:05:13.360]  其實和剛才我們所看的從第五章19節到最後26節
[00:05:13.360 --> 00:05:18.320]  其實同樣在經文裏面已經埋藏了這個意思
[00:05:18.320 --> 00:05:19.520]  因為為什麼呢?
[00:05:19.520 --> 00:05:23.200]  這裡所層列出來的憑血氣所做的事
[00:05:23.200 --> 00:05:24.800]  其實有很多樣化的
[00:05:24.800 --> 00:05:25.520]  很多的
[00:05:25.520 --> 00:05:28.080]  不過多到保羅講不完
[00:05:28.080 --> 00:05:31.840]  只是層列了最主要的15、16樣東西
[00:05:31.840 --> 00:05:35.200]  但如果要在上帝裏面而活
[00:05:35.200 --> 00:05:37.840]  只有一個就是屬靈的果子
[00:05:37.840 --> 00:05:40.000]  我們要有一個屬靈的果子的生命
[00:05:40.000 --> 00:05:44.480]  才可以進入到神的國裏面與神同活
[00:05:44.480 --> 00:05:50.560]  我們這個星期先看看這一大堆的血氣行事的事情
[00:05:50.560 --> 00:05:52.560]  究竟對我們有什麼影響
[00:05:52.560 --> 00:05:53.760]  第一部分
[00:05:53.760 --> 00:05:58.160]  第五章第十九節的頭半節
[00:05:58.160 --> 00:05:59.840]  一開始這樣說
[00:05:59.840 --> 00:06:04.480]  他說情慾的事都是顯而易見
[00:06:04.480 --> 00:06:06.560]  所以這個正正是第一部分我們看
[00:06:06.560 --> 00:06:10.720]  因為憑血氣行事是顯而易見的事
[00:06:10.720 --> 00:06:14.000]  The works of flesh are obvious
[00:06:14.000 --> 00:06:19.840]  憑血氣行事其實不是一些什麼rocket science
[00:06:19.840 --> 00:06:22.480]  我們其實作為神的子民
[00:06:22.480 --> 00:06:26.080]  其實很容易已經是覺察到這些事情的發生
[00:06:26.080 --> 00:06:28.800]  就好像我們剛剛上個主日講到
[00:06:28.800 --> 00:06:31.520]  第五章第十六至十七節裏面
[00:06:31.520 --> 00:06:34.720]  已經指出了情慾和聖靈
[00:06:34.720 --> 00:06:37.920]  他們兩者是互相排斥的
[00:06:37.920 --> 00:06:41.360]  兩者是互相的爭鬥的
[00:06:41.360 --> 00:06:44.800]  就好像一句成語就說臭味相投
[00:06:44.800 --> 00:06:50.400]  又或者是說將油加在水這個比喻裏面
[00:06:50.400 --> 00:06:55.520]  當如果同類的就會走在同一堆的
[00:06:55.520 --> 00:06:59.680]  但如果當兩樣東西不同類的時候
[00:06:59.680 --> 00:07:03.200]  他就輕則就說只是將它放在一起
[00:07:03.200 --> 00:07:05.040]  大家各不相干
[00:07:05.040 --> 00:07:07.760]  如果真的強行將兩者放在一起
[00:07:07.760 --> 00:07:09.280]  他就互相排斥
[00:07:09.280 --> 00:07:11.200]  就好像剛才那個例子所說
[00:07:11.200 --> 00:07:13.200]  油加在水裏面
[00:07:13.200 --> 00:07:15.200]  油混不進水裏面
[00:07:15.200 --> 00:07:18.720]  因為兩樣東西是不同質地的東西
[00:07:18.720 --> 00:07:19.840]  本質不同的
[00:07:19.840 --> 00:07:22.320]  你硬要將它放在一起
[00:07:22.320 --> 00:07:25.120]  只是如果強行來搞它
[00:07:25.120 --> 00:07:30.240]  結局只能搞出一堆混濁的東西出來
[00:07:30.240 --> 00:07:36.800]  所以當如果將兩種不同性質的東西放在一起的時候
[00:07:36.800 --> 00:07:41.440]  簡單來說雙方可能只是說渾身不自在
[00:07:41.440 --> 00:07:43.440]  覺得它在這裏
[00:07:43.440 --> 00:07:46.800]  好像硬是有些東西不妥的
[00:07:46.800 --> 00:07:51.040]  但如果真的要將它們兩個合在一起放
[00:07:51.040 --> 00:07:55.440]  這兩樣東西就跟著開始有互相排斥的現象
[00:07:56.400 --> 00:08:03.440]  有很多事情不是說難見的
[00:08:03.440 --> 00:08:07.280]  不過就讓我借用一些政治的例子
[00:08:07.280 --> 00:08:10.240]  其實港獨我很少用政治的例子
[00:08:10.240 --> 00:08:15.520]  不過我也在這裏不是去嘗試做一些政治的評論
[00:08:15.520 --> 00:08:18.800]  也都評誰是對誰是錯
[00:08:18.800 --> 00:08:20.560]  不是完全不是為這件事
[00:08:20.560 --> 00:08:22.960]  不過我想借用一個政治的例子
[00:08:22.960 --> 00:08:26.080]  來介紹給大兄姐妹聽
[00:08:26.080 --> 00:08:35.280]  看看怎樣情慾和屬靈的事是混不在一起的
[00:08:35.280 --> 00:08:37.760]  而且它會產生一些什麼爭鬥
[00:08:37.760 --> 00:08:40.720]  譬如就讓我借用現在我們所看到的
[00:08:40.720 --> 00:08:46.000]  美國2020年的選舉作為一個引子
[00:08:46.000 --> 00:08:50.000]  我想和大家一起分享一下我的一些觀察
