
[00:00:00.000 --> 00:00:08.000]  多謝陳牧師給我有機會和大家分享
[00:00:08.000 --> 00:00:16.000]  我今天講的訊息在《撒武爾記》上三章一到十四節
[00:00:16.000 --> 00:00:19.000]  相信對於撒武爾的故事大家很熟悉
[00:00:19.000 --> 00:00:25.000]  因為在團契和主要學校裡的故事已經講了很多遍
[00:00:25.000 --> 00:00:28.000]  如果你是主要學校的老師也講了很多遍
[00:00:28.000 --> 00:00:31.000]  如果你是主要學校的學生也聽了很多遍
[00:00:31.000 --> 00:00:36.000]  故事開始的時候是講一位婦人的悲劇
[00:00:36.000 --> 00:00:38.000]  因為她沒有十元錢生
[00:00:38.000 --> 00:00:41.000]  但你們知道在猶太文化裡
[00:00:41.000 --> 00:00:44.000]  一個婦女結了婚沒有十元錢生是她的羞恥
[00:00:44.000 --> 00:00:48.000]  這是文化帶給她的重擔
[00:00:48.000 --> 00:00:52.000]  所以她就去聖殿祈禱
[00:00:52.000 --> 00:00:55.000]  祈禱的時候被一位祭司以利誤會
[00:00:55.000 --> 00:00:57.000]  他以為她喝醉了
[00:00:57.000 --> 00:00:59.000]  在喝醉了
[00:00:59.000 --> 00:01:03.000]  因此這位婦女跟他說
[00:01:03.000 --> 00:01:07.000]  當我說這樣的時候
[00:01:07.000 --> 00:01:11.000]  我希望你能夠知道那些是什麼意思
[00:01:11.000 --> 00:01:13.000]  我不會重複那些故事
[00:01:13.000 --> 00:01:14.000]  我不會再講了
[00:01:14.000 --> 00:01:16.000]  因為只有25分鐘
[00:01:19.000 --> 00:01:22.000]  之後這位祭司以利就說
[00:01:22.000 --> 00:01:23.000]  我知道了
[00:01:23.000 --> 00:01:24.000]  你回家吧
[00:01:24.000 --> 00:01:26.000]  明年今天你會生一個兒子
[00:01:26.000 --> 00:01:28.000]  回家之後果然生了一個兒子
[00:01:28.000 --> 00:01:29.000]  但哈娜就說
[00:01:29.000 --> 00:01:31.000]  當我有這個兒子的時候
[00:01:31.000 --> 00:01:33.000]  我會將他奉獻給你
[00:01:33.000 --> 00:01:37.000]  讓他在聖殿裡學習如何侍奉敬拜你
[00:01:37.000 --> 00:01:41.000]  他說這個兒子是從上帝那裡求回來的
[00:01:41.000 --> 00:01:43.000]  三毫二的意思是這樣的
[00:01:43.000 --> 00:01:46.000]  我是從上帝那裡求回來的
[00:01:46.000 --> 00:01:49.000]  講這些話的時候
[00:01:49.000 --> 00:01:51.000]  如果大家知道
[00:01:51.000 --> 00:01:53.000]  我的名字叫Samuel
[00:01:53.000 --> 00:01:57.000]  這個名字是我牧師給我的
[00:01:57.000 --> 00:01:58.000]  為什麼會這樣呢
[00:01:58.000 --> 00:02:01.000]  因為我媽媽生了12個小孩子
[00:02:01.000 --> 00:02:06.000]  那個年代12個
[00:02:06.000 --> 00:02:09.000]  我想現在這個年代沒有人敢生12個了
[00:02:09.000 --> 00:02:13.000]  但在我前面的11個都養不大的
[00:02:15.000 --> 00:02:19.000]  所以牧師在後來給我的名字叫Samuel
[00:02:19.000 --> 00:02:23.000]  意思就是說是從上帝那裡求回來的
[00:02:23.000 --> 00:02:27.000]  在撒慕爾記上三章一到第十四節裡就說到
[00:02:27.000 --> 00:02:30.000]  他說這個撒慕爾在聖殿裡
[00:02:30.000 --> 00:02:32.000]  來學習侍奉
[00:02:32.000 --> 00:02:33.000]  跟著這個以利
[00:02:33.000 --> 00:02:35.000]  但他怎樣形容這個以利呢
[00:02:35.000 --> 00:02:38.000]  他說這個以利是年紀老邁
[00:02:38.000 --> 00:02:43.000]  同子撒慕爾在以利面前侍奉
[00:02:43.000 --> 00:02:46.000]  當那些日子
[00:02:46.000 --> 00:02:48.000]  而我話的言語稀少
[00:02:48.000 --> 00:02:50.000]  不常有默事
[00:02:50.000 --> 00:02:53.000]  這是一句對當時
[00:02:53.000 --> 00:02:56.000]  這個撒慕爾在聖殿裡的學習
[00:02:56.000 --> 00:02:59.000]  敬拜侍奉上帝一個當頭棒
[00:02:59.000 --> 00:03:02.000]  當然他十多歲他不明白
[00:03:02.000 --> 00:03:04.000]  在那個時代裡
[00:03:04.000 --> 00:03:06.000]  而我話的言語稀少
[00:03:06.000 --> 00:03:09.000]  不常有默事的意思是什麼呢
[00:03:09.000 --> 00:03:11.000]  那個是一個黑暗的時代
[00:03:11.000 --> 00:03:14.000]  是耶和華話語稀少的時代
[00:03:14.000 --> 00:03:16.000]  但當我們讀經文
[00:03:16.000 --> 00:03:18.000]  無論我們讀舊約讀到新約
[00:03:18.000 --> 00:03:21.000]  就算讀撒慕爾記上第三章的時候
[00:03:21.000 --> 00:03:22.000]  我們都發覺到
[00:03:22.000 --> 00:03:26.000]  耶和華上帝是很樂意說話的上帝
[00:03:26.000 --> 00:03:29.000]  為什麼在這個時代裡
[00:03:29.000 --> 00:03:32.000]  上帝的話語稀少
[00:03:32.000 --> 00:03:34.000]  不常有默事
[00:03:34.000 --> 00:03:37.000]  當你仔細研究這些句子的時候
[00:03:37.000 --> 00:03:40.000]  你發覺到不是一點都沒有
[00:03:40.000 --> 00:03:42.000]  有時有有時沒有
[00:03:42.000 --> 00:03:44.000]  但有時有有時沒有的時候
[00:03:44.000 --> 00:03:47.000]  你不知道他什麼時候有什麼時候沒有
[00:03:47.000 --> 00:03:50.000]  你以為他有的時候他又沒有
[00:03:50.000 --> 00:03:52.000]  你說他沒有的時候他又有
[00:03:52.000 --> 00:03:54.000]  這個就是說我們很難捉摸上帝
[00:03:54.000 --> 00:03:57.000]  我們真的很難捉摸上帝
[00:03:57.000 --> 00:04:01.000]  我們以為我們可以捉摸到上帝
[00:04:01.000 --> 00:04:03.000]  我們以為我們這樣做的時候
[00:04:03.000 --> 00:04:04.000]  上帝一定會這樣
[00:04:04.000 --> 00:04:06.000]  但上帝說你不要以為了
[00:04:06.000 --> 00:04:09.000]  上帝是一位活著的上帝
[00:04:09.000 --> 00:04:12.000]  他經常說上帝是一位活著的上帝
[00:04:12.000 --> 00:04:13.000]  上帝就說
[00:04:13.000 --> 00:04:16.000]  我不會被你的語言來管到我
[00:04:16.000 --> 00:04:17.000]  控制到我
[00:04:17.000 --> 00:04:19.000]  我要怎樣做就怎樣做
[00:04:19.000 --> 00:04:21.000]  但在黑暗的時代裡
[00:04:21.000 --> 00:04:23.000]  上帝說我留下了足夠的話語
[00:04:23.000 --> 00:04:25.000]  我留下了足夠的聲音
[00:04:25.000 --> 00:04:27.000]  我留下了足夠的足跡
[00:04:27.000 --> 00:04:31.000]  給他去找我就在那裡
[00:04:31.000 --> 00:04:36.000]  在有一本書
[00:04:36.000 --> 00:04:38.000]  我想在這個世代裡
[00:04:38.000 --> 00:04:41.000]  有機會我叫人買書看
[00:04:41.000 --> 00:04:44.000]  因為書國很難生存
[00:04:44.000 --> 00:04:47.000]  書國真的很難生存
[00:04:47.000 --> 00:04:49.000]  現在的人又不喜歡買書
[00:04:49.000 --> 00:04:51.000]  買了書回來就放著
[00:04:51.000 --> 00:04:53.000]  所以家裡有很多書
[00:04:53.000 --> 00:04:57.000]  但是有一本書叫做《雙城記》
[00:04:57.000 --> 00:04:58.000]  很多時候講道的時候
[00:04:58.000 --> 00:05:02.000]  我喜歡用一些大埔頭的小說
[00:05:02.000 --> 00:05:03.000]  我喜歡看小說
[00:05:03.000 --> 00:05:04.000]  我喜歡看散文
[00:05:04.000 --> 00:05:07.000]  因為透過上帝給這些文學家
[00:05:07.000 --> 00:05:10.000]  偉大的文學家的思維和文字
[00:05:10.000 --> 00:05:14.000]  可以將一些生命裡的大道理
[00:05:14.000 --> 00:05:15.000]  而這些大道理
[00:05:15.000 --> 00:05:17.000]  都是聖經裡要講的大道理
[00:05:17.000 --> 00:05:20.000]  愛啊 恨啊
[00:05:20.000 --> 00:05:21.000]  其中有一本書講到
[00:05:21.000 --> 00:05:23.000]  一個人怎樣表達他的恨呢
[00:05:23.000 --> 00:05:27.000]  兩夫婦很小的事情吵架
[00:05:27.000 --> 00:05:30.000]  那些牙膏為什麼要擠頭擠尾擠中間呢
[00:05:30.000 --> 00:05:32.000]  為了這樣的事吵架
[00:05:32.000 --> 00:05:35.000]  吵到雙方互不經談
[00:05:35.000 --> 00:05:38.000]  恨對方 恨到什麼程度呢
[00:05:38.000 --> 00:05:40.000]  將房子鋸成兩半
[00:05:40.000 --> 00:05:42.000]  你一半我一半 你不要過來
[00:05:42.000 --> 00:05:44.000]  就是為了什麼呢
[00:05:44.000 --> 00:05:46.000]  就是為了擠牙膏
[00:05:46.000 --> 00:05:50.000]  這些故事還是大埔頭的小說
[00:05:50.000 --> 00:05:52.000]  那些作者想出來
[00:05:52.000 --> 00:05:54.000]  將人間的愛與恨
[00:05:54.000 --> 00:05:56.000]  很無聊的事情
[00:05:56.000 --> 00:05:57.000]  將它寫出來
[00:05:57.000 --> 00:05:59.000]  用文字鋪排在我們眼前
[00:05:59.000 --> 00:06:00.000]  當我們讀了的時候
[00:06:00.000 --> 00:06:02.000]  我們就更能夠明白
[00:06:02.000 --> 00:06:03.000]  聖經裡面所講的
[00:06:03.000 --> 00:06:08.000]  愛與恨 黑暗與光明的對峙
[00:06:08.000 --> 00:06:11.000]  有一本書是狄更斯寫的
[00:06:11.000 --> 00:06:12.000]  叫《雙城記》
[00:06:12.000 --> 00:06:15.000]  《雙城記》不是講洛杉磯
[00:06:15.000 --> 00:06:18.000]  是講英國的倫敦和法國的巴黎
[00:06:18.000 --> 00:06:21.000]  兩個城市裡面一對戀人的故事
[00:06:21.000 --> 00:06:25.000]  用法國大革命來做一個背景
[00:06:25.000 --> 00:06:28.000]  在那本書的劇本一開始的時候
[00:06:28.000 --> 00:06:31.000]  他用了幾個排句
[00:06:31.000 --> 00:06:36.000]  來講當時的城市裡面的黑暗
[00:06:36.000 --> 00:06:39.000]  那些句子是很快人心醒的
[00:06:39.000 --> 00:06:41.000]  我們小時候作文的時候
[00:06:41.000 --> 00:06:43.000]  老師教的第一句是最難寫的
[00:06:43.000 --> 00:06:44.000]  我們經常都想著
[00:06:44.000 --> 00:06:45.000]  第一句寫好之後
[00:06:45.000 --> 00:06:47.000]  後面那些就好像
[00:06:47.000 --> 00:06:48.000]  活水江河那樣
[00:06:48.000 --> 00:06:49.000]  我們今天的活水團計
[00:06:49.000 --> 00:06:51.000]  上不完的
[00:06:51.000 --> 00:06:52.000]  走不完的
[00:06:52.000 --> 00:06:53.000]  這麼多人唱
[00:06:53.000 --> 00:06:54.000]  走著走著又有一行
[00:06:54.000 --> 00:06:55.000]  走著走著又一行
[00:06:55.000 --> 00:06:56.000]  走著走著又一行
[00:06:56.000 --> 00:06:57.000]  真是活水
[00:06:57.000 --> 00:06:58.000]  真是活水
[00:06:58.000 --> 00:07:00.000]  但是老師都教我們
[00:07:00.000 --> 00:07:01.000]  經常說
[00:07:01.000 --> 00:07:03.000]  作文第一句寫出來的話
