
[00:00:00.000 --> 00:00:02.000]  (採訪者)
[00:00:02.000 --> 00:00:04.000]  弟兄姊妹主內平安
[00:00:04.000 --> 00:00:06.000]  感謝神
[00:00:06.000 --> 00:00:08.000]  又多謝林牧師的邀請
[00:00:08.000 --> 00:00:10.000]  我第一次來到
[00:00:10.000 --> 00:00:12.000]  白田浸信會
[00:00:12.000 --> 00:00:14.000]  有些大鄉里的感覺
[00:00:14.000 --> 00:00:16.000]  雖然不難找
[00:00:16.000 --> 00:00:18.000]  不過始終都是陌生
[00:00:18.000 --> 00:00:20.000]  多謝你們
[00:00:20.000 --> 00:00:22.000]  地圖很清楚
[00:00:22.000 --> 00:00:24.000]  又有弟兄姊妹在樓下
[00:00:24.000 --> 00:00:26.000]  撞到
[00:00:26.000 --> 00:00:28.000]  帶我們上來
[00:00:28.000 --> 00:00:30.000]  參加崇拜
[00:00:30.000 --> 00:00:32.000]  非常感恩
[00:00:32.000 --> 00:00:34.000]  亦都覺得很溫暖
[00:00:34.000 --> 00:00:36.000]  林牧師的邀請信
[00:00:36.000 --> 00:00:38.000]  很大
[00:00:38.000 --> 00:00:40.000]  四個字
[00:00:40.000 --> 00:00:42.000]  補充連題
[00:00:42.000 --> 00:00:44.000]  今年教會的主題
[00:00:44.000 --> 00:00:46.000]  知子雪狀是白田
[00:00:46.000 --> 00:00:48.000]  大家知道
[00:00:48.000 --> 00:00:50.000]  2月開始
[00:00:50.000 --> 00:00:52.000]  白田的
[00:00:52.000 --> 00:00:54.000]  白田的
[00:00:54.000 --> 00:00:56.000]  白田的
[00:00:56.000 --> 00:00:58.000]  2月開始
[00:00:58.000 --> 00:01:00.000]  都有幾個星期
[00:01:00.000 --> 00:01:02.000]  教會解釋
[00:01:02.000 --> 00:01:04.000]  是延續
[00:01:04.000 --> 00:01:06.000]  上一年的
[00:01:06.000 --> 00:01:08.000]  連題
[00:01:08.000 --> 00:01:10.000]  以神的話語
[00:01:10.000 --> 00:01:12.000]  讓弟兄姊妹
[00:01:12.000 --> 00:01:14.000]  肢體靈明
[00:01:14.000 --> 00:01:16.000]  從整
[00:01:16.000 --> 00:01:18.000]  初訓栽培成長
[00:01:18.000 --> 00:01:20.000]  又推動
[00:01:20.000 --> 00:01:22.000]  大家配合參與
[00:01:22.000 --> 00:01:24.000]  中心的服務
[00:01:24.000 --> 00:01:26.000]  社會化
[00:01:26.000 --> 00:01:28.000]  社區服務的
[00:01:28.000 --> 00:01:30.000]  意義使命
[00:01:30.000 --> 00:01:32.000]  以具體的行動
[00:01:32.000 --> 00:01:34.000]  來實踐社區關懷
[00:01:34.000 --> 00:01:36.000]  傳揚主愛
[00:01:36.000 --> 00:01:38.000]  此外經歷了
[00:01:38.000 --> 00:01:40.000]  三年社會撕裂
[00:01:40.000 --> 00:01:42.000]  新冠疫情
[00:01:42.000 --> 00:01:44.000]  移民潮等等
[00:01:44.000 --> 00:01:46.000]  期盼藉著
[00:01:46.000 --> 00:01:48.000]  小組化生活
[00:01:48.000 --> 00:01:50.000]  凝聚肢體
[00:01:50.000 --> 00:01:52.000]  互相關顧
[00:01:52.000 --> 00:01:54.000]  服侍
[00:01:54.000 --> 00:01:56.000]  重建我們
[00:01:56.000 --> 00:01:58.000]  基督的生命
[00:01:58.000 --> 00:02:00.000]  這是對於
[00:02:00.000 --> 00:02:02.000]  今年的主題
[00:02:02.000 --> 00:02:04.000]  一個很透徹
[00:02:04.000 --> 00:02:06.000]  深入
[00:02:06.000 --> 00:02:08.000]  豐富
[00:02:08.000 --> 00:02:10.000]  認真的
[00:02:10.000 --> 00:02:12.000]  解釋
[00:02:12.000 --> 00:02:14.000]  所以我在祈禱當中
[00:02:14.000 --> 00:02:16.000]  預備的時候
[00:02:16.000 --> 00:02:18.000]  我當然就想起
[00:02:18.000 --> 00:02:20.000]  約翰福音
[00:02:20.000 --> 00:02:22.000]  十五章
[00:02:22.000 --> 00:02:24.000]  主耶穌說的
[00:02:24.000 --> 00:02:26.000]  這一段話
[00:02:26.000 --> 00:02:28.000]  「我是
[00:02:28.000 --> 00:02:30.000]  真葡萄樹
[00:02:30.000 --> 00:02:32.000]  你們是
[00:02:32.000 --> 00:02:34.000]  枝子」這個比喻
[00:02:34.000 --> 00:02:36.000]  大家一定很熟悉
[00:02:36.000 --> 00:02:38.000]  所以你都知道這個
[00:02:38.000 --> 00:02:40.000]  「連提枝子
[00:02:40.000 --> 00:02:42.000]  茄藏
[00:02:42.000 --> 00:02:44.000]  繫白田」
[00:02:44.000 --> 00:02:46.000]  那個出處
[00:02:46.000 --> 00:02:48.000]  來源
[00:02:48.000 --> 00:02:50.000]  再深入一點說
[00:02:50.000 --> 00:02:52.000]  典故就是約翰福音
[00:02:52.000 --> 00:02:54.000]  第十五章
[00:02:54.000 --> 00:02:56.000]  大家都應該
[00:02:56.000 --> 00:02:58.000]  知道這是約翰福音
[00:02:58.000 --> 00:03:00.000]  七次
[00:03:00.000 --> 00:03:02.000]  主耶穌說
[00:03:02.000 --> 00:03:04.000]  「我是」
[00:03:04.000 --> 00:03:06.000]  的最後一次
[00:03:06.000 --> 00:03:08.000]  知不知道
[00:03:08.000 --> 00:03:10.000]  另外那六次是說什麼
[00:03:10.000 --> 00:03:12.000]  不要考我了
[00:03:12.000 --> 00:03:14.000]  考完我會回答
[00:03:14.000 --> 00:03:16.000]  就出來講道
[00:03:16.000 --> 00:03:18.000]  其實你懂的
[00:03:18.000 --> 00:03:20.000]  六章三十五節
[00:03:20.000 --> 00:03:24.000]  耶穌說「我是生命的糧」
[00:03:24.000 --> 00:03:26.000]  英文「Bread of Life」
[00:03:26.000 --> 00:03:28.000]  我們幾乎想說「生命麵包」
[00:03:28.000 --> 00:03:30.000]  沒錯
[00:03:30.000 --> 00:03:32.000]  當日的糧食
[00:03:32.000 --> 00:03:34.000]  不是米飯
[00:03:34.000 --> 00:03:36.000]  是麵包
[00:03:36.000 --> 00:03:38.000]  所以
[00:03:38.000 --> 00:03:40.000]  最後晚餐
[00:03:40.000 --> 00:03:42.000]  抹餅
[00:03:42.000 --> 00:03:44.000]  喝杯
[00:03:44.000 --> 00:03:46.000]  吃完
[00:03:46.000 --> 00:03:48.000]  夾餸
[00:03:48.000 --> 00:03:50.000]  就是這樣的背景
[00:03:50.000 --> 00:03:52.000]  八章十二次
[00:03:52.000 --> 00:03:54.000]  耶穌說第二句
[00:03:54.000 --> 00:03:56.000]  「我是世界的光」
[00:03:56.000 --> 00:03:58.000]  十章第七節
[00:03:58.000 --> 00:04:00.000]  「我是羊的門」
[00:04:00.000 --> 00:04:02.000]  十一節
[00:04:02.000 --> 00:04:04.000]  「我是好木人」
[00:04:04.000 --> 00:04:06.000]  還有呢
[00:04:06.000 --> 00:04:08.000]  開始
[00:04:08.000 --> 00:04:10.000]  記性回來了
[00:04:10.000 --> 00:04:12.000]  拉薩路復活
[00:04:12.000 --> 00:04:14.000]  主耶穌說
[00:04:14.000 --> 00:04:16.000]  「我是復活」
[00:04:16.000 --> 00:04:18.000]  「我是生命」
[00:04:18.000 --> 00:04:20.000]  中文聖經
[00:04:20.000 --> 00:04:22.000]  「復活在我」
[00:04:22.000 --> 00:04:24.000]  「生命也在我」
[00:04:24.000 --> 00:04:26.000]  十四章第六節
[00:04:26.000 --> 00:04:28.000]  這是一二三四
[00:04:28.000 --> 00:04:30.000]  第六次
[00:04:30.000 --> 00:04:32.000]  耶穌說「我就是道路」
[00:04:32.000 --> 00:04:34.000]  什麼呀
[00:04:34.000 --> 00:04:36.000]  真理
[00:04:36.000 --> 00:04:38.000]  最後呢
[00:04:38.000 --> 00:04:40.000]  生命
[00:04:40.000 --> 00:04:44.000]  「我是真葡萄樹」
[00:04:44.000 --> 00:04:46.000]  為什麼要和大家
[00:04:46.000 --> 00:04:48.000]  溫習一次呢
[00:04:48.000 --> 00:04:50.000]  因為如果你這樣練氣
[00:04:50.000 --> 00:04:52.000]  一貫
[00:04:52.000 --> 00:04:54.000]  約翰福音七段
[00:04:54.000 --> 00:04:56.000]  主耶穌說「我是」
[00:04:56.000 --> 00:04:58.000]  這樣的經文
[00:04:58.000 --> 00:05:00.000]  讀下來呢
[00:05:00.000 --> 00:05:02.000]  你就很清楚
[00:05:02.000 --> 00:05:04.000]  可以掌握
[00:05:04.000 --> 00:05:06.000]  焦點在哪裡
[00:05:06.000 --> 00:05:08.000]  這句話的焦點
[00:05:08.000 --> 00:05:10.000]  在主耶穌那裡
[00:05:10.000 --> 00:05:12.000]  每一次重覆的
[00:05:12.000 --> 00:05:14.000]  是說「他」
[00:05:14.000 --> 00:05:16.000]  「我」不是「我們」
[00:05:16.000 --> 00:05:18.000]  「我是真葡萄樹」
[00:05:18.000 --> 00:05:20.000]  「你們是枝子」
[00:05:20.000 --> 00:05:22.000]  其實「你們」
[00:05:22.000 --> 00:05:24.000]  這是次要
[00:05:24.000 --> 00:05:26.000]  的一個內容
[00:05:26.000 --> 00:05:28.000]  就是說你搞不清楚
[00:05:28.000 --> 00:05:30.000]  誰是真葡萄樹
[00:05:30.000 --> 00:05:32.000]  那你就不知道
[00:05:32.000 --> 00:05:34.000]  什麼是枝子
[00:05:34.000 --> 00:05:36.000]  你搞不清楚
[00:05:36.000 --> 00:05:38.000]  誰是真正
[00:05:38.000 --> 00:05:42.000]  生命令我們飽足的糧食
[00:05:42.000 --> 00:05:44.000]  你就會去找
[00:05:44.000 --> 00:05:46.000]  很多要滿足
[00:05:46.000 --> 00:05:48.000]  自己的人
[00:05:48.000 --> 00:05:50.000]  事
[00:05:50.000 --> 00:05:52.000]  或者物
[00:05:52.000 --> 00:05:54.000]  那永遠不會飽足的
[00:05:54.000 --> 00:05:56.000]  所以耶穌說
[00:05:56.000 --> 00:05:58.000]  「我是生命的糧」
[00:05:58.000 --> 00:06:00.000]  重點是我們得飽足
[00:06:00.000 --> 00:06:02.000]  我們以為我們是
[00:06:02.000 --> 00:06:04.000]  真正的生命
[00:06:04.000 --> 00:06:06.000]  我們得飽足
[00:06:06.000 --> 00:06:08.000]  我們以為我們得飽足
[00:06:08.000 --> 00:06:10.000]  我們追求很多的事物
[00:06:10.000 --> 00:06:12.000]  好像得飽足
[00:06:12.000 --> 00:06:14.000]  但是耶穌說
[00:06:14.000 --> 00:06:18.000]  「我才是生命令你飽足的糧食」
[00:06:18.000 --> 00:06:20.000]  那個焦點
[00:06:20.000 --> 00:06:22.000]  是在這裡的
[00:06:22.000 --> 00:06:24.000]  這是一個比喻
[00:06:24.000 --> 00:06:26.000]  「我是世界的光」
[00:06:26.000 --> 00:06:28.000]  你懂得背下去了
[00:06:28.000 --> 00:06:30.000]  「跟從我的」是怎樣的
[00:06:30.000 --> 00:06:32.000]  「不在黑暗裡走」
[00:06:32.000 --> 00:06:34.000]  我們不覺得我們在黑暗裡走
[00:06:34.000 --> 00:06:36.000]  我們是頭頭是道的
[00:06:36.000 --> 00:06:38.000]  我們覺得我們很有方向
[00:06:38.000 --> 00:06:40.000]  很有目標
[00:06:40.000 --> 00:06:42.000]  報導說
[00:06:42.000 --> 00:06:44.000]  信耶穌的人有光
[00:06:44.000 --> 00:06:46.000]  不是啊
[00:06:46.000 --> 00:06:48.000]  不信耶穌的人有生命很滿足
[00:06:48.000 --> 00:06:50.000]  這次有沒有聽到Rey的訪問
[00:06:50.000 --> 00:06:52.000]  普通一個人
[00:06:52.000 --> 00:06:54.000]  活到99歲
[00:06:54.000 --> 00:06:56.000]  他覺得他很滿足
[00:06:56.000 --> 00:06:58.000]  Very satisfying
[00:06:58.000 --> 00:07:00.000]  聖經沒有說
[00:07:00.000 --> 00:07:02.000]  聖經沒有否定
[00:07:02.000 --> 00:07:04.000]  這些感覺
[00:07:04.000 --> 00:07:06.000]  所以
[00:07:06.000 --> 00:07:08.000]  我們要明白的是
[00:07:08.000 --> 00:07:10.000]  耶穌怎樣是世界的光
[00:07:10.000 --> 00:07:12.000]  這個光
[00:07:12.000 --> 00:07:14.000]  光照什麼
[00:07:14.000 --> 00:07:16.000]  那個光明
[00:07:16.000 --> 00:07:18.000]  原來是照出我們的黑暗
[00:07:18.000 --> 00:07:20.000]  不是讓我們快樂滿足
[00:07:20.000 --> 00:07:22.000]  不是讓我們快樂滿足
[00:07:22.000 --> 00:07:24.000]  不是讓我們快樂滿足
[00:07:24.000 --> 00:07:26.000]  這麼簡單
[00:07:26.000 --> 00:07:28.000]  每一句
[00:07:28.000 --> 00:07:30.000]  如果我們要深入
[00:07:30.000 --> 00:07:32.000]  去追問
[00:07:32.000 --> 00:07:34.000]  約翰福音
[00:07:34.000 --> 00:07:36.000]  這七次
[00:07:36.000 --> 00:07:38.000]  到底說什麼
[00:07:38.000 --> 00:07:40.000]  我們就必須
[00:07:40.000 --> 00:07:42.000]  誠實
[00:07:42.000 --> 00:07:44.000]  面對
[00:07:44.000 --> 00:07:46.000]  聖經的重點
[00:07:46.000 --> 00:07:48.000]  是耶穌基督
[00:07:48.000 --> 00:07:50.000]  明白了
[00:07:50.000 --> 00:07:52.000]  這個主題
[00:07:52.000 --> 00:07:54.000]  然後我們才可以
[00:07:54.000 --> 00:07:56.000]  再問
[00:07:56.000 --> 00:07:58.000]  跟我們的關係
[00:07:58.000 --> 00:08:00.000]  在哪裡
[00:08:00.000 --> 00:08:02.000]  復活在我
[00:08:02.000 --> 00:08:04.000]  生命也在我
[00:08:04.000 --> 00:08:06.000]  信我的人
[00:08:06.000 --> 00:08:08.000]  不用死
[00:08:08.000 --> 00:08:10.000]  祈禱神一定醫治
[00:08:10.000 --> 00:08:12.000]  你聽錯了
[00:08:12.000 --> 00:08:14.000]  主耶穌的生命
[00:08:14.000 --> 00:08:16.000]  和復活
[00:08:16.000 --> 00:08:18.000]  信我的人
[00:08:18.000 --> 00:08:20.000]  什麼話
