
[00:00:00.000 --> 00:00:05.000]  各位聖誕快樂
[00:00:05.000 --> 00:00:10.000]  有沒有人約了人一會兒吃聖誕餐的
[00:00:10.000 --> 00:00:14.000]  如果沒有的話我就不用說這麼快了
[00:00:14.000 --> 00:00:18.000]  今天很開心 也有一些禮物
[00:00:18.000 --> 00:00:21.000]  我是短訊中心的副主席
[00:00:21.000 --> 00:00:24.000]  我們每一兩年都要寫一些福音小冊子
[00:00:24.000 --> 00:00:27.000]  過去這十幾年我寫了很多
[00:00:27.000 --> 00:00:30.000]  每一次我們講福音主日
[00:00:30.000 --> 00:00:34.000]  每個董事的書都會送出來賣
[00:00:34.000 --> 00:00:37.000]  所以如果你想支持福音工作
[00:00:37.000 --> 00:00:39.000]  可以一會兒買來送去
[00:00:39.000 --> 00:00:41.000]  聖誕禮物送給你的朋友
[00:00:41.000 --> 00:00:44.000]  不過如果你還是趕著買不及
[00:00:44.000 --> 00:00:47.000]  最好的辦法就是明天
[00:00:47.000 --> 00:00:49.000]  如果你今天覺得這個內容很好
[00:00:49.000 --> 00:00:54.000]  記得帶起碼幾個未信署的親戚朋友
[00:00:54.000 --> 00:00:57.000]  特別是孤零零的一個人
[00:00:57.000 --> 00:00:59.000]  聖誕節不知道去哪裏
[00:00:59.000 --> 00:01:00.000]  你特別請他來
[00:01:00.000 --> 00:01:02.000]  也有很多朋友
[00:01:02.000 --> 00:01:04.000]  不過沒有什麼資深朋友
[00:01:04.000 --> 00:01:06.000]  你更加請他來
[00:01:06.000 --> 00:01:10.000]  因為今天的題目的內容是很對的
[00:01:10.000 --> 00:01:12.000]  當然你們繼續坐在這裏
[00:01:12.000 --> 00:01:14.000]  有朋友也繼續聽下去
[00:01:14.000 --> 00:01:18.000]  今天的經文是《迦太書》二章二十節
[00:01:18.000 --> 00:01:21.000]  長長的 不過你聽一聽
[00:01:21.000 --> 00:01:23.000]  二章二十節
[00:01:23.000 --> 00:01:25.000]  如果你有朋友
[00:01:25.000 --> 00:01:26.000]  有資深朋友
[00:01:26.000 --> 00:01:30.000]  你也要想想還要多這個朋友
[00:01:30.000 --> 00:01:31.000]  保羅說這個話
[00:01:31.000 --> 00:01:35.000]  他說我已經和基督一同被釘在十字架上
[00:01:35.000 --> 00:01:38.000]  現在活著的不再是我
[00:01:38.000 --> 00:01:40.000]  即不是再是我了
[00:01:40.000 --> 00:01:42.000]  而是基督活在我裏面
[00:01:42.000 --> 00:01:43.000]  很厲害
[00:01:43.000 --> 00:01:45.000]  一個人不用改身份證
[00:01:45.000 --> 00:01:47.000]  已經變成了另一個人
[00:01:47.000 --> 00:01:52.000]  我現在是靠信上帝的兒子而活
[00:01:52.000 --> 00:01:58.000]  靠什麼呢?靠信上帝的兒子而活
[00:01:58.000 --> 00:02:00.000]  這個七個字很重要
[00:02:00.000 --> 00:02:02.000]  這個人是什麼朋友呢?
[00:02:02.000 --> 00:02:04.000]  他是愛我
[00:02:04.000 --> 00:02:06.000]  為我捨己
[00:02:06.000 --> 00:02:08.000]  他是愛我
[00:02:08.000 --> 00:02:10.000]  為我捨己
[00:02:10.000 --> 00:02:12.000]  我不知道你人生裏面
[00:02:12.000 --> 00:02:15.000]  有沒有人救過你的命
[00:02:15.000 --> 00:02:17.000]  很多醫生都謙虛
[00:02:17.000 --> 00:02:20.000]  我不是救你的命
[00:02:20.000 --> 00:02:22.000]  是你的身子好
[00:02:22.000 --> 00:02:26.000]  很多人都不肯承認救人的命
[00:02:26.000 --> 00:02:30.000]  亦都不敢承認無限年
[00:02:30.000 --> 00:02:34.000]  無限次去救你的命
[00:02:34.000 --> 00:02:36.000]  救你的命是有的
[00:02:36.000 --> 00:02:37.000]  給一個請力源
[00:02:37.000 --> 00:02:40.000]  但可能下次他不在現場
[00:02:40.000 --> 00:02:43.000]  那個人亦都會因為這樣而死
[00:02:43.000 --> 00:02:46.000]  所以今天我用十件事來講一下
[00:02:46.000 --> 00:02:48.000]  幸福歲月這個題目
[00:02:48.000 --> 00:02:50.000]  這個題目其實很漂亮
[00:02:50.000 --> 00:02:52.000]  這個名字我想了幾次
[00:02:52.000 --> 00:02:54.000]  都覺得這個名字比較好
[00:02:54.000 --> 00:02:57.000]  我們看看這十件事是什麼呢?
[00:02:57.000 --> 00:02:59.000]  第一件事和你分享一下
[00:02:59.000 --> 00:03:01.000]  稍後看的時候
[00:03:01.000 --> 00:03:03.000]  有興趣想一想
[00:03:03.000 --> 00:03:05.000]  什麼令到你有這些東西存在
[00:03:05.000 --> 00:03:07.000]  我們看第一張powerpoint
[00:03:07.000 --> 00:03:11.000]  令我得到陪伴
[00:03:11.000 --> 00:03:13.000]  你看看旁邊所有的人
[00:03:13.000 --> 00:03:15.000]  都陪著你
[00:03:15.000 --> 00:03:17.000]  希望你遲些認識他們
[00:03:17.000 --> 00:03:19.000]  做好朋友
[00:03:19.000 --> 00:03:22.000]  其實找到陪伴的人是一個很大的福氣
[00:03:22.000 --> 00:03:26.000]  特別不離不棄的人
[00:03:26.000 --> 00:03:28.000]  剛才《二錯亞書》那段經文
[00:03:28.000 --> 00:03:31.000]  我們再看一次第七章十四節
[00:03:31.000 --> 00:03:32.000]  這裡沒有打出來
[00:03:32.000 --> 00:03:33.000]  我讀給你聽聽
[00:03:33.000 --> 00:03:36.000]  必有同女懷孕生子
[00:03:36.000 --> 00:03:39.000]  給他起名叫二瑪內利
[00:03:39.000 --> 00:03:42.000]  二瑪內利就是神和我們同在
[00:03:42.000 --> 00:03:44.000]  很多基督徒都認識這個說話
[00:03:44.000 --> 00:03:45.000]  二瑪內利
[00:03:45.000 --> 00:03:46.000]  Emmanuel
[00:03:46.000 --> 00:03:48.000]  也有些人用這個做英文名
[00:03:48.000 --> 00:03:50.000]  其實《二錯亞》才知道
[00:03:50.000 --> 00:03:52.000]  在七百多年前
