
[00:00:00.000 --> 00:00:04.000]  許鼎展會早晨
[00:00:04.000 --> 00:00:07.000]  感謝主給我機會和大家在當中講道
[00:00:07.000 --> 00:00:10.000]  今天天氣很好
[00:00:10.000 --> 00:00:12.000]  能夠在當中和大家敬拜
[00:00:12.000 --> 00:00:13.000]  實在很感謝主
[00:00:13.000 --> 00:00:15.000]  我聽見剛才的師班
[00:00:15.000 --> 00:00:16.000]  剛才的領唱
[00:00:16.000 --> 00:00:18.000]  給我心裡有很多的激勵
[00:00:18.000 --> 00:00:19.000]  來到神的面前
[00:00:19.000 --> 00:00:20.000]  要親近祂
[00:00:20.000 --> 00:00:22.000]  用聖餐 用詩歌來親近祂
[00:00:22.000 --> 00:00:23.000]  就是感謝神
[00:00:23.000 --> 00:00:26.000]  在早之前
[00:00:26.000 --> 00:00:27.000]  潘律師就跟我說
[00:00:27.000 --> 00:00:28.000]  可不可以來這裡講道
[00:00:28.000 --> 00:00:30.000]  跟著就跟我說
[00:00:30.000 --> 00:00:32.000]  他們有一連串的講題
[00:00:32.000 --> 00:00:35.000]  想我今天講關於許榮森
[00:00:35.000 --> 00:00:36.000]  我想了很久
[00:00:36.000 --> 00:00:38.000]  我說我不太懂得講
[00:00:38.000 --> 00:00:40.000]  他就說不要緊 你想想
[00:00:40.000 --> 00:00:43.000]  結果在思想的等候過程裡
[00:00:43.000 --> 00:00:44.000]  在幾個星期前
[00:00:44.000 --> 00:00:45.000]  我就決定用這段經文
[00:00:45.000 --> 00:00:47.000]  我可能未必直接講
[00:00:47.000 --> 00:00:49.000]  但我想講自尊心
[00:00:49.000 --> 00:00:53.000]  可能和這個題目有間接的關係
[00:00:53.000 --> 00:00:57.000]  中國人是一個很講面子的民族
[00:00:57.000 --> 00:00:59.000]  外表好像很謙恭
[00:00:59.000 --> 00:01:01.000]  但裡面就很介意
[00:01:01.000 --> 00:01:02.000]  很介意別人怎麼看
[00:01:02.000 --> 00:01:04.000]  你以為你介意別人怎麼看
[00:01:04.000 --> 00:01:07.000]  我們年輕的時候
[00:01:07.000 --> 00:01:08.000]  在下令會的時候
[00:01:08.000 --> 00:01:09.000]  總是玩一個遊戲
[00:01:09.000 --> 00:01:10.000]  特別是晚上睡覺
[00:01:10.000 --> 00:01:11.000]  不睡覺的時候都玩一個遊戲
[00:01:11.000 --> 00:01:12.000]  那個遊戲就是
[00:01:12.000 --> 00:01:14.000]  你對我什麼意見
[00:01:14.000 --> 00:01:15.000]  不知道有沒有玩過這些遊戲
[00:01:15.000 --> 00:01:17.000]  首先就講一下
[00:01:17.000 --> 00:01:18.000]  你對我什麼欣賞地方
[00:01:18.000 --> 00:01:20.000]  大家都很傷感無事
[00:01:20.000 --> 00:01:21.000]  談得很好的
[00:01:21.000 --> 00:01:23.000]  跟著你對我什麼提醒
[00:01:23.000 --> 00:01:26.000]  開始氣氛緊張
[00:01:26.000 --> 00:01:28.000]  眼淚來
[00:01:28.000 --> 00:01:29.000]  然後在延遲之間
[00:01:29.000 --> 00:01:31.000]  可能就不太開心
[00:01:31.000 --> 00:01:34.000]  其實我不知道
[00:01:34.000 --> 00:01:35.000]  今天我講這個題目
[00:01:35.000 --> 00:01:36.000]  自尊心的時候
[00:01:36.000 --> 00:01:37.000]  你有沒有想過
[00:01:37.000 --> 00:01:41.000]  你曾經被人傷害過自尊心
[00:01:41.000 --> 00:01:43.000]  有沒有試過
[00:01:43.000 --> 00:01:44.000]  如果沒有
[00:01:44.000 --> 00:01:49.000]  大概你這個世上沒有真正活過
[00:01:49.000 --> 00:01:51.000]  如果我回頭問你
[00:01:51.000 --> 00:01:55.000]  你有沒有試過傷害人自尊心
[00:01:55.000 --> 00:01:56.000]  如果你沒有
[00:01:56.000 --> 00:01:58.000]  大概你是一個不太誠實的人
[00:01:58.000 --> 00:02:02.000]  我猜在很多人際的困難裡面
[00:02:02.000 --> 00:02:05.000]  最後都是因為我們覺得
[00:02:05.000 --> 00:02:07.000]  自尊心受了很大的傷害
[00:02:07.000 --> 00:02:10.000]  無論別人覺得不覺得好
[00:02:10.000 --> 00:02:11.000]  你只覺得有很大的傷害
[00:02:11.000 --> 00:02:13.000]  所以你的虎毒
[00:02:13.000 --> 00:02:14.000]  或者遠離人群
[00:02:14.000 --> 00:02:16.000]  或者以後和你的義務曲
[00:02:16.000 --> 00:02:20.000]  都是因為我裡面這個自尊心受了損害
[00:02:20.000 --> 00:02:22.000]  而不知道怎麼去處理
[00:02:22.000 --> 00:02:23.000]  今天我想看這段經文
[00:02:23.000 --> 00:02:26.000]  看看一個人怎樣去傷害
[00:02:26.000 --> 00:02:30.000]  如何去回應一個自尊心受傷害
[00:02:30.000 --> 00:02:32.000]  這個故事要數很遠
[00:02:32.000 --> 00:02:35.000]  請你看《薩姆爾記》下第六章
[00:02:35.000 --> 00:02:36.000]  16-23節
[00:02:36.000 --> 00:02:37.000]  如果聖經請你打開
[00:02:37.000 --> 00:02:40.000]  我經常鼓勵會眾請你打開聖經
[00:02:40.000 --> 00:02:42.000]  如果你今天什麼都學不到
[00:02:42.000 --> 00:02:43.000]  起碼學到一樣東西
[00:02:43.000 --> 00:02:45.000]  就是以後聽著要打開聖經
[00:02:45.000 --> 00:02:46.000]  因為我們講聖經
[00:02:46.000 --> 00:02:48.000]  請你麻煩你打開聖經
[00:02:48.000 --> 00:02:49.000]  你會熟悉聖經
[00:02:49.000 --> 00:02:51.000]  和你會跟到聖經講什麼
[00:02:51.000 --> 00:02:53.000]  因為教會教人說什麼經文
[00:02:53.000 --> 00:02:55.000]  不知道好像馬達夫那樣
[00:02:55.000 --> 00:02:56.000]  這樣就大件事了
[00:02:56.000 --> 00:02:58.000]  今天講的是《薩姆爾記》下的
[00:02:58.000 --> 00:02:59.000]  請你打開聖經
