
[00:00:00.000 --> 00:00:04.920]  站在這裏讀經我見過很多
[00:00:04.920 --> 00:00:06.520]  站在這裏聽到的都是未見過
[00:00:06.520 --> 00:00:10.760]  這一堂是我和大家分享最後的一堂
[00:00:10.760 --> 00:00:13.040]  今年最後的一堂
[00:00:13.040 --> 00:00:16.040]  四堂給了後書
[00:00:16.040 --> 00:00:18.200]  明年會來三次
[00:00:18.200 --> 00:00:19.400]  但未決定講什麼
[00:00:19.400 --> 00:00:21.560]  應該是五月六月七月
[00:00:21.560 --> 00:00:23.280]  陳牧師約了我
[00:00:23.280 --> 00:00:25.360]  還在想要講什麼
[00:00:25.360 --> 00:00:27.440]  有兩張聖經在想
[00:00:27.440 --> 00:00:31.120]  大家手上都有今天講到的大綱
[00:00:31.120 --> 00:00:34.920]  還有四堂的總結
[00:00:34.920 --> 00:00:38.600]  方便的話可以去背了
[00:00:38.600 --> 00:00:40.880]  只有一個人笑
[00:00:40.880 --> 00:00:42.400]  因為我開玩笑
[00:00:42.400 --> 00:00:45.480]  你們不懂笑
[00:00:45.480 --> 00:00:47.800]  這些都給大家重溫
[00:00:47.800 --> 00:00:50.080]  很多人都知道
[00:00:50.080 --> 00:00:52.360]  講道要記住不容易
[00:00:52.360 --> 00:00:53.480]  但我常常都說
[00:00:53.480 --> 00:00:55.800]  只要你那星期
[00:00:55.800 --> 00:00:58.240]  或者那天你記得的
[00:00:58.240 --> 00:00:59.360]  你想想的
[00:00:59.360 --> 00:01:00.960]  對你都有幫助
[00:01:00.960 --> 00:01:02.880]  每一次聽完道
[00:01:02.880 --> 00:01:04.560]  有什麼可以做的
[00:01:04.560 --> 00:01:06.080]  有什麼可以改的
[00:01:06.080 --> 00:01:07.920]  有什麼可以加的
[00:01:07.920 --> 00:01:09.360]  有什麼可以停的
[00:01:09.360 --> 00:01:12.240]  都會幫我們生命不斷成長
[00:01:12.240 --> 00:01:15.800]  所以希望派給大家的筆記
[00:01:15.800 --> 00:01:17.400]  這些大綱內容
[00:01:17.400 --> 00:01:18.840]  大家可以留住
[00:01:18.840 --> 00:01:20.280]  我去一間教會
[00:01:20.280 --> 00:01:21.120]  感到很開心
[00:01:21.120 --> 00:01:23.160]  有一間教會有個姐妹
[00:01:23.160 --> 00:01:27.360]  我跟她說
[00:01:27.360 --> 00:01:28.680]  你過去講的道的大綱
[00:01:28.680 --> 00:01:30.200]  我全部都保留了
[00:01:30.200 --> 00:01:32.040]  她真的給我看
[00:01:32.040 --> 00:01:33.080]  她有個Binder
[00:01:33.080 --> 00:01:36.280]  我真的覺得很厲害
[00:01:36.280 --> 00:01:38.000]  我真的很開心
[00:01:38.000 --> 00:01:40.440]  她說有時都拿出來溫習
[00:01:40.440 --> 00:01:43.320]  幫她記得所聽的道
[00:01:43.320 --> 00:01:47.120]  今天這一堂叫做活在信中
[00:01:47.120 --> 00:01:49.000]  剛才沒有讀經
[00:01:49.000 --> 00:01:50.240]  因為一會兒我會和你們讀經
[00:01:50.240 --> 00:01:52.080]  所以不是教會忘記了
[00:01:52.080 --> 00:01:52.760]  不用怕
[00:01:52.760 --> 00:01:54.480]  不用耿耿於懷
[00:01:54.480 --> 00:01:56.160]  我們一會兒會一起讀
[00:01:56.160 --> 00:01:57.640]  我們先祈禱
[00:01:57.640 --> 00:01:59.480]  天父求你帶領一下時間
[00:01:59.480 --> 00:02:01.240]  當我們打開你的話的時候
[00:02:01.240 --> 00:02:03.840]  求你同樣打開我們的耳朵
[00:02:03.840 --> 00:02:05.160]  打開我們的心
[00:02:05.160 --> 00:02:07.240]  讓我們能夠領受
[00:02:07.240 --> 00:02:08.440]  能夠聽見
[00:02:08.440 --> 00:02:10.600]  給我們加一把勁
[00:02:10.600 --> 00:02:12.480]  給心機去聽
[00:02:12.480 --> 00:02:13.840]  給心機去明
[00:02:13.840 --> 00:02:15.280]  最後給心機去做
[00:02:15.280 --> 00:02:18.120]  幫助我們大家聽道行道
[00:02:18.120 --> 00:02:21.000]  能夠在這個黑暗世代當中
[00:02:21.000 --> 00:02:23.560]  成為明光照耀
[00:02:23.560 --> 00:02:25.320]  能夠活出真道
[00:02:25.320 --> 00:02:26.200]  聽我們禱告
[00:02:26.200 --> 00:02:27.440]  奉耶穌的名祈禱
[00:02:27.440 --> 00:02:28.240]  阿們
[00:02:28.240 --> 00:02:33.440]  黑暗中的明燈
[00:02:33.440 --> 00:02:34.760]  咦?有經文讀嗎?
[00:02:34.760 --> 00:02:35.320]  沒有了
[00:02:35.320 --> 00:02:36.320]  先過去吧
[00:02:36.320 --> 00:02:39.560]  第四堂就講叫做活在信中
[00:02:39.560 --> 00:02:43.320]  問一問第一堂是甚麼?
[00:02:43.320 --> 00:02:46.560]  忘記就不用說了
[00:02:46.560 --> 00:02:48.760]  第一堂是甚麼?
[00:02:49.640 --> 00:02:51.080]  行在光中
[00:02:51.080 --> 00:02:52.600]  不看筆記知道嗎?
[00:02:52.600 --> 00:02:53.800]  第二堂是甚麼?
[00:02:53.800 --> 00:02:55.800]  記在心中
[00:02:55.800 --> 00:02:56.800]  第三堂呢?
[00:02:56.800 --> 00:03:02.200]  第三堂不在心中
[00:03:02.200 --> 00:03:05.560]  第三堂叫看在眼中
[00:03:05.560 --> 00:03:08.320]  第四堂叫活在信中
[00:03:08.320 --> 00:03:10.600]  我記得第一次我來講道的時候
[00:03:10.600 --> 00:03:12.920]  講完行在光中
[00:03:12.920 --> 00:03:15.120]  我和陳牧師師母出去吃午飯
[00:03:15.120 --> 00:03:18.040]  在走廊裏面碰到兩台
[00:03:18.040 --> 00:03:19.400]  是教弟兄姊妹的
[00:03:20.360 --> 00:03:21.120]  是嗎?
[00:03:21.120 --> 00:03:22.400]  有沒有人記得碰過我?
[00:03:22.400 --> 00:03:25.360]  我記得我走過去問他們在談甚麼
[00:03:25.360 --> 00:03:27.160]  他們說在談剛才你講的道
[00:03:27.160 --> 00:03:29.040]  我說很難得
[00:03:29.040 --> 00:03:30.040]  很少教會這樣
[00:03:30.040 --> 00:03:32.200]  通常都是在談下一餐去哪裏吃
[00:03:32.200 --> 00:03:35.480]  談甚麼是一件很好的習慣
[00:03:35.480 --> 00:03:38.800]  所以希望大家繼續這樣做
[00:03:38.800 --> 00:03:42.640]  第一堂講到黑暗世代中要行在光中
[00:03:42.640 --> 00:03:43.480]  三件事
[00:03:43.480 --> 00:03:46.360]  行的條件、行的表現、行的結果
[00:03:46.360 --> 00:03:48.640]  條件就是先要有心明
[00:03:48.640 --> 00:03:49.640]  你才認識主
[00:03:49.640 --> 00:03:51.600]  然後你要活出你的生活
[00:03:51.600 --> 00:03:53.040]  你必須要順從主
[00:03:53.040 --> 00:03:54.840]  第二個就是行的表現
[00:03:54.840 --> 00:03:57.440]  分外殷勤不斷地增加
[00:03:57.440 --> 00:04:00.240]  你有沒有發現做基督徒真的不容易
[00:04:00.240 --> 00:04:02.400]  有時候我太太在公司被人欺負
[00:04:02.400 --> 00:04:03.560]  欺負完回來跟我講
[00:04:03.560 --> 00:04:05.640]  她說你知道做人真的很難
[00:04:05.640 --> 00:04:07.200]  就被人欺負
[00:04:07.200 --> 00:04:08.280]  然後她再加一句
[00:04:08.280 --> 00:04:09.360]  她說做基督徒更難
[00:04:09.360 --> 00:04:11.400]  我說不難的
[00:04:11.400 --> 00:04:13.080]  看你做甚麼哪種基督徒
[00:04:13.080 --> 00:04:14.040]  是不是?
[00:04:14.040 --> 00:04:15.960]  有沒有聽過躺平這個字
[00:04:15.960 --> 00:04:18.040]  有沒有聽過內耗
[00:04:18.480 --> 00:04:20.960]  做躺平、內耗是很容易的
[00:04:20.960 --> 00:04:22.320]  做好的基督徒不容易
[00:04:22.320 --> 00:04:25.520]  要分外殷勤不斷地增加
[00:04:25.520 --> 00:04:27.240]  第三就是行的結果
[00:04:27.240 --> 00:04:28.840]  當你真的行在光中
[00:04:28.840 --> 00:04:30.160]  你永不失約
[00:04:30.160 --> 00:04:33.320]  豐富地進入神的國
[00:04:33.320 --> 00:04:34.720]  將來能夠這樣
[00:04:34.720 --> 00:04:36.200]  因為你今天是這樣
[00:04:36.200 --> 00:04:38.400]  所以我們需要行在光中
[00:04:38.400 --> 00:04:40.360]  第二堂我講到記在心中
[00:04:40.360 --> 00:04:41.440]  有甚麼行動呢
[00:04:41.440 --> 00:04:42.840]  要把握時間
[00:04:42.840 --> 00:04:45.400]  盡心竭力記在心裡
[00:04:45.400 --> 00:04:47.120]  人的記性很有趣
[00:04:47.120 --> 00:04:47.800]  我也是
[00:04:47.800 --> 00:04:49.240]  我現在發現年紀大了
[00:04:49.240 --> 00:04:50.600]  記的東西越來越差
[00:04:50.600 --> 00:04:52.960]  我太太其實不是沒有記性
[00:04:52.960 --> 00:04:54.080]  只是不想記
[00:04:54.080 --> 00:04:57.400]  特別有關買屋、吸塵、洗碗
[00:04:57.400 --> 00:04:59.120]  那些不想記
[00:04:59.120 --> 00:05:00.160]  人很有趣
[00:05:00.160 --> 00:05:01.560]  真的選擇性記憶
[00:05:01.560 --> 00:05:02.880]  對我有利的
[00:05:02.880 --> 00:05:04.280]  我喜歡的就記得很實
[00:05:04.280 --> 00:05:05.520]  對我沒有利的
[00:05:05.520 --> 00:05:07.160]  不喜歡的就完全不記
[00:05:07.160 --> 00:05:09.320]  但我們需要把握時間
[00:05:09.320 --> 00:05:10.120]  盡心竭力
[00:05:10.120 --> 00:05:12.600]  將我們需要的東西記在心裡
[00:05:12.600 --> 00:05:13.520]  記甚麼內容呢
[00:05:13.520 --> 00:05:15.840]  主的榜樣和主的應許
[00:05:16.280 --> 00:05:18.280]  主的榜樣是過去主留下的
[00:05:18.280 --> 00:05:19.000]  讓我們學的
