
[00:00:00.000 --> 00:00:05.440]  我們繼續看下一個書
[00:00:05.440 --> 00:00:07.680]  我們看到第二章的時候
[00:00:07.680 --> 00:00:10.240]  有一段很特別的經文
[00:00:10.240 --> 00:00:12.240]  講到小狐狸
[00:00:12.240 --> 00:00:15.440]  講到我們要擒拿小狐狸
[00:00:15.440 --> 00:00:19.520]  我們就說小狐狸是代表什麼呢?
[00:00:19.520 --> 00:00:24.080]  不是一般講到狐狸精那麼簡單
[00:00:24.080 --> 00:00:26.080]  我們講到小狐狸
[00:00:26.080 --> 00:00:32.480]  它是代表著生命的一個本質
[00:00:32.480 --> 00:00:35.840]  這個生命的本質如果變質的話
[00:00:35.840 --> 00:00:37.360]  或者有第三者
[00:00:37.360 --> 00:00:39.680]  無論是一個人或者是
[00:00:39.680 --> 00:00:42.320]  甚至是侍奉來介入
[00:00:42.320 --> 00:00:44.880]  影響了我們和神的關係的話
[00:00:44.880 --> 00:00:46.400]  我們要去擒拿
[00:00:46.400 --> 00:00:48.880]  擒拿小狐狸
[00:00:48.880 --> 00:00:54.240]  因為這個小狐狸在花園正在開花結果的時候
[00:00:54.240 --> 00:00:56.800]  它有一個破口就鑽進來
[00:00:56.800 --> 00:00:59.680]  然後進行破壞
[00:00:59.680 --> 00:01:03.040]  所以我們必須要把它擒拿
[00:01:03.040 --> 00:01:05.760]  擒拿小狐狸
[00:01:05.760 --> 00:01:08.080]  圖主尼德是幫助我們
[00:01:08.080 --> 00:01:13.440]  讓我們在這個擒拿小狐狸的過程裡面
[00:01:13.440 --> 00:01:15.040]  我們學習
[00:01:15.040 --> 00:01:20.000]  明白到任何影響到神人之間的關係
[00:01:20.000 --> 00:01:22.000]  那些最小習慣
[00:01:22.000 --> 00:01:23.680]  我們要去擒拿
[00:01:23.680 --> 00:01:28.000]  或者是影響到人與人之間的關係
[00:01:28.000 --> 00:01:30.080]  夫妻之間的關係
[00:01:30.080 --> 00:01:33.120]  我們同樣的要把它擒拿
[00:01:33.120 --> 00:01:35.920]  圖主尼德是幫我們認識到
[00:01:35.920 --> 00:01:39.520]  這個小狐狸可能是一些婚外的
[00:01:39.520 --> 00:01:41.280]  一些婚外情
[00:01:41.280 --> 00:01:44.480]  可能是一些的
[00:01:44.480 --> 00:01:47.120]  不一定是一個的情人
[00:01:47.120 --> 00:01:49.200]  而是一些的情事
[00:01:49.200 --> 00:01:50.960]  一些的事情
[00:01:50.960 --> 00:01:52.160]  使得我們
[00:01:52.160 --> 00:01:55.760]  來與神與人隔絕的
[00:01:55.760 --> 00:01:58.960]  這些事情在婚姻裡面的話
[00:01:58.960 --> 00:02:01.120]  我們在婚姻的關係
[00:02:01.120 --> 00:02:04.400]  夫妻關係之外來找滿足的話
[00:02:04.400 --> 00:02:06.160]  我們就要去擒拿的
[00:02:06.160 --> 00:02:09.360]  我們就在婚姻裡面
[00:02:09.360 --> 00:02:15.200]  不要來因為逃避這個之間的矛盾
[00:02:15.200 --> 00:02:17.200]  而去找其他來代替
[00:02:17.200 --> 00:02:20.880]  甚至有時候找侍奉來代替的
[00:02:20.880 --> 00:02:22.720]  圖主尼德是幫助我們
[00:02:22.720 --> 00:02:27.040]  不要進入這種的局面裡面
[00:02:27.040 --> 00:02:30.800]  使得我們有任何的事情
[00:02:30.800 --> 00:02:34.000]  無論是運動有些人聽音樂
[00:02:34.000 --> 00:02:37.040]  有些人參與社區政治活動
[00:02:37.040 --> 00:02:41.360]  來逃避這種夫妻之間的矛盾
[00:02:41.360 --> 00:02:43.600]  任何的事情不一定是一個人
[00:02:43.600 --> 00:02:45.200]  而是任何的事
[00:02:45.200 --> 00:02:48.320]  如果是妨礙了夫妻的關係的話
[00:02:48.320 --> 00:02:49.680]  那個也是一個小狐狸
[00:02:49.680 --> 00:02:51.680]  就要去擒拿它
[00:02:51.680 --> 00:02:54.480]  就要去抓它
[00:02:54.480 --> 00:03:00.560]  使得我們的關係重新的被建立起來
[00:03:00.560 --> 00:03:02.080]  如果不是的話
[00:03:02.080 --> 00:03:06.960]  我們就會出現了夫妻之間的矛盾
[00:03:06.960 --> 00:03:11.680]  所以我們說這些一切不正常的關係
[00:03:11.680 --> 00:03:13.680]  影響了夫妻的
[00:03:13.680 --> 00:03:16.320]  我們都要及時有個警覺
[00:03:16.320 --> 00:03:19.360]  將個破口填了
[00:03:19.360 --> 00:03:23.120]  否則就會出現了一些
[00:03:23.120 --> 00:03:26.000]  使得我們感情受到破裂
[00:03:26.000 --> 00:03:31.440]  使得我們個人處於一種孤立的警方裡面
[00:03:31.440 --> 00:03:33.280]  我們繼續看下去的時候
[00:03:33.280 --> 00:03:35.440]  我們來思想一下
[00:03:35.440 --> 00:03:40.080]  究竟我們進入了亞哥書的後半那裡
[00:03:40.080 --> 00:03:44.640]  會出現一些什麼問題呢?
[00:03:44.640 --> 00:03:48.560]  你將亞哥書應用在夫妻的關係
[00:03:48.560 --> 00:03:51.760]  應用在人與人之間的關係裡面
[00:03:51.760 --> 00:03:58.480]  一樣可以有它的意思在裡面
[00:03:58.480 --> 00:04:02.080]  就說到人與人之間的那種關係
[00:04:02.080 --> 00:04:04.080]  是一種什麼樣的關係呢?
[00:04:04.080 --> 00:04:07.360]  就是同宮之間我們相處的時候
[00:04:07.360 --> 00:04:09.120]  我們所面對的
[00:04:09.120 --> 00:04:12.640]  要將它擒拿這個小狐狸的
[00:04:12.640 --> 00:04:14.320]  我們生活在加拿大
[00:04:14.320 --> 00:04:18.000]  這種所謂二文三語的一個教會裡面
[00:04:18.000 --> 00:04:23.280]  有我們的無論是香港、無論是中國、台灣來的文化
[00:04:23.280 --> 00:04:25.920]  有加拿大本土的文化
