
[00:00:00.000 --> 00:00:08.920]  今天和大家一起分享的經文是《若爾蘇》第二章
[00:00:08.920 --> 00:00:12.520]  從第15節到第17節
[00:00:12.520 --> 00:00:15.280]  今天和大家一起講的講題就是
[00:00:15.280 --> 00:00:18.880]  由羞辱引發的真誠道歉
[00:00:18.880 --> 00:00:23.440]  很多時候我想問大家看節目的一個問題
[00:00:23.440 --> 00:00:27.600]  就是和別人道歉是不是一件容易的事呢
[00:00:27.600 --> 00:00:31.320]  道歉基本上只是三個字
[00:00:31.320 --> 00:00:32.600]  對不起
[00:00:32.600 --> 00:00:34.360]  或者對不起
[00:00:34.360 --> 00:00:36.360]  或者I'm sorry
[00:00:36.360 --> 00:00:38.720]  同樣都是三個字
[00:00:38.720 --> 00:00:41.800]  但是對於有些人來說
[00:00:41.800 --> 00:00:45.280]  真的說這三個字好像發誓一樣
[00:00:45.280 --> 00:00:47.600]  如吃生菜一樣
[00:00:47.600 --> 00:00:50.880]  因為他們說的時候根本就完全不在意
[00:00:50.880 --> 00:00:53.880]  也沒有任何的誠意在當中
[00:00:53.880 --> 00:00:59.040]  他的目的只是希望擋住別人對他一些的說話
[00:00:59.040 --> 00:01:05.360]  或者對於一些人對他一些的指出糾正的話去阻擋了他
[00:01:05.360 --> 00:01:08.880]  但是對於另外一些人來說
[00:01:08.880 --> 00:01:12.240]  這三個字對不起
[00:01:12.240 --> 00:01:17.480]  其實似乎也是非常難以啟齒的三個字
[00:01:17.480 --> 00:01:21.160]  因為每逢真的他要說這三個字的時候
[00:01:21.160 --> 00:01:24.880]  他心裡就有一個很大的掙扎
[00:01:24.880 --> 00:01:30.160]  因為他感覺到有一種很羞愧很醜陋的感覺
[00:01:30.160 --> 00:01:35.160]  但是如果一個人真的有這份覺得很醜陋
[00:01:35.160 --> 00:01:37.800]  有一種很羞愧的感覺的話
[00:01:37.800 --> 00:01:41.160]  其實不應該是一件壞事來的
[00:01:41.160 --> 00:01:43.960]  反而這個羞愧
[00:01:43.960 --> 00:01:48.960]  可能能夠最後配上一個適當的悔改的心
[00:01:48.960 --> 00:01:51.960]  就能夠化為一種動力
[00:01:51.960 --> 00:01:57.360]  最後能夠使那個人更加勇敢地去面對自己的錯誤
[00:01:57.360 --> 00:02:02.960]  有勇氣地去承擔自己所做出來的錯誤的後果
[00:02:02.960 --> 00:02:10.240]  並且真的誠心誠意向那些曾經因為他傷害過的人去作出道歉
[00:02:10.240 --> 00:02:15.520]  所以羞愧加上一個悔改的心智
[00:02:15.520 --> 00:02:20.160]  其實就可以造成一種承認錯誤的動力
[00:02:20.160 --> 00:02:23.000]  insult plus regret
[00:02:23.000 --> 00:02:27.560]  can lead to courage to admit wrong doings
[00:02:27.560 --> 00:02:32.360]  這個正正是今天我們一起去看約爾仙之書
[00:02:32.360 --> 00:02:38.160]  約爾希望進一步去促成南國的國民
[00:02:38.160 --> 00:02:41.560]  有的真正屬靈生命的更新
[00:02:41.560 --> 00:02:45.560]  不如在這裡先聽一堂道義
[00:02:45.560 --> 00:02:49.560]  讓我們再一次去看這段經文說些什麼
[00:02:49.560 --> 00:02:52.560]  說短話也不是短話長不長
[00:02:52.560 --> 00:02:58.160]  三節的經文其實在裡面所說的內容是非常之豐富的
[00:02:58.160 --> 00:03:00.760]  或者讓我們一起先去讀一下好不好
[00:03:00.760 --> 00:03:06.160]  我邀請大家跟我一起去讀中文版本的和合本的版本
[00:03:06.160 --> 00:03:13.560]  你可以跟著讀約爾書的第二章第十五節至第十七節
[00:03:13.560 --> 00:03:17.560]  你們要在錫安催國
[00:03:17.560 --> 00:03:23.160]  分定禁食的日子宣告嚴肅會
[00:03:23.160 --> 00:03:27.160]  聚集眾民使會眾自結
[00:03:27.160 --> 00:03:32.560]  焦聚老者聚集孩童和吃奶的
[00:03:32.560 --> 00:03:35.960]  使新郎出來洞房
[00:03:35.960 --> 00:03:38.760]  辛苦出來內室
[00:03:38.760 --> 00:03:46.160]  司封耶和華的祭司要在狼子和祭壇中間哭泣說
[00:03:46.160 --> 00:03:50.760]  耶和華求你顧惜你的百姓
[00:03:50.760 --> 00:03:54.560]  不要使你的產業受羞辱
[00:03:54.560 --> 00:03:56.960]  列邦管轄他們
[00:03:56.960 --> 00:04:03.160]  為何用列國的人說他們的神在哪裡呢
[00:04:03.160 --> 00:04:08.360]  在先前我們已經看過什麼叫做耶和華的日子
[00:04:08.360 --> 00:04:11.960]  耶和華的日子究竟他的模樣是怎麼樣
[00:04:11.960 --> 00:04:16.360]  而在剛剛的上一堂我們才明白到
[00:04:16.360 --> 00:04:20.560]  耶和華的日子他本身的目的
[00:04:20.560 --> 00:04:24.760]  其實是挽回而不是滅絕
[00:04:24.760 --> 00:04:29.560]  所以縱使他們面對這麼多的無論是黃蟲禍害也好
[00:04:29.560 --> 00:04:34.560]  或者是乾旱焚燒的局面也好
[00:04:34.560 --> 00:04:39.560]  上帝仍然是希望要作出挽回的工作
[00:04:39.560 --> 00:04:42.760]  今天我們會進一步去看看
[00:04:42.760 --> 00:04:48.560]  神要怎樣去幫助猶大國的國民
[00:04:48.560 --> 00:04:51.360]  怎樣繼續走下一步
[00:04:51.360 --> 00:04:54.960]  我們上一堂已經說到他們已經六神無主了
[00:04:54.960 --> 00:04:57.360]  已經臉都青了白了
[00:04:57.360 --> 00:04:59.960]  究竟下一步還要怎樣走呢
[00:04:59.960 --> 00:05:06.560]  這個正正就是接下來餘下的若與先知書要說的內容
[00:05:06.560 --> 00:05:09.760]  不過我們今天只是看最開頭的一部分
[00:05:09.760 --> 00:05:12.360]  從第15節至第17節
[00:05:12.360 --> 00:05:15.960]  在這部分我們會分為兩個部分去看
[00:05:15.960 --> 00:05:21.160]  頭一部分第一部分也是從第15節至第16節
[00:05:21.160 --> 00:05:25.160]  我們會看到原來先知若要告訴他們
[00:05:25.160 --> 00:05:29.360]  事態緊迫不容猶豫
[00:05:29.360 --> 00:05:33.360]  人性本身就是懶惰的
[00:05:33.360 --> 00:05:37.160]  人性很喜歡很多事情都去拖延
[00:05:37.160 --> 00:05:42.160]  英文說叫做procrastination
[00:05:42.160 --> 00:05:45.160]  因此很多時候
[00:05:45.160 --> 00:05:49.760]  很多事情不明知道是需要我們有所行動的事情
[00:05:49.760 --> 00:05:53.360]  但是我們就算是要做也好
[00:05:53.360 --> 00:05:55.960]  也會一直去嘗試拖延
[00:05:55.960 --> 00:05:58.560]  看看拖得多久多久
[00:05:58.560 --> 00:06:00.360]  為什麼要拖延呢
[00:06:00.360 --> 00:06:04.360]  因為這樣就可以減少我們要做的事情
[00:06:04.360 --> 00:06:07.360]  也因為人的惰性所致
[00:06:07.360 --> 00:06:12.960]  例如我曾經認識過一位大學的留學生
[00:06:12.960 --> 00:06:15.960]  他很多時候你發現到
[00:06:15.960 --> 00:06:19.160]  你見到他也是穿著那套衣服
[00:06:19.160 --> 00:06:22.560]  最初我還以為他很喜歡那個牌子
[00:06:22.560 --> 00:06:23.960]  很喜歡那套衣服
[00:06:23.960 --> 00:06:27.960]  於是乎他買所有的衣服都是同一個款式
[00:06:27.960 --> 00:06:30.760]  可能只是簡單一兩個顏色
[00:06:30.760 --> 00:06:33.960]  顏色也很接近深色的衣服
[00:06:33.960 --> 00:06:40.160]  但是後來久而久之我就覺得有點不尋常
[00:06:40.160 --> 00:06:41.560]  我就會走去
[00:06:41.560 --> 00:06:45.360]  有時候坐在他旁邊的時候就會聞到一股味道
[00:06:45.360 --> 00:06:47.360]  那股味道就是汗
[00:06:47.360 --> 00:06:50.560]  加上好像一些有點呃呃的味道
[00:06:50.560 --> 00:06:54.360]  但是你又見到他好像OK
[00:06:54.360 --> 00:06:59.960]  原來不知道抵運的人就不知道事實是怎樣
[00:06:59.960 --> 00:07:02.360]  如果真的知道抵運的時候
[00:07:02.360 --> 00:07:04.560]  就馬上嚇你一跳
[00:07:04.560 --> 00:07:08.960]  原來這個留學生他很懶洗衣服
[00:07:08.960 --> 00:07:13.560]  於是乎他買衣服全部衣服都買同樣一色一樣的
[00:07:13.560 --> 00:07:15.560]  或者甚至很接近的
[00:07:15.560 --> 00:07:17.360]  其實有多少套我也不知道
[00:07:17.360 --> 00:07:19.560]  可能來來去去都是一兩套
[00:07:19.560 --> 00:07:22.360]  他很少洗衣服
[00:07:22.360 --> 00:07:25.560]  所以通常他穿完又穿穿完又穿
[00:07:25.560 --> 00:07:26.960]  尤其是在加拿大
