
[00:00:00.000 --> 00:00:06.600]  有個荷里活出名的製片家
[00:00:06.600 --> 00:00:09.200]  他說一齣成功的電影
[00:00:09.200 --> 00:00:13.000]  一定要有一個轟天動地的開始
[00:00:13.000 --> 00:00:17.600]  然後帶領觀眾進入高潮
[00:00:17.600 --> 00:00:19.000]  這樣才能收得到
[00:00:19.000 --> 00:00:22.600]  肯定路加醫生寫《使徒行傳》
[00:00:22.600 --> 00:00:24.600]  不是照著這個劇本來寫
[00:00:24.600 --> 00:00:28.200]  但是我們看到在《使徒行傳》裏面的第一章
[00:00:28.200 --> 00:00:32.600]  耶穌基督的升天和第二章聖靈的降臨
[00:00:32.600 --> 00:00:34.400]  真的是轟天動地
[00:00:34.400 --> 00:00:37.400]  真的很富於戲劇性
[00:00:37.400 --> 00:00:40.600]  我今天叫這篇導做
[00:00:40.600 --> 00:00:43.200]  風火雲雜 聖靈初現
[00:00:43.200 --> 00:00:46.200]  為什麼有風有火有雲
[00:00:46.200 --> 00:00:48.800]  因為第二章聖靈降臨的時候
[00:00:48.800 --> 00:00:50.600]  真的有風和火
[00:00:50.600 --> 00:00:55.800]  雲在第一章耶穌基督升天的時候
[00:00:55.800 --> 00:00:57.800]  是加著雲彩升天
[00:00:57.800 --> 00:01:00.400]  所以我叫今天這篇導做
[00:01:00.400 --> 00:01:03.400]  風火雲雜 聖靈初現
[00:01:03.400 --> 00:01:07.000]  第一章一開始就是講到
[00:01:07.000 --> 00:01:09.400]  耶穌基督升天之前的事
[00:01:09.400 --> 00:01:13.600]  其實早在《馬太福音》的28章19節
[00:01:13.600 --> 00:01:17.200]  耶穌基督已經給門徒有他的大使命
[00:01:17.200 --> 00:01:20.800]  說你們要去使萬民作我的門徒
[00:01:20.800 --> 00:01:24.600]  奉父子聖靈的名給他們施洗
[00:01:24.600 --> 00:01:28.400]  然後去到《使徒行傳》的第一章8節
[00:01:28.400 --> 00:01:30.000]  耶穌又跟門徒說
[00:01:30.000 --> 00:01:33.200]  當聖靈降臨在你們的身上
[00:01:33.200 --> 00:01:35.400]  你們就必得著能力
[00:01:35.400 --> 00:01:40.400]  並要在耶路撒冷、猶太傳地和撒瑪利亞
[00:01:40.400 --> 00:01:43.800]  直到地極作我的見證
[00:01:43.800 --> 00:01:46.200]  《使徒行傳》的一章8節
[00:01:46.200 --> 00:01:48.000]  講得很清楚讓我們知道
[00:01:48.000 --> 00:01:51.000]  早期教會他們的能力
[00:01:51.000 --> 00:01:54.200]  不是出自自己 是出於聖靈
[00:01:54.200 --> 00:02:00.800]  施洗約翰也曾經預言將會有聖靈的洗禮
[00:02:00.800 --> 00:02:07.800]  這在《四福音》和《使徒行傳》的11章16節都講得很清楚
[00:02:07.800 --> 00:02:12.200]  另外耶穌基督也預言將會有聖靈的降臨
[00:02:12.200 --> 00:02:18.200]  約翰福音的14章至16章都講到有聖靈將會降臨
[00:02:18.200 --> 00:02:20.400]  我們等下就會看到
[00:02:20.400 --> 00:02:22.600]  去到《使徒行傳》的第二章
[00:02:22.600 --> 00:02:26.000]  聖靈是如何降臨在使徒的身上
[00:02:26.000 --> 00:02:32.000]  耶穌基督知道門徒不能夠靠著自己的能力
[00:02:32.000 --> 00:02:34.000]  來完成大使命
[00:02:34.000 --> 00:02:36.200]  所以在他升天之前
[00:02:36.200 --> 00:02:38.200]  祂叫門徒要等候
[00:02:38.200 --> 00:02:40.600]  不要離開耶路撒冷
[00:02:40.600 --> 00:02:43.400]  要等候父的應許
[00:02:43.400 --> 00:02:45.600]  這就是聖靈的降臨
[00:02:45.600 --> 00:02:48.600]  耶穌基督升天之後
[00:02:48.600 --> 00:02:53.000]  門徒就在耶路撒冷的樓上
[00:02:53.000 --> 00:02:55.600]  來聚集等候
[00:02:55.600 --> 00:03:01.400]  我們看到當神的靈降臨在門徒的身上
[00:03:01.400 --> 00:03:04.200]  平凡的人都變成不平凡
[00:03:04.200 --> 00:03:07.600]  能夠做出非常不平凡的事
[00:03:07.600 --> 00:03:11.200]  好像彼得那樣是個漁夫
[00:03:11.200 --> 00:03:14.400]  但居然身上有這麼大的能力
[00:03:14.400 --> 00:03:17.200]  完全都是因為聖靈的原因
[00:03:17.200 --> 00:03:21.600]  聖靈的工作不是錦上添花
[00:03:21.600 --> 00:03:24.000]  不是可有可無
[00:03:24.000 --> 00:03:27.000]  而是很基本的我們日常所需要
[00:03:27.000 --> 00:03:29.800]  我們都需要有聖靈來充滿我們
[00:03:29.800 --> 00:03:34.200]  就好像剛才敬拜小祖為我們準備的詩歌
[00:03:34.200 --> 00:03:36.600]  都說到被聖靈充滿
[00:03:36.600 --> 00:03:38.800]  這是我們日常所需要
[00:03:38.800 --> 00:03:42.600]  在《使徒行傳》裏面
[00:03:42.600 --> 00:03:45.400]  見證這個字是重複的出現
[00:03:45.400 --> 00:03:48.000]  出現了一共有13次
[00:03:48.000 --> 00:03:51.200]  怎樣做一個見證人
[00:03:51.200 --> 00:03:53.800]  怎樣成為一個證人
[00:03:53.800 --> 00:03:56.000]  就是將你自己所聽見的
[00:03:56.000 --> 00:03:58.200]  你所看見的說出來
[00:03:58.200 --> 00:04:01.000]  如果有一天你去到法庭
[00:04:01.000 --> 00:04:03.800]  法官審一件案
[00:04:03.800 --> 00:04:05.200]  因為你是目擊證人
[00:04:05.200 --> 00:04:07.800]  你看到死者是怎樣被謀殺
[00:04:07.800 --> 00:04:12.600]  這個法官不會有興趣知道你個人的意見
[00:04:12.600 --> 00:04:16.600]  你可以說死者的衣服不配
[00:04:16.600 --> 00:04:18.600]  髮型又這樣
[00:04:18.600 --> 00:04:20.200]  都不漂亮
[00:04:20.200 --> 00:04:22.800]  法官對這些完全沒有興趣
[00:04:22.800 --> 00:04:24.600]  法官有興趣的
[00:04:24.600 --> 00:04:26.600]  就是你當時見到什麼
[00:04:26.600 --> 00:04:27.600]  你聽見什麼
[00:04:27.600 --> 00:04:30.000]  這個死者是怎樣被人殺死
[00:04:30.000 --> 00:04:33.400]  這些法官才有興趣
[00:04:33.400 --> 00:04:35.800]  英文殉道這個字
[00:04:35.800 --> 00:04:37.200]  martyr這個字
[00:04:37.200 --> 00:04:42.000]  就是希臘文的見證是同一個字
[00:04:42.000 --> 00:04:44.800]  見證就是殉道
[00:04:44.800 --> 00:04:46.400]  殉道就是見證
[00:04:46.400 --> 00:04:51.800]  所以也是原因早期教會有很多人為主作見證
[00:04:51.800 --> 00:04:53.200]  見證下見證下
[00:04:53.200 --> 00:04:56.200]  最後就殉道
[00:04:56.200 --> 00:04:58.600]  非常的鐵切這兩個字
[00:04:58.600 --> 00:05:04.400]  我們時時都很希望大兄姐妹能夠出去傳福音
[00:05:04.400 --> 00:05:06.200]  很多大兄姐妹都說
[00:05:06.200 --> 00:05:07.600]  哎呀 我不行的
[00:05:07.600 --> 00:05:09.600]  我又沒有口才
[00:05:09.600 --> 00:05:12.600]  我的聖經知識又不行
[00:05:12.600 --> 00:05:16.200]  其實出去傳福音是什麼
[00:05:16.200 --> 00:05:18.000]  是講見證
[00:05:18.000 --> 00:05:21.600]  你就是將你自己的見證講出來
[00:05:21.600 --> 00:05:23.600]  你怎樣會信主
[00:05:23.600 --> 00:05:25.600]  就已經是足夠
[00:05:25.600 --> 00:05:28.200]  其實每個人都應該懂得做
[00:05:28.200 --> 00:05:32.400]  你不需要有很多很高深的知識
[00:05:32.400 --> 00:05:33.600]  有聖經的知識
[00:05:33.600 --> 00:05:36.800]  你只要講出你自己的經歷就行
[00:05:36.800 --> 00:05:39.800]  在禎延的14章25節說
[00:05:39.800 --> 00:05:42.800]  作見證的救人性命
[00:05:42.800 --> 00:05:45.800]  的確當我們去作見證
[00:05:45.800 --> 00:05:48.400]  能夠帶領人信主的時候
[00:05:48.400 --> 00:05:51.200]  我們就真的能夠救人的性命
[00:05:51.200 --> 00:05:52.800]  能夠救人的靈魂
[00:05:52.800 --> 00:05:56.200]  在使徒行傳的一章八節
[00:05:56.200 --> 00:06:01.200]  告訴我們門徒在地理上怎樣為主作見證
[00:06:01.200 --> 00:06:04.400]  在使徒行傳的一至七章
[00:06:04.400 --> 00:06:07.400]  是講到在耶路撒冷作見證
[00:06:07.400 --> 00:06:09.800]  使徒行傳的八至九章
[00:06:09.800 --> 00:06:11.800]  是講到他們在猶太傳地
[00:06:11.800 --> 00:06:14.400]  在撒瑪利亞作見證
[00:06:14.400 --> 00:06:17.200]  使徒行傳的十章至二十八章
[00:06:17.200 --> 00:06:19.400]  是講到他們去外邦人的地方
[00:06:19.400 --> 00:06:22.800]  去到地極為主作見證
[00:06:22.800 --> 00:06:26.400]  使徒行傳就提醒我們
[00:06:26.400 --> 00:06:28.200]  我們要作見證
[00:06:28.200 --> 00:06:30.800]  首先要自己做好
[00:06:30.800 --> 00:06:34.400]  作見證不是單憑一把口
[00:06:34.400 --> 00:06:37.800]  一把口的見證是沒有太多的力量
[00:06:37.800 --> 00:06:40.600]  但是我們自己要以身作則
[00:06:40.600 --> 00:06:42.200]  我們要作好見證
[00:06:42.200 --> 00:06:45.000]  才能夠帶領人信主
[00:06:45.000 --> 00:06:49.600]  有人說光如果射得很遠的話
[00:06:49.600 --> 00:06:52.600]  在自己的家裏就是最光芒
[00:06:52.600 --> 00:06:57.200]  如果你想想有光從這間屋的窗口射出去
[00:06:57.200 --> 00:06:59.600]  能夠射到很遠很遠
[00:06:59.600 --> 00:07:03.600]  你想想這個光在自己的家裏有多光
[00:07:03.600 --> 00:07:06.400]  我們每個人都需要以身作則
[00:07:06.400 --> 00:07:12.200]  由自己做起才能夠有力成為主的見證
[00:07:12.200 --> 00:07:18.800]  耶穌基督升天其實在神學上非常非常重要
[00:07:18.800 --> 00:07:20.800]  在使徒行傳的第一章
[00:07:20.800 --> 00:07:24.800]  是講了四次提到耶穌的升天
[00:07:24.800 --> 00:07:26.800]  如果耶穌沒有升天的話
[00:07:26.800 --> 00:07:30.200]  聖靈就不能降臨在我們每個人身上
[00:07:30.200 --> 00:07:33.800]  讓我們有力量來為主作供
[00:07:33.800 --> 00:07:37.400]  現在耶穌基督已經回到他的右手邊
[00:07:37.400 --> 00:07:38.800]  在做什麼呢?
[00:07:38.800 --> 00:07:42.000]  剛剛兩三個星期前才跟大家說過
[00:07:42.000 --> 00:07:46.400]  他不斷地為聖徒來禱告
[00:07:46.400 --> 00:07:50.200]  羅馬書的八章34節告訴我們
[00:07:50.200 --> 00:07:53.200]  為什麼我們需要耶穌基督為我們禱告呢?
[00:07:53.200 --> 00:07:56.600]  我們說撒旦不斷地攻擊我們
[00:07:56.600 --> 00:07:58.000]  在神的面前
[00:07:58.000 --> 00:08:00.600]  啟示錄的十二章第十節
[00:08:00.600 --> 00:08:03.600]  所以我們需要耶穌基督來替我們辯護
[00:08:03.600 --> 00:08:07.400]  耶穌基督就是世上最好的辯護律師
[00:08:07.400 --> 00:08:09.600]  雖然耶穌基督已經升天了
[00:08:09.600 --> 00:08:12.000]  但他仍然是教會的頭
[00:08:12.000 --> 00:08:17.600]  他仍然是藉著教會的事工來完成他福音的工作
[00:08:17.600 --> 00:08:20.800]  有兩位的使者、兩位的天使
[00:08:20.800 --> 00:08:23.000]  看到耶穌基督升天
[00:08:23.000 --> 00:08:25.800]  他們就說耶穌是怎樣升天
[00:08:25.800 --> 00:08:30.200]  他將來也會一樣回到這個世界
[00:08:30.200 --> 00:08:36.000]  我相信這裡所說的不是說耶穌基督回來迎接教會
[00:08:36.000 --> 00:08:39.000]  耶穌基督回來迎接教會的時候
[00:08:39.000 --> 00:08:40.800]  需要到地上嗎?
[00:08:40.800 --> 00:08:41.800]  不需要
[00:08:41.800 --> 00:08:45.200]  他在半空與信徒相遇
