
[00:00:00.000 --> 00:00:03.500]  我們繼續思想李希米記的信息
[00:00:03.500 --> 00:00:05.500]  開始的時候請我們同心低頭 同祈禱
[00:00:05.500 --> 00:00:09.500]  天父我再一次感謝祢 給祢寶貴的話語作為我們生命的指引
[00:00:09.500 --> 00:00:16.500]  求祢藉著祢的話語去提醒 勸勉 教導 安慰 獨立 挑戰 改變我們
[00:00:16.500 --> 00:00:18.500]  祈禱奉耶穌名求 阿們
[00:00:18.500 --> 00:00:22.000]  在1960年美國總統競選的時候
[00:00:22.000 --> 00:00:27.000]  一般人都以為代表共和黨的參選人李克信
[00:00:27.000 --> 00:00:31.000]  一定可以拿到這次競選
[00:00:31.000 --> 00:00:35.000]  對手是一個參議員 甘迺迪
[00:00:35.000 --> 00:00:38.000]  李克信是做過很多年的副總統
[00:00:38.000 --> 00:00:43.000]  他在外交和內政方面富有經驗
[00:00:43.000 --> 00:00:45.000]  所以一般人都看他比較好
[00:00:45.000 --> 00:00:50.000]  誰知道在這次競選裡甘迺迪就贏了
[00:00:50.000 --> 00:00:56.000]  一般的分析家 政治評論家都說了一件事
[00:00:56.000 --> 00:01:00.000]  李克信輸在一次的電視辯論
[00:01:00.000 --> 00:01:07.000]  在這次辯論裡 甘迺迪無論在儀表 談吐 口才 機智
[00:01:07.000 --> 00:01:09.000]  都是遠遠勝過李克信
[00:01:09.000 --> 00:01:13.000]  樣子都帥很多 高也高很多
[00:01:13.000 --> 00:01:18.000]  原來在美國競選總統除了兩次之外 其餘全部都是高的贏
[00:01:20.000 --> 00:01:26.000]  李克信知道自己在口才 儀表方面不及甘迺迪
[00:01:26.000 --> 00:01:28.000]  所以就一於人身攻擊
[00:01:28.000 --> 00:01:30.000]  在辯論裡他就這樣說
[00:01:30.000 --> 00:01:35.000]  甘迺迪先生他沒有資格做總統
[00:01:35.000 --> 00:01:38.000]  甚至連做參議員的資格都沒有
[00:01:38.000 --> 00:01:42.000]  因為眾所共知 他是例牌遲到的
[00:01:42.000 --> 00:01:47.000]  每逢開會 每個人都要等他
[00:01:47.000 --> 00:01:50.000]  所以他經常遲到
[00:01:50.000 --> 00:01:55.000]  這些不負責任的行為 怎麼能夠去領導整個美國做總統呢
[00:01:55.000 --> 00:01:58.000]  這一招很厲害 攻擊他
[00:01:58.000 --> 00:02:01.000]  比你說謊那招還厲害
[00:02:01.000 --> 00:02:05.000]  誰知道甘迺迪急才過人
[00:02:05.000 --> 00:02:07.000]  輕描淡寫的應對
[00:02:07.000 --> 00:02:11.000]  他說李克信先生說這句話一點都沒有錯
[00:02:11.000 --> 00:02:13.000]  我是經常遲到的
[00:02:13.000 --> 00:02:16.000]  就因為這樣的緣故 我不是很適合做參議員
[00:02:16.000 --> 00:02:19.000]  但我只是適合做總統
[00:02:19.000 --> 00:02:22.000]  引得全場的掌聲
[00:02:22.000 --> 00:02:24.000]  結果他贏了
[00:02:24.000 --> 00:02:27.000]  經過這次慘痛的失敗之後
[00:02:27.000 --> 00:02:30.000]  李克信的幕僚了解到一件事
[00:02:30.000 --> 00:02:34.000]  原來那些選民投票不是投你有多少經驗
[00:02:34.000 --> 00:02:37.000]  不是選你有多少才幹
[00:02:37.000 --> 00:02:41.000]  而是選你的樣子 選你的形象
[00:02:41.000 --> 00:02:44.000]  你的形象好的時候 他就投你一票
[00:02:44.000 --> 00:02:46.000]  就算你有經驗
[00:02:46.000 --> 00:02:48.000]  就算你有多有實力
[00:02:48.000 --> 00:02:51.000]  但你打不出來的時候 人家不會投票
[00:02:51.000 --> 00:02:55.000]  所以他的幕僚 叫做Joe McGuinness
[00:02:55.000 --> 00:02:59.000]  開始轉變態度 轉變計劃
[00:02:59.000 --> 00:03:03.000]  在1968年總統競選捲土重來
[00:03:03.000 --> 00:03:06.000]  於是他用很多的錢 用很多的心機
[00:03:06.000 --> 00:03:09.000]  去製造李克信的不同的形象
[00:03:09.000 --> 00:03:11.000]  購買電視的廣告
[00:03:11.000 --> 00:03:14.000]  刻意製造李克信是一個很有儀表
[00:03:14.000 --> 00:03:18.000]  很有才幹 很有口才的一個領袖
[00:03:18.000 --> 00:03:22.000]  廣告而已 拍戲而已 演戲這樣做
[00:03:22.000 --> 00:03:25.000]  可以找人做妹 又可以化妝
[00:03:25.000 --> 00:03:28.000]  又染頭髮 好像我也染了頭髮才過來
[00:03:28.000 --> 00:03:32.000]  讓你知道 我都稍微可以見得光
[00:03:32.000 --> 00:03:35.000]  人就是這樣
[00:03:35.000 --> 00:03:38.000]  看你演戲做得好不好
[00:03:38.000 --> 00:03:40.000]  你可以做到毫無瑕疵
[00:03:40.000 --> 00:03:42.000]  如果有瑕疵就再做
[00:03:42.000 --> 00:03:44.000]  再用錢再做
[00:03:44.000 --> 00:03:47.000]  結果李克信就兩次獲選總統
[00:03:47.000 --> 00:03:50.000]  這件事給我們看到一個很有趣
[00:03:50.000 --> 00:03:52.000]  近代的真理
[00:03:52.000 --> 00:03:55.000]  人是看你外表 是一個義勇
[00:03:55.000 --> 00:03:57.000]  一個領袖
[00:03:57.000 --> 00:04:01.000]  我想很久以前 香港有一套戲叫《英雄本色》
[00:04:01.000 --> 00:04:06.000]  如果《英雄本色》Mark哥 周潤發
[00:04:06.000 --> 00:04:08.000]  擺的樣子真是有型有款
[00:04:08.000 --> 00:04:12.000]  如果找曾志偉去做 一定不對
[00:04:12.000 --> 00:04:17.000]  形象不同 擺出來的款式很重要
[00:04:17.000 --> 00:04:20.000]  所以李克信一出場的時候
[00:04:20.000 --> 00:04:22.000]  因為他有很多廣告
[00:04:22.000 --> 00:04:26.000]  比較起花生王 卡特 完全不是手腳
[00:04:26.000 --> 00:04:28.000]  所以完全贏了
[00:04:28.000 --> 00:04:30.000]  所以一個出色的領袖
[00:04:30.000 --> 00:04:33.000]  一定要見得大場面
[00:04:33.000 --> 00:04:37.000]  有口才 動聽 有幽默感
[00:04:37.000 --> 00:04:39.000]  所以你問很多美國人
[00:04:39.000 --> 00:04:41.000]  近代那麼多總統裡面
[00:04:41.000 --> 00:04:43.000]  最出色是誰呢
[00:04:43.000 --> 00:04:45.000]  Ronald Reagan 因為他演戲
[00:04:45.000 --> 00:04:47.000]  所以Ronald Reagan的口才
[00:04:47.000 --> 00:04:50.000]  和他的幽默感的確很厲害
[00:04:50.000 --> 00:04:53.000]  有一次他去羅省一個教會裡
[00:04:53.000 --> 00:04:56.000]  去崇拜
[00:04:56.000 --> 00:04:59.000]  牧師看到總統崇拜
[00:04:59.000 --> 00:05:01.000]  當然叫他講幾句話
[00:05:01.000 --> 00:05:03.000]  事實上他不是很虔誠
[00:05:03.000 --> 00:05:06.000]  一個月可能去一次或兩次教會
[00:05:06.000 --> 00:05:09.000]  他自己也知道自己不是很虔誠
[00:05:09.000 --> 00:05:12.000]  但是他口才好 風趣
[00:05:12.000 --> 00:05:16.000]  他講的時候就說很高興來到大家當中
[00:05:16.000 --> 00:05:18.000]  我說得很明白
[00:05:18.000 --> 00:05:20.000]  我自己也不是很虔誠
[00:05:20.000 --> 00:05:23.000]  幾個星期才來一次聚會
[00:05:23.000 --> 00:05:25.000]  祈禱有時就多一點
[00:05:25.000 --> 00:05:30.000]  也不是那麼驚虔
[00:05:30.000 --> 00:05:32.000]  有一次我發夢
[00:05:32.000 --> 00:05:39.000]  我和牧師一起被召回家回天國
[00:05:39.000 --> 00:05:41.000]  我們兩個一起去
[00:05:41.000 --> 00:05:43.000]  天使加勒就歡迎我們
[00:05:43.000 --> 00:05:45.000]  一見到牧師的時候
[00:05:45.000 --> 00:05:47.000]  牧師牧師我帶你
[00:05:47.000 --> 00:05:50.000]  上帝為你預備了你的住居的地方
[00:05:50.000 --> 00:05:52.000]  一看是茅寮
[00:05:52.000 --> 00:05:55.000]  雷根就覺得
[00:05:55.000 --> 00:05:59.000]  去茅寮我不是劏房
[00:05:59.000 --> 00:06:04.000]  誰知轉眼間有一個巨型的大宅
[00:06:04.000 --> 00:06:06.000]  豪華的大宅
[00:06:06.000 --> 00:06:08.000]  然後天使說
[00:06:08.000 --> 00:06:10.000]  總統先生這個就是你的住宅
[00:06:10.000 --> 00:06:14.000]  雷根說你有沒有搞錯
[00:06:14.000 --> 00:06:16.000]  是不是我們牧師住這間我住茅寮
[00:06:16.000 --> 00:06:19.000]  我四個星期才去一次教會聚會
[00:06:19.000 --> 00:06:20.000]  我祈禱也不是多
[00:06:20.000 --> 00:06:22.000]  天使就告訴他
[00:06:22.000 --> 00:06:25.000]  天堂就有很多牧師
[00:06:25.000 --> 00:06:27.000]  總統只有你一個
[00:06:27.000 --> 00:06:29.000]  就留給你
[00:06:29.000 --> 00:06:31.000]  引起全場歡笑
[00:06:31.000 --> 00:06:34.000]  我想一個人很重要
[00:06:34.000 --> 00:06:36.000]  要看你的外表
[00:06:36.000 --> 00:06:38.000]  你的儀表是怎樣
[00:06:38.000 --> 00:06:40.000]  你夠幽默
[00:06:40.000 --> 00:06:41.000]  你懂演戲
[00:06:41.000 --> 00:06:43.000]  通常是最好
[00:06:43.000 --> 00:06:45.000]  所以近代人尤其是做領袖
[00:06:45.000 --> 00:06:47.000]  就很著重你的形象
[00:06:47.000 --> 00:06:49.000]  很著重你的表現
[00:06:49.000 --> 00:06:53.000]  如果你擺出來的款式夠型夠威
[00:06:53.000 --> 00:06:55.000]  人家說這個就是我們領袖
[00:06:55.000 --> 00:06:57.000]  但你古古縮縮的
[00:06:57.000 --> 00:06:58.000]  但樣樣都不行的時候
[00:06:58.000 --> 00:07:00.000]  人家看你有沒有搞錯
[00:07:00.000 --> 00:07:02.000]  你什麼牧師這樣
[00:07:02.000 --> 00:07:04.000]  想起來的時候都很奇怪
[00:07:04.000 --> 00:07:06.000]  很多年前
[00:07:06.000 --> 00:07:08.000]  我在窩福被按目做牧師
[00:07:08.000 --> 00:07:11.000]  那時候窩福是借女青年會三樓
[00:07:11.000 --> 00:07:14.000]  所以我們自己沒有什麼地方去聚會
[00:07:14.000 --> 00:07:18.000]  所以借了浸會大學那間禮拜堂去按目
[00:07:18.000 --> 00:07:20.000]  天時很熱
[00:07:20.000 --> 00:07:22.000]  穿著西裝是很辛苦一件事
[00:07:22.000 --> 00:07:24.000]  很快就完了
[00:07:24.000 --> 00:07:26.000]  有茶點招待
[00:07:26.000 --> 00:07:28.000]  我正要回家的時候
[00:07:28.000 --> 00:07:31.000]  有一班弟兄姐妹竟然引誘我
[00:07:31.000 --> 00:07:32.000]  蘇Sir
[00:07:32.000 --> 00:07:33.000]  他叫我蘇Sir
[00:07:33.000 --> 00:07:35.000]  按了目都不叫我做蘇牧師
[00:07:35.000 --> 00:07:36.000]  蘇Sir
[00:07:36.000 --> 00:07:38.000]  下面有球場
[00:07:38.000 --> 00:07:40.000]  不如你踢完球再走
[00:07:40.000 --> 00:07:42.000]  我說我穿了西裝皮鞋
[00:07:42.000 --> 00:07:43.000]  我怎麼踢球
[00:07:43.000 --> 00:07:45.000]  你不用怕
[00:07:45.000 --> 00:07:46.000]  早有預備
[00:07:46.000 --> 00:07:49.000]  我們和師母已經拿了你的短褲
[00:07:49.000 --> 00:07:50.000]  鞋
[00:07:50.000 --> 00:07:51.000]  襪子
[00:07:51.000 --> 00:07:52.000]  我已經穿好了
[00:07:52.000 --> 00:07:54.000]  我受不住引誘
[00:07:54.000 --> 00:07:55.000]  好啊
[00:07:55.000 --> 00:07:56.000]  那我就和你踢球
[00:07:56.000 --> 00:07:57.000]  於是就踢球
[00:07:57.000 --> 00:07:58.000]  踢完球之後
[00:07:58.000 --> 00:07:59.000]  滿身大汗
[00:07:59.000 --> 00:08:01.000]  穿著牛幾粒就要走的時候
[00:08:01.000 --> 00:08:03.000]  很不幸發生一件事
[00:08:03.000 --> 00:08:05.000]  原來有一個貴賓
[00:08:05.000 --> 00:08:09.000]  他參加我這個按目典禮
[00:08:09.000 --> 00:08:12.000]  不知道為什麼滯留在浸會這麼久
[00:08:12.000 --> 00:08:13.000]  我踢球這麼久
[00:08:13.000 --> 00:08:14.000]  他就滯留這麼久
[00:08:14.000 --> 00:08:15.000]  他不是看我打球
[00:08:15.000 --> 00:08:17.000]  所以我出門看到他
[00:08:17.000 --> 00:08:18.000]  他看著我
[00:08:18.000 --> 00:08:19.000]  從頭看到腿
[00:08:19.000 --> 00:08:20.000]  他就看著我
[00:08:20.000 --> 00:08:21.000]  你是蘇牧師
[00:08:21.000 --> 00:08:23.000]  為什麼要弄成這樣
[00:08:23.000 --> 00:08:24.000]  我想他怎麼弄成這樣
[00:08:24.000 --> 00:08:25.000]  踢完球之後
[00:08:25.000 --> 00:08:26.000]  當然是牛幾粒記
[00:08:26.000 --> 00:08:28.000]  難道我穿著西裝
[00:08:28.000 --> 00:08:30.000]  他說你是牧師
[00:08:30.000 --> 00:08:32.000]  應該像牧師的樣子
[00:08:32.000 --> 00:08:33.000]  我突然想起
[00:08:33.000 --> 00:08:35.000]  牧師有個樣子
[00:08:35.000 --> 00:08:36.000]  牛幾粒記
[00:08:36.000 --> 00:08:37.000]  怪不得有人問我們
[00:08:37.000 --> 00:08:39.000]  在哪間豬肉店賣豬肉
[00:08:39.000 --> 00:08:42.000]  樣子很重要
[00:08:42.000 --> 00:08:44.000]  我們教會有一個分堂
[00:08:44.000 --> 00:08:45.000]  叫新蒲崗
[00:08:45.000 --> 00:08:46.000]  新福堂
[00:08:46.000 --> 00:08:47.000]  他們星期六晚聚會
[00:08:47.000 --> 00:08:53.000]  專門給勞工階層弟兄姊妹
[00:08:53.000 --> 00:08:54.000]  他們沒有牧師
[00:08:54.000 --> 00:08:56.000]  我去分堂
[00:08:56.000 --> 00:08:58.000]  我要去負責派餐
[00:08:58.000 --> 00:09:00.000]  我早點去到
[00:09:00.000 --> 00:09:01.000]  當時人不多
[00:09:01.000 --> 00:09:03.000]  他們剛剛有一個神樂山做實習
[00:09:03.000 --> 00:09:04.000]  他早點去
[00:09:04.000 --> 00:09:05.000]  他不認識我
[00:09:05.000 --> 00:09:06.000]  也沒見過我
[00:09:06.000 --> 00:09:07.000]  一見到就說
[00:09:07.000 --> 00:09:09.000]  蘇 你第一次來嗎
[00:09:09.000 --> 00:09:10.000]  我說不是
[00:09:10.000 --> 00:09:11.000]  他說你坐吧
[00:09:11.000 --> 00:09:12.000]  你貴姓
[00:09:12.000 --> 00:09:13.000]  我姓蘇
[00:09:13.000 --> 00:09:14.000]  請坐吧
[00:09:14.000 --> 00:09:16.000]  大家聊起來
[00:09:16.000 --> 00:09:18.000]  他問我
[00:09:18.000 --> 00:09:20.000]  你信了耶穌嗎
[00:09:20.000 --> 00:09:24.000]  你這次是來哪裡的
[00:09:24.000 --> 00:09:27.000]  我說我是來負責派聖餐的
[00:09:27.000 --> 00:09:28.000]  他打電話給我
[00:09:28.000 --> 00:09:29.000]  派聖餐
[00:09:29.000 --> 00:09:31.000]  你是蘇牧師
[00:09:31.000 --> 00:09:32.000]  是啊
[00:09:32.000 --> 00:09:35.000]  本人坐不改姓
[00:09:35.000 --> 00:09:36.000]  完全不改名字
[00:09:36.000 --> 00:09:37.000]  我姓蘇
[00:09:37.000 --> 00:09:38.000]  我是做牧師
[00:09:38.000 --> 00:09:39.000]  所以叫蘇牧師
[00:09:39.000 --> 00:09:41.000]  他說真的
[00:09:41.000 --> 00:09:42.000]  我說是啊
[00:09:42.000 --> 00:09:43.000]  我也奇怪
[00:09:43.000 --> 00:09:44.000]  接著說了一句話
[00:09:44.000 --> 00:09:45.000]  我永遠想不通
[00:09:45.000 --> 00:09:47.000]  為什麼你這麼黑
[00:09:47.000 --> 00:09:51.000]  我還在想
[00:09:51.000 --> 00:09:52.000]  是不是皮膚黑的
[00:09:52.000 --> 00:09:54.000]  做不到牧師呢
[00:09:54.000 --> 00:09:56.000]  我不是要用SKII來塗白一點
[00:09:56.000 --> 00:09:57.000]  才像一點
[00:09:57.000 --> 00:09:59.000]  牧師的樣子不是又白又肥
[00:09:59.000 --> 00:10:00.000]  才叫牧師呢
[00:10:00.000 --> 00:10:01.000]  我突然發現
[00:10:01.000 --> 00:10:05.000]  原來人家對牧師有一個形象
[00:10:05.000 --> 00:10:07.000]  有一個期望是這樣的
[00:10:07.000 --> 00:10:10.000]  有一次我們開茶兼班
[00:10:10.000 --> 00:10:12.000]  我問那班弟兄姊妹
[00:10:12.000 --> 00:10:14.000]  你們牧師有什麼形象
[00:10:14.000 --> 00:10:16.000]  有些很奇怪
[00:10:16.000 --> 00:10:18.000]  我從沒想過他們會這樣想牧師
[00:10:18.000 --> 00:10:20.000]  牧師我最怕見他
[00:10:20.000 --> 00:10:22.000]  因為不是紅就是黑
[00:10:22.000 --> 00:10:23.000]  紅就結婚
[00:10:23.000 --> 00:10:24.000]  我又不可能
[00:10:24.000 --> 00:10:26.000]  我都幾十歲了
[00:10:26.000 --> 00:10:28.000]  黑就不想見
[00:10:28.000 --> 00:10:30.000]  所以見到牧師我就走了
[00:10:30.000 --> 00:10:32.000]  所以怪不得很多人見到我走
[00:10:32.000 --> 00:10:35.000]  有一個就說牧師就好像散了會
[00:10:35.000 --> 00:10:36.000]  就在門口和人家握手
[00:10:36.000 --> 00:10:38.000]  就好像人家喝完之後
[00:10:38.000 --> 00:10:40.000]  散檔的時候
[00:10:40.000 --> 00:10:42.000]  有一個五十多歲的姊妹
[00:10:42.000 --> 00:10:43.000]  說得真的很有趣
[00:10:43.000 --> 00:10:47.000]  她說牧師嫁牧師最安全
[00:10:47.000 --> 00:10:48.000]  保證沒有走私
[00:10:48.000 --> 00:10:50.000]  我聽完之後
[00:10:50.000 --> 00:10:51.000]  我笑了
[00:10:51.000 --> 00:10:53.000]  有時候我都想你不應該想的東西
[00:10:53.000 --> 00:10:54.000]  我聽完之後
[00:10:54.000 --> 00:10:56.000]  牧師你客氣你謙虛
[00:10:56.000 --> 00:11:00.000]  我連一點點想誠實一點都不容許我
[00:11:00.000 --> 00:11:02.000]  雖然我太太都可以接受我
[00:11:02.000 --> 00:11:04.000]  我現在發覺到
[00:11:04.000 --> 00:11:06.000]  原來人家是這樣看牧師法的
[00:11:06.000 --> 00:11:08.000]  所以為了要迎合要求
[00:11:08.000 --> 00:11:10.000]  我就演出戲給你看
[00:11:10.000 --> 00:11:11.000]  你想牧師這樣
[00:11:11.000 --> 00:11:12.000]  我就演給你看
[00:11:12.000 --> 00:11:14.000]  你要牧師說我感謝神
[00:11:14.000 --> 00:11:15.000]  我不會像誰這樣
[00:11:15.000 --> 00:11:16.000]  我感謝神
[00:11:16.000 --> 00:11:17.000]  我又不會像誰這樣
[00:11:17.000 --> 00:11:18.000]  我又戰勝那個
[00:11:18.000 --> 00:11:20.000]  那個柏修長厲害
[00:11:20.000 --> 00:11:21.000]  我們牧師很厲害
[00:11:21.000 --> 00:11:23.000]  於是就變成一個法理賽人
[00:11:23.000 --> 00:11:25.000]  因為我演戲
[00:11:25.000 --> 00:11:28.000]  什麼叫做
[00:11:28.000 --> 00:11:30.000]  假冒為善
[00:11:30.000 --> 00:11:31.000]  希臘文的字
[00:11:31.000 --> 00:11:32.000]  Hippocrates的字
[00:11:32.000 --> 00:11:33.000]  是演戲的
[00:11:33.000 --> 00:11:35.000]  但現在這個世界上的人
[00:11:35.000 --> 00:11:36.000]  就想你演戲
[00:11:36.000 --> 00:11:37.000]  演出好戲給人看
[00:11:37.000 --> 00:11:39.000]  講的形象
[00:11:39.000 --> 00:11:40.000]  不是講的實質
[00:11:40.000 --> 00:11:42.000]  今天要講大堆頭
[00:11:42.000 --> 00:11:43.000]  擺得出來
[00:11:43.000 --> 00:11:45.000]  做得款
[00:11:45.000 --> 00:11:46.000]  這樣就厲害了
[00:11:46.000 --> 00:11:48.000]  但你看看尼希米基
[00:11:48.000 --> 00:11:50.000]  尼希米基是一個很棒的書
[00:11:50.000 --> 00:11:52.000]  你讓我們看到一個
[00:11:52.000 --> 00:11:54.000]  很不同的形象
[00:11:54.000 --> 00:11:56.000]  其實你會說我不是做領袖
[00:11:56.000 --> 00:11:58.000]  其實我們每個人都是領袖
[00:11:58.000 --> 00:12:00.000]  什麼叫領袖
[00:12:00.000 --> 00:12:02.000]  領袖就是影響
[00:12:02.000 --> 00:12:03.000]  你能夠去影響人
[00:12:03.000 --> 00:12:04.000]  你就是領袖
[00:12:04.000 --> 00:12:05.000]  每個人都是領袖
[00:12:05.000 --> 00:12:07.000]  只不過好領袖就是壞領袖
[00:12:07.000 --> 00:12:09.000]  好的影響就是壞的影響
[00:12:09.000 --> 00:12:10.000]  你在學校裏面
[00:12:10.000 --> 00:12:11.000]  你在家裏面
[00:12:11.000 --> 00:12:12.000]  你在教會裏面
[00:12:12.000 --> 00:12:13.000]  你在社會裏面
[00:12:13.000 --> 00:12:14.000]  都有影響力
[00:12:14.000 --> 00:12:15.000]  問題就是
