
[00:00:00.000 --> 00:00:05.640]  今晚我們希望可以覆蓋13章和14章
[00:00:05.640 --> 00:00:10.560]  第13章的講義上星期已經給了大家
[00:00:10.560 --> 00:00:16.160]  但因為我們沒有時間所以我們還沒講到第13章
[00:00:16.160 --> 00:00:21.520]  在今天給大家的講義我附帶了一份
[00:00:21.520 --> 00:00:25.600]  就是我們以前查但以利書第8章的時候
[00:00:25.600 --> 00:00:29.680]  講到迪基督我就有一些資料在上面
[00:00:29.680 --> 00:00:34.920]  我知道大家和我們一起查經的弟兄姊妹
[00:00:34.920 --> 00:00:38.520]  你未必有和我們一起查但以利書
[00:00:38.520 --> 00:00:44.520]  所以我又將但以利書第8章有關迪基督的經文
[00:00:44.520 --> 00:00:50.200]  和裡面有一些介紹迪基督的特性
[00:00:50.200 --> 00:00:55.240]  我再一次給大家 稍後我們也會稍為講一下
[00:00:55.240 --> 00:00:59.720]  另外今天也給大家第14章的講義
[00:00:59.720 --> 00:01:02.920]  我們希望能夠有時間去到第14章
[00:01:02.920 --> 00:01:13.400]  我們第11章15節查到第7號就吹響了
[00:01:13.400 --> 00:01:19.560]  第7號吹響就應該是那7個碗齋出來的
[00:01:19.560 --> 00:01:22.040]  但很奇怪的就是在這裡
[00:01:22.040 --> 00:01:26.520]  他吹響了但沒有馬上告訴我們那些碗齋
[00:01:26.520 --> 00:01:32.120]  那些碗齋是要去到第16章才告訴我們
[00:01:32.120 --> 00:01:34.840]  一個一個的碗齋是怎樣的
[00:01:34.840 --> 00:01:37.400]  而第15章很短的
[00:01:37.400 --> 00:01:47.160]  第15章就是天使預備將最後最厲害的7個碗齋傾到地上
[00:01:47.160 --> 00:01:51.080]  所以由第11章16節開始
[00:01:51.080 --> 00:01:55.080]  一直到第14章尾
[00:01:55.080 --> 00:01:59.400]  都是神給約翰看到其他的異象
[00:01:59.400 --> 00:02:05.800]  是和第7個號齋或者7個碗齋沒有直接關係的
[00:02:05.800 --> 00:02:07.800]  而我們以前也說過
[00:02:07.800 --> 00:02:15.880]  在時間上我們不能夠假定天使吹了第7個號就停在這裡
[00:02:15.880 --> 00:02:18.120]  然後發生這幾章的事情
[00:02:18.120 --> 00:02:27.080]  這幾章裡面約翰所看到的異象雖然是在第11章15節到第15章中間
[00:02:27.080 --> 00:02:33.800]  但時間未必一定是吹了7個號之後才出現這些事情
[00:02:33.800 --> 00:02:37.640]  這些事情比如我們今晚要說的迪基督
[00:02:37.640 --> 00:02:43.080]  迪基督其實是在大災難開始的時候就一定出現的
[00:02:43.080 --> 00:02:49.240]  迪基督出現然後才是大災難開始
[00:02:49.240 --> 00:02:54.280]  我們怎麼知道大災難已經開始了呢?
[00:02:54.280 --> 00:02:58.680]  就好像保羅在《貼薩諾尼加》後書第二章那裡
[00:02:58.680 --> 00:03:01.480]  去安慰貼薩諾尼加教會的人說
[00:03:01.480 --> 00:03:04.760]  你們還沒有在大災難當中
[00:03:04.760 --> 00:03:07.560]  因為迪基督還沒有出現
[00:03:07.560 --> 00:03:11.240]  所以迪基督一出現我們知道這是迪基督的時候
[00:03:11.240 --> 00:03:13.560]  七年的災已經開始了
[00:03:13.560 --> 00:03:18.680]  所以很可能今晚約翰看到關於迪基督的異象
[00:03:18.680 --> 00:03:24.840]  很可能時間是要回到大災難的初段
[00:03:24.840 --> 00:03:32.360]  我們來看看今晚我們要看有兩隻獸在第13章那裡
[00:03:32.360 --> 00:03:35.560]  一隻獸是從海裡面出來的
[00:03:35.560 --> 00:03:38.600]  第二隻獸是從地裡出來的
[00:03:38.600 --> 00:03:43.080]  我們都知道我們不是真的在說一隻野獸
[00:03:43.080 --> 00:03:47.160]  在這章裡面都沒有說這隻獸到底是什麼獸
[00:03:47.160 --> 00:03:51.640]  很明顯這兩隻獸其實是指兩個人
[00:03:51.640 --> 00:03:53.640]  是兩個真的人
[00:03:53.640 --> 00:03:55.640]  那個從海裡出來的獸
[00:03:55.640 --> 00:03:58.840]  其實就是在形容將來要出現的迪基督
[00:03:58.840 --> 00:04:02.360]  這個差不多所有的解經家都同意
[00:04:02.360 --> 00:04:05.000]  這裡是沒有爭議的
[00:04:05.000 --> 00:04:10.520]  而在地裡出來的那個獸有一個人
[00:04:10.520 --> 00:04:13.960]  這個人一般叫做假先知
[00:04:13.960 --> 00:04:15.960]  是一個人來的
[00:04:15.960 --> 00:04:18.440]  我們都知道說到迪基督的時候
[00:04:18.440 --> 00:04:21.080]  是可以有很多的迪基督
[00:04:21.080 --> 00:04:23.080]  很多世草的迪基督
[00:04:23.080 --> 00:04:27.240]  耶穌都說迪基督都已經開始出來了
[00:04:27.240 --> 00:04:31.000]  歷代由主耶穌那個時代一直到現在
[00:04:31.000 --> 00:04:35.480]  都有一些假的基督出現
[00:04:35.480 --> 00:04:38.360]  但這些只是世草的迪基督
[00:04:38.360 --> 00:04:42.840]  這些不是真正最後那個大草的迪基督
[00:04:42.840 --> 00:04:46.040]  這裡說海上出來的獸
[00:04:46.040 --> 00:04:48.360]  就是說將來要出來
[00:04:48.360 --> 00:04:53.320]  開始這個七年大災難的世界之王的迪基督
[00:04:53.320 --> 00:04:58.200]  我們開始來看看13章第一節
[00:04:58.200 --> 00:05:03.320]  我又看見一個獸從海中出來
[00:05:03.320 --> 00:05:08.200]  海在聖經裡面一般是說這個世界
[00:05:08.200 --> 00:05:12.280]  也就是說這個獸是從世界那裡出來
[00:05:12.280 --> 00:05:15.480]  這個世界是指什麼呢?
[00:05:15.480 --> 00:05:17.480]  是從哪裡出來呢?
[00:05:17.480 --> 00:05:21.240]  有很多解經家相信是在那十個國
[00:05:21.240 --> 00:05:25.080]  即將來新羅馬那十個國裡面出來的
[00:05:25.080 --> 00:05:28.600]  但正如我們查《但義理書》的時候說
[00:05:28.600 --> 00:05:32.760]  近年有一些不同的看法因為回教興起
[00:05:32.760 --> 00:05:38.920]  所以就說這十個國未必一定是在歐洲那裡出來的
[00:05:38.920 --> 00:05:44.600]  他說這個獸是有十個角和七個頭
[00:05:44.600 --> 00:05:48.120]  在十個角上面就帶著十個冠冕
[00:05:48.120 --> 00:05:51.560]  七個頭上面就有蝕族的名號
[00:05:51.560 --> 00:05:57.320]  我們查過第十章我們見過那隻大紅龍
[00:05:57.320 --> 00:06:02.840]  我們就記得那隻大紅龍也是有七個頭十個角的
[00:06:02.840 --> 00:06:05.160]  為什麼兩個這麼相似呢?
[00:06:05.160 --> 00:06:07.640]  是不是這隻獸就是那隻大紅龍呢?
[00:06:07.640 --> 00:06:09.000]  是不是的
[00:06:09.000 --> 00:06:12.360]  因為說到下面的時候
[00:06:12.360 --> 00:06:16.760]  第四節那裡是說這隻獸是拜那隻龍
[00:06:16.760 --> 00:06:19.400]  即是這隻獸和那隻龍是不同的
[00:06:19.400 --> 00:06:21.960]  但是牠們的形狀都很相似
[00:06:21.960 --> 00:06:26.040]  就是牠們有七個頭和有十個角
[00:06:26.040 --> 00:06:28.360]  即是牠們的關係很密切
[00:06:28.360 --> 00:06:30.280]  牠們是同一伙的
[00:06:30.280 --> 00:06:32.200]  這個就是迪基督
[00:06:32.200 --> 00:06:36.040]  迪基督就是撒旦在末世的時候
[00:06:36.040 --> 00:06:40.520]  最後掙扎那個很重要的工具
[00:06:40.520 --> 00:06:43.960]  是將這個世界帶到最後的七年
[00:06:43.960 --> 00:06:47.000]  就是但以利的七十個七
[00:06:47.000 --> 00:06:48.760]  最後的七個七
[00:06:48.760 --> 00:06:50.120]  就是最後的一個七
[00:06:50.120 --> 00:06:51.640]  就是最後的七年
[00:06:51.640 --> 00:06:58.280]  到下面說到由地出來的那個獸
[00:06:58.280 --> 00:07:00.680]  我們說是假先知
[00:07:00.680 --> 00:07:04.680]  迪基督就是撒旦所差派來的
[00:07:04.680 --> 00:07:06.760]  撒旦給他權力
[00:07:06.760 --> 00:07:10.840]  而這個假先知也是和他們一起
[00:07:10.840 --> 00:07:16.200]  來叫世人相信迪基督就是基督
[00:07:16.200 --> 00:07:19.400]  所以這三個在末世的時候
[00:07:19.400 --> 00:07:22.600]  我們就叫他做一個Unholy Trinity
[00:07:22.600 --> 00:07:26.600]  他們是模仿聖父、聖子、聖靈三為一體
[00:07:26.600 --> 00:07:28.280]  他們三為一體
[00:07:28.280 --> 00:07:30.280]  撒旦就好像聖父一樣
[00:07:30.280 --> 00:07:33.640]  迪基督就是聖子
[00:07:33.640 --> 00:07:36.360]  假先知是宗教的領袖
[00:07:36.360 --> 00:07:38.680]  就模仿聖靈這樣
[00:07:38.680 --> 00:07:41.480]  是一個叫做Unholy Trinity
[00:07:41.480 --> 00:07:43.080]  即是他們模仿
[00:07:43.080 --> 00:07:48.120]  迷惑世人就模仿好像三為一體的真實
[00:07:48.120 --> 00:07:49.480]  我們看第二節
[00:07:49.480 --> 00:07:52.920]  我所看見的獸形狀象豹
[00:07:52.920 --> 00:07:58.440]  留意象就即是形容它不是真的一隻獸
[00:07:58.440 --> 00:07:59.720]  不是真的豹
[00:07:59.720 --> 00:08:01.400]  是好像
[00:08:01.400 --> 00:08:04.760]  形狀象豹腳象熊的腳
[00:08:04.760 --> 00:08:07.560]  口象獅子的口
[00:08:07.560 --> 00:08:12.760]  阿龍將自己的能力座位和大權柄都給了它
[00:08:12.760 --> 00:08:18.680]  第二節已經說它是由龍得到它的權柄
[00:08:18.680 --> 00:08:22.280]  第一節是說到這隻獸的地位
[00:08:22.280 --> 00:08:24.440]  是好像撒旦一樣
[00:08:24.440 --> 00:08:28.520]  那十個角和七個頭
[00:08:28.520 --> 00:08:33.400]  七個頭一般就是指七個朝代
[00:08:33.400 --> 00:08:35.320]  由但以利開始
[00:08:35.320 --> 00:08:37.160]  其實不是由但以利開始
[00:08:37.160 --> 00:08:40.600]  由歷史開始和猶太人有關
[00:08:40.600 --> 00:08:42.520]  有七個朝代
[00:08:42.520 --> 00:08:45.880]  七個朝代第一個就是埃及
[00:08:45.880 --> 00:08:52.200]  因為猶太人要去到埃及生活了四百年
[00:08:52.200 --> 00:08:55.480]  然後第二個就是亞述
[00:08:55.480 --> 00:08:59.080]  亞述就是滅了北國以色列
[00:08:59.080 --> 00:09:03.320]  然後第三個頭就是巴比倫
[00:09:03.320 --> 00:09:05.560]  巴比倫就是滅了南國
[00:09:05.560 --> 00:09:09.240]  然後就到馬代波斯
[00:09:09.240 --> 00:09:11.240]  然後就是希臘
[00:09:11.240 --> 00:09:13.240]  然後就是古羅馬
[00:09:13.240 --> 00:09:15.800]  還有一個是未出現
[00:09:15.800 --> 00:09:20.280]  一個是約翰時代已經存在的就是古羅馬
[00:09:20.280 --> 00:09:24.760]  第一個未出現的就是將來末世的時候的新羅馬
[00:09:24.760 --> 00:09:28.600]  新羅馬相信就是十個角
[00:09:28.600 --> 00:09:30.600]  指的十個角
[00:09:30.600 --> 00:09:38.600]  一般指在歐洲將會有十個角出現
[00:09:38.600 --> 00:09:41.080]  迪基督將會在那裡出現
[00:09:41.080 --> 00:09:44.760]  這又呼應但以利書第七章
[00:09:44.760 --> 00:09:47.560]  說到第四個最恐怖的獸
[00:09:47.560 --> 00:09:50.520]  恐怖的獸又是有十個角的
[00:09:50.520 --> 00:09:54.200]  然後在十個角裡面有一個小角出來
[00:09:54.200 --> 00:09:56.760]  那個也是指向迪基督的
[00:09:56.760 --> 00:10:01.880]  第二節就說到權兵
[00:10:01.880 --> 00:10:05.080]  他的權兵是來自撒旦的
[00:10:05.080 --> 00:10:07.960]  所以你看到第二章的筆記
[00:10:07.960 --> 00:10:12.760]  是說到這個象豹、熊和獅子
[00:10:12.760 --> 00:10:14.760]  是說到他們的本性
[00:10:14.760 --> 00:10:17.160]  魔鬼給權力他
[00:10:17.160 --> 00:10:20.360]  主要是要和猶太人為敵的
[00:10:20.680 --> 00:10:25.000]  在末世的時候撒旦都不停止迫害猶太人
[00:10:25.000 --> 00:10:27.000]  他沒有放棄猶太人
[00:10:27.000 --> 00:10:30.600]  所以這也是我們上個星期不相信的
[00:10:30.600 --> 00:10:33.400]  不相信取代理論
[00:10:33.400 --> 00:10:38.440]  因為到末世的時候撒旦依然迫害猶太人
[00:10:38.440 --> 00:10:42.120]  如果猶太人已經被取代了
[00:10:42.120 --> 00:10:44.120]  已經沒有地位的話
[00:10:44.120 --> 00:10:46.120]  根本魔鬼是不會迫害他的
[00:10:46.120 --> 00:10:50.040]  但我們看到他在末世的時候一樣有地位
[00:10:50.040 --> 00:10:55.160]  而這個獸的本性就是要迫害猶太人
[00:10:55.160 --> 00:11:02.200]  和他由魔鬼那裡來到權兵
[00:11:02.200 --> 00:11:04.200]  我們看第三節
[00:11:04.200 --> 00:11:09.240]  他看到獸七頭當中有一個似乎受了傷
[00:11:09.240 --> 00:11:12.040]  有一個頭受了傷
[00:11:12.040 --> 00:11:15.000]  死傷他醫好了
[00:11:15.000 --> 00:11:17.000]  他不是真的死了
[00:11:17.000 --> 00:11:19.000]  一個頭受重傷
[00:11:19.000 --> 00:11:23.480]  但他在世人面前死傷是醫好了
[00:11:23.480 --> 00:11:26.680]  令到全地的人都唏噓
[00:11:26.680 --> 00:11:30.520]  而因為這個就跟從那個獸
[00:11:30.520 --> 00:11:32.520]  這是什麼呢?
[00:11:32.520 --> 00:11:34.520]  這個我叫做模仿
[00:11:34.520 --> 00:11:36.520]  原來敵基督有一個特點
[00:11:36.520 --> 00:11:38.520]  他不單是敵對基督
[00:11:38.520 --> 00:11:40.520]  他是模仿主耶穌
[00:11:40.520 --> 00:11:42.520]  來到以假亂真
[00:11:42.520 --> 00:11:44.520]  他在這裡要模仿的是什麼呢?
[00:11:44.520 --> 00:11:48.520]  就是模仿主耶穌死在十字架上面
[00:11:48.520 --> 00:11:50.520]  而他是復活
[00:11:50.520 --> 00:11:52.520]  三天之後復活
[00:11:52.520 --> 00:11:54.520]  戰勝死亡
[00:11:54.520 --> 00:11:56.520]  他這裡又是出這一招
[00:11:56.520 --> 00:12:00.520]  他就說他的頭受重傷甚至死了
[00:12:00.520 --> 00:12:02.520]  但他腳醫好了
[00:12:02.520 --> 00:12:04.520]  即是他復活
[00:12:04.520 --> 00:12:08.520]  令到全地的人唏噓跟從他
[00:12:08.520 --> 00:12:12.520]  他的權兵是由魔鬼那裡來的
[00:12:12.520 --> 00:12:14.520]  魔鬼可不可以行神蹟呢?
[00:12:14.520 --> 00:12:18.280]  在某一個程度來說是可以的
