
[00:00:00.000 --> 00:00:05.000]  各位聽眾姐妹
[00:00:05.000 --> 00:00:07.480]  我想問一問大家
[00:00:07.480 --> 00:00:11.160]  有多少人相信
[00:00:11.160 --> 00:00:15.920]  有很多事情不是巧合、偶然可以解釋
[00:00:15.920 --> 00:00:17.720]  而是神跡
[00:00:17.720 --> 00:00:19.480]  可不可以舉手?
[00:00:19.480 --> 00:00:20.680]  有多少人相信?
[00:00:20.680 --> 00:00:22.440]  這麼多人都相信
[00:00:22.440 --> 00:00:24.000]  有多少人經歷過?
[00:00:24.000 --> 00:00:24.920]  可不可以舉手?
[00:00:24.920 --> 00:00:25.920]  經歷過
[00:00:25.920 --> 00:00:29.560]  人家是用偶然巧合解釋不了的
[00:00:29.560 --> 00:00:33.280]  我跟大家說說
[00:00:33.280 --> 00:00:37.160]  有些在我身上有很多類似的經歷
[00:00:37.160 --> 00:00:38.520]  我說一點點
[00:00:38.520 --> 00:00:43.320]  這些是我自己和家人
[00:00:43.320 --> 00:00:45.480]  和我們認識的弟兄姊妹分享的時候
[00:00:45.480 --> 00:00:50.280]  他們都覺得不可能是用偶然、巧合
[00:00:50.280 --> 00:00:52.040]  你可以分享得到
[00:00:52.040 --> 00:00:58.280]  我和我太太去美國讀神學的時候
[00:00:58.280 --> 00:01:00.560]  教了三年書
[00:01:00.560 --> 00:01:02.360]  積積買買二萬多塊
[00:01:02.360 --> 00:01:05.960]  但是那時候因為美金和港幣之間的兌換率很低
[00:01:05.960 --> 00:01:09.560]  是一美金等於四個港幣
[00:01:09.560 --> 00:01:12.680]  所以我們帶著幾千塊去那邊的時候
[00:01:12.680 --> 00:01:15.280]  第一年都差不多沒有了
[00:01:15.280 --> 00:01:17.480]  我們初期去到
[00:01:17.480 --> 00:01:21.280]  我們在學校的飯堂洗碗洗碟
[00:01:21.280 --> 00:01:24.280]  一個星期有五天放學之後
[00:01:24.280 --> 00:01:26.080]  就跟著在這個地方洗碗洗碟
[00:01:26.080 --> 00:01:27.080]  吃完那頓飯
[00:01:27.080 --> 00:01:29.080]  所以我們吃完那頓飯之後
[00:01:29.080 --> 00:01:30.840]  那天我們很少
[00:01:30.840 --> 00:01:34.760]  一個月五十塊美金已經搞定了
[00:01:34.760 --> 00:01:37.320]  誰知道後來去到那邊的時候
[00:01:37.320 --> 00:01:39.640]  認識了一些留學生
[00:01:39.640 --> 00:01:40.640]  和我們傳呼音
[00:01:40.640 --> 00:01:42.240]  見到他們很有興趣
[00:01:42.240 --> 00:01:44.880]  所以後來在星期一在我們家開了個茶經
[00:01:44.880 --> 00:01:45.880]  邀請他們來
[00:01:45.880 --> 00:01:47.480]  就和老闆請假
[00:01:47.480 --> 00:01:48.400]  星期一
[00:01:48.400 --> 00:01:51.280]  可不可以找人代我們呢?
[00:01:51.280 --> 00:01:53.480]  他就找了人代我們
[00:01:53.480 --> 00:01:55.280]  誰知道這個群體越來越大
[00:01:55.280 --> 00:01:57.680]  越來越多人相信
[00:01:57.680 --> 00:01:59.880]  他又帶多了很多人來
[00:01:59.880 --> 00:02:02.680]  最終我們的家裡坐不下
[00:02:02.680 --> 00:02:04.280]  十幾人都坐不下
[00:02:04.280 --> 00:02:05.280]  最終要開多組
[00:02:05.280 --> 00:02:07.080]  星期三晚
[00:02:07.080 --> 00:02:08.480]  所以因為這樣的緣故
[00:02:08.480 --> 00:02:11.480]  星期三晚我們又請假
[00:02:11.480 --> 00:02:14.880]  老闆可不可以在星期三找人代我們呢?
[00:02:14.880 --> 00:02:16.880]  因為星期三我們不行了
[00:02:16.880 --> 00:02:18.080]  我們看到的那個
[00:02:18.080 --> 00:02:21.080]  是遠比我們賺回一些生活費更重要
[00:02:21.080 --> 00:02:23.480]  所以我們這麼做
[00:02:23.480 --> 00:02:25.680]  老闆就很不高興了
[00:02:25.680 --> 00:02:27.480]  但後來都勉為其難
[00:02:27.480 --> 00:02:28.680]  因為都有人代
[00:02:28.680 --> 00:02:32.080]  所以他就找了人代我們星期三
[00:02:32.080 --> 00:02:36.080]  後來就因為團契要聚會
[00:02:36.080 --> 00:02:38.080]  要星期五
[00:02:38.080 --> 00:02:43.680]  我們再和老闆說
[00:02:43.680 --> 00:02:47.680]  當我們開始侍奉方面的壓力越來越大
[00:02:47.680 --> 00:02:49.680]  需要越來越多
[00:02:49.680 --> 00:02:50.680]  所以我們想
[00:02:50.680 --> 00:02:51.880]  我們兩天
[00:02:51.880 --> 00:02:54.280]  省省的兩天都夠了
[00:02:54.280 --> 00:02:55.880]  情願省
[00:02:55.880 --> 00:02:59.480]  所以就想請星期五
[00:02:59.480 --> 00:03:01.480]  也找人代我們
[00:03:01.480 --> 00:03:04.880]  沒想到得到的回應就是
[00:03:04.880 --> 00:03:07.480]  You don't have to ask for
[00:03:07.480 --> 00:03:10.080]  這一件事
[00:03:10.080 --> 00:03:12.680]  You don't have to come anymore
[00:03:12.680 --> 00:03:14.080]  OK
[00:03:14.080 --> 00:03:15.480]  Everyday
[00:03:15.480 --> 00:03:16.880]  Go! Go!
[00:03:16.880 --> 00:03:17.680]  Everyday
[00:03:17.680 --> 00:03:19.280]  Go ahead
[00:03:19.280 --> 00:03:20.680]  意思是什麼呢?
[00:03:20.680 --> 00:03:23.280]  就是解雇了
[00:03:23.280 --> 00:03:24.680]  我們想解釋都沒有
[00:03:24.680 --> 00:03:27.880]  另一方面我們也不想為自己
[00:03:27.880 --> 00:03:30.280]  因為這的確是我們的問題
[00:03:30.280 --> 00:03:31.880]  帶給他們麻煩
[00:03:31.880 --> 00:03:33.080]  所以因為這樣的緣故
[00:03:33.080 --> 00:03:37.080]  就憑信心開始第二年留學的生活
[00:03:37.080 --> 00:03:39.880]  我出來的時候
[00:03:39.880 --> 00:03:41.280]  我們發覺到真的
[00:03:41.280 --> 00:03:42.280]  就快交學費了
[00:03:42.280 --> 00:03:44.080]  還有一天
[00:03:44.080 --> 00:03:47.080]  我們根本就不夠錢
[00:03:47.080 --> 00:03:49.680]  還欠五百多塊
[00:03:49.680 --> 00:03:50.480]  美金
[00:03:50.480 --> 00:03:52.280]  我說的兩個人一起
[00:03:52.280 --> 00:03:54.080]  怎麼搞呢?
[00:03:54.080 --> 00:03:55.680]  結果我們討告
[00:03:55.680 --> 00:03:57.280]  那時候我們就帶了
[00:03:57.280 --> 00:03:58.280]  有些人信徒
[00:03:58.280 --> 00:03:59.880]  有些是一些就業的人士
[00:03:59.880 --> 00:04:02.280]  有醫生
[00:04:02.280 --> 00:04:04.280]  那到
[00:04:04.280 --> 00:04:06.680]  第二天我們要交學費
[00:04:06.680 --> 00:04:08.880]  在我們經過爭取之後
[00:04:08.880 --> 00:04:12.080]  我們是極不想和人借錢
[00:04:12.080 --> 00:04:15.280]  極不想問人拿錢
[00:04:15.280 --> 00:04:16.880]  但是最終
[00:04:16.880 --> 00:04:18.480]  去到這樣的情況裡面
[00:04:18.480 --> 00:04:21.080]  難道你真的回香港嗎?
[00:04:21.080 --> 00:04:22.280]  那麼辛苦去那邊
[00:04:22.280 --> 00:04:24.080]  就想裝備自己神學
[00:04:24.080 --> 00:04:25.880]  然後回來侍奉
[00:04:25.880 --> 00:04:28.480]  結果因為這樣的緣故
[00:04:28.480 --> 00:04:31.280]  和太太討告之後
[00:04:31.280 --> 00:04:36.280]  就開聲和醫生說
[00:04:36.280 --> 00:04:40.080]  本來我們想暫時借一些錢交學費
[00:04:40.080 --> 00:04:41.880]  但是到暑假的時候
[00:04:41.880 --> 00:04:43.880]  我們會還給你
[00:04:43.880 --> 00:04:45.680]  我們會工作
[00:04:45.680 --> 00:04:46.680]  全職
[00:04:46.680 --> 00:04:48.480]  然後還給你
[00:04:48.480 --> 00:04:50.080]  他說不用借了
[00:04:50.080 --> 00:04:50.680]  你要多少?
[00:04:50.680 --> 00:04:51.480]  你出聲
[00:04:51.480 --> 00:04:53.080]  我說不行
[00:04:53.080 --> 00:04:55.480]  我是想暫時借著
[00:04:55.480 --> 00:04:57.080]  如果你不肯
[00:04:57.080 --> 00:04:59.080]  那我們就算了
[00:04:59.080 --> 00:05:00.280]  他還說了
[00:05:00.280 --> 00:05:02.480]  你真是麻煩了
[00:05:02.480 --> 00:05:04.280]  算了
[00:05:04.280 --> 00:05:05.480]  要多少?
[00:05:05.480 --> 00:05:06.680]  我說
[00:05:06.680 --> 00:05:09.080]  我們大概要700元左右
[00:05:09.080 --> 00:05:11.480]  他就寫了一封信
[00:05:11.480 --> 00:05:12.480]  他說
[00:05:12.480 --> 00:05:15.480]  到下班的時候就拿來給我們
[00:05:15.480 --> 00:05:18.480]  但是我心裡一直都很不平安
[00:05:18.480 --> 00:05:23.480]  為自己借錢
[00:05:23.480 --> 00:05:25.480]  然後用這樣的方法
[00:05:25.480 --> 00:05:28.480]  最後我們就討告
[00:05:28.480 --> 00:05:30.480]  平時我們收信是早上收的
[00:05:30.480 --> 00:05:32.480]  但是那天
[00:05:32.480 --> 00:05:35.480]  不知為什麼有一種心血來潮
[00:05:35.480 --> 00:05:38.480]  好像信箱有問題
[00:05:38.480 --> 00:05:41.480]  我不知道大家有多少人有這種預感
[00:05:41.480 --> 00:05:44.480]  那天我是特別有這種預感
[00:05:44.480 --> 00:05:47.480]  最後下午
[00:05:47.480 --> 00:05:49.480]  我就去信箱打開
[00:05:49.480 --> 00:05:50.480]  一打開
[00:05:50.480 --> 00:05:52.480]  真的有一封東西在那裡
[00:05:52.480 --> 00:05:54.480]  硬的
[00:05:54.480 --> 00:05:56.480]  好像卡一樣
[00:05:56.480 --> 00:05:58.480]  然後我急不及待
[00:05:58.480 --> 00:06:00.480]  就打開了
[00:06:00.480 --> 00:06:02.480]  一打開
[00:06:02.480 --> 00:06:04.480]  你猜是什麼來的?
[00:06:04.480 --> 00:06:08.480]  是一張
[00:06:08.480 --> 00:06:10.480]  好像信用卡的東西
[00:06:10.480 --> 00:06:12.480]  其實信用卡是不用進信封的
[00:06:12.480 --> 00:06:13.480]  但是他進了
[00:06:13.480 --> 00:06:16.480]  就夾了一張信用卡
[00:06:16.480 --> 00:06:18.480]  你猜信用卡多少錢呢?
[00:06:18.480 --> 00:06:21.480]  考核
[00:06:21.480 --> 00:06:23.480]  留言
[00:06:23.480 --> 00:06:24.480]  七百塊
[00:06:24.480 --> 00:06:25.480]  不多
[00:06:25.480 --> 00:06:26.480]  不少
[00:06:26.480 --> 00:06:27.480]  七百塊
[00:06:27.480 --> 00:06:29.480]  我們交完學費之後
[00:06:29.480 --> 00:06:31.480]  是有一百塊剩下來
[00:06:31.480 --> 00:06:34.480]  給我們去家用各方面的東西
[00:06:34.480 --> 00:06:36.480]  一次是這樣
[00:06:36.480 --> 00:06:39.480]  我們沒有告訴這個人
[00:06:39.480 --> 00:06:45.480]  這個是我太太的姑媽的老闆
[00:06:45.480 --> 00:06:47.480]  我太太的姑媽是做什麼的呢?
[00:06:47.480 --> 00:06:51.480]  是做一個傭人
[00:06:51.480 --> 00:06:54.480]  是那時的阿瑪
[00:06:54.480 --> 00:06:57.480]  老闆是外國人
[00:06:57.480 --> 00:06:59.480]  或者是
[00:06:59.480 --> 00:07:00.480]  不好意思
[00:07:00.480 --> 00:07:02.480]  說慣了
[00:07:02.480 --> 00:07:06.480]  其實是英國人
[00:07:07.480 --> 00:07:09.480]  哈哈
[00:07:09.480 --> 00:07:11.480]  他是誰呢?
[00:07:11.480 --> 00:07:16.480]  他是加道理的律師
[00:07:16.480 --> 00:07:18.480]  是一個律師
[00:07:18.480 --> 00:07:20.480]  是為他們做律師的
[00:07:20.480 --> 00:07:22.480]  是一個這樣的老闆
[00:07:22.480 --> 00:07:24.480]  好了
[00:07:24.480 --> 00:07:26.480]  過了學期之後
[00:07:26.480 --> 00:07:28.480]  又過了幾個月
[00:07:28.480 --> 00:07:30.480]  接著還有第二次了
[00:07:30.480 --> 00:07:32.480]  又是快要交學費了
[00:07:32.480 --> 00:07:34.480]  還有兩天
[00:07:34.480 --> 00:07:36.480]  又是不夠
[00:07:36.480 --> 00:07:40.480]  又沒到我們要賺夠來收藏的時刻
