
[00:00:00.000 --> 00:00:02.920]  (影片即將開始,請點擊「訂閱」、「按鈴鐺」)
[00:00:02.920 --> 00:00:04.880]  今次我們聖地行
[00:00:04.880 --> 00:00:06.320]  我們先去約旦
[00:00:06.320 --> 00:00:08.600]  然後才過來以色列這裡
[00:00:08.600 --> 00:00:10.800]  為什麼要去約旦呢?
[00:00:10.800 --> 00:00:14.000]  這個裏面有精心的設計
[00:00:14.000 --> 00:00:16.880]  約旦是聖地的一部分
[00:00:16.880 --> 00:00:18.400]  其實在聖經裏面
[00:00:18.400 --> 00:00:22.880]  很多舊約的事是發生在約旦那邊的
[00:00:22.880 --> 00:00:25.680]  約旦就是河的東邊
[00:00:25.680 --> 00:00:29.120]  在舊約是提過180次這麼多
[00:00:29.120 --> 00:00:31.680]  我們一想起舊約的時候
[00:00:31.680 --> 00:00:35.760]  我們就想起神揀選阿伯拉罕
[00:00:35.760 --> 00:00:39.600]  阿伯拉罕當時是在吾爾的地方
[00:00:39.600 --> 00:00:41.280]  吾爾在哪裏呢?
[00:00:41.280 --> 00:00:43.120]  吾爾就在伊拉克那邊
[00:00:43.120 --> 00:00:48.080]  而且我相信阿伯拉罕當時是不認識上帝的
[00:00:48.080 --> 00:00:51.280]  可能跟著外邦人拜偶像
[00:00:51.280 --> 00:00:54.160]  因為他是不認識上帝的
[00:00:54.160 --> 00:00:56.400]  很可能上帝來呼召他的時候
[00:00:56.400 --> 00:00:58.240]  他是一個拜偶像的人
[00:00:58.240 --> 00:01:00.240]  但是神的恩典臨到他
[00:01:00.240 --> 00:01:03.600]  神要呼召阿伯拉罕的人
[00:01:03.600 --> 00:01:05.600]  為什麼神要呼召他呢?
[00:01:05.600 --> 00:01:06.720]  解釋不了
[00:01:06.720 --> 00:01:09.040]  神要恩代誰就恩代誰
[00:01:09.040 --> 00:01:13.120]  為什麼今天神揀選我們當中認識他的人呢?
[00:01:13.120 --> 00:01:15.200]  是不是我們比其他人好呢?
[00:01:15.200 --> 00:01:16.160]  絕對不是
[00:01:16.160 --> 00:01:18.400]  神的恩典臨到我們
[00:01:18.400 --> 00:01:20.400]  我們只能夠這樣解釋
[00:01:20.400 --> 00:01:24.480]  阿伯拉罕後來來了迦南地
[00:01:24.480 --> 00:01:27.680]  神呼召他離開吾爾的地方
[00:01:27.680 --> 00:01:29.680]  進入迦南地
[00:01:29.680 --> 00:01:33.600]  但是他有個侄子叫羅德
[00:01:33.600 --> 00:01:36.640]  他們兩個都很多牛羊
