
[00:00:00.000 --> 00:00:06.000]  請各位聽神的奧義 讓我們先同心同德
[00:00:06.000 --> 00:00:16.000]  各位親愛的父神 多謝您讓我們有機會再次打開您的說話
[00:00:16.000 --> 00:00:23.000]  藉著您愛之耶穌基督在地上所作的工作
[00:00:23.000 --> 00:00:31.000]  讓我們能夠重新得力 也能夠重新得到榮幸的生命 我再次獻上感謝
[00:00:31.000 --> 00:00:36.000]  而我們的主 您的兒子 也點亮去呼召您的僕人
[00:00:36.000 --> 00:00:46.000]  將您的道理專心仰望在神的面前 去施教給每一個願意追求主道的人
[00:00:46.000 --> 00:00:54.000]  他的見證 他的工作 他的侍奉 也成為我們今天做基督徒
[00:00:54.000 --> 00:01:00.000]  去學校怎樣去做一個恰神心意的主的子民
[00:01:00.000 --> 00:01:04.000]  我再次祈求您 讓今天的講章 今天的經文
[00:01:04.000 --> 00:01:09.000]  能夠成為我們一個更重要的屬靈生命的挑戰
[00:01:09.000 --> 00:01:18.000]  讓我們能夠真正的衛生在您的裡面 能夠成長起來 活像您的兒子耶穌基督一樣
[00:01:18.000 --> 00:01:26.000]  各位親愛的父神 多謝您讓我們有這份福氣 能夠領受主您的話語
[00:01:26.000 --> 00:01:33.000]  打開當中 您獨守兒主耶穌基督所行所作所講的事
[00:01:33.000 --> 00:01:41.000]  我們再次向上感謝 也透過他 呼召您的僕人
[00:01:41.000 --> 00:01:46.000]  能夠專心仰望在須容主您道上面的工作
[00:01:46.000 --> 00:01:55.000]  我們也再次向上感恩 願我們今天能夠延續這個佛法
[00:01:55.000 --> 00:02:01.000]  繼續把主的道延展出去 我們再次向上感謝
[00:02:01.000 --> 00:02:10.000]  透過您的僕人保羅 他的侍奉 讓我們學習怎麼樣成為一個和神心意的基督徒
[00:02:10.000 --> 00:02:26.000]  能夠無論何時何地都依然把主理的道理 費心 用力 教訓當時所使號主理道理的基督徒
[00:02:26.000 --> 00:02:30.000]  我們再次向上感謝 他的見證成為我們今天的吉利
[00:02:30.000 --> 00:02:37.000]  使我們能夠繼續努力把主理的道理 不但自己好好學習 也把它準確全開
[00:02:37.000 --> 00:02:41.000]  我們再次向上感謝 求您保守我們以下的時間
[00:02:41.000 --> 00:02:45.000]  打告奉主耶穌的名求 阿們
[00:02:45.000 --> 00:02:53.000]  上個禮拜我們已經講過 保羅他放下自己
[00:02:53.000 --> 00:02:55.000]  上個禮拜我們講了 保羅放下自己
[00:02:55.000 --> 00:03:06.000]  如何把主的道理隨著不同的時間 不同的季節 不同的時空 能夠把它有效地全開
[00:03:06.000 --> 00:03:11.000]  如何把主的道理 放在不同的時間 不同的地點 不同的時空
[00:03:11.000 --> 00:03:13.000]  如何把主的道理全開
[00:03:13.000 --> 00:03:23.000]  在第20章的第6節 我們讀到保羅他去到特羅拉之前
[00:03:23.000 --> 00:03:25.000]  他停留在一個地方叫做菲拉比
[00:03:25.000 --> 00:03:30.000]  他去到特羅拉之前 停留在一個地方叫做菲利比
[00:03:30.000 --> 00:03:36.000]  菲利比這個地方也可以說是保羅在進入馬其頓
[00:03:36.000 --> 00:03:40.000]  以至於亞細亞地區的首站
[00:03:40.000 --> 00:03:47.000]  菲利比可以說是進入亞細亞 馬其頓這個權道的首站
[00:03:47.000 --> 00:03:51.000]  保羅把握當時這個除梟節的時間
[00:03:51.000 --> 00:03:55.000]  保羅把握當時除梟節的時間
[00:03:55.000 --> 00:03:58.000]  或者很多鄧小平可能會混淆一點
[00:03:58.000 --> 00:04:01.000]  除梟節的另一個名字叫做逾越節
[00:04:01.000 --> 00:04:03.000]  除梟節的另一個名字叫逾越節
[00:04:03.000 --> 00:04:06.000]  是兩個重疊在一起的一個節日
[00:04:06.000 --> 00:04:09.000]  是兩個重疊在一起的節日
[00:04:09.000 --> 00:04:12.000]  是回應以色列民
[00:04:12.000 --> 00:04:13.000]  是回應以色列民
[00:04:13.000 --> 00:04:17.000]  他們在出埃及這個之前的事件
[00:04:17.000 --> 00:04:21.000]  他們在出埃及這個之前的事件
[00:04:21.000 --> 00:04:25.000]  讓所有的神的子民明白到
[00:04:25.000 --> 00:04:27.000]  讓所有的神的子民明白到
[00:04:27.000 --> 00:04:29.000]  我們在人生的路上
[00:04:29.000 --> 00:04:31.000]  我們在人生的路上
[00:04:31.000 --> 00:04:34.000]  其實這個世界很多東西過去很快的
[00:04:34.000 --> 00:04:37.000]  實際上過去的事情非常快
[00:04:37.000 --> 00:04:38.000]  好像他們出埃及一樣
[00:04:38.000 --> 00:04:40.000]  好像他們出埃及一樣
[00:04:40.000 --> 00:04:43.000]  昔日出埃及根本可以說是沒有預備的時間
[00:04:43.000 --> 00:04:47.000]  昔日出埃及根本可以說是沒有預備的時間
[00:04:47.000 --> 00:04:48.000]  趕急的離開
[00:04:48.000 --> 00:04:50.000]  趕急的離開
[00:04:50.000 --> 00:04:54.000]  所以在逾越節和除梟節
[00:04:54.000 --> 00:04:55.000]  所以在逾越節和除梟節
[00:04:55.000 --> 00:04:56.000]  他們有個規矩
[00:04:56.000 --> 00:04:57.000]  他們有個規矩
[00:04:57.000 --> 00:05:00.000]  就是當時他們要吃的東西
[00:05:00.000 --> 00:05:02.000]  就是當時他們要吃的東西
[00:05:02.000 --> 00:05:03.000]  包括一隻羊羔
[00:05:03.000 --> 00:05:04.000]  包括一隻羊羔
[00:05:04.000 --> 00:05:05.000]  包括羊羔
[00:05:05.000 --> 00:05:06.000]  都是要燒的
[00:05:06.000 --> 00:05:07.000]  都是要燒的
[00:05:07.000 --> 00:05:09.000]  大家看節目知不知道為什麼要燒
[00:05:09.000 --> 00:05:10.000]  大家看節目知不知道為什麼要燒
[00:05:10.000 --> 00:05:11.000]  大家知不知道為什麼要燒
[00:05:11.000 --> 00:05:13.000]  我做家庭主夫我就明白
[00:05:13.000 --> 00:05:17.000]  我做家庭主夫我就明白
[00:05:17.000 --> 00:05:19.000]  煮 用水煮的東西
[00:05:19.000 --> 00:05:21.000]  如果用水煮的話
[00:05:21.000 --> 00:05:24.000]  就是燜 煮
[00:05:24.000 --> 00:05:25.000]  很長時間
[00:05:25.000 --> 00:05:27.000]  就要很長時間
[00:05:27.000 --> 00:05:28.000]  燒又用什麼
[00:05:28.000 --> 00:05:29.000]  所以我們就說
[00:05:29.000 --> 00:05:30.000]  所以我們就說
[00:05:30.000 --> 00:05:32.000]  放老成火 開火
[00:05:32.000 --> 00:05:34.000]  一會兒時間到就拿出來
[00:05:34.000 --> 00:05:37.000]  時間到就拿出來
[00:05:37.000 --> 00:05:39.000]  所以當時逾越節和除梟節
[00:05:39.000 --> 00:05:41.000]  他們為什麼要吃烤的羊羔呢
[00:05:41.000 --> 00:05:43.000]  他們逾越節和除梟節
[00:05:43.000 --> 00:05:45.000]  為什麼要吃烤的羊羔呢
[00:05:45.000 --> 00:05:46.000]  就是要表明他們趕急
[00:05:46.000 --> 00:05:47.000]  沒有時間
[00:05:47.000 --> 00:05:49.000]  他們要是說趕急
[00:05:49.000 --> 00:05:50.000]  沒有時間
[00:05:50.000 --> 00:05:51.000]  人生都是這樣
[00:05:51.000 --> 00:05:52.000]  人生都是這樣
[00:05:52.000 --> 00:05:53.000]  很趕急的每天
[00:05:53.000 --> 00:05:55.000]  每天都很趕急
[00:05:55.000 --> 00:05:56.000]  就像我現在的情況
[00:05:56.000 --> 00:05:57.000]  每一分每一秒
[00:05:57.000 --> 00:05:59.000]  完全是逼到極限的
[00:05:59.000 --> 00:06:01.000]  我現在每一分每一秒
[00:06:01.000 --> 00:06:03.000]  都按得很緊
[00:06:03.000 --> 00:06:05.000]  如果有一點點改變
[00:06:05.000 --> 00:06:07.000]  如果有一點點改變
[00:06:07.000 --> 00:06:09.000]  有一點點意見
[00:06:09.000 --> 00:06:10.000]  和小小的意見
[00:06:10.000 --> 00:06:11.000]  就會影響很多事情
[00:06:11.000 --> 00:06:13.000]  就會影響很多事情
[00:06:13.000 --> 00:06:15.000]  所以保羅在趁著這樣的環境
[00:06:15.000 --> 00:06:17.000]  保羅趁著這樣的環境
[00:06:17.000 --> 00:06:19.000]  去到菲律賓
[00:06:19.000 --> 00:06:21.000]  重新重溫這個題目
[00:06:21.000 --> 00:06:23.000]  重新重溫這個題目
[00:06:23.000 --> 00:06:25.000]  從當地菲律賓的教會
[00:06:25.000 --> 00:06:27.000]  讓他們知道
[00:06:27.000 --> 00:06:29.000]  我們做基督徒的
[00:06:29.000 --> 00:06:31.000]  有很多事情很快要過去
[00:06:31.000 --> 00:06:33.000]  有很多事情很快要過去
[00:06:33.000 --> 00:06:35.000]  每一分每一秒
[00:06:35.000 --> 00:06:37.000]  有沒有把握在上帝的指引裡面
[00:06:37.000 --> 00:06:39.000]  有沒有把握在上帝的指令當中
[00:06:39.000 --> 00:06:41.000]  有沒有把握在上帝的指令當中
[00:06:41.000 --> 00:06:43.000]  還是自己喜歡怎麼走就怎麼走
[00:06:43.000 --> 00:06:45.000]  還是自己想怎麼走就怎麼走
[00:06:45.000 --> 00:06:47.000]  保羅懂得利用每一個時間空間
[00:06:47.000 --> 00:06:49.000]  或者甚至節期
[00:06:49.000 --> 00:06:51.000]  去思教
[00:06:51.000 --> 00:06:53.000]  保羅知道怎麼去用時間空間
[00:06:53.000 --> 00:06:55.000]  每一個節期去思教
[00:06:55.000 --> 00:06:57.000]  每一個節期去思教
[00:06:57.000 --> 00:06:59.000]  如果大家有興趣想看這方面的教導
[00:06:59.000 --> 00:07:01.000]  如果大家有興趣想看這方面的教導
[00:07:01.000 --> 00:07:03.000]  可以看看《出埃及記》第十二章
[00:07:03.000 --> 00:07:05.000]  可以看看《出埃及記》第十二章
[00:07:05.000 --> 00:07:07.000]  就有很詳細的介紹
[00:07:07.000 --> 00:07:09.000]  就有很詳細的介紹
[00:07:09.000 --> 00:07:11.000]  為什麼我今天這麼詳細的介紹給大家知道呢
[00:07:11.000 --> 00:07:13.000]  為什麼我今天這麼詳細的介紹給大家知道呢
[00:07:13.000 --> 00:07:15.000]  因為就快又來 又是雨節了
[00:07:15.000 --> 00:07:17.000]  因為雨節就馬上就要來了
[00:07:17.000 --> 00:07:19.000]  我們已經三月了
[00:07:19.000 --> 00:07:21.000]  我們已經打了三月了
[00:07:21.000 --> 00:07:23.000]  很快雨節就來了
[00:07:23.000 --> 00:07:25.000]  讓我們看到
[00:07:25.000 --> 00:07:27.000]  其實每一個時間
[00:07:27.000 --> 00:07:29.000]  上帝都有一個特定的提醒給我們
[00:07:29.000 --> 00:07:31.000]  上帝都有一個特定的提醒給我們
[00:07:31.000 --> 00:07:33.000]  保羅真的來去匆匆
[00:07:33.000 --> 00:07:35.000]  保羅真的來去匆匆
[00:07:35.000 --> 00:07:37.000]  保羅真的來去匆匆
[00:07:37.000 --> 00:07:39.000]  很快又趕著要趕回去特羅亞
[00:07:39.000 --> 00:07:41.000]  很快又要趕回去特羅亞
[00:07:41.000 --> 00:07:43.000]  很快又要趕回去特羅亞
[00:07:43.000 --> 00:07:45.000]  他去到特羅亞
[00:07:45.000 --> 00:07:47.000]  他去了特羅亞
[00:07:47.000 --> 00:07:49.000]  坐了五天的時間
[00:07:49.000 --> 00:07:51.000]  然後怎麼樣呢
[00:07:51.000 --> 00:07:53.000]  然後怎麼樣呢
[00:07:53.000 --> 00:07:55.000]  就去到特羅亞那裡
[00:07:55.000 --> 00:07:57.000]  就匯合了先前拆去的門徒
[00:07:57.000 --> 00:07:59.000]  就匯合了先前拆去的門徒
[00:07:59.000 --> 00:08:01.000]  然後就和他們住了七天
[00:08:01.000 --> 00:08:03.000]  然後跟他們住了七天
[00:08:03.000 --> 00:08:05.000]  住了七天做什麼呢
[00:08:05.000 --> 00:08:07.000]  住了七天做什麼呢
[00:08:07.000 --> 00:08:09.000]  就在第七章第七節告訴我們
[00:08:09.000 --> 00:08:11.000]  就在第七章第七節告訴我們
