
[00:00:00.000 --> 00:00:06.000]  最後我想介紹十本書給大家
[00:00:06.000 --> 00:00:09.000]  你不相信,你會有時間看書的
[00:00:09.000 --> 00:00:12.000]  你計算一下你一個星期看多少文字
[00:00:12.000 --> 00:00:14.000]  我說文字
[00:00:14.000 --> 00:00:22.000]  Memo, Minute, Record, Journal, Magazine, 一週刊, 一本便利
[00:00:22.000 --> 00:00:25.000]  我不敢說下去了,再說下去不是很好聽的
[00:00:25.000 --> 00:00:28.000]  財經快訊,經濟日報,社論, 信報
[00:00:28.000 --> 00:00:30.000]  你看很多東西的
[00:00:30.000 --> 00:00:36.000]  你每天就是受到這個世界的圖畫和思想影響你
[00:00:36.000 --> 00:00:40.000]  所以基金重要,這些東西最重要
[00:00:40.000 --> 00:00:48.000]  為什麼你不讓你的思想給一些熟靈的資訊影響你
[00:00:48.000 --> 00:00:50.000]  下面我和你介紹三個作者
[00:00:50.000 --> 00:00:54.000]  你下去十樓,下面一層而已
[00:00:54.000 --> 00:00:56.000]  這些書應該已經賣到了
[00:00:56.000 --> 00:00:58.000]  如果沒有的話,你就告訴他
[00:00:58.000 --> 00:01:00.000]  李師傅叫我來買,請你訂吧
[00:01:00.000 --> 00:01:02.000]  天道很喜歡幫我們訂書
[00:01:02.000 --> 00:01:04.000]  他拿了我們終神的書目
[00:01:04.000 --> 00:01:06.000]  就全部買回來
[00:01:06.000 --> 00:01:08.000]  那些沒有人看,那些神學書
[00:01:08.000 --> 00:01:10.000]  這些應該FES翻譯
[00:01:10.000 --> 00:01:12.000]  John Stott翻譯了
[00:01:12.000 --> 00:01:14.000]  《校園》
[00:01:14.000 --> 00:01:16.000]  兩本非常好的書
[00:01:16.000 --> 00:01:20.000]  《當代基督教與社會: Issues Facing Christians Today》
[00:01:20.000 --> 00:01:22.000]  裡面教你,如果你做老闆的
[00:01:22.000 --> 00:01:24.000]  有六樣東西你要知道
[00:01:24.000 --> 00:01:26.000]  你要找出來
[00:01:26.000 --> 00:01:28.000]  如何做一個基督徒老闆
[00:01:28.000 --> 00:01:32.000]  John Stott說這些東西,我以為他只會查經
[00:01:32.000 --> 00:01:34.000]  John Stott說
[00:01:34.000 --> 00:01:38.000]  《當代基督門徒,The Contemporary Christian》
[00:01:38.000 --> 00:01:40.000]  Contemporary這個字學圈學點
[00:01:40.000 --> 00:01:42.000]  中文書而已
[00:01:42.000 --> 00:01:44.000]  所以不需要查字典的
[00:01:44.000 --> 00:01:48.000]  母語教學長大的都可以
[00:01:48.000 --> 00:01:50.000]  很容易看,值得你看的
[00:01:50.000 --> 00:01:53.000]  然後第二個作者跳下去
[00:01:53.000 --> 00:01:55.000]  Paul Stevens
[00:01:55.000 --> 00:01:58.000]  Paul Stevens是神學院裡的老師
[00:01:58.000 --> 00:02:01.000]  但是他有個很有趣的背景
[00:02:01.000 --> 00:02:05.000]  他是蒙召做牧師的
[00:02:05.000 --> 00:02:08.000]  但是他又堅持不做牧師
[00:02:08.000 --> 00:02:10.000]  他去做牧匠
[00:02:10.000 --> 00:02:13.000]  他要做一個市井的基督徒
[00:02:13.000 --> 00:02:16.000]  然後牧養那些市井的基督徒
[00:02:16.000 --> 00:02:19.000]  所以他的教學和他的寫作
[00:02:19.000 --> 00:02:24.000]  全部是針對在世界裡面的基督徒
[00:02:24.000 --> 00:02:26.000]  不是針對在教會裡面那些
[00:02:26.000 --> 00:02:28.000]  很神聖的執事
[00:02:28.000 --> 00:02:31.000]  導師、主學老師、師班員
[00:02:31.000 --> 00:02:34.000]  很難得的,所以我要翻譯
[00:02:34.000 --> 00:02:37.000]  他的第一本書,Satisfying Work
[00:02:37.000 --> 00:02:39.000]  Christian Living from Nine to Five
[00:02:39.000 --> 00:02:42.000]  是一本查經書,十三課
[00:02:42.000 --> 00:02:44.000]  應該翻譯的了
[00:02:44.000 --> 00:02:46.000]  拿不到版權了
[00:02:48.000 --> 00:02:50.000]  很好的一本書
[00:02:50.000 --> 00:02:52.000]  如果你有個午餐時間
[00:02:52.000 --> 00:02:54.000]  午餐的時候一起坐過來
[00:02:54.000 --> 00:02:56.000]  亂說二十四的
[00:02:56.000 --> 00:02:58.000]  查經是亂說的
[00:02:58.000 --> 00:03:00.000]  買這本書
[00:03:00.000 --> 00:03:02.000]  買得到的,在溫哥華
[00:03:02.000 --> 00:03:04.000]  你肯定有人移民去那裡的
[00:03:04.000 --> 00:03:06.000]  你肯認識人在溫哥華
[00:03:06.000 --> 00:03:08.000]  你叫他開車去UBC
[00:03:08.000 --> 00:03:10.000]  在區域的書店裡一定找到這本書
[00:03:10.000 --> 00:03:12.000]  寄回來給你都不是很難
[00:03:12.000 --> 00:03:14.000]  你都用UPS也可以
[00:03:14.000 --> 00:03:17.000]  什麼Fat Express也可以
[00:03:17.000 --> 00:03:19.000]  另外兩本Paul Stevens的書
[00:03:19.000 --> 00:03:21.000]  都是很值得你留意的
[00:03:21.000 --> 00:03:24.000]  一本是Equipment's Guide to Every Member Ministry
[00:03:24.000 --> 00:03:26.000]  這本好像是對牧師講的
[00:03:26.000 --> 00:03:29.000]  其實裡面所講的就是一個信託
[00:03:29.000 --> 00:03:32.000]  他的生命的各方面
[00:03:32.000 --> 00:03:34.000]  從工作到家庭
[00:03:34.000 --> 00:03:36.000]  到每一樣東西
[00:03:36.000 --> 00:03:39.000]  另外一本一樣,Discipline of the Hungry Heart
[00:03:39.000 --> 00:03:41.000]  Christian Living Seven Days a Week
[00:03:41.000 --> 00:03:43.000]  講Spirituality
[00:03:43.000 --> 00:03:45.000]  每一日
[00:03:45.000 --> 00:03:47.000]  從你的輪舍到你的工作
[00:03:47.000 --> 00:03:49.000]  到你的性的生活
[00:03:49.000 --> 00:03:51.000]  到你在社會上
[00:03:51.000 --> 00:03:53.000]  做公義的光和焰
[00:03:53.000 --> 00:03:57.000]  Paul Stevens是一個這樣的新學家
[00:03:57.000 --> 00:03:59.000]  他不是談討基督論裡面
[00:03:59.000 --> 00:04:01.000]  那個什麼
[00:04:01.000 --> 00:04:03.000]  什麼I和O有什麼分別
[00:04:03.000 --> 00:04:05.000]  那些
[00:04:05.000 --> 00:04:10.000]  他就在問我是一個生活在現實世界的基督徒
[00:04:10.000 --> 00:04:13.000]  我的信仰和我的命運
[00:04:13.000 --> 00:04:17.000]  如果你嫌他說得太白
[00:04:17.000 --> 00:04:19.000]  有些人喜歡實徒一點的
[00:04:19.000 --> 00:04:23.000]  喜歡講得比較沒那麼直白的
[00:04:23.000 --> 00:04:25.000]  沒那麼說教
[00:04:25.000 --> 00:04:29.000]  他不是說教,不過他真的很直接了當
[00:04:29.000 --> 00:04:33.000]  他的同事,另外一位Region的教授就是Eugene Peterson
[00:04:33.000 --> 00:04:36.000]  Eugene Peterson有一個很有趣的人名
[00:04:36.000 --> 00:04:38.000]  他做了29年牧師
[00:04:38.000 --> 00:04:40.000]  但他從來都不開會的
[00:04:40.000 --> 00:04:42.000]  你知道多有趣嗎
[00:04:42.000 --> 00:04:44.000]  你教會的牧師做不到
[00:04:44.000 --> 00:04:46.000]  你不要笑著,你不給他
[00:04:46.000 --> 00:04:48.000]  你不給他出薪水,所以他就要開會
[00:04:48.000 --> 00:04:50.000]  看你多少錢工交給他
[00:04:50.000 --> 00:04:53.000]  Peterson做了5年牧師,就說我以後都不開會了
[00:04:53.000 --> 00:04:55.000]  我做牧師不是為了開會的
[00:04:55.000 --> 00:04:57.000]  於是24年他做了什麼呢
[00:04:57.000 --> 00:04:58.000]  他告訴你
[00:04:58.000 --> 00:05:00.000]  Subversive Spirituality
[00:05:00.000 --> 00:05:04.000]  他去將美國教會
[00:05:04.000 --> 00:05:06.000]  那套文化
