
[00:00:00.000 --> 00:00:04.000]  這套電影的名字叫《矛盾》(End of Spear)
[00:00:04.000 --> 00:00:06.000]  有多少人看過這套電影?
[00:00:06.000 --> 00:00:09.000]  沒有很多人,只有Philip一個人看過
[00:00:09.000 --> 00:00:12.000]  回去儘量在YouTube看
[00:00:12.000 --> 00:00:16.000]  這套電影是根據一個真實的故事
[00:00:16.000 --> 00:00:18.000]  講述五個非常出色
[00:00:18.000 --> 00:00:22.000]  無論在學術,無論在前途方面
[00:00:22.000 --> 00:00:24.000]  是很出色的五個美國青年人
[00:00:24.000 --> 00:00:26.000]  去到三十歲,去到十歲
[00:00:26.000 --> 00:00:30.000]  去到塞爾瓦多一個色人族的地方去做傳教
[00:00:30.000 --> 00:00:32.000]  結果五個都是被殺、犧牲
[00:00:32.000 --> 00:00:35.000]  或者在我們還沒討論這段聖經之前
[00:00:35.000 --> 00:00:38.000]  我們來看看這套電影的一些片段
[00:00:38.000 --> 00:00:40.000]  請看同心圖局
[00:00:40.000 --> 00:00:42.000]  天皇的宰節,多謝你
[00:00:42.000 --> 00:00:44.000]  是因為耶穌基督的愛激勵了很多人
[00:00:44.000 --> 00:00:46.000]  捐軀了他們的生命
[00:00:46.000 --> 00:00:48.000]  以致人們得到生命
[00:00:48.000 --> 00:00:51.000]  我們想到在中國不少的宣教士
[00:00:51.000 --> 00:00:53.000]  老遠的宣教士
[00:00:53.000 --> 00:00:56.000]  不少的犧牲了他們的生命
[00:00:56.000 --> 00:00:59.000]  以致福音能夠在中國傳開
[00:00:59.000 --> 00:01:03.000]  今天我們能夠有機會認識主耶穌基督
[00:01:03.000 --> 00:01:06.000]  有福音,有永生的盼望
[00:01:06.000 --> 00:01:10.000]  人穿什麼,你竟見故他
[00:01:10.000 --> 00:01:11.000]  多謝你
[00:01:11.000 --> 00:01:16.000]  求聖靈藉著你的話語去提醒、勸勉、教導、安慰、督教我們
[00:01:16.000 --> 00:01:18.000]  奉耶穌基督命求,阿們
[00:01:18.000 --> 00:01:20.000]  正如我剛才所說,在2005年
[00:01:20.000 --> 00:01:23.000]  荷里活拍了一套非常感人的電影
[00:01:23.000 --> 00:01:25.000]  這套電影叫《矛盾》
[00:01:25.000 --> 00:01:27.000]  《End of Spear》
[00:01:27.000 --> 00:01:30.000]  是根據一個真實的故事而改編的
[00:01:30.000 --> 00:01:34.000]  在1956年,有五個年輕的美國人
[00:01:34.000 --> 00:01:38.000]  他們都是芝加哥威頓大學的畢業生
[00:01:38.000 --> 00:01:41.000]  擁有崇高的學位
[00:01:41.000 --> 00:01:44.000]  高度的智慧,美好的身體
[00:01:44.000 --> 00:01:47.000]  但他們毅然放棄了一切
[00:01:47.000 --> 00:01:51.000]  來到南美洲的阿爾加多
[00:01:51.000 --> 00:01:54.000]  Wildani的紅藩族
[00:01:54.000 --> 00:01:56.000]  這是食人族
[00:01:56.000 --> 00:01:59.000]  因為這群人是事成私殺
[00:01:59.000 --> 00:02:01.000]  彼此鬥爭
[00:02:01.000 --> 00:02:03.000]  不少人類學家相信
[00:02:03.000 --> 00:02:06.000]  不久後,整個族群就會毀滅
[00:02:06.000 --> 00:02:09.000]  但這五個青年人
[00:02:09.000 --> 00:02:12.000]  他們的心是不斷地在抗爭
[00:02:12.000 --> 00:02:15.000]  但這五個青年人
[00:02:15.000 --> 00:02:18.000]  他們覺得他們都是上帝所愛的人
[00:02:18.000 --> 00:02:22.000]  毅然來到這個未開化的地方
[00:02:22.000 --> 00:02:24.000]  這五個人包括了
[00:02:24.000 --> 00:02:28.000]  剛才我們所看到的Nate Singh
[00:02:28.000 --> 00:02:30.000]  也包括Jim Elliott
[00:02:30.000 --> 00:02:32.000]  就是Elizabeth Elliott的丈夫
[00:02:32.000 --> 00:02:34.000]  和其他三個宣教士
[00:02:34.000 --> 00:02:36.000]  他們拿著飛機
[00:02:36.000 --> 00:02:39.000]  在Wildani族的上空徘徊
[00:02:39.000 --> 00:02:41.000]  然後放下他們的食物
[00:02:41.000 --> 00:02:42.000]  他們的衣物
[00:02:42.000 --> 00:02:44.000]  他們的其他用品
[00:02:44.000 --> 00:02:46.000]  表示友善
[00:02:46.000 --> 00:02:49.000]  經過了幾個月的盤算
[00:02:49.000 --> 00:02:51.000]  他們覺得時機熟了
[00:02:51.000 --> 00:02:55.000]  於是飛機就著落
[00:02:55.000 --> 00:02:57.000]  當他們一著落的時候
[00:02:57.000 --> 00:02:59.000]  馬上被土人包圍住
[00:02:59.000 --> 00:03:02.000]  雖然他們每個人手持手槍
[00:03:02.000 --> 00:03:04.000]  是可以維護他們自己
[00:03:04.000 --> 00:03:06.000]  但沒有一個開槍
[00:03:06.000 --> 00:03:08.000]  一個個被長矛
[00:03:08.000 --> 00:03:11.000]  戳穿他們的胸膛
[00:03:11.000 --> 00:03:13.000]  臨死的時候
[00:03:13.000 --> 00:03:15.000]  他們還說
[00:03:15.000 --> 00:03:17.000]  我們是你真正的朋友
[00:03:17.000 --> 00:03:21.000]  這件事轟動了整個美國
[00:03:21.000 --> 00:03:24.000]  成為了報章裡頭的頭條新聞
[00:03:24.000 --> 00:03:28.000]  記者訪問他們的妻子
[00:03:28.000 --> 00:03:30.000]  說你們的丈夫
[00:03:30.000 --> 00:03:32.000]  本來有美好的前途
[00:03:32.000 --> 00:03:34.000]  這樣的白白的犧牲
[00:03:34.000 --> 00:03:36.000]  值不值得呢
[00:03:36.000 --> 00:03:38.000]  他們的妻子就這樣回答
[00:03:38.000 --> 00:03:42.000]  我們的丈夫並沒有白白的犧牲
[00:03:42.000 --> 00:03:45.000]  他們早就預備了有這一天
[00:03:45.000 --> 00:03:47.000]  這件事的發生
[00:03:47.000 --> 00:03:50.000]  只不過是完成了他們的夢想
[00:03:50.000 --> 00:03:52.000]  事實上
[00:03:52.000 --> 00:03:55.000]  故事並沒有因此而結束
[00:03:55.000 --> 00:03:58.000]  這五個宣教士的太太
[00:03:58.000 --> 00:04:01.000]  拖著他們的子女和親戚
[00:04:01.000 --> 00:04:03.000]  五年之後
[00:04:03.000 --> 00:04:09.000]  再回到這曾經被丈夫殺死的地方
[00:04:09.000 --> 00:04:11.000]  他們沒有懷恨
[00:04:11.000 --> 00:04:15.000]  他們繼續去丈夫的心事
[00:04:15.000 --> 00:04:17.000]  其中包括
[00:04:17.000 --> 00:04:19.000]  Nate Singh的姐姐Rachel
[00:04:19.000 --> 00:04:23.000]  她在Wildani族裡一直工作
[00:04:23.000 --> 00:04:25.000]  直到1994年
[00:04:25.000 --> 00:04:27.000]  在那裡無私的愛
[00:04:27.000 --> 00:04:29.000]  冒著生命的危險
[00:04:29.000 --> 00:04:31.000]  疾病的傳染
[00:04:31.000 --> 00:04:33.000]  去愛他們
[00:04:33.000 --> 00:04:34.000]  教育他們
[00:04:34.000 --> 00:04:36.000]  醫治他們
[00:04:36.000 --> 00:04:37.000]  病的就醫
[00:04:37.000 --> 00:04:38.000]  死的就葬
[00:04:38.000 --> 00:04:40.000]  生的就教
[00:04:40.000 --> 00:04:44.000]  是因為這幾個太太
[00:04:44.000 --> 00:04:46.000]  在這個Wildani族裡
[00:04:46.000 --> 00:04:48.000]  傳教
[00:04:48.000 --> 00:04:50.000]  整個教
[00:04:50.000 --> 00:04:51.000]  整個族
[00:04:51.000 --> 00:04:54.000]  受到感染就信了主
[00:04:54.000 --> 00:04:59.000]  這套電影故事是講述Nate的兒子Steven
[00:04:59.000 --> 00:05:03.000]  和其中一個Wildani族的酋長
[00:05:03.000 --> 00:05:05.000]  叫做Makai的關係
[00:05:05.000 --> 00:05:07.000]  當Steven長大
[00:05:07.000 --> 00:05:11.000]  他決定走回Wildani這個森林區裡
[00:05:11.000 --> 00:05:17.000]  看看他父親被殺死的情況和環境
[00:05:17.000 --> 00:05:22.000]  帶他去的地方就是Makai
[00:05:22.000 --> 00:05:26.000]  來到他父親被殺死的河裡
[00:05:26.000 --> 00:05:29.000]  還有一些殘骸
[00:05:29.000 --> 00:05:32.000]  當他看完的時候
[00:05:32.000 --> 00:05:38.000]  這個酋長Makai對Steven說
[00:05:38.000 --> 00:05:40.000]  Steven
[00:05:40.000 --> 00:05:44.000]  我很想坦白告訴你一個秘密
[00:05:44.000 --> 00:05:49.000]  你爸爸被我殺死
[00:05:49.000 --> 00:05:52.000]  是用這支長矛
[00:05:52.000 --> 00:05:55.000]  是戳穿他的翅膀
[00:05:55.000 --> 00:05:59.000]  其中有一部分是凸出來
[00:05:59.000 --> 00:06:03.000]  我現在交給你
[00:06:03.000 --> 00:06:06.000]  請你用這支長矛
[00:06:06.000 --> 00:06:08.000]  將我處死
[00:06:08.000 --> 00:06:11.000]  插進我的胸膛
[00:06:11.000 --> 00:06:16.000]  因為我是罪有應得
[00:06:16.000 --> 00:06:20.000]  當時Steven很痛苦
[00:06:20.000 --> 00:06:22.000]  心裡有憤怒
[00:06:22.000 --> 00:06:25.000]  他很痛苦地大聲地叫
[00:06:25.000 --> 00:06:28.000]  然後對Makai說
[00:06:28.000 --> 00:06:31.000]  弟兄,你錯了
[00:06:31.000 --> 00:06:34.000]  不是你殺死我爸爸
[00:06:34.000 --> 00:06:40.000]  是我爸爸將他的生命獻給你
[00:06:40.000 --> 00:06:44.000]  是因為耶穌基督將他的生命
[00:06:44.000 --> 00:06:47.000]  獻給我父親和很多人
[00:06:47.000 --> 00:06:52.000]  他願意學孝耶穌將他的生命獻給你
[00:06:52.000 --> 00:06:56.000]  於是兩人就同哭
[00:06:56.000 --> 00:07:02.000]  2005年這齣戲在紐約首演開始前
[00:07:02.000 --> 00:07:05.000]  有兩人出來做見證
[00:07:05.000 --> 00:07:07.000]  一個是這星的兒子Steve
[00:07:07.000 --> 00:07:09.000]  另一個是Makai
[00:07:09.000 --> 00:07:12.000]  兩人在台上做見證
[00:07:12.000 --> 00:07:16.000]  全場觀眾起來打掌
[00:07:16.000 --> 00:07:19.000]  深受感動
