
[00:00:00.000 --> 00:00:03.000]  (丹爾里)
[00:00:03.000 --> 00:00:05.500]  《丹爾里書》是一本很特別的書
[00:00:05.500 --> 00:00:09.000]  《丹爾里書》當然講到丹爾里這個人
[00:00:09.000 --> 00:00:12.000]  所以整本書我們都看到
[00:00:12.000 --> 00:00:14.000]  丹爾里到底是怎樣的一個人
[00:00:14.000 --> 00:00:15.500]  我們發覺這個人很特別
[00:00:15.500 --> 00:00:21.000]  這個人十多歲就被擄到巴比倫那裡
[00:00:21.000 --> 00:00:23.500]  他的國家沒多久就亡了
[00:00:23.500 --> 00:00:29.200]  他的國家是被巴比倫分三次來擄擄人
[00:00:29.200 --> 00:00:33.000]  到最後一次將猶大國滅掉
[00:00:33.000 --> 00:00:37.000]  丹爾里是第一批被俘虜的
[00:00:37.000 --> 00:00:40.000]  他被俘虜的時候只有十多歲
[00:00:40.000 --> 00:00:43.500]  從此他就沒再回到自己的國家
[00:00:43.500 --> 00:00:47.000]  我相信他也沒機會再見到他的父母
[00:00:47.000 --> 00:00:49.000]  但是他是一個很特別的人
[00:00:49.000 --> 00:00:51.500]  雖然他十多歲就去到異國
[00:00:51.500 --> 00:00:55.000]  但是他的父母在他十多歲之前
[00:00:55.000 --> 00:00:57.000]  給他的宗教教育
[00:00:57.000 --> 00:00:59.000]  他認識這位真神
[00:00:59.000 --> 00:01:01.800]  他一生都倚靠這位真神
[00:01:01.800 --> 00:01:05.300]  他拿著耶和華所吩咐的律法
[00:01:05.300 --> 00:01:07.300]  一生是遵守
[00:01:07.300 --> 00:01:10.300]  完全是沒有偏行紀錄
[00:01:10.300 --> 00:01:12.800]  即使在困難當中
[00:01:12.800 --> 00:01:15.300]  他都依然是堅守他的信仰
[00:01:15.300 --> 00:01:16.800]  堅守他的立場
[00:01:16.800 --> 00:01:19.800]  實在是一個很特別很特別的人
[00:01:19.800 --> 00:01:23.800]  但是丹爾里書不單止只是講丹爾里這個人
[00:01:23.800 --> 00:01:25.300]  當我們讀丹爾里書
[00:01:25.300 --> 00:01:27.300]  今天我們去到第十章
[00:01:27.300 --> 00:01:28.800]  你前面如果有來聽
[00:01:28.800 --> 00:01:31.300]  或者你是上網聽我們以前講的
[00:01:31.300 --> 00:01:33.300]  你會知道丹爾里書裡面
[00:01:33.300 --> 00:01:34.600]  神給丹爾里
[00:01:34.600 --> 00:01:35.600]  透過丹爾里
[00:01:35.600 --> 00:01:37.600]  是有看到很多的異象
[00:01:37.600 --> 00:01:41.300]  這些異象都是講到將來要發生的事
[00:01:41.300 --> 00:01:43.600]  異象即是很奇怪
[00:01:43.600 --> 00:01:44.800]  很特別的東西
[00:01:44.800 --> 00:01:46.600]  是一般人看不到的
[00:01:46.600 --> 00:01:49.300]  但是因為神特別的啓示
[00:01:49.300 --> 00:01:51.300]  因為神給他特別的恩典
[00:01:51.300 --> 00:01:54.300]  是讓他看到以後將會發生的事
[00:01:55.300 --> 00:01:58.300]  所以丹爾里書讓我們看到將來
[00:01:58.300 --> 00:01:59.800]  一代一代一代
[00:01:59.800 --> 00:02:02.300]  從丹爾里即是主前六百年
[00:02:02.300 --> 00:02:05.300]  一直到將來世界的終結
[00:02:05.300 --> 00:02:07.300]  主耶穌再回來
[00:02:07.300 --> 00:02:10.800]  這個人類將來的情況
[00:02:10.800 --> 00:02:13.800]  是很清楚地向丹爾里顯示
[00:02:13.800 --> 00:02:18.300]  為什麼神要將以後未發生的事
[00:02:18.300 --> 00:02:20.300]  即是我們所謂的預言
[00:02:20.300 --> 00:02:21.300]  給丹爾里呢?
[00:02:21.800 --> 00:02:25.300]  原來當這些以色列人亡了國
[00:02:25.300 --> 00:02:28.300]  雖然根據舊約先知書說
[00:02:28.300 --> 00:02:30.800]  他們在那裡七十年就會被他們回去
[00:02:30.800 --> 00:02:32.800]  但是神要讓他們看到
[00:02:32.800 --> 00:02:34.300]  他們的苦難
[00:02:34.300 --> 00:02:37.300]  神要磨煉他們不止七十年
[00:02:37.300 --> 00:02:39.300]  還有很長的時間
[00:02:39.300 --> 00:02:41.300]  他們要受很多的苦
[00:02:41.300 --> 00:02:43.800]  但是雖然神要懲罰他們
[00:02:43.800 --> 00:02:44.800]  雖然他們要受苦
[00:02:44.800 --> 00:02:47.300]  但是神要透過這些預言
[00:02:47.300 --> 00:02:49.800]  讓他們知道神沒有忘記他們
[00:02:50.300 --> 00:02:52.300]  在他們的苦難當中的時候
[00:02:52.300 --> 00:02:54.300]  神依然是掌管著歷史
[00:02:54.300 --> 00:02:57.300]  神在適當的時候就會拯救他們
[00:02:57.300 --> 00:02:58.800]  神是很清楚地看到
[00:02:58.800 --> 00:03:00.800]  世界歷史終結之前
[00:03:00.800 --> 00:03:04.800]  神要回來給以色列人很特別的恩典
[00:03:04.800 --> 00:03:06.300]  要叫他們得救
[00:03:06.300 --> 00:03:08.800]  所以神沒有放棄以色列人
[00:03:08.800 --> 00:03:12.300]  雖然神後來又揀選我們這群外邦人
[00:03:12.300 --> 00:03:13.800]  成為教會
[00:03:13.800 --> 00:03:15.300]  成為基督的身體
[00:03:15.300 --> 00:03:17.800]  但是神從來沒有放棄以色列人
[00:03:17.800 --> 00:03:19.800]  所以神要鼓勵他們
[00:03:19.800 --> 00:03:21.300]  在苦難當中的時候
[00:03:21.300 --> 00:03:23.300]  不要忘記神
[00:03:23.300 --> 00:03:26.300]  所以神透過彈爾利
[00:03:26.300 --> 00:03:27.300]  給所有的以色列人
[00:03:27.300 --> 00:03:29.300]  也都今天給你和我
[00:03:29.300 --> 00:03:33.300]  好像打開天上的那個障膜那樣
[00:03:33.300 --> 00:03:36.300]  讓你和我看到天上一些的情景
[00:03:36.300 --> 00:03:39.300]  這些就是叫做天上的奧秘
[00:03:39.300 --> 00:03:41.300]  奧秘的東西一般是你不知道的
[00:03:41.300 --> 00:03:43.300]  你看到的東西就不是奧秘
[00:03:43.300 --> 00:03:45.300]  但是神的裡面
[00:03:45.300 --> 00:03:48.300]  是有很多的奧秘是神自己的奧秘
[00:03:48.300 --> 00:03:51.300]  《生命紀》29章29節那裡說
[00:03:51.300 --> 00:03:54.300]  有些東西是屬於耶和華的
[00:03:54.300 --> 00:03:57.300]  這些是屬於神的奧秘
[00:03:57.300 --> 00:03:59.300]  神可能讓我們知道一些
[00:03:59.300 --> 00:04:01.300]  神可能不讓我們知道
[00:04:01.300 --> 00:04:05.300]  但是有一些東西是神將奧秘打開
