
[00:00:00.000 --> 00:00:04.000]  各位電影姐妹平安
[00:00:04.000 --> 00:00:10.000]  今日的題目是聖誕大喜的信息
[00:00:10.000 --> 00:00:14.000]  當我第一次看到現在PowerPoint那幅圖畫的時候
[00:00:14.000 --> 00:00:16.000]  我覺得很有意思
[00:00:16.000 --> 00:00:18.000]  大家看得清不清楚呢
[00:00:18.000 --> 00:00:20.000]  這一邊就是我們聖誕節
[00:00:20.000 --> 00:00:22.000]  不知道什麼時候開始
[00:00:22.000 --> 00:00:24.000]  我們喜歡用的裝飾就是一個圈
[00:00:24.000 --> 00:00:26.000]  圈裡面用什麼製作的呢
[00:00:26.000 --> 00:00:30.000]  用草、樹枝等等
[00:00:30.000 --> 00:00:33.000]  成為一個很經典的裝飾
[00:00:33.000 --> 00:00:35.000]  上面有些字就說
[00:00:35.000 --> 00:00:37.000]  This is the season
[00:00:37.000 --> 00:00:39.000]  一般未信耶穌的人
[00:00:39.000 --> 00:00:43.000]  他會覺得這個聖誕節只不過是一個普通的節日
[00:00:43.000 --> 00:00:45.000]  但是對於信徒來說
[00:00:45.000 --> 00:00:47.000]  This is the reason
[00:00:47.000 --> 00:00:51.000]  耶穌來是有一個原因的
[00:00:51.000 --> 00:00:55.000]  耶穌來到這個世界上是帶著一個目的
[00:00:55.000 --> 00:00:58.000]  就是將這個大喜的信息
[00:00:58.000 --> 00:01:01.000]  要給我們世界上所有的人
[00:01:01.000 --> 00:01:04.000]  不知道你們知不知道
[00:01:04.000 --> 00:01:07.000]  是什麼原因耶穌要來到
[00:01:07.000 --> 00:01:13.000]  當有考古學家或者一些學者
[00:01:13.000 --> 00:01:15.000]  他找回第四世紀
[00:01:15.000 --> 00:01:18.000]  在古埃及和一些葡草寺的記錄
[00:01:18.000 --> 00:01:23.000]  就是當日的信徒是怎樣紀念主耶穌的降生
[00:01:23.000 --> 00:01:26.000]  他們有些程序和我們今天都很相似
[00:01:26.000 --> 00:01:29.000]  首先他們會去誦讀一些
[00:01:29.000 --> 00:01:32.000]  有關於耶穌降生在伯利行
[00:01:32.000 --> 00:01:34.000]  然後回到拿撒勒的經文
