
[00:00:00.000 --> 00:00:02.000]  多謝剛才主席的介紹
[00:00:02.000 --> 00:00:03.520]  其實應該都
[00:00:03.520 --> 00:00:05.520]  你們應該有些人見過我
[00:00:05.520 --> 00:00:07.120]  我在你們的主人
[00:00:07.120 --> 00:00:09.120]  不知道講過一次還是兩次
[00:00:09.120 --> 00:00:09.920]  我忘記了
[00:00:09.920 --> 00:00:10.720]  的度
[00:00:10.720 --> 00:00:11.520]  OK
[00:00:11.520 --> 00:00:13.520]  這個題目
[00:00:13.520 --> 00:00:17.520]  就是看投資和投機
[00:00:17.520 --> 00:00:19.520]  跟大家想想
[00:00:19.520 --> 00:00:23.120]  教會一般就比較少講錢這件事
[00:00:23.120 --> 00:00:25.120]  不過是很重要的東西
[00:00:25.120 --> 00:00:26.320]  很實際的東西
[00:00:26.320 --> 00:00:28.720]  我其實剛剛上課已經教完一課
[00:00:28.720 --> 00:00:30.720]  就是講信仰與財富
[00:00:30.720 --> 00:00:34.720]  可以講今天是一個
[00:00:34.720 --> 00:00:36.720]  濃縮版
[00:00:36.720 --> 00:00:38.720]  所以有些東西如果
[00:00:38.720 --> 00:00:40.720]  詳細想知道多些
[00:00:40.720 --> 00:00:42.720]  你就給錢李宗盛讀書
[00:00:42.720 --> 00:00:44.720]  就會有些詳細的內容
[00:00:44.720 --> 00:00:46.720]  OK
[00:00:46.720 --> 00:00:48.720]  不過開始的時候我想再做個
[00:00:48.720 --> 00:00:50.720]  圖告好嗎
[00:00:50.720 --> 00:00:52.720]  主人所以我們多謝你給我們生活所需
[00:00:52.720 --> 00:00:54.720]  多謝你給我們
[00:00:54.720 --> 00:00:56.720]  有這個
[00:00:56.720 --> 00:00:58.720]  機會
[00:00:58.720 --> 00:01:00.720]  來運用
[00:01:00.720 --> 00:01:02.720]  我們地上的資源
[00:01:02.720 --> 00:01:04.720]  來
[00:01:04.720 --> 00:01:06.720]  管理我們的生命
[00:01:06.720 --> 00:01:08.720]  我們求你幫助我們
[00:01:08.720 --> 00:01:10.720]  知道你給我們的祝福
[00:01:10.720 --> 00:01:12.720]  有時我們不留神
[00:01:12.720 --> 00:01:14.720]  反而會成為我們的咒詛
[00:01:14.720 --> 00:01:16.720]  幫助我們警醒
[00:01:16.720 --> 00:01:18.720]  讓我們懂得洗的時候就去洗
[00:01:18.720 --> 00:01:20.720]  應該要
[00:01:20.720 --> 00:01:22.720]  要節儉
[00:01:22.720 --> 00:01:24.720]  或者有些東西不應該做的
[00:01:24.720 --> 00:01:26.720]  我們也都能夠發現
[00:01:26.720 --> 00:01:28.720]  今天一段的分享的時間
[00:01:28.720 --> 00:01:30.720]  求你都對我們每一人說話
[00:01:30.720 --> 00:01:32.720]  禱告奉耶穌基督
[00:01:32.720 --> 00:01:34.720]  好
[00:01:34.720 --> 00:01:36.720]  我們就開始
[00:01:36.720 --> 00:01:38.720]  當然這個題目
[00:01:38.720 --> 00:01:40.720]  來自《馬太福音》六章夜四節
[00:01:40.720 --> 00:01:42.720]  sorry
[00:01:42.720 --> 00:01:44.720]  六章夜四節
[00:01:44.720 --> 00:01:46.720]  一個人不能夠侍奉兩個主
[00:01:46.720 --> 00:01:48.720]  不是惡者過愛那個
[00:01:48.720 --> 00:01:50.720]  就是重者過輕那個
[00:01:50.720 --> 00:01:52.720]  你們不能又侍奉神又侍奉馬門
[00:01:52.720 --> 00:01:54.720]  很簡單
[00:01:54.720 --> 00:01:56.720]  就是這節的經文
[00:01:56.720 --> 00:01:58.720]  《路加福音》十六十三基本上是同一節的經文
[00:01:58.720 --> 00:02:00.720]  好
[00:02:00.720 --> 00:02:02.720]  這裡我想告訴你
[00:02:02.720 --> 00:02:04.720]  這個經文
[00:02:04.720 --> 00:02:06.720]  它將馬門和上帝比較
[00:02:06.720 --> 00:02:08.720]  其實就要強調
[00:02:08.720 --> 00:02:10.720]  某程度財富
[00:02:10.720 --> 00:02:12.720]  馬門
[00:02:12.720 --> 00:02:14.720]  當然是代表財富
[00:02:14.720 --> 00:02:16.720]  世上一切的財富
[00:02:16.720 --> 00:02:18.720]  其實都是一種屬靈的力量
[00:02:18.720 --> 00:02:20.720]  記住屬肉體
[00:02:20.720 --> 00:02:22.720]  屬靈在聖經裡面
[00:02:22.720 --> 00:02:24.720]  從來都不是說
[00:02:24.720 --> 00:02:26.720]  一塊塊的肉和
[00:02:26.720 --> 00:02:28.720]  看不到的那些叫屬靈
[00:02:28.720 --> 00:02:30.720]  屬肉體和屬靈
[00:02:30.720 --> 00:02:32.720]  是代表兩個不同的
[00:02:32.720 --> 00:02:34.720]  紀元或者兩種不同的屬靈的力量
[00:02:34.720 --> 00:02:36.720]  在這裡屬靈的意思
[00:02:36.720 --> 00:02:38.720]  就是看不到的意思
[00:02:38.720 --> 00:02:40.720]  就是兩種無法看見
[00:02:40.720 --> 00:02:42.720]  看不到的不是物質的力量
[00:02:42.720 --> 00:02:44.720]  OK
[00:02:44.720 --> 00:02:46.720]  在聖經看財富這件事
[00:02:46.720 --> 00:02:48.720]  馬門看得很嚴重
[00:02:48.720 --> 00:02:50.720]  可以這麼說
[00:02:50.720 --> 00:02:52.720]  財物不單只是一種死物
[00:02:52.720 --> 00:02:54.720]  它還有一種力量
[00:02:54.720 --> 00:02:56.720]  在背後
[00:02:56.720 --> 00:02:58.720]  所以它會令到我們
[00:02:58.720 --> 00:03:00.720]  去拜祭它
[00:03:00.720 --> 00:03:02.720]  或者侍奉它
[00:03:02.720 --> 00:03:04.720]  怎麼侍奉它呢
[00:03:04.720 --> 00:03:06.720]  這件事會索取我們
[00:03:06.720 --> 00:03:08.720]  全人的
[00:03:08.720 --> 00:03:10.720]  它會叫我們盡心盡性盡力
[00:03:10.720 --> 00:03:12.720]  盡心盡性盡意盡力
[00:03:12.720 --> 00:03:14.720]  去愛它
[00:03:14.720 --> 00:03:16.720]  我們要不就盡心盡性盡力
[00:03:16.720 --> 00:03:18.720]  總之就是四個盡
[00:03:18.720 --> 00:03:20.720]  盡心盡意盡力
[00:03:20.720 --> 00:03:22.720]  去愛神
[00:03:22.720 --> 00:03:24.720]  要不就盡心盡意盡力去愛馬門
[00:03:24.720 --> 00:03:26.720]  馬門有這種靈裡面的力量
[00:03:26.720 --> 00:03:28.720]  來驅使我們
[00:03:28.720 --> 00:03:30.720]  來驅使我們
[00:03:30.720 --> 00:03:32.720]  我記得我小時候
[00:03:32.720 --> 00:03:34.720]  其中一個
[00:03:34.720 --> 00:03:36.720]  看過一個短篇的故事
[00:03:36.720 --> 00:03:38.720]  就很深刻
[00:03:38.720 --> 00:03:40.720]  那個短篇故事叫
[00:03:40.720 --> 00:03:42.720]  D.H. Lawrence
[00:03:42.720 --> 00:03:44.720]  不知道有沒有人認識
[00:03:44.720 --> 00:03:46.720]  他就是最初的英國大元號
[00:03:46.720 --> 00:03:48.720]  他有個短篇小說
[00:03:48.720 --> 00:03:50.720]  叫做The Rocking Horse
[00:03:50.720 --> 00:03:52.720]  The Rocking Horse House
[00:03:52.720 --> 00:03:54.720]  差不多忘記了
[00:03:54.720 --> 00:03:56.720]  就是有隻搖馬
[00:03:56.720 --> 00:03:58.720]  故事很簡單
[00:03:58.720 --> 00:04:00.720]  就是講一對中產的家庭
[00:04:00.720 --> 00:04:02.720]  我相信我們
[00:04:02.720 --> 00:04:04.720]  大部分人都是中產
[00:04:04.720 --> 00:04:06.720]  如果當中有一個
[00:04:06.720 --> 00:04:08.720]  是李嘉誠級的人
[00:04:08.720 --> 00:04:10.720]  那算我不識泰山
[00:04:10.720 --> 00:04:12.720]  這個講座根本不適宜你聽
[00:04:12.720 --> 00:04:14.720]  就是一個中產的
[00:04:14.720 --> 00:04:16.720]  階級的一對夫婦
[00:04:16.720 --> 00:04:18.720]  就說他們生了一個兒子
[00:04:18.720 --> 00:04:20.720]  兒子就說
[00:04:20.720 --> 00:04:22.720]  覺得那些牆
[00:04:22.720 --> 00:04:24.720]  那些椅子
[00:04:24.720 --> 00:04:26.720]  那些桌子
[00:04:26.720 --> 00:04:28.720]  都不斷講
[00:04:28.720 --> 00:04:30.720]  More money, more money
[00:04:30.720 --> 00:04:32.720]  所有的家具都在跟他說話
[00:04:32.720 --> 00:04:34.720]  需要多點錢
[00:04:34.720 --> 00:04:36.720]  他見到
[00:04:36.720 --> 00:04:38.720]  爸爸媽媽
[00:04:38.720 --> 00:04:40.720]  經常都不太開心
[00:04:40.720 --> 00:04:42.720]  爸爸媽媽說
[00:04:42.720 --> 00:04:44.720]  為什麼你不開心
[00:04:44.720 --> 00:04:46.720]  他說沒事
[00:04:46.720 --> 00:04:48.720]  我們很開心
[00:04:48.720 --> 00:04:50.720]  不過爸爸媽媽說完
[00:04:50.720 --> 00:04:52.720]  那幅牆就會出聲
[00:04:52.720 --> 00:04:54.720]  要多點錢
[00:04:54.720 --> 00:04:56.720]  後來這個小孩
[00:04:56.720 --> 00:04:58.720]  發覺
[00:04:58.720 --> 00:05:00.720]  他家裡和很多家裡一樣
[00:05:00.720 --> 00:05:02.720]  他是男孩
[00:05:02.720 --> 00:05:04.720]  他家裡有隻搖馬
[00:05:04.720 --> 00:05:06.720]  木的搖馬
[00:05:06.720 --> 00:05:08.720]  他發覺他去搖那隻馬的時候
[00:05:08.720 --> 00:05:10.720]  就知道
[00:05:10.720 --> 00:05:12.720]  跟著那一場
[00:05:12.720 --> 00:05:14.720]  跑馬是哪一隻馬會贏
[00:05:14.720 --> 00:05:16.720]  於是乎
[00:05:16.720 --> 00:05:18.720]  他就用這個技巧
[00:05:18.720 --> 00:05:20.720]  就這種預知的能力
[00:05:20.720 --> 00:05:22.720]  就幫爸爸媽媽賺了很多錢
[00:05:22.720 --> 00:05:24.720]  不過他發覺
[00:05:24.720 --> 00:05:26.720]  他賺錢越多
[00:05:26.720 --> 00:05:28.720]  那個聲音就越大
[00:05:28.720 --> 00:05:30.720]  要多點錢
[00:05:30.720 --> 00:05:32.720]  他發覺他開始
[00:05:32.720 --> 00:05:34.720]  房子又變大了
[00:05:34.720 --> 00:05:36.720]  車又變漂亮了
[00:05:36.720 --> 00:05:38.720]  他就這樣一樣都沒有停
[00:05:38.720 --> 00:05:40.720]  他覺得他快要瘋了
[00:05:40.720 --> 00:05:42.720]  他就決定
[00:05:42.720 --> 00:05:44.720]  有一次
[00:05:44.720 --> 00:05:46.720]  拼命搖
[00:05:46.720 --> 00:05:48.720]  結果搖到告訴他
[00:05:48.720 --> 00:05:50.720]  有隻很冷門的木馬
[00:05:50.720 --> 00:05:52.720]  很冷門的馬會贏
[00:05:52.720 --> 00:05:56.720]  爸爸媽媽就聽他講
[00:05:56.720 --> 00:05:58.720]  買了那隻馬
[00:05:58.720 --> 00:06:00.720]  結果贏了
[00:06:00.720 --> 00:06:02.720]  不過搖完之後
[00:06:02.720 --> 00:06:04.720]  跑完馬男孩就跌倒死了
[00:06:04.720 --> 00:06:06.720]  這就是Law of the Explorers
[00:06:06.720 --> 00:06:08.720]  所以我很深印象的故事
[00:06:08.720 --> 00:06:10.720]  這個故事其實講到
[00:06:10.720 --> 00:06:12.720]  錢銀的力量
[00:06:12.720 --> 00:06:14.720]  就正在於它是
[00:06:14.720 --> 00:06:16.720]  就是
[00:06:16.720 --> 00:06:18.720]  有種恐怖警察
[00:06:18.720 --> 00:06:20.720]  叫Insidious
[00:06:20.720 --> 00:06:22.720]  對不起講鬼片
[00:06:22.720 --> 00:06:24.720]  Anyway Insidious這個字
[00:06:24.720 --> 00:06:26.720]  就是有一種無處不在的力量
[00:06:26.720 --> 00:06:28.720]  是它時不時就會影響你的
[00:06:28.720 --> 00:06:30.720]  或者用一個
[00:06:30.720 --> 00:06:32.720]  如果你用
[00:06:32.720 --> 00:06:34.720]  另一種的講法
[00:06:34.720 --> 00:06:36.720]  就是錢銀這東西
[00:06:36.720 --> 00:06:38.720]  是影響你整個人的
[00:06:38.720 --> 00:06:40.720]  生活的取向
[00:06:40.720 --> 00:06:42.720]  價值觀、行動假設、情緒反應
[00:06:42.720 --> 00:06:44.720]  以致你在裡面
[00:06:44.720 --> 00:06:46.720]  你會不發覺的
[00:06:46.720 --> 00:06:48.720]  就好像溫水煮蛙一樣
[00:06:48.720 --> 00:06:50.720]  水慢慢熱
[00:06:50.720 --> 00:06:52.720]  煮熟了你都不知道
[00:06:52.720 --> 00:06:54.720]  舉個例子來說
[00:06:54.720 --> 00:06:56.720]  大家中產家庭
[00:06:56.720 --> 00:06:58.720]  大家都聽過
[00:06:58.720 --> 00:07:00.720]  怪獸家長這東西
[00:07:00.720 --> 00:07:02.720]  我們講過
[00:07:02.720 --> 00:07:04.720]  怪獸家長都很關心子女
[00:07:04.720 --> 00:07:06.720]  什麼都要管
[00:07:06.720 --> 00:07:08.720]  我試過
[00:07:08.720 --> 00:07:10.720]  學校retreat
[00:07:10.720 --> 00:07:12.720]  以前我女兒還小的時候
[00:07:12.720 --> 00:07:14.720]  小學三年班
[00:07:14.720 --> 00:07:16.720]  還是什麼
[00:07:16.720 --> 00:07:18.720]  我女兒的學校第一次
[00:07:18.720 --> 00:07:20.720]  讓小朋友在學校睡一晚
[00:07:20.720 --> 00:07:22.720]  因為很小
[00:07:22.720 --> 00:07:24.720]  在學校睡一晚
[00:07:24.720 --> 00:07:26.720]  試試獨立生活
[00:07:26.720 --> 00:07:28.720]  於是有個家長介紹會
[00:07:28.720 --> 00:07:30.720]  讓家長講講
[00:07:30.720 --> 00:07:32.720]  那晚怎樣安排
[00:07:32.720 --> 00:07:34.720]  第二天早上他們會去
[00:07:34.720 --> 00:07:36.720]  學校附近的屋邨商場
[00:07:36.720 --> 00:07:38.720]  走一個圈做記錄
[00:07:38.720 --> 00:07:40.720]  叫他們學習觀察
[00:07:40.720 --> 00:07:42.720]  大概就是睡一晚一個早上
[00:07:42.720 --> 00:07:44.720]  這樣一個晚上
[00:07:44.720 --> 00:07:46.720]  老師講完之後
[00:07:46.720 --> 00:07:48.720]  家長發問時間
[00:07:48.720 --> 00:07:50.720]  有個家長一舉手
[00:07:50.720 --> 00:07:52.720]  問一個問題
[00:07:52.720 --> 00:07:54.720]  老師我聽到你
[00:07:54.720 --> 00:07:56.720]  剛才介紹早餐的食物
[00:07:56.720 --> 00:07:58.720]  我發覺蛋白質不夠
[00:07:58.720 --> 00:08:00.720]  我聽完
