
[00:00:00.000 --> 00:00:03.000]  好 各位早晨
[00:00:03.000 --> 00:00:06.340]  我們今天就繼續《論盡是、是成與敗》
[00:00:06.340 --> 00:00:11.840]  今天第五講 我們講一個事實
[00:00:11.840 --> 00:00:16.500]  這個事實大家都熟悉的 底波拉
[00:00:16.500 --> 00:00:18.420]  但是否只是底波拉呢?
[00:00:18.420 --> 00:00:21.880]  這個我們一會兒都會來講
[00:00:21.880 --> 00:00:23.840]  以往我都講過事實記
[00:00:23.840 --> 00:00:26.040]  不過就少用這個地圖
[00:00:26.040 --> 00:00:28.780]  今天就派一幅地圖給你 印一整版
[00:00:28.780 --> 00:00:36.520]  目的就是希望幫助大家能夠對那個地理
[00:00:36.520 --> 00:00:40.020]  當時怎麼樣迂迴曲折
[00:00:40.020 --> 00:00:41.940]  就有一些想法
[00:00:41.940 --> 00:00:46.140]  一會兒就要大家慢慢去尋寶了
[00:00:46.140 --> 00:00:48.220]  好 今天我們主要是講
[00:00:48.220 --> 00:00:52.020]  關於時事底波拉會有第四和第五章
[00:00:52.020 --> 00:00:53.860]  我們主要是看第四章
[00:00:53.860 --> 00:00:56.520]  第五章我們會拿一些資料來做參考
[00:00:56.520 --> 00:01:02.120]  幫助我們能夠找到一部分的參考資料
[00:01:02.120 --> 00:01:06.520]  幫助我們能夠對這一次的戰役
[00:01:06.520 --> 00:01:09.960]  我們儘管這樣叫 能夠有更加多的了解
[00:01:09.960 --> 00:01:12.920]  好 開始的時候我們先看右邊那一頁
[00:01:12.920 --> 00:01:16.000]  政府我們謝謝你讓我們今天一起來去查考
[00:01:16.000 --> 00:01:19.760]  這個時事記 讓我們能夠從這個時事記當中
[00:01:19.760 --> 00:01:21.800]  來學習一些功課
[00:01:21.800 --> 00:01:24.920]  在時事記這個段落裡面有好幾個人物
[00:01:24.920 --> 00:01:26.920]  我們需要來觀察
[00:01:26.920 --> 00:01:29.200]  求主讓我們開我們的眼睛
[00:01:29.200 --> 00:01:31.760]  讓我們能夠看到在當中學到什麼功課
[00:01:31.760 --> 00:01:33.920]  我們將這一堂的時間交給你
[00:01:33.920 --> 00:01:35.560]  求你帶領我們去聽人的祈禱
[00:01:35.560 --> 00:01:36.920]  奉耶穌基督的名
[00:01:36.920 --> 00:01:38.320]  Amen
[00:01:38.320 --> 00:01:43.480]  好 在這個段落裡面有幾個主要的人物
[00:01:43.480 --> 00:01:45.800]  我想大家都不難掌握到
[00:01:45.800 --> 00:01:48.160]  第一個當然是底波拉
[00:01:48.160 --> 00:01:51.560]  第二個就是將軍巴拉
[00:01:51.560 --> 00:01:54.560]  第三個就是那個大將軍
[00:01:54.560 --> 00:01:57.240]  就是敵方的將軍就是西西拉
[00:01:57.240 --> 00:01:59.120]  另外後面還有一個小女子
[00:01:59.120 --> 00:02:01.120]  那個小女子叫什麼名字?
[00:02:01.120 --> 00:02:03.680]  叫瓦益
[00:02:03.680 --> 00:02:07.040]  然後還有一個經常聽到她的名字
[00:02:07.040 --> 00:02:08.680]  不過從來沒有出現過的
[00:02:08.680 --> 00:02:12.880]  她就是夏索王耶賓
[00:02:12.880 --> 00:02:18.480]  好 這個是再一次出現的一個循環
[00:02:18.480 --> 00:02:22.720]  又是第四章第一節就說到
[00:02:22.720 --> 00:02:25.680]  以弗死了之後以色列人又行
[00:02:25.680 --> 00:02:27.920]  耶和華眼中看為惡的事
[00:02:27.920 --> 00:02:35.040]  耶和華就將他們交在夏索作王的加南王耶賓的手裡
[00:02:35.040 --> 00:02:38.320]  上一堂或者之前我們說的以色列
[00:02:38.320 --> 00:02:40.320]  遇到的都是外來的敵人
[00:02:40.320 --> 00:02:42.320]  譬如米索波大米王
[00:02:42.320 --> 00:02:45.040]  古山尼撒田那些
[00:02:45.040 --> 00:02:47.520]  這次就不同了
[00:02:47.520 --> 00:02:51.800]  這次就是本地的敵人
[00:02:51.800 --> 00:02:53.800]  本地的敵人就是加南王
[00:02:53.800 --> 00:02:59.040]  這個加南王夏索王耶賓
[00:02:59.040 --> 00:03:03.520]  那麼夏索王夏索在哪裡呢?
[00:03:03.520 --> 00:03:05.520]  大家找一下你的地圖
[00:03:05.520 --> 00:03:09.400]  地圖你會看到在你的右上角
[00:03:09.400 --> 00:03:12.280]  就是這個基里列湖
[00:03:12.280 --> 00:03:15.040]  基里列湖有很多人譯成不同
[00:03:15.040 --> 00:03:18.280]  基里列湖有人譯成加里利海
[00:03:18.280 --> 00:03:20.280]  新約的時候是加里利海
[00:03:20.280 --> 00:03:22.280]  有時候也叫做格里沙那湖
[00:03:22.280 --> 00:03:24.280]  都是同一個地方
[00:03:24.280 --> 00:03:27.960]  基里列湖的上邊有個小湖
[00:03:27.960 --> 00:03:33.720]  在兩者中間那個地方就是夏索
[00:03:33.720 --> 00:03:38.680]  位於基里列湖或者加里列湖或者格里沙那湖
[00:03:38.680 --> 00:03:40.200]  大家知道了
[00:03:40.200 --> 00:03:42.200]  西北大約14公里
[00:03:42.200 --> 00:03:46.520]  向東就是距離約旦河大約7公里
[00:03:46.520 --> 00:03:50.400]  根據一些資料在公元前2000年
[00:03:50.400 --> 00:03:53.320]  夏索已經是一個大城
[00:03:53.320 --> 00:03:57.240]  而它的城堡就是居高臨下的
[00:03:57.240 --> 00:03:59.240]  這個我們看到夏索了
[00:03:59.240 --> 00:04:03.600]  然後它有它的將軍
[00:04:03.600 --> 00:04:04.600]  住在哪裡呢?
[00:04:04.600 --> 00:04:07.280]  就住在外邦人的夏羅徹
[00:04:07.280 --> 00:04:08.400]  夏羅徹又在哪裡呢?
[00:04:08.400 --> 00:04:09.400]  很遠的
[00:04:09.400 --> 00:04:14.760]  夏羅徹找回這個沿著地中海的地圖
[00:04:14.760 --> 00:04:16.080]  是不是有個握位呢?
[00:04:16.080 --> 00:04:17.080]  有個握位
[00:04:17.080 --> 00:04:18.080]  有個章
[00:04:18.080 --> 00:04:19.080]  很小的一個章
[00:04:19.080 --> 00:04:20.520]  章下面呢?
[00:04:20.520 --> 00:04:22.520]  這個章其實如果大家認識的話
[00:04:22.520 --> 00:04:23.520]  這裡就沒有說
[00:04:23.520 --> 00:04:25.240]  其實是加密山的位置
[00:04:25.240 --> 00:04:26.240]  這裡就沒有寫
[00:04:26.240 --> 00:04:28.520]  那裡就有個叫夏羅徹
[00:04:28.520 --> 00:04:29.520]  在章下面
[00:04:29.520 --> 00:04:30.520]  看到嗎?
[00:04:30.520 --> 00:04:31.520]  在章下面
[00:04:31.520 --> 00:04:33.520]  其實距離也有距離
[00:04:33.520 --> 00:04:35.880]  不知道為什麼將軍住得這麼遠
[00:04:35.880 --> 00:04:37.240]  這個就是夏羅徹
