
[00:00:00.000 --> 00:00:07.680]  今日繼續跟大家講的是文素記
[00:00:07.680 --> 00:00:10.320]  如果大家記得的話
[00:00:10.320 --> 00:00:13.360]  我說文素記一至十章
[00:00:13.360 --> 00:00:16.320]  以色列人還在西南礦野
[00:00:16.320 --> 00:00:20.000]  神要帶領他們進入應許之地
[00:00:20.000 --> 00:00:23.040]  就是頭十章我們見到
[00:00:23.040 --> 00:00:25.200]  神要他們分別為聖
[00:00:25.200 --> 00:00:27.120]  要他們為主發光
[00:00:27.120 --> 00:00:30.160]  要他們繼續跟隨神的帶領
[00:00:30.160 --> 00:00:33.520]  上一次我們開始見到
[00:00:33.520 --> 00:00:35.840]  以色列人開始犯失誤
[00:00:35.840 --> 00:00:37.840]  開始犯罪
[00:00:37.840 --> 00:00:41.360]  他們開始在礦野埋怨神
[00:00:41.360 --> 00:00:44.240]  有三次的埋怨
[00:00:44.240 --> 00:00:47.760]  我們見到都是摩西替他們求情
[00:00:47.760 --> 00:00:50.160]  摩西替他們祈求
[00:00:50.160 --> 00:00:53.440]  我們也學到原來替人祈求
[00:00:53.440 --> 00:00:56.160]  替人禱告是一件這麼重要的事
[00:00:56.160 --> 00:00:59.200]  神為摩西是極其謙和
[00:00:59.200 --> 00:01:01.760]  是勝過世上眾人
[00:01:01.760 --> 00:01:05.600]  我們見到禱告和人祈求的重要性
[00:01:05.600 --> 00:01:11.200]  今日我們會繼續講十三至十五章
[00:01:11.200 --> 00:01:15.840]  我給他一個題目叫做莫虧幾心
[00:01:15.840 --> 00:01:18.560]  如果你知道這件事
[00:01:18.560 --> 00:01:21.280]  其實十三至十五章是講什麼
[00:01:21.280 --> 00:01:25.280]  是講以色列人派十二個探子進去迦南
[00:01:25.280 --> 00:01:27.280]  去窺探迦南地
[00:01:27.280 --> 00:01:30.080]  注意到我用個窺字
[00:01:30.080 --> 00:01:32.080]  莫虧幾心
[00:01:32.080 --> 00:01:34.080]  這個窺就是窺探的窺
[00:01:34.080 --> 00:01:36.080]  等下會和大家解釋
[00:01:36.080 --> 00:01:39.040]  為什麼我會叫今天的題目做莫虧幾心
[00:01:39.040 --> 00:01:42.720]  其實十二個探子進迦南這件事
[00:01:42.720 --> 00:01:44.720]  很多人都知道
[00:01:44.720 --> 00:01:46.320]  耳熟能詳
[00:01:46.320 --> 00:01:50.240]  連不是基督徒都能夠認識這件事
[00:01:50.240 --> 00:01:53.440]  知道原來有十二個探子進迦南的這件事
[00:01:53.440 --> 00:01:58.640]  我們剛才讀經文文數記十三章一至三節
[00:01:58.640 --> 00:01:59.520]  講到什麼
[00:01:59.520 --> 00:02:01.520]  耶和華曉遇摩西說
[00:02:01.520 --> 00:02:06.240]  打發人去窺探我所刺給以色列人的迦南地
[00:02:06.240 --> 00:02:08.240]  很清楚
[00:02:08.240 --> 00:02:12.400]  他們已經去到迦南地很接近的地方
[00:02:12.400 --> 00:02:14.880]  奇不奇怪
[00:02:14.880 --> 00:02:16.880]  這麼快就到達
[00:02:16.880 --> 00:02:20.320]  如果我們讀文數記十二章十六節
[00:02:20.320 --> 00:02:23.200]  就是十三節之前的那一節
[00:02:23.200 --> 00:02:29.200]  以後百姓從哈西路起行在巴蘭的曠野
[00:02:29.200 --> 00:02:31.680]  他們去到巴蘭的曠野
[00:02:31.680 --> 00:02:33.040]  巴蘭的曠野在哪裡
[00:02:33.040 --> 00:02:35.760]  是迦南地南邊的曠野
[00:02:35.760 --> 00:02:38.240]  已經離開迦南地不遠
[00:02:38.240 --> 00:02:42.640]  你都不會說很遠的地方送個探子去
[00:02:42.640 --> 00:02:47.360]  當十二個探子跑到那時已經氣喘氣喘
[00:02:47.360 --> 00:02:49.360]  已經大汗淋漓
[00:02:49.360 --> 00:02:52.880]  還哪有精神來做窺探
[00:02:52.880 --> 00:02:54.880]  一定是很近的
[00:02:54.880 --> 00:02:59.040]  但也不會近到六十萬的大軍
[00:02:59.040 --> 00:03:01.840]  去到人家的邊境紮營
[00:03:01.840 --> 00:03:06.160]  二百萬的人民虎視眈眈地看著人家
[00:03:06.160 --> 00:03:08.160]  也不會打草驚蛇
[00:03:08.160 --> 00:03:10.480]  就是一個遠近適中
[00:03:10.480 --> 00:03:14.320]  你可以送探子進去的地方
[00:03:14.320 --> 00:03:17.040]  可能你會覺得很奇怪
[00:03:17.040 --> 00:03:21.680]  咦 剛剛從西奈曠野出發沒多久
[00:03:21.680 --> 00:03:25.120]  為什麼這麼快到
[00:03:25.120 --> 00:03:28.560]  如果你讀完《生命記》一章二節
[00:03:28.560 --> 00:03:32.880]  你就會知道原來從荷列山經過西爾山
[00:03:32.880 --> 00:03:38.080]  到迦底斯、巴尼亞有十一天的路程
[00:03:38.080 --> 00:03:45.520]  原來由西奈的曠野去到巴蘭的曠野
[00:03:45.520 --> 00:03:47.040]  只需要十一天
[00:03:47.040 --> 00:03:51.120]  為什麼十一天的路程走了四十年
[00:03:51.120 --> 00:03:55.280]  今天的經文十三章和十四章
[00:03:55.280 --> 00:03:57.280]  會有很清楚的交代
[00:03:57.280 --> 00:03:59.280]  為什麼會走了四十年
[00:03:59.280 --> 00:04:01.280]  我們剛剛也看到
[00:04:01.280 --> 00:04:05.280]  十二個探子原來是以色列人的領袖
[00:04:05.280 --> 00:04:07.280]  是十二支派的領袖
[00:04:07.280 --> 00:04:09.280]  是族長、是首領
[00:04:09.280 --> 00:04:11.280]  如果你記得的話
[00:04:11.280 --> 00:04:13.280]  在一章數點人民的時候
[00:04:13.280 --> 00:04:17.280]  也有提到族長和首領
[00:04:17.280 --> 00:04:21.280]  但你比較一下一章和十三章的名單
[00:04:21.280 --> 00:04:23.280]  你會發現完全不同
[00:04:23.280 --> 00:04:25.280]  是不同的人
[00:04:25.280 --> 00:04:29.280]  可想而知在第一章數點人民的時候
[00:04:29.280 --> 00:04:33.280]  那些是老成持重、得高望重的首領
[00:04:33.280 --> 00:04:37.280]  年紀可能是比較大的
[00:04:37.280 --> 00:04:39.280]  如果你是送探子進去
[00:04:39.280 --> 00:04:41.280]  去窺探地
[00:04:41.280 --> 00:04:43.280]  你不會送過探子
[00:04:43.280 --> 00:04:45.280]  如果是送探子進去
[00:04:45.280 --> 00:04:47.280]  去窺探地
[00:04:47.280 --> 00:04:49.280]  你不會送過這麼老的進去
[00:04:49.280 --> 00:04:51.280]  進去之後你要身首問節
[00:04:51.280 --> 00:04:55.280]  你要他機智過人
[00:04:55.280 --> 00:04:59.280]  不要讓人查到你是一個探子
[00:04:59.280 --> 00:05:01.280]  我們看尖士邦片集
[00:05:01.280 --> 00:05:05.280]  那個演員也換了很多次
[00:05:05.280 --> 00:05:09.280]  年紀大了就不可以再飾演尖士邦
[00:05:09.280 --> 00:05:11.280]  這個只是演戲
[00:05:11.280 --> 00:05:13.280]  我們真的需要找一個年輕的
[00:05:13.280 --> 00:05:15.280]  所以這十二個探子
[00:05:15.280 --> 00:05:17.280]  相信都是年輕人
[00:05:17.280 --> 00:05:19.280]  在名單當中
[00:05:19.280 --> 00:05:21.280]  相信大家會很注意有兩個人
[00:05:21.280 --> 00:05:23.280]  一個是迦納
[00:05:23.280 --> 00:05:25.280]  一個是約書亞
[00:05:25.280 --> 00:05:27.280]  兩個都很出名
[00:05:27.280 --> 00:05:29.280]  迦納在十三章文掃記
[00:05:29.280 --> 00:05:31.280]  相信是首次出現
[00:05:31.280 --> 00:05:35.280]  但是約書亞就不是首次出現
[00:05:35.280 --> 00:05:37.280]  在埃及記十七章
[00:05:37.280 --> 00:05:43.280]  我們知道摩西是叫約書亞去打亞馬利人
[00:05:43.280 --> 00:05:47.280]  而約書亞是大敗亞馬利人
[00:05:47.280 --> 00:05:51.280]  然後約書亞就成為摩西的幫手
[00:05:51.280 --> 00:05:53.280]  然後成為摩西的接班人
[00:05:53.280 --> 00:05:55.280]  然後帶領以色列人進入迦南地
[00:05:55.280 --> 00:05:59.280]  這些都是我們所知道的事
[00:05:59.280 --> 00:06:01.280]  文掃記十三章八節
[00:06:01.280 --> 00:06:05.280]  說到原來約書亞是以法連人
[00:06:05.280 --> 00:06:07.280]  是亂的兒子
[00:06:07.280 --> 00:06:09.280]  有一樣事我們可能不察覺
[00:06:09.280 --> 00:06:15.280]  原來約書亞的名字是何西亞
[00:06:15.280 --> 00:06:19.280]  何西亞的意思是救贖
[00:06:19.280 --> 00:06:23.280]  約書亞的意思是耶和華的救贖
[00:06:23.280 --> 00:06:27.280]  在救贖上面加上耶和華
[00:06:27.280 --> 00:06:31.280]  你就會將何西亞這個名字變成約書亞
[00:06:31.280 --> 00:06:33.280]  為什麼會變成約書亞
[00:06:33.280 --> 00:06:35.280]  因為摩西叫他
[00:06:35.280 --> 00:06:37.280]  摩西叫他約書亞
[00:06:37.280 --> 00:06:39.280]  叫他約書亞
[00:06:39.280 --> 00:06:41.280]  叫到後來就出了名
[00:06:41.280 --> 00:06:43.280]  為什麼摩西要叫他約書亞
[00:06:43.280 --> 00:06:47.280]  要他記得耶和華在他的生命中
[00:06:47.280 --> 00:06:49.280]  因為約書亞是一個將領
[00:06:49.280 --> 00:06:55.280]  打仗的時候要記得帶領約書亞打仗的真真正正是耶和華
[00:06:55.280 --> 00:06:59.280]  所以約書亞這個人很有耶和華的心
[00:06:59.280 --> 00:07:03.280]  其實希伯來文的約書亞
[00:07:03.280 --> 00:07:07.280]  就等於希臘文的哪個名字
[00:07:07.280 --> 00:07:09.280]  耶穌
[00:07:09.280 --> 00:07:13.280]  原來在舊約有約書亞記
[00:07:13.280 --> 00:07:17.280]  如果你是調做希臘文是什麼
[00:07:17.280 --> 00:07:19.280]  原來舊約有一部耶穌記
[00:07:19.280 --> 00:07:23.280]  約書亞記如果你看清楚一點
[00:07:23.280 --> 00:07:29.280]  和啟示錄是有很多相同的地方
[00:07:29.280 --> 00:07:35.280]  約書亞記是關於約書亞征服迦南地
[00:07:35.280 --> 00:07:41.280]  啟示錄是耶穌基督再回來這個世上征服這個世界
[00:07:41.280 --> 00:07:43.280]  然後進入千年的國度
[00:07:43.280 --> 00:07:45.280]  兩部書有很多相同的地方
[00:07:45.280 --> 00:07:49.280]  如果將來有機會和大家講約書亞記和啟示錄
[00:07:49.280 --> 00:07:51.280]  我們會繼續分享
[00:07:51.280 --> 00:07:55.280]  我們來看看十二探子
[00:07:55.280 --> 00:07:57.280]  叫他們進去做什麼
[00:07:57.280 --> 00:07:59.280]  原來有任務給他們
[00:07:59.280 --> 00:08:01.280]  叫他們做什麼
[00:08:01.280 --> 00:08:03.280]  文中十三章十八至二十節
[00:08:03.280 --> 00:08:05.280]  叫他們做三件事
[00:08:05.280 --> 00:08:07.280]  看那地如何
[00:08:07.280 --> 00:08:09.280]  其中所住的民
[00:08:09.280 --> 00:08:11.280]  是強是弱是多是少
[00:08:11.280 --> 00:08:15.280]  所住之地是好是歹
[00:08:15.280 --> 00:08:17.280]  所住之處是盈盤是堅城
[00:08:17.280 --> 00:08:21.280]  有看那地土是肥美是脊膊
[00:08:21.280 --> 00:08:25.280]  其中有樹木沒有
[00:08:25.280 --> 00:08:31.280]  你們要放開膽量把那地的果子大些來
[00:08:31.280 --> 00:08:33.280]  有三件事不知道大家看不看得到
[00:08:33.280 --> 00:08:37.280]  第一件事看那些人民強不強壯
