
[00:00:00.000 --> 00:00:06.000]  Hello 大家晚安
[00:00:06.000 --> 00:00:12.000]  下個禮拜就是過年了
[00:00:12.000 --> 00:00:14.000]  就是牛年了
[00:00:14.000 --> 00:00:20.000]  我實在想不如找些和牛有關係的經文來講
[00:00:20.000 --> 00:00:23.000]  找一找就發現牛
[00:00:23.000 --> 00:00:27.000]  原來大多數講牛的東西是關於憲制的
[00:00:27.000 --> 00:00:35.000]  我想當然是等十月的憲制聚會再講吧
[00:00:35.000 --> 00:00:37.000]  又再找下去
[00:00:37.000 --> 00:00:42.000]  亞摩斯書四章一節巴山的牛
[00:00:42.000 --> 00:00:46.000]  牛因為犯罪被宰殺
[00:00:46.000 --> 00:00:52.000]  又是這麼嚴重的沉重訊息
[00:00:52.000 --> 00:00:57.000]  留待壽難節再講吧
[00:00:57.000 --> 00:01:01.000]  今天不如這樣吧
[00:01:01.000 --> 00:01:03.000]  講一下新年的願望
[00:01:03.000 --> 00:01:05.000]  新年什麼願望呢
[00:01:05.000 --> 00:01:08.000]  我選了C篇第十九篇
[00:01:08.000 --> 00:01:13.000]  比較正統一點的過年會想的東西
[00:01:13.000 --> 00:01:20.000]  這個經文很多人可以分開三段
[00:01:20.000 --> 00:01:27.000]  第一段是關於神的創造物大自然
[00:01:27.000 --> 00:01:30.000]  第二段是神的話語
[00:01:30.000 --> 00:01:34.000]  第三段是私人的回應
[00:01:34.000 --> 00:01:38.000]  當然有些人怎樣分經文是有些不同的
[00:01:38.000 --> 00:01:42.000]  但基本上大多數人都會這樣分
[00:01:42.000 --> 00:01:51.000]  私人一開始一到六節就講神的創造
[00:01:51.000 --> 00:02:00.000]  實在是有所謂科學或者是私二的觀點
[00:02:00.000 --> 00:02:03.000]  科學講一下
[00:02:03.000 --> 00:02:06.000]  大家知不知道為什麼天是藍色的呢
[00:02:06.000 --> 00:02:09.000]  我都沒有想過
[00:02:09.000 --> 00:02:16.000]  原來當太陽光來到我們這個世界的時候
[00:02:16.000 --> 00:02:18.000]  當然有大氣層
[00:02:18.000 --> 00:02:21.000]  將光發散了
[00:02:21.000 --> 00:02:25.000]  大家都知道光是七個光譜
[00:02:25.000 --> 00:02:27.000]  發散之後
[00:02:27.000 --> 00:02:34.000]  藍色就發散得最闊最普遍
[00:02:34.000 --> 00:02:41.000]  所以我們大多數看天就看到藍色的原因
[00:02:41.000 --> 00:02:44.000]  原來就是這個意思
[00:02:44.000 --> 00:02:47.000]  但日落的時候又不是
[00:02:47.000 --> 00:02:52.000]  日落的時候為什麼變成紅和黃呢
[00:02:52.000 --> 00:02:55.000]  原來又是同一個原因
[00:02:55.000 --> 00:02:57.000]  因為所謂的日落
[00:02:57.000 --> 00:02:59.000]  我們看到日落那一刻的時候
[00:02:59.000 --> 00:03:05.000]  陽光來到我們的時候是經過更多的大氣層
[00:03:05.000 --> 00:03:08.000]  因為藍色就發散了
[00:03:08.000 --> 00:03:10.000]  所以就變弱了
[00:03:10.000 --> 00:03:16.000]  弱了之後最看到的就是紅色和黃色
[00:03:16.000 --> 00:03:20.000]  原來這個就是科學的解釋
[00:03:20.000 --> 00:03:22.000]  大家喜歡這樣的解釋嗎
[00:03:22.000 --> 00:03:27.000]  感覺上是很有知識感的
[00:03:27.000 --> 00:03:29.000]  但是沒有那個感覺
[00:03:29.000 --> 00:03:31.000]  沒有那個詩人的感覺
[00:03:31.000 --> 00:03:33.000]  我們的詩人不是這樣說的
[00:03:33.000 --> 00:03:35.000]  我們的詩人是說
[00:03:35.000 --> 00:03:38.000]  朱天述說神的榮耀
[00:03:38.000 --> 00:03:41.000]  窮倉全揚他手的作為
[00:03:41.000 --> 00:03:44.000]  這個是很經典的
[00:03:44.000 --> 00:03:47.000]  教聖經尤其是詩歌自慰書
[00:03:47.000 --> 00:03:50.000]  平衡法那些101
[00:03:50.000 --> 00:03:52.000]  經常用這首詩
[00:03:52.000 --> 00:03:55.000]  朱天對比窮倉
[00:03:55.000 --> 00:03:58.000]  述說對比全揚
[00:03:58.000 --> 00:04:02.000]  神的榮耀和他手的作為
[00:04:02.000 --> 00:04:04.000]  就是平衡
[00:04:04.000 --> 00:04:07.000]  如果你是神學院
[00:04:07.000 --> 00:04:12.000]  教師多數是用這個經文來做例子
[00:04:12.000 --> 00:04:15.000]  但不只是這麼簡單
[00:04:15.000 --> 00:04:19.000]  詩人除了用平衡法來表達他想說的話
[00:04:19.000 --> 00:04:24.000]  還有無言無語也無聲音可聽
[00:04:24.000 --> 00:04:26.000]  既然無言無語的
[00:04:26.000 --> 00:04:28.000]  聽不到聲音的
[00:04:28.000 --> 00:04:31.000]  又怎可以述說神的榮耀呢
[00:04:31.000 --> 00:04:35.000]  又怎可以全揚神的作為呢
[00:04:35.000 --> 00:04:39.000]  原來他本身就可以做到這件事
[00:04:39.000 --> 00:04:41.000]  不用說一句話
[00:04:41.000 --> 00:04:43.000]  我們看大自然的時候
[00:04:43.000 --> 00:04:48.000]  都已經看到神的榮耀
[00:04:48.000 --> 00:04:50.000]  神的作為
[00:04:50.000 --> 00:04:52.000]  大家有沒有想過
[00:04:52.000 --> 00:04:55.000]  古代世界那些
[00:04:55.000 --> 00:04:58.000]  沒有人不相信有神
[00:04:58.000 --> 00:05:02.000]  當然我們多數的解釋是
[00:05:02.000 --> 00:05:05.000]  因為他們迷信
[00:05:05.000 --> 00:05:07.000]  他們不懂事
[00:05:07.000 --> 00:05:09.000]  所以以為有神在
[00:05:09.000 --> 00:05:11.000]  這個也可能
[00:05:11.000 --> 00:05:13.000]  但還有一個可能
[00:05:13.000 --> 00:05:18.000]  會不會是因為他們比我們恨大自然呢
[00:05:18.000 --> 00:05:22.000]  所以他們感受到神的榮耀
[00:05:22.000 --> 00:05:25.000]  感受到神的作為
[00:05:25.000 --> 00:05:29.000]  多過我們今天活在一個石屎森林裏
[00:05:29.000 --> 00:05:33.000]  所以今天很多人會質疑有沒有神
[00:05:33.000 --> 00:05:36.000]  但以前很少人會質疑
[00:05:36.000 --> 00:05:40.000]  因為他們一走出門口
[00:05:40.000 --> 00:05:43.000]  就看到神的榮耀
[00:05:43.000 --> 00:05:45.000]  看到神的作為
[00:05:45.000 --> 00:05:49.000]  聖經跟我們說
[00:05:49.000 --> 00:05:51.000]  一開始的時候
[00:05:51.000 --> 00:05:55.000]  神是降世為人
[00:05:55.000 --> 00:05:57.000]  一開始不用降世為人
[00:05:57.000 --> 00:06:01.000]  神就下來跟人類一路聊天
[00:06:01.000 --> 00:06:04.000]  當然人之後就犯了罪
[00:06:04.000 --> 00:06:07.000]  你會看到創世記一路進展
[00:06:07.000 --> 00:06:11.000]  越來越少神的出現
[00:06:11.000 --> 00:06:13.000]  去到摩西
[00:06:13.000 --> 00:06:16.000]  那時候已經是罕見的東西
[00:06:16.000 --> 00:06:21.000]  但好消息是
[00:06:21.000 --> 00:06:23.000]  神有一天會降臨
[00:06:23.000 --> 00:06:25.000]  再跟我們一起
[00:06:25.000 --> 00:06:27.000]  不過現在
[00:06:27.000 --> 00:06:29.000]  我們想見到神
[00:06:29.000 --> 00:06:32.000]  看天
[00:06:32.000 --> 00:06:34.000]  看祂的創造
[00:06:34.000 --> 00:06:36.000]  就是這樣
[00:06:36.000 --> 00:06:38.000]  過去一年
[00:06:38.000 --> 00:06:40.000]  大家都知道
[00:06:40.000 --> 00:06:42.000]  我們沒有實體的聚會
[00:06:42.000 --> 00:06:44.000]  現在也不是實體的聚會
[00:06:44.000 --> 00:06:46.000]  大家覺得怎樣呢
[00:06:46.000 --> 00:06:48.000]  是不是很懷念
[00:06:48.000 --> 00:06:50.000]  Fellowship呢
[00:06:50.000 --> 00:06:52.000]  是不是很懷念
[00:06:52.000 --> 00:06:54.000]  實體的敬拜
[00:06:54.000 --> 00:06:56.000]  跟一班人去敬拜
[00:06:56.000 --> 00:06:58.000]  我覺得這些東西
[00:06:58.000 --> 00:07:00.000]  實在是沒有得代替
[00:07:00.000 --> 00:07:02.000]  真的跟一班人一起敬拜
[00:07:02.000 --> 00:07:04.000]  希望快點復原
[00:07:04.000 --> 00:07:06.000]  我們可以一起敬拜
[00:07:06.000 --> 00:07:08.000]  但是這一年
[00:07:08.000 --> 00:07:10.000]  我們反而做了
[00:07:10.000 --> 00:07:12.000]  很多人做了一件事
[00:07:12.000 --> 00:07:14.000]  平時可能沒有做
[00:07:14.000 --> 00:07:16.000]  不是看電視
[00:07:16.000 --> 00:07:18.000]  雖然也是
[00:07:18.000 --> 00:07:20.000]  是說行山
[00:07:20.000 --> 00:07:22.000]  很多人現在都會行山
[00:07:22.000 --> 00:07:24.000]  我經常在Facebook看到
[00:07:24.000 --> 00:07:26.000]  學生有些校友
[00:07:26.000 --> 00:07:28.000]  好日子都不會行山
[00:07:28.000 --> 00:07:30.000]  不過這次因為沒有旅遊
[00:07:30.000 --> 00:07:32.000]  到處去的地方拍照
[00:07:32.000 --> 00:07:34.000]  我想不到原來香港也有這樣的東西
[00:07:34.000 --> 00:07:36.000]  這麼美的東西也有
[00:07:36.000 --> 00:07:38.000]  就是
[00:07:38.000 --> 00:07:40.000]  現在的人
[00:07:40.000 --> 00:07:42.000]  反而做多了一件事
[00:07:42.000 --> 00:07:44.000]  在之前可能沒有做那麼多
[00:07:44.000 --> 00:07:46.000]  現在做了
[00:07:46.000 --> 00:07:48.000]  反而很多人出去行
[00:07:48.000 --> 00:07:50.000]  在大自然那裡
[00:07:50.000 --> 00:07:52.000]  感受到
[00:07:52.000 --> 00:07:54.000]  我不知道大家覺得怎樣呢
[00:07:54.000 --> 00:07:56.000]  以前有時候我聽到那些人
[00:07:56.000 --> 00:07:58.000]  就說我不是很喜歡來教會
[00:07:58.000 --> 00:08:00.000]  聚會的
[00:08:00.000 --> 00:08:02.000]  為什麼呢?因為我去到大自然
[00:08:02.000 --> 00:08:04.000]  在釣魚的地方散步
[00:08:04.000 --> 00:08:06.000]  我就感受到神的同在
[00:08:06.000 --> 00:08:08.000]  多於在教會
[00:08:08.000 --> 00:08:10.000]  如果你是那些人
[00:08:10.000 --> 00:08:12.000]  你應該很開心
[00:08:12.000 --> 00:08:14.000]  現在不能來聚會
[00:08:14.000 --> 00:08:16.000]  做大跳倒
[00:08:16.000 --> 00:08:18.000]  去大自然釣魚
[00:08:18.000 --> 00:08:20.000]  我不知道那些人是不是真的一路釣魚
[00:08:20.000 --> 00:08:22.000]  一路去感謝主
[00:08:22.000 --> 00:08:24.000]  或者是
[00:08:24.000 --> 00:08:26.000]  看櫻花的時候
[00:08:26.000 --> 00:08:28.000]  感謝主有櫻花
[00:08:28.000 --> 00:08:30.000]  我不是的
[00:08:30.000 --> 00:08:32.000]  我多數是
[00:08:32.000 --> 00:08:34.000]  去了聚會才去
[00:08:34.000 --> 00:08:36.000]  櫻花的 為什麼呢?
[00:08:36.000 --> 00:08:38.000]  因為已經忘記了感謝主
[00:08:38.000 --> 00:08:40.000]  先感謝主
[00:08:40.000 --> 00:08:42.000]  無論如何 現在的說法就是
[00:08:42.000 --> 00:08:44.000]  現在反而我們有機會
[00:08:44.000 --> 00:08:46.000]  做一件事 我們平時可能
[00:08:46.000 --> 00:08:48.000]  沒有那麼多做
[00:08:48.000 --> 00:08:50.000]  既然我們有機會
[00:08:50.000 --> 00:08:52.000]  親近大自然多一點
[00:08:52.000 --> 00:08:54.000]  大家會不會想一下
[00:08:54.000 --> 00:08:56.000]  實在大自然
[00:08:56.000 --> 00:09:00.000]  是一個最美麗的教堂呢?
