
[00:00:00.000 --> 00:00:03.540]  再一次和弟兄姊妹们说
[00:00:03.540 --> 00:00:05.540]  各位弟兄姊妹们平安
[00:00:05.540 --> 00:00:08.320]  今天很想和大家思考
[00:00:08.320 --> 00:00:11.560]  我们来到十个人生的祈求
[00:00:11.560 --> 00:00:13.920]  我们来到第五讲
[00:00:13.920 --> 00:00:16.760]  就是讲穿越苦难
[00:00:16.760 --> 00:00:18.960]  有些人就说
[00:00:18.960 --> 00:00:21.440]  当苦难来到的时候
[00:00:21.440 --> 00:00:23.440]  如果我们能够穿越
[00:00:23.440 --> 00:00:27.240]  我们人生会多多一张沙子
[00:00:27.240 --> 00:00:29.240]  什么叫沙子呀?
[00:00:29.240 --> 00:00:31.240]  证书
[00:00:31.240 --> 00:00:33.240]  certificate
[00:00:33.240 --> 00:00:34.240]  如果苦难来到的时候
[00:00:34.240 --> 00:00:36.240]  可能你过了一个苦难
[00:00:36.240 --> 00:00:40.240]  可能上帝就会帮你签发一张证书
[00:00:40.240 --> 00:00:41.240]  告诉你
[00:00:41.240 --> 00:00:44.240]  你的人生又突破了一跌
[00:00:44.240 --> 00:00:46.240]  如果一个水手
[00:00:46.240 --> 00:00:48.240]  一个航海的人
[00:00:48.240 --> 00:00:51.240]  如果他遇到极大的风浪
[00:00:51.240 --> 00:00:53.240]  很大风浪
[00:00:53.240 --> 00:00:54.240]  有些人说试过
[00:00:54.240 --> 00:00:57.240]  面前有九尺十尺的巨浪在你前面
[00:00:57.240 --> 00:00:58.240]  在那一刻
[00:00:58.240 --> 00:01:02.240]  你猜水手或者船长会想些什么呢?
[00:01:02.240 --> 00:01:04.240]  他只会想一件事
[00:01:04.240 --> 00:01:07.240]  就是如何去熬过那个苦难
[00:01:07.240 --> 00:01:09.240]  如何去穿过那个苦难
[00:01:09.240 --> 00:01:12.240]  在那一刻他一定不会想
[00:01:12.240 --> 00:01:15.240]  为什么这么大风呢?
[00:01:15.240 --> 00:01:17.240]  为什么这么大浪呢?
[00:01:17.240 --> 00:01:18.240]  或者埋怨
[00:01:18.240 --> 00:01:21.240]  为什么我会走到这条航道呢?
[00:01:21.240 --> 00:01:22.240]  他未必会想这些事
[00:01:22.240 --> 00:01:25.240]  他想就是我如何可以经过
[00:01:25.240 --> 00:01:28.240]  可以过了这个苦难
[00:01:28.240 --> 00:01:31.240]  如果真的当船不幸沉了
[00:01:31.240 --> 00:01:36.240]  或者当船已经失去了作用
[00:01:36.240 --> 00:01:37.240]  没有指南针
[00:01:37.240 --> 00:01:39.240]  没有一切的引导
[00:01:39.240 --> 00:01:41.240]  他那时会找些什么呢?
[00:01:41.240 --> 00:01:45.240]  一个水手在漆黑的海面上
[00:01:45.240 --> 00:01:47.240]  什么都看不到
[00:01:47.240 --> 00:01:50.240]  他会找那颗星
[00:01:50.240 --> 00:01:53.240]  那颗他们叫北极星
[00:01:53.240 --> 00:01:56.240]  原来北极星就告诉他们
[00:01:56.240 --> 00:01:57.240]  他们现在在哪里
[00:01:57.240 --> 00:02:00.240]  北极星就是给一个坐标告诉他们
[00:02:00.240 --> 00:02:02.240]  他现在究竟怎么做
[00:02:02.240 --> 00:02:04.240]  他应该可以走到哪里
[00:02:04.240 --> 00:02:08.240]  我不知道大家有没有经历风暴
[00:02:08.240 --> 00:02:10.240]  有没有经历苦难
[00:02:10.240 --> 00:02:12.240]  大家有没有?
[00:02:12.240 --> 00:02:13.240]  有吧
[00:02:13.240 --> 00:02:15.240]  好像几乎每一个人都说
[00:02:15.240 --> 00:02:18.240]  你都经历过苦难
[00:02:18.240 --> 00:02:20.240]  今天很想和大家一起思考
[00:02:20.240 --> 00:02:22.240]  从两个人物
[00:02:22.240 --> 00:02:26.240]  我不知道你的苦难会不会比他更多
[00:02:26.240 --> 00:02:29.240]  但当他们经历了很大的苦难的时候
[00:02:29.240 --> 00:02:30.240]  他们能够胜过
[00:02:30.240 --> 00:02:31.240]  他们能够穿越
[00:02:31.240 --> 00:02:35.240]  他们能够拿到一张沙子
[00:02:35.240 --> 00:02:38.240]  走回光明的前路
[00:02:38.240 --> 00:02:39.240]  第一位
[00:02:39.240 --> 00:02:40.240]  大家很熟悉
[00:02:40.240 --> 00:02:43.240]  叫做约伯
[00:02:43.240 --> 00:02:47.240]  约伯当时在阿拉伯北方的一个地方
[00:02:47.240 --> 00:02:49.240]  叫做乌斯地
[00:02:49.240 --> 00:02:51.240]  圣经说他当时是一个富豪
[00:02:51.240 --> 00:02:53.240]  最有钱的那个
[00:02:53.240 --> 00:02:55.240]  拥有的是最多的那个
[00:02:55.240 --> 00:02:58.240]  如果当时有这个福布斯排行榜
[00:02:58.240 --> 00:03:00.240]  他一定是第一位
[00:03:00.240 --> 00:03:03.240]  一定是封面的人物
[00:03:03.240 --> 00:03:04.240]  圣经怎么说呢
[00:03:04.240 --> 00:03:08.240]  在一章二至三节开始介绍约伯的时候
[00:03:08.240 --> 00:03:10.240]  他说他有七个儿子
[00:03:10.240 --> 00:03:13.240]  三个女儿
[00:03:13.240 --> 00:03:15.240]  他的家产有七千只羊
[00:03:15.240 --> 00:03:16.240]  三千骆驼
[00:03:16.240 --> 00:03:17.240]  五百对牛
[00:03:17.240 --> 00:03:18.240]  五百母狼
[00:03:18.240 --> 00:03:21.240]  还有很多鹿
[00:03:21.240 --> 00:03:24.240]  然后这个人在东方中为至大
[00:03:24.240 --> 00:03:26.240]  他是富豪的第一位
[00:03:26.240 --> 00:03:29.240]  但是有一天
[00:03:29.240 --> 00:03:31.240]  突然间有人来报信
[00:03:31.240 --> 00:03:34.240]  就说当牛在耕田
[00:03:34.240 --> 00:03:36.240]  当鹿在吃草
[00:03:36.240 --> 00:03:38.240]  士巴人突然间闯进来
[00:03:38.240 --> 00:03:41.240]  然后将你的牲畜捞去
[00:03:41.240 --> 00:03:44.240]  然后还用刀杀了你的鹿人
[00:03:44.240 --> 00:03:46.240]  当这个人在报信之际
[00:03:46.240 --> 00:03:48.240]  有另一个人又来
[00:03:48.240 --> 00:03:51.240]  他说神从天上
[00:03:51.240 --> 00:03:52.240]  降下火来
[00:03:52.240 --> 00:03:53.240]  突然间有把火
[00:03:53.240 --> 00:03:56.240]  将群羊、瀑人都消灭了
[00:03:56.240 --> 00:03:58.240]  唯有我一人逃脱
[00:03:58.240 --> 00:03:59.240]  报信给你
[00:03:59.240 --> 00:04:01.240]  这个是第二个了
[00:04:01.240 --> 00:04:03.240]  但当他又在讲的时候
[00:04:03.240 --> 00:04:05.240]  当这位约伯
[00:04:05.240 --> 00:04:07.240]  还没定神的时候
[00:04:07.240 --> 00:04:08.240]  又有人来说
[00:04:08.240 --> 00:04:11.240]  加拿大人分作三对忽然闯来
[00:04:11.240 --> 00:04:13.240]  然后将骆驼捞去
[00:04:13.240 --> 00:04:15.240]  并用刀杀了瀑人
[00:04:15.240 --> 00:04:17.240]  唯有我一人逃脱
[00:04:17.240 --> 00:04:19.240]  可以报信给你
[00:04:19.240 --> 00:04:21.240]  哇!我想如果是我
[00:04:21.240 --> 00:04:22.240]  可能我马上想
[00:04:22.240 --> 00:04:24.240]  谁跟我这么大仇口
[00:04:24.240 --> 00:04:26.240]  要联手来
[00:04:26.240 --> 00:04:27.240]  一起同一个时间
[00:04:27.240 --> 00:04:29.240]  然后袭击我
[00:04:29.240 --> 00:04:31.240]  但是更悲惨的事情
[00:04:31.240 --> 00:04:34.240]  在下一节他再讲
[00:04:34.240 --> 00:04:36.240]  他说你的儿女
[00:04:36.240 --> 00:04:41.240]  刚刚在你的大儿子家吃饭
[00:04:41.240 --> 00:04:42.240]  喝酒
[00:04:42.240 --> 00:04:46.240]  不料有狂蜂从旷野刮来
[00:04:46.240 --> 00:04:48.240]  可能就是龙卷蜂
[00:04:48.240 --> 00:04:50.240]  击打房屋的四个
[00:04:50.240 --> 00:04:52.240]  然后房屋倒塌
[00:04:52.240 --> 00:04:55.240]  在少年人的身上
[00:04:55.240 --> 00:04:58.240]  他们就都死了
[00:04:58.240 --> 00:05:01.240]  这一刻
[00:05:01.240 --> 00:05:04.240]  这个本来什么都有
[00:05:04.240 --> 00:05:07.240]  本来在东方之大的富豪
[00:05:07.240 --> 00:05:08.240]  一刹那
[00:05:08.240 --> 00:05:10.240]  什么都没有了
[00:05:10.240 --> 00:05:12.240]  毁于一旦
[00:05:12.240 --> 00:05:16.240]  如果他是一个大奸大恶的人
[00:05:16.240 --> 00:05:19.240]  如果他是一个坏人
[00:05:19.240 --> 00:05:21.240]  你可能容易解释
[00:05:21.240 --> 00:05:23.240]  因为他做了很多坏事
[00:05:23.240 --> 00:05:26.240]  所以有今天这个下场
[00:05:26.240 --> 00:05:30.240]  但是圣经在《约伯记》里
[00:05:30.240 --> 00:05:34.240]  用了12个字去形容这个约伯
[00:05:34.240 --> 00:05:36.240]  用哪12个字呢?
[00:05:37.240 --> 00:05:41.240]  他说他完全正直
[00:05:41.240 --> 00:05:43.240]  敬畏神
[00:05:43.240 --> 00:05:46.240]  远离恶事
[00:05:46.240 --> 00:05:48.240]  一个这么好的人
[00:05:48.240 --> 00:05:53.240]  为什么会面对这么大的厄运呢?
[00:05:53.240 --> 00:05:56.240]  这个会不会是我们曾经都有问过的问题
[00:05:56.240 --> 00:05:58.240]  或者可能发生过在你身上
[00:05:58.240 --> 00:05:59.240]  你都可能问过上帝
[00:05:59.240 --> 00:06:01.240]  为什么我做错了什么
[00:06:01.240 --> 00:06:04.240]  你今天为什么要给我这些
[00:06:04.240 --> 00:06:08.240]  这个可能是苦难很多人喜欢问的问题
[00:06:08.240 --> 00:06:11.240]  但是可能约伯都没有问
[00:06:11.240 --> 00:06:13.240]  第二轮更苦的苦难
[00:06:13.240 --> 00:06:17.240]  又去到约伯身上
[00:06:17.240 --> 00:06:20.240]  于是撒旦从耶和华面前退去
[00:06:20.240 --> 00:06:22.240]  击打约伯
[00:06:22.240 --> 00:06:28.240]  使他从脚掌到顶都生了毒疮
[00:06:28.240 --> 00:06:32.240]  就是由脚到头都生了毒疮
[00:06:32.240 --> 00:06:35.240]  约伯要在芦荟之中
[00:06:35.240 --> 00:06:39.240]  用瓦片来刮自己的身体
[00:06:39.240 --> 00:06:41.240]  我们都见过
[00:06:41.240 --> 00:06:45.240]  可能我小时候都生过那些叫做德国麻疹
[00:06:45.240 --> 00:06:47.240]  都已经很辛苦
[00:06:47.240 --> 00:06:48.240]  其实是痕的
[00:06:48.240 --> 00:06:51.240]  我都已经不停地撒
[00:06:51.240 --> 00:06:53.240]  约伯他生了
[00:06:53.240 --> 00:06:57.240]  由脚底下生了毒疮
[00:06:57.240 --> 00:06:59.240]  去到头顶
[00:06:59.240 --> 00:07:02.240]  大家有没有试过这么大的苦难呢?
[00:07:02.240 --> 00:07:04.240]  我不知道
[00:07:04.240 --> 00:07:07.240]  但是圣经在约伯的一章二十二节
[00:07:07.240 --> 00:07:09.240]  这样形容
[00:07:09.240 --> 00:07:12.240]  他说在这一切的事上
[00:07:12.240 --> 00:07:15.240]  约伯并没有犯罪
[00:07:15.240 --> 00:07:19.240]  也不以神为鱼网
[00:07:19.240 --> 00:07:22.240]  他没有骂上帝
[00:07:22.240 --> 00:07:25.240]  这个是约伯的苦难
[00:07:25.240 --> 00:07:27.240]  其实我讲了很少部分
[00:07:27.240 --> 00:07:30.240]  还有其他下次会再讲
[00:07:30.240 --> 00:07:32.240]  但我想介绍另一个
[00:07:32.240 --> 00:07:34.240]  近一点我们的人物
[00:07:34.240 --> 00:07:38.240]  这位是我在神学院里面的一个神学教授
[00:07:38.240 --> 00:07:41.240]  我们今天都有三个神学教授在这里
[00:07:41.240 --> 00:07:44.240]  这个神学教授
[00:07:44.240 --> 00:07:46.240]  他叫温伟耀博士
[00:07:46.240 --> 00:07:48.240]  不知道大家有没有认识
[00:07:48.240 --> 00:07:50.240]  有没有听过
[00:07:50.240 --> 00:07:52.240]  温博士
[00:07:52.240 --> 00:07:54.240]  当他和我们分享经历的时候
[00:07:54.240 --> 00:07:56.240]  他说在几年前
[00:07:56.240 --> 00:07:58.240]  有一个晚上
[00:07:58.240 --> 00:07:59.240]  大家幻想一下
[00:07:59.240 --> 00:08:00.240]  如果是你
[00:08:00.240 --> 00:08:02.240]  你会怎么处理这件事情
[00:08:02.240 --> 00:08:04.240]  他说有一个晚上
[00:08:04.240 --> 00:08:06.240]  他突然收到一个电话
[00:08:06.240 --> 00:08:10.240]  电话说他的岳父呼吸困难
[00:08:10.240 --> 00:08:15.240]  然后入了医院的深切治疗部
[00:08:15.240 --> 00:08:16.240]  你是你
[00:08:16.240 --> 00:08:18.240]  你会怎样呢?
[00:08:18.240 --> 00:08:20.240]  立刻去医院
[00:08:20.240 --> 00:08:23.240]  但是这个电话刚刚收线没多久
[00:08:23.240 --> 00:08:25.240]  有第二个电话打来
[00:08:25.240 --> 00:08:27.240]  他说一家医院打给他
[00:08:27.240 --> 00:08:31.240]  说他的小女儿患了血中毒
