
[00:00:00.000 --> 00:00:03.000]  各位電影姐妹晚安
[00:00:03.000 --> 00:00:07.000]  利未寄不是祭司的手冊
[00:00:07.000 --> 00:00:09.000]  是給每一個以色列人
[00:00:09.000 --> 00:00:11.000]  換句話說
[00:00:11.000 --> 00:00:13.000]  上帝的子民
[00:00:13.000 --> 00:00:16.000]  新約的教會包括在內
[00:00:16.000 --> 00:00:21.000]  所以利未寄裡面提到獻祭
[00:00:21.000 --> 00:00:27.000]  我們留意到它是給不同階層的人
[00:00:27.000 --> 00:00:29.000]  都可以來獻祭
[00:00:29.000 --> 00:00:31.000]  沒有分貴賤
[00:00:31.000 --> 00:00:34.000]  沒有分家底
[00:00:34.000 --> 00:00:39.000]  沒有分他們的能力或者本事
[00:00:39.000 --> 00:00:48.000]  所有以色列人都要按照上帝的吩咐來獻祭
[00:00:48.000 --> 00:00:54.000]  無論是凡祭、數祭、平安祭、贖罪祭、贖獻祭
[00:00:54.000 --> 00:01:01.000]  所以獻祭的焦點是信服上帝
[00:01:01.000 --> 00:01:04.000]  或者獻祭用薩姆爾基的說法
[00:01:04.000 --> 00:01:07.000]  聽命勝於獻祭
[00:01:07.000 --> 00:01:12.000]  順從勝於羔羊的自由
[00:01:12.000 --> 00:01:20.000]  以色列人獻祭就是學習練習信服上帝
[00:01:20.000 --> 00:01:22.000]  所以從這裡開始來看
[00:01:22.000 --> 00:01:27.000]  利未寄不需要看得太複雜
[00:01:27.000 --> 00:01:33.000]  不需要看得太過鑽進細則
[00:01:33.000 --> 00:01:37.000]  去找出屬靈的教訓
[00:01:37.000 --> 00:01:42.000]  更何況我們有新約希伯來書的幫助
[00:01:42.000 --> 00:01:47.000]  對利未寄的獻祭解釋得最詳盡
[00:01:47.000 --> 00:01:49.000]  在新約聖經是希伯來書
[00:01:49.000 --> 00:01:56.000]  也可以說是呼應舊約聖經對獻祭的教導
[00:01:56.000 --> 00:02:01.000]  牛羊的血斷不能除罪
[00:02:01.000 --> 00:02:03.000]  耶穌基督來了
[00:02:03.000 --> 00:02:06.000]  獻祭是預表耶穌基督的
[00:02:06.000 --> 00:02:08.000]  希伯來書作者說
[00:02:08.000 --> 00:02:13.000]  我來了是要照你的旨意行
[00:02:13.000 --> 00:02:15.000]  第十章
[00:02:15.000 --> 00:02:22.000]  所以耶穌基督是以信服的祭獻上
[00:02:22.000 --> 00:02:29.000]  成就和好神人和好的舊恩
[00:02:29.000 --> 00:02:35.000]  所以這個信服的主題貫穿新約舊約
[00:02:35.000 --> 00:02:39.000]  沒有矛盾沒有另一個主題
[00:02:39.000 --> 00:02:41.000]  耶穌基督在獄身的時候
[00:02:41.000 --> 00:02:46.000]  因著苦難學會順從
[00:02:46.000 --> 00:02:50.000]  所以他所獻上的是用保羅的說法
[00:02:50.000 --> 00:02:52.000]  羅馬書十二章第一節
[00:02:52.000 --> 00:02:57.000]  活著的祭不是死的
[00:02:57.000 --> 00:03:00.000]  不是要殺了一條命
[00:03:00.000 --> 00:03:03.000]  拿了生命這樣叫做獻祭
[00:03:03.000 --> 00:03:07.000]  不是死亡按約翰加爾文的解釋
[00:03:07.000 --> 00:03:09.000]  耶穌基督的受死
[00:03:09.000 --> 00:03:14.000]  其實正好表明他的信服
[00:03:14.000 --> 00:03:18.000]  他對上帝的信服是沒有底線的
[00:03:18.000 --> 00:03:20.000]  一個沒有底線的信服
[00:03:20.000 --> 00:03:23.000]  所以希伯來書說到基督學會信服
[00:03:23.000 --> 00:03:25.000]  那段經文第五章
[00:03:25.000 --> 00:03:28.000]  就是用赫西瑪尼來說的
[00:03:28.000 --> 00:03:30.000]  大聲禱告
[00:03:30.000 --> 00:03:34.000]  懇求那位能夠救他免死的主
[00:03:34.000 --> 00:03:37.000]  但他不是祈禱求上帝救他免死
[00:03:37.000 --> 00:03:40.000]  他是祈求你的旨意成就
[00:03:40.000 --> 00:03:42.000]  不要照我的意思
[00:03:42.000 --> 00:03:45.000]  他的禱告蒙了英文
[00:03:45.000 --> 00:03:53.000]  信服至死是真正徹底終極的信服
[00:03:53.000 --> 00:03:57.000]  新舊約聖經都是從這個主題
[00:03:57.000 --> 00:04:02.000]  來解釋獻祭的教導
[00:04:02.000 --> 00:04:06.000]  我們又看利美紀裡面
[00:04:06.000 --> 00:04:10.000]  他看每一個人都需要獻祭
[00:04:10.000 --> 00:04:13.000]  這個每一個人包括
[00:04:13.000 --> 00:04:20.000]  產婦、病人、大祭司、傳會眾
[00:04:20.000 --> 00:04:27.000]  利美紀的假設就是每一個人都犯了罪
[00:04:27.000 --> 00:04:30.000]  所以每一個人來到上帝的面前
[00:04:30.000 --> 00:04:32.000]  要蒙上帝閱立
[00:04:32.000 --> 00:04:34.000]  他要獻贖罪祭
[00:04:34.000 --> 00:04:36.000]  然後獻梵祭
[00:04:36.000 --> 00:04:42.000]  這個出發點我們說是很現實的
[00:04:42.000 --> 00:04:44.000]  不是一個很理想的出發點
[00:04:44.000 --> 00:04:46.000]  今天我們經常喜歡說
[00:04:46.000 --> 00:04:48.000]  幸福家庭講座
[00:04:48.000 --> 00:04:50.000]  來聽的全部都是很幸福的
[00:04:50.000 --> 00:04:53.000]  回到自己家裡距離很遠
[00:04:53.000 --> 00:04:58.000]  利美紀不是從幸福的教會
[00:04:58.000 --> 00:05:00.000]  聖徒出發
[00:05:00.000 --> 00:05:03.000]  他是從現實的處境
[00:05:03.000 --> 00:05:06.000]  即是他告訴我們
[00:05:06.000 --> 00:05:08.000]  這個被揀選的族類
[00:05:08.000 --> 00:05:10.000]  有君尊的祭司
[00:05:10.000 --> 00:05:11.000]  聖潔的國度
[00:05:11.000 --> 00:05:12.000]  屬神的子民
[00:05:12.000 --> 00:05:14.000]  這個聖潔的群體
[00:05:14.000 --> 00:05:20.000]  事實上罪惡可以無處不在
[00:05:20.000 --> 00:05:24.000]  果然就在他們第一次獻祭之後
[00:05:24.000 --> 00:05:28.000]  大家百姓撫服歡呼
[00:05:28.000 --> 00:05:30.000]  耶和華的榮光顯現
[00:05:30.000 --> 00:05:32.000]  有火從耶和華面前出來
[00:05:32.000 --> 00:05:36.000]  燒盡壇上的祭司的同時
[00:05:36.000 --> 00:05:38.000]  第九章結尾這樣說完
[00:05:38.000 --> 00:05:40.000]  第十章第一節就告訴我們
[00:05:40.000 --> 00:05:42.000]  拿達阿比胡
[00:05:42.000 --> 00:05:44.000]  亞倫大祭司的兩個兒子
[00:05:44.000 --> 00:05:48.000]  拿著帆火來到耶和華的面前
[00:05:48.000 --> 00:05:52.000]  就是耶和華沒有吩咐他們的
[00:05:52.000 --> 00:05:57.000]  他們的身份不是隨便的
[00:05:57.000 --> 00:05:59.000]  所以他們不是夢察察
[00:05:59.000 --> 00:06:00.000]  好心不得好報
[00:06:00.000 --> 00:06:02.000]  他們是明知
[00:06:02.000 --> 00:06:04.000]  作為祭司大祭司
[00:06:04.000 --> 00:06:07.000]  在那一個星期的準備過程當中
[00:06:07.000 --> 00:06:10.000]  每一件事都需要順服上帝的指導
[00:06:10.000 --> 00:06:13.000]  現在竟然夠膽
[00:06:13.000 --> 00:06:17.000]  自己決定自把自為
[00:06:17.000 --> 00:06:19.000]  我們說過
[00:06:19.000 --> 00:06:21.000]  這不是舊約的上帝嚴厲
[00:06:21.000 --> 00:06:23.000]  是新約的上帝慈愛
[00:06:23.000 --> 00:06:25.000]  阿那利亞撒菲拉小童傳第五章記載的
[00:06:25.000 --> 00:06:27.000]  同一件事
[00:06:27.000 --> 00:06:29.000]  不是聖經經常記載這些事情
[00:06:29.000 --> 00:06:31.000]  上帝經常震怒
[00:06:31.000 --> 00:06:33.000]  擊殺
[00:06:33.000 --> 00:06:36.000]  可能舊約一次新約一次
[00:06:36.000 --> 00:06:43.000]  但是不順服的後果是極嚴重的
[00:06:43.000 --> 00:06:45.000]  不是開玩笑的
[00:06:45.000 --> 00:06:46.000]  不是說玩的
[00:06:46.000 --> 00:06:48.000]  不是隨便隨便的
[00:06:48.000 --> 00:06:50.000]  沒什麼所謂的
[00:06:50.000 --> 00:06:53.000]  在第十一章到第十五章
[00:06:53.000 --> 00:06:58.000]  在亞倫的兩個兒子死了之後
[00:06:58.000 --> 00:07:02.000]  耶和華上帝教導以色列人
[00:07:02.000 --> 00:07:08.000]  分別潔淨不潔淨的條例
[00:07:08.000 --> 00:07:11.000]  我們說這是一個預防的措施
[00:07:11.000 --> 00:07:16.000]  這個預防的措施當然有教導的意味
[00:07:16.000 --> 00:07:18.000]  例如不潔淨的動物
[00:07:18.000 --> 00:07:20.000]  上帝說了它是不潔淨的
[00:07:20.000 --> 00:07:27.000]  我們要學會尊重上帝的標準
[00:07:27.000 --> 00:07:31.000]  上帝定了它是潔淨或不潔淨
[00:07:31.000 --> 00:07:34.000]  例如第二類禮儀上的不潔
[00:07:34.000 --> 00:07:35.000]  是不能避免
[00:07:35.000 --> 00:07:38.000]  但是以色列人要很謹慎
[00:07:38.000 --> 00:07:41.000]  按照律法的規定
[00:07:41.000 --> 00:07:45.000]  怎樣離開這個不潔淨的情況
[00:07:45.000 --> 00:07:47.000]  怎樣潔淨自己
[00:07:47.000 --> 00:07:48.000]  離開
[00:07:48.000 --> 00:07:50.000]  這是教導
[00:07:50.000 --> 00:07:52.000]  不過潔淨不潔淨的條例
[00:07:52.000 --> 00:07:56.000]  還有第三就是道德上的不潔
[00:07:56.000 --> 00:07:59.000]  三重的不潔淨
[00:07:59.000 --> 00:08:04.000]  好像畫了一些緩衝區出來
[00:08:04.000 --> 00:08:06.000]  捉起一些泥巴
[00:08:06.000 --> 00:08:12.000]  是幫助我們不要走近危險的地方
[00:08:12.000 --> 00:08:14.000]  泥巴的作用就是這樣
[00:08:14.000 --> 00:08:16.000]  你來到懸崖旁邊
[00:08:16.000 --> 00:08:18.000]  你來到溫泉
[00:08:18.000 --> 00:08:19.000]  沒有泥巴的
[00:08:19.000 --> 00:08:21.000]  掉下去脫皮也會掉下來
[00:08:21.000 --> 00:08:22.000]  很危險
[00:08:22.000 --> 00:08:24.000]  捉起一條泥巴
[00:08:24.000 --> 00:08:25.000]  一條欄杆
[00:08:25.000 --> 00:08:28.000]  讓人走到欄杆那裡
[00:08:28.000 --> 00:08:30.000]  就知道停止了
