
[00:00:00.000 --> 00:00:08.720]  全福堂四周年
[00:00:08.720 --> 00:00:10.440]  我覺得對於我來說
[00:00:10.440 --> 00:00:14.440]  都有一個特別的、很深刻的意義
[00:00:14.440 --> 00:00:16.720]  剛才坐在這裡的時候
[00:00:16.720 --> 00:00:18.920]  很感謝教會弟兄姊妹們
[00:00:18.920 --> 00:00:20.360]  弄了剛才的那些照片
[00:00:20.360 --> 00:00:22.200]  很喜歡很喜歡那些照片
[00:00:22.200 --> 00:00:27.560]  很多幅是我第一次看到的
[00:00:27.560 --> 00:00:32.240]  感覺就是四年好像很快
[00:00:32.240 --> 00:00:34.560]  但是發生了很多事
[00:00:34.560 --> 00:00:38.560]  但是我相信最令我感動的是
[00:00:38.560 --> 00:00:40.800]  很多幅一幅一幅的照片
[00:00:40.800 --> 00:00:41.680]  一幅一幅的照片
[00:00:41.680 --> 00:00:46.080]  尤其是很多幅是受浸的水泥的照片
[00:00:46.080 --> 00:00:50.960]  突然間我心裏面真的很受感動
[00:00:50.960 --> 00:00:54.200]  我曾經在這個三分鐘的課
[00:00:54.200 --> 00:00:55.680]  我跟大家說過
[00:00:55.680 --> 00:00:58.520]  試過那兩個月我跟大家一起來思想
[00:00:58.520 --> 00:01:00.120]  都是聖靈的工作
[00:01:00.120 --> 00:01:01.840]  我自己也在學習
[00:01:01.840 --> 00:01:05.400]  我也很開放自己讓聖靈隨時感動我
[00:01:05.400 --> 00:01:08.480]  剛才我自己我相信是聖靈給我很大的感動
[00:01:08.480 --> 00:01:13.000]  一直看著這些一個一個的照片的時候
[00:01:13.000 --> 00:01:16.240]  有些弟兄、有些姊妹
[00:01:16.240 --> 00:01:19.680]  我每次上來的時候在門口跟我打招呼的
[00:01:19.680 --> 00:01:23.840]  有些是派程序單給我的
[00:01:23.840 --> 00:01:25.960]  原來就是在那裏受浸的
[00:01:25.960 --> 00:01:27.760]  剛剛才受浸的
[00:01:27.760 --> 00:01:31.080]  那個感覺不單單是親切
[00:01:31.080 --> 00:01:33.000]  我突然間真的體會
[00:01:33.000 --> 00:01:41.040]  就是全福堂是沒有名人、沒有位人
[00:01:41.040 --> 00:01:43.120]  但是就有一幫弟兄姊妹
[00:01:43.120 --> 00:01:44.360]  就是這一幫弟兄姊妹
[00:01:44.360 --> 00:01:45.720]  是人來的
[00:01:45.720 --> 00:01:51.520]  這一幫就是這一幫很願意一起很坦誠的去愛神的人
[00:01:51.520 --> 00:01:54.240]  然後坦誠的互相去相愛的人
[00:01:54.240 --> 00:01:55.760]  大家走在一起的時候
[00:01:55.760 --> 00:01:57.040]  這個就是全福堂
[00:01:57.040 --> 00:02:01.440]  我突然間感覺到心裏面很愛這一幫弟兄姊妹
[00:02:01.440 --> 00:02:02.920]  這種感覺是
[00:02:02.920 --> 00:02:06.160]  這種感動我不覺得是一種感覺這麼簡單
[00:02:06.160 --> 00:02:09.160]  感動是很不尋常的
[00:02:09.160 --> 00:02:11.520]  如果你知道我去過多少間教會講道
[00:02:11.520 --> 00:02:12.920]  你就知道
[00:02:12.920 --> 00:02:16.400]  我相信是聖靈有它自己的
[00:02:16.400 --> 00:02:17.880]  真是很特別的感動
[00:02:17.880 --> 00:02:20.360]  為了全福堂我很感恩
[00:02:20.360 --> 00:02:25.080]  為了你們我們也是在神面前向祂感謝
[00:02:25.080 --> 00:02:29.040]  好 今天我和大家有兩堂崇拜
[00:02:29.040 --> 00:02:33.160]  加上明天的星期日
[00:02:33.160 --> 00:02:36.760]  我想和大家分享有三個不同的信息
[00:02:36.760 --> 00:02:39.160]  是透過三段的經文
[00:02:39.160 --> 00:02:42.320]  正如一個人一樣
[00:02:42.320 --> 00:02:44.680]  或者一個教會一樣
[00:02:44.680 --> 00:02:46.040]  一個群體一樣
[00:02:46.040 --> 00:02:47.600]  它是生命來的
[00:02:47.600 --> 00:02:49.760]  這個生命是有成長的
[00:02:49.760 --> 00:02:53.920]  這個生命是要有achievement
[00:02:53.920 --> 00:02:55.920]  就是所謂要有成就
[00:02:55.920 --> 00:02:57.240]  成就不一定有錢
[00:02:57.240 --> 00:02:59.320]  不一定是大間的堂會
[00:02:59.320 --> 00:03:03.120]  不一定是很漂亮的建築物
[00:03:03.120 --> 00:03:06.200]  很漂亮的建築物都可以被人拆的
[00:03:06.200 --> 00:03:09.480]  大家可能知道在過去這個星期最大的事
[00:03:09.480 --> 00:03:11.720]  在中國在基督教信仰裏面
[00:03:11.720 --> 00:03:14.160]  就是一間很漂亮的教堂
[00:03:14.160 --> 00:03:17.400]  可以是溫州其中一間最大最漂亮的教堂
[00:03:17.400 --> 00:03:19.560]  就馬上被人拆了
[00:03:19.560 --> 00:03:23.080]  我們不評論這個政治 不評論政策
[00:03:23.080 --> 00:03:25.440]  但我們只知道一件事
[00:03:25.440 --> 00:03:28.520]  很漂亮的教堂是可以被人拆的
[00:03:28.520 --> 00:03:33.440]  正如有位溫州的弟兄所說的話
[00:03:33.440 --> 00:03:36.200]  拆教堂是可以的
[00:03:36.200 --> 00:03:38.720]  但拆不了心裏面的十字架
[00:03:38.720 --> 00:03:41.840]  我相信全福堂一樣是最重要的
[00:03:41.840 --> 00:03:43.000]  在我們心裏面
[00:03:43.000 --> 00:03:46.840]  所以第二堂我會和大家講的就是繼續
[00:03:46.840 --> 00:03:52.160]  待會我們那一堂會和大家講我們上一次沒講完的
[00:03:52.160 --> 00:03:57.520]  就是聖靈帶來的榮耀的盼望
[00:03:57.520 --> 00:04:01.760]  那種生命裏面的勝利
[00:04:01.760 --> 00:04:04.120]  然後明天早上我和大家講的
[00:04:04.120 --> 00:04:07.400]  也是我自己最近人生裏面很多的思考
[00:04:07.400 --> 00:04:09.480]  六十多歲一定會思考這個問題
[00:04:09.480 --> 00:04:11.960]  但我想從一個屬靈的角度去思考
[00:04:11.960 --> 00:04:14.880]  一輩子這樣就過去了
[00:04:14.880 --> 00:04:17.720]  那有什麼意思呢?
[00:04:17.720 --> 00:04:20.400]  一輩子了 做了一輩子的人
[00:04:20.400 --> 00:04:23.200]  究竟在屬靈的意義上有什麼意思?
[00:04:23.200 --> 00:04:25.400]  怎樣才會無憾呢?一生人
[00:04:25.400 --> 00:04:30.400]  那我明天就會和大家在耶穌基督和保羅這兩個最重要的
[00:04:30.400 --> 00:04:32.560]  就是根源的說話
[00:04:32.560 --> 00:04:36.040]  和他們面對他們自己生命要結束的時候
[00:04:36.040 --> 00:04:37.760]  他們所說的話我們看回
[00:04:37.760 --> 00:04:39.400]  就是為什麼他們會無憾
[00:04:39.400 --> 00:04:43.640]  一個怎樣的生命才可以在屬靈上沒有遺憾
[00:04:43.640 --> 00:04:46.960]  所以這個也是一間教會我們要面對的
[00:04:46.960 --> 00:04:49.440]  無論這間教會有多長的日子
[00:04:49.440 --> 00:04:53.520]  但是我們在神的面前是沒有遺憾的
[00:04:53.520 --> 00:04:58.720]  成為一間神自己覺得是值得存在的教會 好不好?
[00:04:58.720 --> 00:05:02.560]  不是有組織有人就值得存在的
[00:05:02.560 --> 00:05:06.280]  有很多教會是很廢的
[00:05:06.280 --> 00:05:10.000]  有很多教會的教黨很漂亮
[00:05:10.000 --> 00:05:11.200]  但是都很廢的
[00:05:11.200 --> 00:05:14.480]  你去歐洲你就會看到
[00:05:14.480 --> 00:05:21.000]  我和大家說過我去愛丁堡那一個月做研究的時候
[00:05:21.000 --> 00:05:25.840]  在蘇格蘭去了很多不同的以前很大很漂亮的教黨
[00:05:25.840 --> 00:05:28.200]  很多都很廢的
[00:05:28.200 --> 00:05:31.600]  有些星期天都不開門 簡直是倒閉了
[00:05:31.600 --> 00:05:33.360]  有兩間改做Bingo
[00:05:33.360 --> 00:05:36.320]  就是人家賭錢的那些
[00:05:36.320 --> 00:05:38.320]  賣給人家做Bingo
[00:05:38.320 --> 00:05:42.360]  還有一間更慘 做色情場所
[00:05:42.360 --> 00:05:44.840]  以前是教堂
[00:05:44.840 --> 00:05:51.200]  就是在神的面前要很謹守 很小心
[00:05:51.200 --> 00:05:55.560]  好 我們今天就一起看菲律賓書
[00:05:55.560 --> 00:05:57.560]  我們看第三章
[00:05:57.560 --> 00:05:59.560]  菲律賓書第三章
[00:05:59.560 --> 00:06:02.960]  我今天和大家說第一個課題就是成長
[00:06:02.960 --> 00:06:07.240]  大家手上 剛才在唱詩那裡後面有一個大綱
[00:06:07.240 --> 00:06:10.360]  拿出來 因為這個大綱比較長比較多
[00:06:10.360 --> 00:06:14.960]  幫助我講得比較可以流暢一點
[00:06:14.960 --> 00:06:18.480]  所以請大家幫忙一起打開來看
[00:06:18.480 --> 00:06:22.520]  我們也不慢慢讀這段聖經了
[00:06:22.520 --> 00:06:25.160]  我們講到那裡讀到那裡 好嗎?
[00:06:25.160 --> 00:06:29.680]  保羅在這段聖經很特別的
[00:06:29.680 --> 00:06:35.000]  他去回顧他自己的生命怎樣去成長
[00:06:35.000 --> 00:06:39.520]  如果你說問一個人的屬靈成長
[00:06:39.520 --> 00:06:41.520]  一間教會的屬靈成長
[00:06:41.520 --> 00:06:43.520]  有什麼秘訣呢?
[00:06:43.520 --> 00:06:47.840]  其實我告訴你 今天我們所讀的這段聖經第三章
[00:06:47.840 --> 00:06:52.600]  保羅就講了他屬靈成長的秘訣的路是怎樣的
[00:06:52.600 --> 00:06:55.080]  你從一個這樣的角度去想的時候
[00:06:55.080 --> 00:06:59.360]  這段聖經其實是很珍貴的
[00:06:59.360 --> 00:07:02.720]  我們經常想 怎樣可以屬靈成長得好呢?
[00:07:02.720 --> 00:07:05.240]  最好找一個好的榜樣
[00:07:05.240 --> 00:07:08.480]  一個很成功的榜樣 問一下他的秘訣是什麼
[00:07:08.480 --> 00:07:11.320]  保羅就已經很成功了
[00:07:11.320 --> 00:07:15.480]  保羅這麼成功 然後告訴你我怎樣成長
[00:07:15.480 --> 00:07:19.680]  所以我覺得這是一個秘訣 一個自我否白
[00:07:19.680 --> 00:07:23.040]  這件事是真的很值得我們去研究一下
[00:07:23.040 --> 00:07:26.320]  我想從這段聖經第四至第十六節那裡
[00:07:26.320 --> 00:07:29.400]  我們看到保羅在屬靈成長裡面
[00:07:29.400 --> 00:07:33.560]  我列出來了 五個部
[00:07:33.560 --> 00:07:37.160]  五部不一定是要你跟著他第一步 第二步 第三步
[00:07:37.160 --> 00:07:40.880]  一直上去 其實也有一點這樣的意思
[00:07:40.880 --> 00:07:43.880]  但最重要的是 等一下我想跟大家說的 大家記住
[00:07:43.880 --> 00:07:48.440]  在保羅和每一個他認為屬靈成長的人的生命裡面
[00:07:48.440 --> 00:07:50.640]  都有這五個的部分 好嗎?
[00:07:50.640 --> 00:07:52.360]  我們自己在這裡看我們自己
[00:07:52.360 --> 00:07:54.080]  究竟我們有沒有這五個部分
[00:07:54.080 --> 00:07:56.200]  如果我們有的話 我們是在成長的
[00:07:56.200 --> 00:08:00.240]  沒有的話 我們是在停滯 甚至是死亡的
[00:08:00.240 --> 00:08:01.120]  大家明白我的意思嗎?
[00:08:01.120 --> 00:08:02.240]  好 我們一起來看吧
[00:08:02.240 --> 00:08:04.720]  我們時間不多 一直直落去看
[00:08:04.720 --> 00:08:08.840]  第一部 第一部就是第四節到第六節
[00:08:08.840 --> 00:08:11.640]  第四節到第六節
[00:08:11.640 --> 00:08:15.200]  我就讀給大家聽 好嗎?
[00:08:15.200 --> 00:08:19.960]  我讀《和盤》 大家熟一點的
[00:08:19.960 --> 00:08:23.680]  他說 其實我也可以靠肉體
[00:08:23.680 --> 00:08:28.280]  若是別人想他可以靠肉體 我更可以靠雀鳥
[00:08:28.280 --> 00:08:29.880]  我第八天受割禮
[00:08:29.880 --> 00:08:32.440]  我是以色列族變顏文支派的人
[00:08:32.440 --> 00:08:34.720]  是希伯來人所生的希伯來人
[00:08:34.720 --> 00:08:37.240]  就律法來說 我是法利塞人
[00:08:37.240 --> 00:08:39.840]  就熱心來說 我是碧巴教會的
[00:08:39.840 --> 00:08:43.280]  就律法上的義來說 我是無可指責的
[00:08:43.280 --> 00:08:45.720]  這是第一頁
[00:08:45.720 --> 00:08:47.760]  這裡保羅在說什麼呢?
[00:08:47.760 --> 00:08:50.440]  這裡保羅在說他的威水史
[00:08:50.440 --> 00:08:52.560]  為什麼保羅無緣無故說威水史呢?
[00:08:52.560 --> 00:08:54.080]  當然不是他在說的
[00:08:54.080 --> 00:08:56.840]  而是在菲律賓教會裡面
[00:08:56.840 --> 00:08:59.160]  有些人批評保羅是個什麼人?
[00:08:59.160 --> 00:09:02.640]  指三道四 在教人這樣那樣
[00:09:02.640 --> 00:09:04.400]  他很厲害嗎?
[00:09:04.400 --> 00:09:07.160]  於是就對他有很多的攻擊
[00:09:07.160 --> 00:09:08.840]  他說我們不想和你爭辯
[00:09:08.840 --> 00:09:10.800]  保羅 我不想和你爭辯
[00:09:10.800 --> 00:09:12.760]  有些人說保羅的樣子不行
[00:09:12.760 --> 00:09:14.560]  說話又很刺激
[00:09:14.560 --> 00:09:18.000]  真的 當時有人不斷批評他
[00:09:18.720 --> 00:09:22.480]  為什麼他可以這樣教會教人呢?
[00:09:22.480 --> 00:09:25.320]  於是保羅說我不想和你再爭辯這些東西
[00:09:25.320 --> 00:09:27.320]  不過如果你真的要問我什麼背景
[00:09:27.320 --> 00:09:29.040]  不如我說一點點給你聽
[00:09:29.040 --> 00:09:30.680]  保羅一說就說了七件事
[00:09:30.680 --> 00:09:31.840]  剛才我們所讀的那段《聖經》
[00:09:31.840 --> 00:09:34.560]  如果你心水清一早就說了七件事
[00:09:34.560 --> 00:09:36.800]  這七件事呢
[00:09:36.800 --> 00:09:39.200]  其實一說出來就嚇死你
[00:09:39.200 --> 00:09:42.280]  保羅說我說一點點給你聽
[00:09:42.280 --> 00:09:44.000]  一說出來的時候
[00:09:44.000 --> 00:09:45.040]  哪七件事呢?
[00:09:45.040 --> 00:09:47.120]  對於我們來說
[00:09:47.120 --> 00:09:50.920]  我們21世紀的中國香港人來說
[00:09:50.920 --> 00:09:52.880]  這七件事沒有什麼特別的
[00:09:52.880 --> 00:09:54.000]  但是我們知道
[00:09:54.000 --> 00:09:57.120]  《菲律賓書》是寫給當時的猶太人
[00:09:57.120 --> 00:09:59.040]  主要是猶太人看的
[00:09:59.040 --> 00:10:01.200]  所以如果你是一個猶太人的背景
[00:10:01.200 --> 00:10:02.520]  聽的時候你就知道
[00:10:02.520 --> 00:10:04.960]  是很厲害的 很威風的
[00:10:04.960 --> 00:10:07.160]  很厲害的 嚇壞人的
[00:10:07.160 --> 00:10:08.160]  哪幾件事呢?
[00:10:08.160 --> 00:10:08.880]  保羅在這裡
[00:10:08.880 --> 00:10:10.360]  如果我們稍微簡單
[00:10:10.360 --> 00:10:12.280]  你看到我大綱那裡
[00:10:12.280 --> 00:10:14.440]  將分析就是有前面四件事
[00:10:14.440 --> 00:10:16.640]  是講到天生的
[00:10:16.640 --> 00:10:17.960]  與生俱來的
[00:10:17.960 --> 00:10:19.320]  後面三件事呢
[00:10:19.320 --> 00:10:21.640]  就是後天他努力的成就
[00:10:21.640 --> 00:10:24.000]  就是有他出生
[00:10:24.000 --> 00:10:25.880]  還有他的努力
[00:10:25.880 --> 00:10:29.000]  都是值得人去震驚的
[00:10:29.000 --> 00:10:30.240]  是很厲害的
[00:10:30.240 --> 00:10:30.840]  很簡單
[00:10:30.840 --> 00:10:32.640]  因為這個對於我們來說不是太重要
[00:10:32.640 --> 00:10:35.040]  因為對當時猶太人來說重要
[00:10:35.040 --> 00:10:36.760]  但是我怎麼也要講幾句
[00:10:36.760 --> 00:10:38.080]  給大家理解
[00:10:38.080 --> 00:10:39.280]  希望大家進入去
[00:10:39.280 --> 00:10:41.640]  當時的猶太人讀者的時候
[00:10:41.640 --> 00:10:43.840]  那種的震撼
[00:10:43.840 --> 00:10:44.960]  有四件事的
[00:10:44.960 --> 00:10:46.800]  第一
[00:10:46.800 --> 00:10:51.720]  他說我是第八天受割禮的
[00:10:51.720 --> 00:10:54.960]  就是說他不是那些二族歸化的
[00:10:54.960 --> 00:10:57.880]  二族歸化的不是那個時間受割禮的
[00:10:57.880 --> 00:10:59.160]  一聽就知道了
[00:10:59.160 --> 00:11:00.600]  我第八天就受割禮的
[00:11:00.600 --> 00:11:04.400]  我是跟足猶太人的純正的血統
[00:11:04.400 --> 00:11:06.960]  我不是那些後來歸化的人
[00:11:06.960 --> 00:11:10.800]  我是一生下來就是神的選民
[00:11:10.800 --> 00:11:11.480]  第二
[00:11:11.480 --> 00:11:13.640]  我是屬於以色列族的
[00:11:13.640 --> 00:11:16.120]  以色列族的意思就是說我是純種的
[00:11:16.120 --> 00:11:19.320]  並不是那些是雜種的
[00:11:19.320 --> 00:11:20.400]  因為知道大家
[00:11:20.400 --> 00:11:23.200]  比如說以前我們看聖經都會記得
[00:11:23.200 --> 00:11:24.960]  比如說撒瑪利亞人那些
[00:11:24.960 --> 00:11:29.160]  就是他就是猶太人和那些亞述人
[00:11:29.160 --> 00:11:32.320]  或者是其他的外族人
[00:11:32.320 --> 00:11:34.320]  是雜婚生出來的
[00:11:34.320 --> 00:11:36.040]  有些人很看不起他們
[00:11:36.040 --> 00:11:39.320]  因為他們的血統不純正
[00:11:39.320 --> 00:11:40.560]  普羅話你不用想了
[00:11:40.560 --> 00:11:42.720]  我是完全純正血統的
[00:11:42.720 --> 00:11:45.880]  我生下來我的血統是純正的以色列族
[00:11:45.880 --> 00:11:47.600]  我生下來第八天受割禮
[00:11:47.600 --> 00:11:50.920]  是跟足猶太人的傳統
[00:11:50.920 --> 00:11:52.560]  我是變雅敏茲派的
[00:11:52.560 --> 00:11:54.400]  變雅敏茲派是什麼意思呢?
[00:11:54.400 --> 00:11:56.080]  變雅敏茲派就是
[00:11:56.080 --> 00:11:57.360]  大家知道以色列
[00:11:57.360 --> 00:11:58.640]  如果王國這麼威風
[00:11:58.640 --> 00:12:01.440]  你經常覺得以色列的王國
[00:12:01.440 --> 00:12:02.360]  第一個皇帝
[00:12:02.360 --> 00:12:03.480]  索羅
[00:12:03.480 --> 00:12:04.080]  索羅是什麼?
[00:12:04.080 --> 00:12:05.080]  是變雅敏茲派
[00:12:05.080 --> 00:12:07.360]  就是我是第一個皇帝的支派
[00:12:07.360 --> 00:12:09.120]  並且王國分裂之後
[00:12:09.120 --> 00:12:13.160]  一直擁護跟隨大衛的支派
[00:12:13.160 --> 00:12:18.160]  就是變雅敏茲派
[00:12:18.160 --> 00:12:18.920]  第四
[00:12:18.920 --> 00:12:21.320]  我是希伯來人所生的希伯來人
[00:12:21.320 --> 00:12:22.720]  意思就是說
[00:12:22.720 --> 00:12:25.720]  我不僅是生出來的希伯來人
[00:12:25.720 --> 00:12:27.720]  並且我講的話
[00:12:27.720 --> 00:12:30.120]  不是講其他話
[00:12:30.120 --> 00:12:31.120]  我是講希伯來話
[00:12:31.120 --> 00:12:32.520]  雖然我懂得希臘文
[00:12:32.520 --> 00:12:36.080]  但是他說我是講希伯來話的
[00:12:36.080 --> 00:12:38.080]  我是忠於我的傳統的
[00:12:38.080 --> 00:12:41.720]  這個就是保羅的家底背景
[00:12:41.720 --> 00:12:42.680]  完全信任
[00:12:42.680 --> 00:12:44.520]  猶太人好像我們以前中國人一樣
[00:12:44.520 --> 00:12:45.800]  很緊張他的血統
[00:12:45.800 --> 00:12:47.280]  很純正
[00:12:47.280 --> 00:12:49.240]  不會跟別人紮分
[00:12:49.240 --> 00:12:51.360]  保羅說我是完全的純正
[00:12:51.360 --> 00:12:53.800]  接著不僅我出生是這樣
[00:12:53.800 --> 00:12:54.920]  比很多人來說
[00:12:54.920 --> 00:12:56.960]  我是最優秀的出生
[00:12:56.960 --> 00:12:59.160]  而且我後天的努力
[00:12:59.160 --> 00:13:01.480]  也是令人側目的
[00:13:01.480 --> 00:13:02.800]  是很厲害的
[00:13:02.800 --> 00:13:04.160]  因為按照律法來說
[00:13:04.160 --> 00:13:05.080]  我是法尼塞人
[00:13:05.080 --> 00:13:05.680]  就是說
[00:13:05.680 --> 00:13:06.760]  法尼塞人大家知道
[00:13:06.760 --> 00:13:08.280]  就是信仰裡面
[00:13:08.280 --> 00:13:10.280]  是最嚴謹的
[00:13:10.280 --> 00:13:12.560]  接著他說按照熱誠來說
[00:13:12.560 --> 00:13:14.560]  我是逼迫教會的
[00:13:14.560 --> 00:13:16.160]  這個就是說
[00:13:16.160 --> 00:13:16.720]  保羅說
[00:13:16.720 --> 00:13:18.440]  我不僅是很熱誠於
[00:13:18.440 --> 00:13:20.240]  我的猶太教的背景
[00:13:20.240 --> 00:13:22.520]  並且我熱誠到那個地步
[00:13:22.520 --> 00:13:24.040]  去逼迫那些
[00:13:24.040 --> 00:13:25.840]  當時大家知道
[00:13:25.840 --> 00:13:28.040]  保羅還沒歸信之前
[00:13:28.040 --> 00:13:29.720]  他是逼迫基督教會的
[00:13:29.720 --> 00:13:32.240]  因為他覺得耶穌和那些門徒
[00:13:32.240 --> 00:13:33.680]  是背叛了猶太教
[00:13:33.680 --> 00:13:36.520]  所以他是比其他的法尼塞人
[00:13:36.520 --> 00:13:37.880]  更加積極
[00:13:37.880 --> 00:13:41.600]  要滅絕這個基督教
[00:13:41.600 --> 00:13:42.600]  所以當時來說
[00:13:42.600 --> 00:13:44.880]  他是比其他人更加虔誠
[00:13:44.880 --> 00:13:45.720]  更加積極
[00:13:45.720 --> 00:13:48.040]  更加徹底的
[00:13:48.040 --> 00:13:49.480]  然後第七樣
[00:13:49.480 --> 00:13:51.160]  他按照律法上的義來說
[00:13:51.160 --> 00:13:52.960]  我是無可指責的
[00:13:52.960 --> 00:13:54.880]  他說我是一個徹底的
[00:13:54.880 --> 00:13:57.400]  實踐的跟隨者
[00:13:57.400 --> 00:13:58.320]  所以我們說
[00:13:58.320 --> 00:14:00.400]  這個就是保羅的
[00:14:00.400 --> 00:14:03.360]  第一流的背景
[00:14:03.360 --> 00:14:05.360]  那個情況
[00:14:05.360 --> 00:14:07.760]  但是最重要我想和大家說的
[00:14:07.760 --> 00:14:08.880]  不是這些
[00:14:08.880 --> 00:14:10.480]  因為保羅說我想和你說的
[00:14:10.480 --> 00:14:12.600]  也不是說這些威風的事給大家聽
[00:14:12.600 --> 00:14:13.960]  最重要的就是
[00:14:13.960 --> 00:14:16.880]  我有這些這麼厲害的東西
[00:14:16.880 --> 00:14:18.600]  但是大家記得
