
[00:00:00.000 --> 00:00:08.640]  在人生裏面有很多事情要學習
[00:00:08.640 --> 00:00:11.400]  不過,其中一樣東西
[00:00:11.400 --> 00:00:15.320]  我從小到大父母都這樣教導我
[00:00:15.320 --> 00:00:19.520]  最重要是一些處世之道
[00:00:19.520 --> 00:00:25.920]  當然,從小到大父母教我們怎樣做一個聽話的人
[00:00:25.920 --> 00:00:27.920]  要醒目的人
[00:00:27.920 --> 00:00:30.840]  但處世之道是不可缺少的
[00:00:30.840 --> 00:00:36.080]  因為如果你不懂得處世之道
[00:00:36.080 --> 00:00:38.080]  活在這個世界上
[00:00:38.080 --> 00:00:42.840]  很多時候是很容易會碰釘的
[00:00:42.840 --> 00:00:44.840]  甚至可以這樣說
[00:00:44.840 --> 00:00:47.240]  這個世界做人
[00:00:47.240 --> 00:00:52.600]  有很多事情不是純粹按本子辦事
[00:00:52.600 --> 00:00:59.680]  這些是很多父母都這樣教導子女和兒女
[00:00:59.680 --> 00:01:02.480]  尤其是有一句廣東話常用的
[00:01:02.480 --> 00:01:06.480]  就是「識時務者為俊傑」
[00:01:06.480 --> 00:01:09.760]  做人最重要是懂得走位
[00:01:09.760 --> 00:01:15.480]  在某些地方要學會怎樣跟隨大隊
[00:01:15.480 --> 00:01:19.880]  這樣才可以做事少一些麻煩
[00:01:19.880 --> 00:01:21.880]  多一些成功
[00:01:21.880 --> 00:01:26.160]  於是當我回想這番話時
[00:01:26.160 --> 00:01:30.320]  對於我自己作為一個信徒、基督徒來計算
[00:01:30.320 --> 00:01:32.320]  有很多掙扎
[00:01:32.320 --> 00:01:38.400]  究竟我們要做到怎樣才叫「識時務者為俊傑」呢?
[00:01:38.400 --> 00:01:42.960]  甚麼才是基督徒應有的處世之道呢?
[00:01:42.960 --> 00:01:46.800]  我曾經遇過不少挑戰
[00:01:46.800 --> 00:01:53.960]  其中一次挑戰可以說是在我自己的侍奉開始時
[00:01:53.960 --> 00:01:56.520]  面對的一個頗大的挑戰
[00:01:56.520 --> 00:01:57.800]  大家都知道
[00:01:57.800 --> 00:02:01.320]  如果我們蒙神的呼召
[00:02:01.320 --> 00:02:05.280]  然後要全時間侍奉主的時候
[00:02:05.280 --> 00:02:07.800]  通常第一件事不是說
[00:02:07.800 --> 00:02:10.800]  我立刻走出去傳道
[00:02:10.800 --> 00:02:13.960]  現在通常我們的做法就是
[00:02:13.960 --> 00:02:16.960]  先去把自己好好裝備
[00:02:16.960 --> 00:02:21.960]  固然我們需要去到神學院裏面去做奏
[00:02:21.960 --> 00:02:27.840]  於是我就跟其他一般大眾的
[00:02:27.840 --> 00:02:30.320]  有奉獻的大兄姐妹
[00:02:30.320 --> 00:02:33.640]  都去嘗試去投考神學院
[00:02:33.640 --> 00:02:36.040]  申請一些神學院的入學
[00:02:36.040 --> 00:02:38.040]  我還記得
[00:02:38.040 --> 00:02:41.040]  當時我在香港申請過一間
[00:02:41.040 --> 00:02:43.680]  頗有名的神學院
[00:02:43.680 --> 00:02:47.520]  這間神學院就把我所有的
[00:02:47.520 --> 00:02:52.000]  過去的學業的成績做了一個評估
[00:02:52.000 --> 00:02:55.960]  然後看我的信主的見證等等之後
[00:02:55.960 --> 00:02:58.280]  它就說都差不多了
[00:02:58.280 --> 00:03:01.840]  不過我們就想跟你做一個面試
[00:03:01.840 --> 00:03:03.080]  不要太緊張
[00:03:03.080 --> 00:03:06.880]  這些面試只不過是希望我們能夠彼此
[00:03:06.880 --> 00:03:08.880]  大家可以認識一下
[00:03:08.880 --> 00:03:11.000]  讓你認識神學院
[00:03:11.000 --> 00:03:14.120]  也讓神學院多點認識你
[00:03:14.120 --> 00:03:16.120]  怎樣去學會去做奏
[00:03:16.120 --> 00:03:20.720]  或者去幫助你成為一個更好的將來的侍奉者
[00:03:20.720 --> 00:03:23.960]  於是我就去附會
[00:03:23.960 --> 00:03:25.960]  按照約定的時間
[00:03:25.960 --> 00:03:30.640]  就去到這間神學院的舊時它的校址裏面
[00:03:30.640 --> 00:03:32.640]  去會面
[00:03:32.640 --> 00:03:37.160]  在這個面試的過程當中
[00:03:37.160 --> 00:03:43.720]  我還記得當時是這間神學院的副院長和教務長
[00:03:43.720 --> 00:03:46.160]  和另一位的神學教授
[00:03:46.160 --> 00:03:50.600]  因為我報讀的是一個教務學及色經學的課程
[00:03:50.600 --> 00:03:55.640]  於是他就來到去主持這個面試
[00:03:55.640 --> 00:03:58.320]  在這個面試的最後
[00:03:58.320 --> 00:04:00.480]  他就問我一些很實際的
[00:04:00.480 --> 00:04:03.040]  會上的個案問題
[00:04:03.040 --> 00:04:06.280]  他就說我想把這些個案交給你
[00:04:06.280 --> 00:04:11.560]  你嘗試在這些個案上作一些回應
[00:04:11.560 --> 00:04:14.360]  你覺得在聖經裏面
[00:04:14.360 --> 00:04:18.680]  怎樣去教導我們去做一些牧場的工作呢
[00:04:18.680 --> 00:04:21.720]  於是我就看完內容
[00:04:21.720 --> 00:04:27.160]  然後就按照我自己當時有的一些聖經的認識
[00:04:27.160 --> 00:04:28.920]  對聖經的了解
[00:04:28.920 --> 00:04:30.920]  於是就作了一些回應
[00:04:30.920 --> 00:04:36.080]  那個副院長和教授都很滿意
[00:04:36.080 --> 00:04:38.640]  然後他說
[00:04:38.640 --> 00:04:42.160]  不過去到面試的最後的時候
[00:04:42.160 --> 00:04:44.440]  我就想多問你一條問題
[00:04:44.440 --> 00:04:48.080]  我就說好啊,你多問一條問題吧
[00:04:48.080 --> 00:04:50.080]  其實多問幾條都沒有問題的
[00:04:50.080 --> 00:04:51.440]  反正都是來面試
[00:04:51.440 --> 00:04:53.440]  你問什麼我都會回答你的
[00:04:53.440 --> 00:04:54.560]  他就說
[00:04:54.560 --> 00:04:57.720]  你都知道我們神學院的畢業生
[00:04:57.720 --> 00:05:02.320]  出名學術的成就是很好的
[00:05:02.320 --> 00:05:06.000]  我們解經的訓練
[00:05:06.000 --> 00:05:07.240]  你這麼喜歡解經
[00:05:07.240 --> 00:05:10.200]  於是你來到我們這裏
[00:05:10.200 --> 00:05:12.960]  應該可以說是非常之適合你
[00:05:12.960 --> 00:05:15.200]  因為我們聖經的
[00:05:15.200 --> 00:05:20.440]  釋經的教導是非常之超凡的
[00:05:20.440 --> 00:05:22.920]  不過往往
[00:05:22.920 --> 00:05:26.440]  當我們的畢業生出了神學院之後
[00:05:26.440 --> 00:05:28.760]  進入到工場
[00:05:28.760 --> 00:05:33.440]  工場就是進入到教會裏面
[00:05:33.440 --> 00:05:38.040]  很多時候教會給很多回應給神學院
[00:05:38.040 --> 00:05:39.080]  他說
[00:05:39.080 --> 00:05:41.640]  你們神學院的所有畢業生
[00:05:41.640 --> 00:05:44.520]  其實聖經知識非常之好
[00:05:44.520 --> 00:05:46.840]  釋經也做得很好
[00:05:46.840 --> 00:05:52.680]  不過你們這些神學畢業生都不太懂得做人
[00:05:52.680 --> 00:05:55.200]  每樣事情都找聖經來量度
[00:05:55.200 --> 00:05:58.320]  然後決定怎樣去處理
[00:05:58.320 --> 00:06:01.880]  你有什麼看法?他問我
[00:06:01.880 --> 00:06:05.160]  哇!面試神學院
[00:06:05.160 --> 00:06:07.960]  最後問一條這樣的問題
[00:06:07.960 --> 00:06:09.840]  真是
[00:06:09.840 --> 00:06:11.840]  答錯了
[00:06:11.840 --> 00:06:16.880]  可能整個面試都可以說是泡湯
[00:06:16.880 --> 00:06:19.080]  於是乎他就問我
[00:06:19.080 --> 00:06:22.400]  你會怎樣處理這件事
[00:06:22.400 --> 00:06:24.800]  這個現象
[00:06:24.800 --> 00:06:28.240]  我就很坦白地跟他這樣說
[00:06:28.240 --> 00:06:29.280]  我說
[00:06:29.280 --> 00:06:31.720]  如果我作為一個傳道人
[00:06:31.720 --> 00:06:34.400]  出到去在教會裏面
[00:06:34.400 --> 00:06:37.120]  去牧養信徒
[00:06:37.120 --> 00:06:41.360]  我仍然會好像這些神學畢業生
[00:06:41.360 --> 00:06:43.800]  以前他們所做的一樣
[00:06:43.800 --> 00:06:46.400]  會按照聖經的教導
[00:06:46.400 --> 00:06:52.320]  來處理教會一些的問題
[00:06:52.320 --> 00:06:55.360]  接著這個副院長就說
[00:06:55.360 --> 00:06:56.760]  如果既然是這樣
[00:06:56.760 --> 00:07:00.400]  似乎有些困難
[00:07:00.400 --> 00:07:03.440]  我們需要再有些考慮
[00:07:03.440 --> 00:07:05.720]  接著面試完畢了
[00:07:05.720 --> 00:07:09.560]  經過了這個面試之後
[00:07:09.560 --> 00:07:13.640]  我就明白了一點
[00:07:13.640 --> 00:07:15.000]  明白了一點什麼呢?
[00:07:15.000 --> 00:07:18.280]  就是為什麼這間神學院
[00:07:18.280 --> 00:07:22.520]  它的校名是要在前面加上國家名
[00:07:22.520 --> 00:07:25.800]  因為這間神學院的訓練
[00:07:25.800 --> 00:07:30.360]  是為了將來服務這個國家的宗旨
[00:07:30.360 --> 00:07:32.880]  而去成就的
[00:07:32.880 --> 00:07:36.800]  而不是為了去侍奉主我們的神
[00:07:36.800 --> 00:07:39.040]  為他的最終的宗旨
[00:07:39.040 --> 00:07:40.560]  所謂聖經的學識
[00:07:40.560 --> 00:07:44.120]  只不過是一個用來作出掩飾
